regime,is_holdout,target_g,method,n_f,achieved_g,med_med_error,med_med_skill,med_valid_rate,n
log_oscillatory,0,0.02,linear,50000.0,0.2992564263745022,,,0.0,3
log_oscillatory,0,0.02,log_linear,50000.0,0.2992564263745022,0.030626597752048096,0.3607646221370935,1.0,3
log_oscillatory,0,0.02,geom_avg_diff,50000.0,0.2992564263745022,0.145715200287441,1.8267990786528827,0.0,3
log_oscillatory,0,0.02,richardson_1,50000.0,0.2992564263745022,0.022569916602368373,0.2675844332201284,1.0,3
log_oscillatory,0,0.02,richardson_2,50000.0,0.2992564263745022,0.08930925244173489,1.0426977553224277,1.0,3
log_oscillatory,0,0.02,richardson_3,50000.0,0.2992564263745022,0.0990281947071146,1.1561637233096533,1.0,3
log_oscillatory,0,0.02,richardson_a05,50000.0,0.2992564263745022,0.06533978416407686,0.7667058456906315,1.0,3
log_oscillatory,0,0.02,richardson_a10,50000.0,0.2992564263745022,0.10137954424242522,1.1858597996214826,1.0,3
log_oscillatory,0,0.02,richardson_a20,50000.0,0.2992564263745022,0.12042731001607206,1.4075308458401725,1.0,3
log_oscillatory,0,0.02,single_exp_fit,50000.0,0.2992564263745022,0.11265611086107846,1.315267583911549,1.0,3
log_oscillatory,0,0.02,double_exp_fit,50000.0,0.2992564263745022,0.11265611071782734,1.3152675822417186,1.0,3
log_oscillatory,0,0.02,rational_fit,50000.0,0.2992564263745022,0.11098327820578899,1.2957379892661525,1.0,3
log_oscillatory,0,0.02,log_fit,50000.0,0.2992564263745022,0.038847813610261864,0.45880288417732307,1.0,3
log_oscillatory,0,0.02,shanks_1,50000.0,0.2992564263745022,0.1407436332438044,1.7658321305832412,1.0,3
log_oscillatory,0,0.02,shanks_2,50000.0,0.2992564263745022,0.13842432261517643,1.7154470301749365,1.0,3
log_oscillatory,0,0.02,shanks_3,50000.0,0.2992564263745022,0.13771800810691537,1.6730938976629726,1.0,3
log_oscillatory,0,0.02,shanks_4,50000.0,0.2992564263745022,0.13027741879108823,1.6285333182366712,1.0,3
log_oscillatory,0,0.02,wynn_eps_1,50000.0,0.2992564263745022,0.14074363324380504,1.7658321305832239,1.0,3
log_oscillatory,0,0.02,wynn_eps_2,50000.0,0.2992564263745022,0.13852603544978936,1.7273507938923198,1.0,3
log_oscillatory,0,0.02,wynn_eps_3,50000.0,0.2992564263745022,0.13364831059765847,1.7217285249212622,1.0,3
log_oscillatory,0,0.02,wynn_rho_1,50000.0,0.2992564263745022,0.14102343568114428,1.7457704177262912,1.0,3
log_oscillatory,0,0.02,wynn_rho_2,50000.0,0.2992564263745022,0.1416126722086012,1.7674178855246652,1.0,3
log_oscillatory,0,0.02,wynn_rho_3,50000.0,0.2992564263745022,0.1962311568930664,2.4524112619879297,1.0,3
log_oscillatory,0,0.02,pade_11,50000.0,0.2992564263745022,0.12967550119571464,1.5183229567202916,1.0,3
log_oscillatory,0,0.02,pade_12,50000.0,0.2992564263745022,0.11430655983808846,1.3345375310106302,1.0,3
log_oscillatory,0,0.02,pade_13,50000.0,0.2992564263745022,0.11265590896648237,1.3152652266973668,1.0,3
log_oscillatory,0,0.02,pade_21,50000.0,0.2992564263745022,31.922551544771167,377.51728268477984,1.0,3
log_oscillatory,0,0.02,pade_22,50000.0,0.2992564263745022,0.12317949387365948,1.442708424805043,1.0,3
log_oscillatory,0,0.02,pade_23,50000.0,0.2992564263745022,0.11319894531342675,1.321605455457023,1.0,3
log_oscillatory,0,0.02,pade_31,50000.0,0.2992564263745022,,,0.0,3
log_oscillatory,0,0.02,pade_32,50000.0,0.2992564263745022,101.88562611145363,1180.4479032168874,1.0,3
log_oscillatory,0,0.02,levin_t1,50000.0,0.2992564263745022,0.140743633243805,1.7658321305832243,1.0,3
log_oscillatory,0,0.02,levin_t2,50000.0,0.2992564263745022,0.1396835076653865,1.7071172987078713,1.0,3
log_oscillatory,0,0.02,levin_u1,50000.0,0.2992564263745022,0.1407501773097976,1.7659814947269843,1.0,3
log_oscillatory,0,0.02,levin_u2,50000.0,0.2992564263745022,0.13972376191699654,1.6988038802108263,1.0,3
log_oscillatory,0,0.02,levin_v1,50000.0,0.2992564263745022,0.13617941097228112,1.6671204452199153,1.0,3
log_oscillatory,0,0.02,levin_v2,50000.0,0.2992564263745022,0.13502335342261204,1.6838320432631309,1.0,3
log_oscillatory,0,0.02,weniger_d1,50000.0,0.2992564263745022,0.11265611086107918,1.3152675839118537,1.0,3
log_oscillatory,0,0.02,weniger_d2,50000.0,0.2992564263745022,0.11265611086107918,1.3152675839118406,1.0,3
log_oscillatory,0,0.02,brezinski_theta1,50000.0,0.2992564263745022,0.1428379939316392,1.7826018424375811,1.0,3
log_oscillatory,0,0.02,brezinski_theta2,50000.0,0.2992564263745022,0.13697187358374302,1.830406479682229,1.0,3
log_oscillatory,0,0.02,neville_2,50000.0,0.2992564263745022,19.993628868099893,258.0228314966254,0.5333,3
log_oscillatory,0,0.02,neville_3,50000.0,0.2992564263745022,191.32219835953808,2392.0918504511774,0.0667,3
log_oscillatory,0,0.02,neville_4,50000.0,0.2992564263745022,,,0.0,3
log_oscillatory,0,0.02,anderson_1,50000.0,0.2992564263745022,0.14074474967059458,1.7659118340385342,1.0,3
log_oscillatory,0,0.02,anderson_2,50000.0,0.2992564263745022,0.1428396218652585,1.7605449572466505,1.0,3
log_oscillatory,0,0.02,anderson_3,50000.0,0.2992564263745022,0.14275819786279584,1.788763152687413,1.0,3
log_oscillatory,0,0.02,median_ensemble,50000.0,0.2992564263745022,0.13061137960517777,1.5751237198947137,1.0,3
log_oscillatory,0,0.02,stability_weighted,50000.0,0.2992564263745022,0.10096190780340383,1.1949244325556045,1.0,3
log_oscillatory,0,0.02,best_shanks_wynn,50000.0,0.2992564263745022,0.1407436332438044,1.7658321305832412,1.0,3
log_oscillatory,0,0.02,constant_assumed,50000.0,0.2992564263745022,0.11265611086107918,1.3152675839118406,1.0,3
log_oscillatory,0,0.02,constant_oracle,50000.0,0.2992564263745022,0.06135051046213941,0.7174470458323103,1.0,3
log_oscillatory,0,0.02,window_mean,50000.0,0.2992564263745022,0.13140172565605163,1.5363251394153945,1.0,3
log_oscillatory,0,0.02,window_min,50000.0,0.2992564263745022,0.08591322288514003,1.0,1.0,3
