regime,is_holdout,target_g,method,n_f,achieved_g,med_med_error,med_med_skill,med_valid_rate,n
broken_power_law,0,0.02,wynn_rho_2,50000.0,0.0801724362309424,0.12114675124301116,13.548200906028121,1.0,3
broken_power_law,0,0.02,wynn_rho_3,50000.0,0.0801724362309424,0.12130563078729707,13.694330983807834,1.0,3
broken_power_law,0,0.02,pade_11,50000.0,0.0801724362309424,0.06270424578171202,7.012785970030482,1.0,3
broken_power_law,0,0.02,pade_12,50000.0,0.0801724362309424,0.0637719240910137,7.751703188136057,1.0,3
broken_power_law,0,0.02,pade_13,50000.0,0.0801724362309424,0.06355638620445941,7.725441895171798,1.0,3
broken_power_law,0,0.02,pade_21,50000.0,0.0801724362309424,73.3938972998094,8189.485890108457,1.0,3
broken_power_law,0,0.02,pade_22,50000.0,0.0801724362309424,0.06297301084770476,7.101491942168814,1.0,3
broken_power_law,0,0.02,pade_23,50000.0,0.0801724362309424,0.0639788575527342,7.777515166231562,1.0,3
broken_power_law,0,0.02,pade_31,50000.0,0.0801724362309424,359.8256120632352,40218.816677001625,0.0,3
broken_power_law,0,0.02,pade_32,50000.0,0.0801724362309424,39.949429595543194,4453.92348959895,1.0,3
broken_power_law,0,0.02,levin_t1,50000.0,0.0801724362309424,0.11961654666213722,13.61099790998691,1.0,3
broken_power_law,0,0.02,levin_t2,50000.0,0.0801724362309424,0.11988333820560383,13.825491987894086,1.0,3
broken_power_law,0,0.02,levin_u1,50000.0,0.0801724362309424,0.11961365628611327,13.611162031767323,1.0,3
broken_power_law,0,0.02,levin_u2,50000.0,0.0801724362309424,0.11988960821284218,13.820600710838349,1.0,3
broken_power_law,0,0.02,levin_v1,50000.0,0.0801724362309424,0.12197309435615833,13.670833926076671,1.0,3
broken_power_law,0,0.02,levin_v2,50000.0,0.0801724362309424,0.12165753786994363,13.673493830272783,1.0,3
broken_power_law,0,0.02,weniger_d1,50000.0,0.0801724362309424,0.0635566287584396,7.725471802612992,1.0,3
broken_power_law,0,0.02,weniger_d2,50000.0,0.0801724362309424,0.0635566287584396,7.725471802612992,1.0,3
broken_power_law,0,0.02,brezinski_theta1,50000.0,0.0801724362309424,0.1169157211619499,13.547501202086583,1.0,3
broken_power_law,0,0.02,brezinski_theta2,50000.0,0.0801724362309424,0.12441638248798356,13.781551975234388,1.0,3
broken_power_law,0,0.02,neville_2,50000.0,0.0801724362309424,8.66742826156217,1018.7554439915934,0.5667,3
broken_power_law,0,0.02,neville_3,50000.0,0.0801724362309424,167.76034661200083,31730.900573509876,0.2667,3
broken_power_law,0,0.02,neville_4,50000.0,0.0801724362309424,0.03966477576012668,4.164907999904241,0.0,3
broken_power_law,0,0.02,anderson_1,50000.0,0.0801724362309424,0.12080148535880006,13.611079780172266,1.0,3
broken_power_law,0,0.02,anderson_2,50000.0,0.0801724362309424,0.12048512817769393,13.604855496465506,1.0,3
broken_power_law,0,0.02,anderson_3,50000.0,0.0801724362309424,0.12016081795222017,13.570782073505073,1.0,3
broken_power_law,0,0.02,median_ensemble,50000.0,0.0801724362309424,0.1205451213883454,13.61775288837934,1.0,3
broken_power_law,0,0.02,stability_weighted,50000.0,0.0801724362309424,0.08881914770138892,10.058315367673744,1.0,3
broken_power_law,0,0.02,best_shanks_wynn,50000.0,0.0801724362309424,0.11961654666213607,13.610997910006569,1.0,3
broken_power_law,0,0.02,constant_assumed,50000.0,0.0801724362309424,0.0635566287584396,7.725471802612992,1.0,3
broken_power_law,0,0.02,constant_oracle,50000.0,0.0801724362309424,0.010555978838859122,1.180417688471271,1.0,3
broken_power_law,0,0.02,window_mean,50000.0,0.0801724362309424,0.07553872226325246,8.43835499514125,1.0,3
broken_power_law,0,0.02,window_min,50000.0,0.0801724362309424,0.008943790140472675,1.0,1.0,3
broken_power_law,0,0.02,last_value,50000.0,0.0801724362309424,0.12110995692554594,13.565050108869567,1.0,3
random_knots,1,0.1,current_value,3850.5,0.09999200690706728,0.05260774323835948,1.0687036457495513,1.0,3
random_knots,1,0.1,linear,3850.5,0.09999200690706728,0.6053930019340918,18.56990460391749,0.0333,3
random_knots,1,0.1,log_linear,3850.5,0.09999200690706728,0.01665270425346043,0.5540549810708488,1.0,3
random_knots,1,0.1,geom_avg_diff,3850.5,0.09999200690706728,0.05671433248092879,1.5785803937028526,0.6,3
random_knots,1,0.1,richardson_1,3850.5,0.09999200690706728,0.009382024425015605,0.2771890783863031,1.0,3
random_knots,1,0.1,richardson_2,3850.5,0.09999200690706728,0.012222279729936277,0.3474376443250654,1.0,3
random_knots,1,0.1,richardson_3,3850.5,0.09999200690706728,0.012057970736704858,0.3634174020883839,1.0,3
random_knots,1,0.1,richardson_a05,3850.5,0.09999200690706728,0.013736150131343976,0.4242144102254405,1.0,3
random_knots,1,0.1,richardson_a10,3850.5,0.09999200690706728,0.026736854261356316,0.6805618684821704,1.0,3
random_knots,1,0.1,richardson_a20,3850.5,0.09999200690706728,0.04999997808686036,1.005392925127477,1.0,3
random_knots,1,0.1,single_exp_fit,3850.5,0.09999200690706728,0.03840195788354356,0.8798754456028242,1.0,3
random_knots,1,0.1,double_exp_fit,3850.5,0.09999200690706728,0.03757936685695415,0.8626001011434603,1.0,3
random_knots,1,0.1,rational_fit,3850.5,0.09999200690706728,0.012176617288610652,0.4162807997539528,1.0,3
random_knots,1,0.1,log_fit,3850.5,0.09999200690706728,0.019944404054348944,0.5164756320736015,1.0,3
random_knots,1,0.1,shanks_1,3850.5,0.09999200690706728,0.04899347493337196,1.0559578827187344,1.0,3
random_knots,1,0.1,shanks_2,3850.5,0.09999200690706728,0.05140688462397666,1.1112854271170813,1.0,3
random_knots,1,0.1,shanks_3,3850.5,0.09999200690706728,0.04933884885164523,1.0755000137239457,1.0,3
random_knots,1,0.1,shanks_4,3850.5,0.09999200690706728,0.052623035784863145,1.0896599191962304,1.0,3
random_knots,1,0.1,wynn_eps_1,3850.5,0.09999200690706728,0.048993474933371875,1.0559578827187308,1.0,3
random_knots,1,0.1,wynn_eps_2,3850.5,0.09999200690706728,0.0511687433306403,1.0812594771897361,1.0,3
random_knots,1,0.1,wynn_eps_3,3850.5,0.09999200690706728,0.05076531013362532,1.095166452061469,1.0,3
random_knots,1,0.1,wynn_rho_1,3850.5,0.09999200690706728,0.04902976774015826,1.0797566988196976,1.0,3
random_knots,1,0.1,wynn_rho_2,3850.5,0.09999200690706728,0.04777188105625749,1.0775863645485755,1.0,3
random_knots,1,0.1,wynn_rho_3,3850.5,0.09999200690706728,0.05314045437978972,1.1109752050020416,1.0,3
random_knots,1,0.1,pade_11,3850.5,0.09999200690706728,0.013366135285507766,0.37692645723417123,1.0,3
random_knots,1,0.1,pade_12,3850.5,0.09999200690706728,0.050951113315813694,0.9819054731890445,1.0,3
random_knots,1,0.1,pade_13,3850.5,0.09999200690706728,0.06590874284552761,1.0380045802211444,1.0,3
random_knots,1,0.1,pade_21,3850.5,0.09999200690706728,0.6624482358996754,26.709395045294386,0.2333,3
random_knots,1,0.1,pade_22,3850.5,0.09999200690706728,0.010406216083836156,0.41837775731254123,0.9667,3
random_knots,1,0.1,pade_23,3850.5,0.09999200690706728,0.05128376485446025,0.9830972866606629,1.0,3
random_knots,1,0.1,pade_31,3850.5,0.09999200690706728,61.691031146695316,1541.8391600740863,0.7,3
random_knots,1,0.1,pade_32,3850.5,0.09999200690706728,0.5512299669885528,22.22516138050607,0.3667,3
random_knots,1,0.1,levin_t1,3850.5,0.09999200690706728,0.04899347493337188,1.0559578827187308,1.0,3
random_knots,1,0.1,levin_t2,3850.5,0.09999200690706728,0.05323087024879532,1.0757330072795932,1.0,3
random_knots,1,0.1,levin_u1,3850.5,0.09999200690706728,0.048995229493873305,1.0559844454284373,1.0,3
random_knots,1,0.1,levin_u2,3850.5,0.09999200690706728,0.05321788801086841,1.0759347774082886,1.0,3
random_knots,1,0.1,levin_v1,3850.5,0.09999200690706728,0.05039666981677951,1.100664160904507,1.0,3
random_knots,1,0.1,levin_v2,3850.5,0.09999200690706728,0.05022880614163047,1.082849202230765,1.0,3
random_knots,1,0.1,weniger_d1,3850.5,0.09999200690706728,0.06338304077914692,1.0216721873307992,1.0,3
random_knots,1,0.1,weniger_d2,3850.5,0.09999200690706728,0.06338304077914668,1.0216721873307693,1.0,3
random_knots,1,0.1,brezinski_theta1,3850.5,0.09999200690706728,0.04454875103718574,1.0277256839527458,1.0,3
random_knots,1,0.1,brezinski_theta2,3850.5,0.09999200690706728,0.06942730368255871,1.3293184988863704,1.0,3
random_knots,1,0.1,neville_2,3850.5,0.09999200690706728,7.987618449473769,181.23759364207191,0.5667,3
random_knots,1,0.1,neville_3,3850.5,0.09999200690706728,219.21694276633124,7634.635647781078,0.2667,3
random_knots,1,0.1,neville_4,3850.5,0.09999200690706728,0.007063004939843831,0.2537905513409775,0.0,3
random_knots,1,0.1,anderson_1,3850.5,0.09999200690706728,0.051963706100450605,1.055951293421229,1.0,3
random_knots,1,0.1,anderson_2,3850.5,0.09999200690706728,0.051778061613670795,1.0527937341778877,1.0,3
random_knots,1,0.1,anderson_3,3850.5,0.09999200690706728,0.05332803403702166,1.0503289943553373,1.0,3
random_knots,1,0.1,median_ensemble,3850.5,0.09999200690706728,0.04830228028379866,1.0482010144714402,1.0,3
random_knots,1,0.1,stability_weighted,3850.5,0.09999200690706728,0.03988980860446467,0.9873093911591242,1.0,3
random_knots,1,0.1,best_shanks_wynn,3850.5,0.09999200690706728,0.04899347493337196,1.0559578827187344,1.0,3
random_knots,1,0.1,constant_assumed,3850.5,0.09999200690706728,0.06338304077914668,1.0216721873307748,1.0,3
random_knots,1,0.1,constant_oracle,3850.5,0.09999200690706728,0.005793211068421594,0.11540640871080324,1.0,3
random_knots,1,0.1,window_mean,3850.5,0.09999200690706728,0.07219263912369889,1.5064779652557816,1.0,3
random_knots,1,0.1,window_min,3850.5,0.09999200690706728,0.051739439439894994,1.0017671006127773,1.0,3
random_knots,1,0.1,last_value,3850.5,0.09999200690706728,0.05260774323835948,1.0687036457495513,1.0,3
random_knots,1,0.02,current_value,45170.0,0.019999959700459716,0.05629495381857129,1.1839912591258588,1.0,3
random_knots,1,0.02,linear,45170.0,0.019999959700459716,,,0.0,3
random_knots,1,0.02,log_linear,45170.0,0.019999959700459716,0.036005447086716116,0.847830092822867,1.0,3
random_knots,1,0.02,geom_avg_diff,45170.0,0.019999959700459716,0.060401543061140595,1.9534763800622486,0.6,3
random_knots,1,0.02,richardson_1,45170.0,0.019999959700459716,0.010996178752048273,0.3692910121417826,1.0,3
random_knots,1,0.02,richardson_2,45170.0,0.019999959700459716,0.01660854206628438,0.570995636572454,1.0,3
random_knots,1,0.02,richardson_3,45170.0,0.019999959700459716,0.01603966156724745,0.6586597442354181,1.0,3
random_knots,1,0.02,richardson_a05,45170.0,0.019999959700459716,0.015026681480373814,0.4711027741343662,1.0,3
random_knots,1,0.02,richardson_a10,45170.0,0.019999959700459716,0.030336162592597873,0.7147877196836351,1.0,3
random_knots,1,0.02,richardson_a20,45170.0,0.019999959700459716,0.05449667872114375,1.050030855911713,1.0,3
random_knots,1,0.02,single_exp_fit,45170.0,0.019999959700459716,0.04264465914666247,0.925902296232849,1.0,3
random_knots,1,0.02,double_exp_fit,45170.0,0.019999959700459716,0.04231718633181334,0.9111217381257837,1.0,3
random_knots,1,0.02,rational_fit,45170.0,0.019999959700459716,0.01480897167515082,0.455718458955253,1.0,3
random_knots,1,0.02,log_fit,45170.0,0.019999959700459716,0.020850548347899008,0.5312994891280379,1.0,3
random_knots,1,0.02,shanks_1,45170.0,0.019999959700459716,0.05349660501643988,1.22485087370023,1.0,3
random_knots,1,0.02,shanks_2,45170.0,0.019999959700459716,0.05533982616119386,1.273190759592949,1.0,3
random_knots,1,0.02,shanks_3,45170.0,0.019999959700459716,0.05384197893471315,1.2223399888363626,1.0,3
random_knots,1,0.02,shanks_4,45170.0,0.019999959700459716,0.05644515118163111,1.278549402117989,1.0,3
random_knots,1,0.02,wynn_eps_1,45170.0,0.019999959700459716,0.0534966050164398,1.2248508737002304,1.0,3
random_knots,1,0.02,wynn_eps_2,45170.0,0.019999959700459716,0.05537314241958015,1.2360941691620657,1.0,3
random_knots,1,0.02,wynn_eps_3,45170.0,0.019999959700459716,0.054651931243240734,1.2645249973694055,1.0,3
random_knots,1,0.02,wynn_rho_1,45170.0,0.019999959700459716,0.05353289782322619,1.2421598209674798,1.0,3
random_knots,1,0.02,wynn_rho_2,45170.0,0.019999959700459716,0.05180658246924194,1.241776540074084,1.0,3
random_knots,1,0.02,wynn_rho_3,45170.0,0.019999959700459716,0.05696256977655769,1.2928209584097905,1.0,3
random_knots,1,0.02,pade_11,45170.0,0.019999959700459716,0.015336472725411804,0.4667798327394753,1.0,3
random_knots,1,0.02,pade_12,45170.0,0.019999959700459716,0.05352670693738028,1.0117844962030333,1.0,3
random_knots,1,0.02,pade_13,45170.0,0.019999959700459716,0.05533067463153073,1.0008528423401875,1.0,3
random_knots,1,0.02,pade_21,45170.0,0.019999959700459716,51.35477375881614,881.0570264753119,0.2,3
random_knots,1,0.02,pade_22,45170.0,0.019999959700459716,0.01322009840525141,0.4350628400559145,0.9667,3
random_knots,1,0.02,pade_23,45170.0,0.019999959700459716,0.053498651452992624,0.993179804935824,1.0,3
random_knots,1,0.02,pade_31,45170.0,0.019999959700459716,195.77973971949837,5859.450558404281,0.0333,3
random_knots,1,0.02,pade_32,45170.0,0.019999959700459716,97.12342714617299,1223.7057517319379,0.3333,3
random_knots,1,0.02,levin_t1,45170.0,0.019999959700459716,0.05349660501643981,1.22485087370023,1.0,3
random_knots,1,0.02,levin_t2,45170.0,0.019999959700459716,0.057052985645563284,1.22448850290762,1.0,3
random_knots,1,0.02,levin_u1,45170.0,0.019999959700459716,0.053498359576941226,1.2250775937977512,1.0,3
random_knots,1,0.02,levin_u2,45170.0,0.019999959700459716,0.05704000340763638,1.2244525583849546,1.0,3
random_knots,1,0.02,levin_v1,45170.0,0.019999959700459716,0.056818524008181305,1.21312804504558,1.0,3
random_knots,1,0.02,levin_v2,45170.0,0.019999959700459716,0.05391601672184228,1.213237783509387,1.0,3
random_knots,1,0.02,weniger_d1,45170.0,0.019999959700459716,0.05529183539608087,1.0000000000001088,1.0,3
random_knots,1,0.02,weniger_d2,45170.0,0.019999959700459716,0.055291835396080624,1.000000000006326,1.0,3
random_knots,1,0.02,brezinski_theta1,45170.0,0.019999959700459716,0.049087698683203014,1.1619868024219973,1.0,3
random_knots,1,0.02,brezinski_theta2,45170.0,0.019999959700459716,0.07273067335887978,1.484502933290112,1.0,3
random_knots,1,0.02,neville_2,45170.0,0.019999959700459716,8.553743513871778,172.62518860994717,0.5667,3
random_knots,1,0.02,neville_3,45170.0,0.019999959700459716,167.72698483471382,7536.134130939123,0.2667,3
random_knots,1,0.02,neville_4,45170.0,0.019999959700459716,0.009193361465447279,0.2830340358231819,0.0,3
random_knots,1,0.02,anderson_1,45170.0,0.019999959700459716,0.05578582149721857,1.22486763417223,1.0,3
random_knots,1,0.02,anderson_2,45170.0,0.019999959700459716,0.05560017701043877,1.1596158388343172,1.0,3
random_knots,1,0.02,anderson_3,45170.0,0.019999959700459716,0.05715014943378963,1.1603139132692375,1.0,3
random_knots,1,0.02,median_ensemble,45170.0,0.019999959700459716,0.05280541036686659,1.1817766554922515,1.0,3
random_knots,1,0.02,stability_weighted,45170.0,0.019999959700459716,0.03283138738678372,0.8501856920827237,1.0,3
random_knots,1,0.02,best_shanks_wynn,45170.0,0.019999959700459716,0.05349660501643988,1.22485087370023,1.0,3
random_knots,1,0.02,constant_assumed,45170.0,0.019999959700459716,0.055291835396080624,1.0,1.0,3
random_knots,1,0.02,constant_oracle,45170.0,0.019999959700459716,0.0017358797955380895,0.03314314248155771,1.0,3
random_knots,1,0.02,window_mean,45170.0,0.019999959700459716,0.07601475452046685,1.671732473956499,1.0,3
random_knots,1,0.02,window_min,45170.0,0.019999959700459716,0.05556155483666297,1.1347086264444053,1.0,3
random_knots,1,0.02,last_value,45170.0,0.019999959700459716,0.05629495381857129,1.1839912591258588,1.0,3
