target_g,tercile,tercile_range,regime_set,row,group,n_records,n_valid,med_error,win_rate_vs_last,win_rate_vs_assumed,med_skill_vs_last,mi
0.1,T3,"[0.1077, 0.5]",holdout,shanks_4,classical_variant,195,195,0.034849,0.446154,0.964103,1.025044,0.975568
0.1,T3,"[0.1077, 0.5]",holdout,wynn_eps_1,classical_variant,195,195,0.041145,0.723077,0.989744,0.97983,1.020585
0.1,T3,"[0.1077, 0.5]",holdout,wynn_eps_2,classical_variant,195,195,0.036449,0.569231,0.969231,0.986993,1.013178
0.1,T3,"[0.1077, 0.5]",holdout,wynn_eps_3,classical_variant,195,194,0.034624,0.564103,0.969231,0.975527,1.025087
0.1,T3,"[0.1077, 0.5]",holdout,wynn_rho_1,classical_variant,195,195,0.047979,0.441026,0.969231,1.00385,0.996165
0.1,T3,"[0.1077, 0.5]",holdout,wynn_rho_2,classical_variant,195,195,0.058756,0.54359,0.907692,0.987107,1.013062
0.1,T3,"[0.1077, 0.5]",holdout,wynn_rho_3,classical_variant,195,195,0.069738,0.45641,0.897436,1.017646,0.98266
0.1,T3,"[0.1077, 0.5]",holdout,classical_21,classical_pooled,4095,4093,0.041855,0.566056,0.96801,0.9957,1.004318
0.02,T1,"[0.005, 0.0232)",core,constant_assumed,trivial,432,432,0.012502,0.858796,0.0,0.155798,6.418603
0.02,T1,"[0.005, 0.0232)",core,last_value,trivial,432,432,0.056703,0.0,0.141204,1.0,1.0
0.02,T1,"[0.005, 0.0232)",core,window_mean,trivial,432,432,0.129765,0.101852,0.125,1.39488,0.716908
0.02,T1,"[0.005, 0.0232)",core,window_min,trivial,432,432,0.054893,0.337963,0.083333,1.0,1.0
0.02,T1,"[0.005, 0.0232)",core,constant_oracle,oracle,432,432,0.001114,1.0,1.0,0.020249,49.191533
0.02,T1,"[0.005, 0.0232)",core,log_linear,top10,432,404,0.008697,0.905093,0.650463,0.233134,4.28939
0.02,T1,"[0.005, 0.0232)",core,richardson_3,top10,432,430,0.01218,0.916667,0.527778,0.278847,3.586202
0.02,T1,"[0.005, 0.0232)",core,richardson_2,top10,432,432,0.015207,0.949074,0.523148,0.301672,3.314862
0.02,T1,"[0.005, 0.0232)",core,double_exp_fit,top10,432,405,0.013547,0.895833,0.537037,0.261383,3.75746
0.02,T1,"[0.005, 0.0232)",core,rational_fit,top10,432,432,0.020342,0.909722,0.402778,0.271433,3.630477
0.02,T1,"[0.005, 0.0232)",core,richardson_1,top10,432,432,0.013153,0.916667,0.525463,0.319563,3.129276
0.02,T1,"[0.005, 0.0232)",core,pade_23,top10,432,431,0.012436,0.886574,0.631944,0.216278,4.623675
0.02,T1,"[0.005, 0.0232)",core,pade_12,top10,432,431,0.013996,0.893519,0.592593,0.208183,4.803461
0.02,T1,"[0.005, 0.0232)",core,pade_22,top10,432,404,0.024676,0.594907,0.377315,0.545848,1.612183
0.02,T1,"[0.005, 0.0232)",core,single_exp_fit,top10,432,432,0.036077,0.962963,0.321759,0.681001,1.450614
0.02,T1,"[0.005, 0.0232)",core,anderson_1,classical_variant,432,432,0.058196,0.634259,0.141204,0.998489,1.001513
0.02,T1,"[0.005, 0.0232)",core,anderson_2,classical_variant,432,432,0.056081,0.585648,0.150463,0.997849,1.002155
0.02,T1,"[0.005, 0.0232)",core,anderson_3,classical_variant,432,432,0.055987,0.553241,0.150463,0.997524,1.002482
0.02,T1,"[0.005, 0.0232)",core,brezinski_theta1,classical_variant,432,432,0.051361,0.615741,0.194444,0.96642,1.034751
0.02,T1,"[0.005, 0.0232)",core,brezinski_theta2,classical_variant,432,424,0.048404,0.333333,0.150463,1.041309,0.96033
0.02,T1,"[0.005, 0.0232)",core,levin_t1,classical_variant,432,425,0.051583,0.634259,0.210648,0.996548,1.003464
0.02,T1,"[0.005, 0.0232)",core,levin_t2,classical_variant,432,425,0.050591,0.516204,0.189815,0.996434,1.003578
0.02,T1,"[0.005, 0.0232)",core,levin_u1,classical_variant,432,425,0.056111,0.555556,0.201389,0.99923,1.000771
0.02,T1,"[0.005, 0.0232)",core,levin_u2,classical_variant,432,425,0.051392,0.469907,0.280093,1.003063,0.996947
0.02,T1,"[0.005, 0.0232)",core,levin_v1,classical_variant,432,425,0.051426,0.395833,0.282407,1.014643,0.985568
0.02,T1,"[0.005, 0.0232)",core,levin_v2,classical_variant,432,424,0.051774,0.449074,0.275463,1.009973,0.990126
0.02,T1,"[0.005, 0.0232)",core,shanks_1,classical_variant,432,432,0.051583,0.634259,0.210648,0.997416,1.002591
0.02,T1,"[0.005, 0.0232)",core,shanks_2,classical_variant,432,432,0.04512,0.331019,0.231481,1.017564,0.982739
0.02,T1,"[0.005, 0.0232)",core,shanks_3,classical_variant,432,432,0.039615,0.395833,0.266204,1.013959,0.986234
0.02,T1,"[0.005, 0.0232)",core,shanks_4,classical_variant,432,425,0.037187,0.347222,0.256944,1.022496,0.977999
0.02,T1,"[0.005, 0.0232)",core,wynn_eps_1,classical_variant,432,425,0.051583,0.634259,0.210648,0.996548,1.003464
0.02,T1,"[0.005, 0.0232)",core,wynn_eps_2,classical_variant,432,414,0.051585,0.428241,0.199074,1.008971,0.991109
0.02,T1,"[0.005, 0.0232)",core,wynn_eps_3,classical_variant,432,411,0.045559,0.472222,0.24537,1.000439,0.999561
0.02,T1,"[0.005, 0.0232)",core,wynn_rho_1,classical_variant,432,424,0.052087,0.425926,0.226852,1.002469,0.997537
0.02,T1,"[0.005, 0.0232)",core,wynn_rho_2,classical_variant,432,424,0.05412,0.474537,0.24537,1.002514,0.997493
0.02,T1,"[0.005, 0.0232)",core,wynn_rho_3,classical_variant,432,423,0.0544,0.527778,0.25463,0.994048,1.005987
0.02,T1,"[0.005, 0.0232)",core,classical_21,classical_pooled,9072,8943,0.051858,0.495922,0.217813,0.999978,1.000022
0.02,T1,"[0.005, 0.0232)",holdout,constant_assumed,trivial,183,183,0.014035,0.978142,0.0,0.218093,4.585199
0.02,T1,"[0.005, 0.0232)",holdout,last_value,trivial,183,183,0.081954,0.0,0.021858,1.0,1.0
0.02,T1,"[0.005, 0.0232)",holdout,window_mean,trivial,183,183,0.144774,0.0,0.0,1.728109,0.578667
0.02,T1,"[0.005, 0.0232)",holdout,window_min,trivial,183,183,0.080226,0.333333,0.065574,1.0,1.0
0.02,T1,"[0.005, 0.0232)",holdout,constant_oracle,oracle,183,183,0.0017,1.0,1.0,0.020389,49.044937
0.02,T1,"[0.005, 0.0232)",holdout,log_linear,top10,183,183,0.010899,0.994536,0.655738,0.171686,5.824599
0.02,T1,"[0.005, 0.0232)",holdout,richardson_3,top10,183,182,0.010467,0.885246,0.628415,0.137696,7.262407
0.02,T1,"[0.005, 0.0232)",holdout,richardson_2,top10,183,183,0.010244,0.852459,0.63388,0.156476,6.390748
0.02,T1,"[0.005, 0.0232)",holdout,double_exp_fit,top10,183,183,0.016851,0.983607,0.442623,0.344207,2.905225
0.02,T1,"[0.005, 0.0232)",holdout,rational_fit,top10,183,183,0.007153,0.852459,0.655738,0.211385,4.730704
0.02,T1,"[0.005, 0.0232)",holdout,richardson_1,top10,183,183,0.01164,0.852459,0.52459,0.188333,5.309734
0.02,T1,"[0.005, 0.0232)",holdout,pade_23,top10,183,183,0.009008,0.972678,0.775956,0.139971,7.14433
0.02,T1,"[0.005, 0.0232)",holdout,pade_12,top10,183,183,0.00881,0.934426,0.726776,0.211326,4.732016
0.02,T1,"[0.005, 0.0232)",holdout,pade_22,top10,183,178,0.019468,0.830601,0.387978,0.25477,3.925157
0.02,T1,"[0.005, 0.0232)",holdout,single_exp_fit,top10,183,183,0.02475,0.983607,0.180328,0.609429,1.640881
0.02,T1,"[0.005, 0.0232)",holdout,anderson_1,classical_variant,183,183,0.053421,0.699454,0.071038,0.997916,1.002088
0.02,T1,"[0.005, 0.0232)",holdout,anderson_2,classical_variant,183,183,0.053313,0.595628,0.043716,0.99909,1.00091
0.02,T1,"[0.005, 0.0232)",holdout,anderson_3,classical_variant,183,183,0.053201,0.557377,0.038251,0.998601,1.001401
0.02,T1,"[0.005, 0.0232)",holdout,brezinski_theta1,classical_variant,183,183,0.036583,0.699454,0.163934,0.888975,1.124891
0.02,T1,"[0.005, 0.0232)",holdout,brezinski_theta2,classical_variant,183,182,0.039365,0.540984,0.262295,0.95198,1.050482
0.02,T1,"[0.005, 0.0232)",holdout,levin_t1,classical_variant,183,183,0.037562,0.699454,0.136612,0.985475,1.01474
0.02,T1,"[0.005, 0.0232)",holdout,levin_t2,classical_variant,183,183,0.034468,0.557377,0.196721,0.988661,1.011469
0.02,T1,"[0.005, 0.0232)",holdout,levin_u1,classical_variant,183,183,0.081631,0.502732,0.103825,0.999992,1.000008
0.02,T1,"[0.005, 0.0232)",holdout,levin_u2,classical_variant,183,183,0.038968,0.557377,0.20765,0.988642,1.011488
0.02,T1,"[0.005, 0.0232)",holdout,levin_v1,classical_variant,183,183,0.039347,0.480874,0.20765,1.005542,0.994489
0.02,T1,"[0.005, 0.0232)",holdout,levin_v2,classical_variant,183,183,0.03954,0.491803,0.229508,1.004258,0.99576
0.02,T1,"[0.005, 0.0232)",holdout,shanks_1,classical_variant,183,183,0.037562,0.699454,0.136612,0.985475,1.01474
0.02,T1,"[0.005, 0.0232)",holdout,shanks_2,classical_variant,183,183,0.033928,0.464481,0.224044,1.008109,0.991956
0.02,T1,"[0.005, 0.0232)",holdout,shanks_3,classical_variant,183,183,0.034566,0.530055,0.295082,0.975824,1.024775
0.02,T1,"[0.005, 0.0232)",holdout,shanks_4,classical_variant,183,183,0.037153,0.453552,0.295082,1.024972,0.975636
0.02,T1,"[0.005, 0.0232)",holdout,wynn_eps_1,classical_variant,183,183,0.037562,0.699454,0.136612,0.985475,1.01474
0.02,T1,"[0.005, 0.0232)",holdout,wynn_eps_2,classical_variant,183,183,0.032252,0.568306,0.20765,0.9899,1.010203
0.02,T1,"[0.005, 0.0232)",holdout,wynn_eps_3,classical_variant,183,183,0.030556,0.530055,0.26776,0.985817,1.014387
0.02,T1,"[0.005, 0.0232)",holdout,wynn_rho_1,classical_variant,183,183,0.042601,0.486339,0.103825,1.001789,0.998215
0.02,T1,"[0.005, 0.0232)",holdout,wynn_rho_2,classical_variant,183,183,0.053669,0.491803,0.114754,1.001266,0.998735
0.02,T1,"[0.005, 0.0232)",holdout,wynn_rho_3,classical_variant,183,182,0.082471,0.355191,0.10929,1.052335,0.950268
0.02,T1,"[0.005, 0.0232)",holdout,classical_21,classical_pooled,3843,3841,0.039319,0.555295,0.169139,0.995397,1.004625
0.02,T2,"[0.0232, 0.1077)",core,constant_assumed,trivial,462,462,0.050586,0.649351,0.0,0.542432,1.843555
0.02,T2,"[0.0232, 0.1077)",core,last_value,trivial,462,462,0.097845,0.0,0.350649,1.0,1.0
0.02,T2,"[0.0232, 0.1077)",core,window_mean,trivial,462,462,0.174903,0.095238,0.220779,1.41294,0.707744
0.02,T2,"[0.0232, 0.1077)",core,window_min,trivial,462,462,0.09751,0.290043,0.354978,1.0,1.0
0.02,T2,"[0.0232, 0.1077)",core,constant_oracle,oracle,462,462,0.001114,1.0,1.0,0.020249,49.039303
0.02,T2,"[0.0232, 0.1077)",core,log_linear,top10,462,461,0.025533,0.798701,0.880952,0.352301,2.83848
0.02,T2,"[0.0232, 0.1077)",core,richardson_3,top10,462,461,0.01991,0.82684,0.837662,0.268866,3.71932
0.02,T2,"[0.0232, 0.1077)",core,richardson_2,top10,462,462,0.019265,0.854978,0.831169,0.241414,4.142261
0.02,T2,"[0.0232, 0.1077)",core,double_exp_fit,top10,462,459,0.027754,0.926407,0.712121,0.447122,2.204954
0.02,T2,"[0.0232, 0.1077)",core,rational_fit,top10,462,462,0.016095,0.887446,0.867965,0.239373,4.169401
0.02,T2,"[0.0232, 0.1077)",core,richardson_1,top10,462,462,0.022057,0.904762,0.805195,0.236835,4.222367
0.02,T2,"[0.0232, 0.1077)",core,pade_23,top10,462,459,0.026402,0.744589,0.865801,0.337294,2.964771
0.02,T2,"[0.0232, 0.1077)",core,pade_12,top10,462,462,0.026372,0.735931,0.878788,0.35796,2.793607
0.02,T2,"[0.0232, 0.1077)",core,pade_22,top10,462,420,0.035562,0.584416,0.54329,0.617504,1.498956
0.02,T2,"[0.0232, 0.1077)",core,single_exp_fit,top10,462,462,0.036789,0.950216,0.549784,0.672418,1.486221
0.02,T2,"[0.0232, 0.1077)",core,anderson_1,classical_variant,462,462,0.099231,0.584416,0.348485,0.998948,1.001053
0.02,T2,"[0.0232, 0.1077)",core,anderson_2,classical_variant,462,462,0.098645,0.545455,0.350649,0.99871,1.001291
0.02,T2,"[0.0232, 0.1077)",core,anderson_3,classical_variant,462,462,0.098525,0.521645,0.352814,0.999438,1.000562
0.02,T2,"[0.0232, 0.1077)",core,brezinski_theta1,classical_variant,462,462,0.058781,0.558442,0.45671,0.981006,1.019362
0.02,T2,"[0.0232, 0.1077)",core,brezinski_theta2,classical_variant,462,446,0.050753,0.380952,0.469697,1.036038,0.965216
0.02,T2,"[0.0232, 0.1077)",core,levin_t1,classical_variant,462,448,0.054856,0.584416,0.450216,0.998159,1.001845
0.02,T2,"[0.0232, 0.1077)",core,levin_t2,classical_variant,462,447,0.051772,0.493506,0.469697,0.999674,1.000326
0.02,T2,"[0.0232, 0.1077)",core,levin_u1,classical_variant,462,448,0.098635,0.469697,0.374459,1.002376,0.997629
0.02,T2,"[0.0232, 0.1077)",core,levin_u2,classical_variant,462,448,0.051771,0.450216,0.469697,1.003926,0.996089
0.02,T2,"[0.0232, 0.1077)",core,levin_v1,classical_variant,462,448,0.053157,0.367965,0.471861,1.014643,0.985568
0.02,T2,"[0.0232, 0.1077)",core,levin_v2,classical_variant,462,448,0.057613,0.378788,0.422078,1.016424,0.983842
0.02,T2,"[0.0232, 0.1077)",core,shanks_1,classical_variant,462,462,0.056497,0.584416,0.450216,0.998822,1.001179
0.02,T2,"[0.0232, 0.1077)",core,shanks_2,classical_variant,462,461,0.051364,0.348485,0.493506,1.017104,0.983184
0.02,T2,"[0.0232, 0.1077)",core,shanks_3,classical_variant,462,462,0.054885,0.383117,0.474026,1.016991,0.983293
0.02,T2,"[0.0232, 0.1077)",core,shanks_4,classical_variant,462,448,0.051391,0.376623,0.471861,1.024121,0.976447
0.02,T2,"[0.0232, 0.1077)",core,wynn_eps_1,classical_variant,462,448,0.054856,0.584416,0.450216,0.998159,1.001845
0.02,T2,"[0.0232, 0.1077)",core,wynn_eps_2,classical_variant,462,444,0.051255,0.484848,0.47619,0.999717,1.000283
0.02,T2,"[0.0232, 0.1077)",core,wynn_eps_3,classical_variant,462,437,0.045559,0.482684,0.480519,0.996967,1.003042
0.02,T2,"[0.0232, 0.1077)",core,wynn_rho_1,classical_variant,462,448,0.056377,0.41342,0.439394,1.004199,0.995819
0.02,T2,"[0.0232, 0.1077)",core,wynn_rho_2,classical_variant,462,447,0.072261,0.441558,0.415584,1.006315,0.993725
0.02,T2,"[0.0232, 0.1077)",core,wynn_rho_3,classical_variant,462,442,0.054407,0.463203,0.437229,1.002436,0.99757
0.02,T2,"[0.0232, 0.1077)",core,classical_21,classical_pooled,9702,9480,0.055918,0.471346,0.439291,1.002683,0.997324
0.02,T2,"[0.0232, 0.1077)",holdout,constant_assumed,trivial,138,138,0.053586,0.688406,0.0,0.705116,1.418242
0.02,T2,"[0.0232, 0.1077)",holdout,last_value,trivial,138,138,0.083414,0.0,0.311594,1.0,1.0
0.02,T2,"[0.0232, 0.1077)",holdout,window_mean,trivial,138,138,0.144952,0.0,0.195652,1.737924,0.575399
0.02,T2,"[0.0232, 0.1077)",holdout,window_min,trivial,138,138,0.083371,0.347826,0.318841,1.0,1.0
0.02,T2,"[0.0232, 0.1077)",holdout,constant_oracle,oracle,138,138,0.0017,1.0,1.0,0.020388,49.047495
0.02,T2,"[0.0232, 0.1077)",holdout,log_linear,top10,138,138,0.026104,0.855072,0.891304,0.365687,2.736315
0.02,T2,"[0.0232, 0.1077)",holdout,richardson_3,top10,138,136,0.013451,0.913043,0.768116,0.212167,4.715057
0.02,T2,"[0.0232, 0.1077)",holdout,richardson_2,top10,138,138,0.012773,0.804348,0.76087,0.194761,5.134712
0.02,T2,"[0.0232, 0.1077)",holdout,double_exp_fit,top10,138,138,0.022956,0.971014,0.789855,0.360341,2.775156
0.02,T2,"[0.0232, 0.1077)",holdout,rational_fit,top10,138,138,0.009924,0.876812,0.76087,0.249523,4.007651
0.02,T2,"[0.0232, 0.1077)",holdout,richardson_1,top10,138,138,0.011682,0.717391,0.73913,0.190865,5.239552
0.02,T2,"[0.0232, 0.1077)",holdout,pade_23,top10,138,137,0.038126,0.630435,0.775362,0.726592,1.376288
0.02,T2,"[0.0232, 0.1077)",holdout,pade_12,top10,138,138,0.046222,0.731884,0.731884,0.686313,1.457061
0.02,T2,"[0.0232, 0.1077)",holdout,pade_22,top10,138,127,0.022145,0.76087,0.652174,0.265481,3.76675
0.02,T2,"[0.0232, 0.1077)",holdout,single_exp_fit,top10,138,138,0.024722,0.985507,0.717391,0.609275,1.641295
0.02,T2,"[0.0232, 0.1077)",holdout,anderson_1,classical_variant,138,138,0.068157,0.710145,0.405797,0.996643,1.003369
0.02,T2,"[0.0232, 0.1077)",holdout,anderson_2,classical_variant,138,138,0.074097,0.652174,0.398551,0.99698,1.003029
0.02,T2,"[0.0232, 0.1077)",holdout,anderson_3,classical_variant,138,138,0.072579,0.623188,0.398551,0.998314,1.001689
0.02,T2,"[0.0232, 0.1077)",holdout,brezinski_theta1,classical_variant,138,138,0.043027,0.710145,0.507246,0.908305,1.100952
0.02,T2,"[0.0232, 0.1077)",holdout,brezinski_theta2,classical_variant,138,138,0.040409,0.478261,0.543478,1.020483,0.97993
0.02,T2,"[0.0232, 0.1077)",holdout,levin_t1,classical_variant,138,138,0.04076,0.710145,0.521739,0.982632,1.017679
0.02,T2,"[0.0232, 0.1077)",holdout,levin_t2,classical_variant,138,138,0.037757,0.543478,0.528986,0.992341,1.007719
0.02,T2,"[0.0232, 0.1077)",holdout,levin_u1,classical_variant,138,138,0.081631,0.550725,0.34058,0.999481,1.000519
0.02,T2,"[0.0232, 0.1077)",holdout,levin_u2,classical_variant,138,138,0.040485,0.543478,0.514493,0.992182,1.00788
0.02,T2,"[0.0232, 0.1077)",holdout,levin_v1,classical_variant,138,138,0.040126,0.456522,0.507246,1.012986,0.987185
0.02,T2,"[0.0232, 0.1077)",holdout,levin_v2,classical_variant,138,138,0.04319,0.442029,0.478261,1.014837,0.98538
0.02,T2,"[0.0232, 0.1077)",holdout,shanks_1,classical_variant,138,138,0.04076,0.710145,0.521739,0.982632,1.017679
0.02,T2,"[0.0232, 0.1077)",holdout,shanks_2,classical_variant,138,138,0.038945,0.427536,0.550725,1.021266,0.979177
0.02,T2,"[0.0232, 0.1077)",holdout,shanks_3,classical_variant,138,138,0.038516,0.463768,0.521739,1.011151,0.988972
0.02,T2,"[0.0232, 0.1077)",holdout,shanks_4,classical_variant,138,138,0.038377,0.449275,0.550725,1.026004,0.974655
0.02,T2,"[0.0232, 0.1077)",holdout,wynn_eps_1,classical_variant,138,138,0.04076,0.710145,0.521739,0.982632,1.017679
0.02,T2,"[0.0232, 0.1077)",holdout,wynn_eps_2,classical_variant,138,138,0.038259,0.557971,0.557971,0.983666,1.016605
0.02,T2,"[0.0232, 0.1077)",holdout,wynn_eps_3,classical_variant,138,137,0.036868,0.615942,0.586957,0.926195,1.079686
0.02,T2,"[0.0232, 0.1077)",holdout,wynn_rho_1,classical_variant,138,138,0.053205,0.442029,0.442029,1.003121,0.996889
0.02,T2,"[0.0232, 0.1077)",holdout,wynn_rho_2,classical_variant,138,137,0.061961,0.507246,0.391304,0.998717,1.001284
0.02,T2,"[0.0232, 0.1077)",holdout,wynn_rho_3,classical_variant,138,137,0.065916,0.456522,0.369565,1.007521,0.992535
0.02,T2,"[0.0232, 0.1077)",holdout,classical_21,classical_pooled,2898,2895,0.045656,0.560041,0.483782,0.99636,1.003654
0.02,T3,"[0.1077, 0.5]",core,constant_assumed,trivial,456,456,0.225153,0.138158,0.0,2.656837,0.376388
0.02,T3,"[0.1077, 0.5]",core,last_value,trivial,456,456,0.096994,0.0,0.861842,1.0,1.0
0.02,T3,"[0.1077, 0.5]",core,window_mean,trivial,456,456,0.174903,0.107456,0.703947,1.41294,0.707744
0.02,T3,"[0.1077, 0.5]",core,window_min,trivial,456,456,0.096994,0.287281,0.864035,1.0,1.0
0.02,T3,"[0.1077, 0.5]",core,constant_oracle,oracle,456,456,0.001114,1.0,1.0,0.020291,49.039303
0.02,T3,"[0.1077, 0.5]",core,log_linear,top10,456,456,0.059851,0.587719,1.0,0.742796,1.346271
0.02,T3,"[0.1077, 0.5]",core,richardson_3,top10,456,440,0.033301,0.692982,0.951754,0.594389,1.682405
0.02,T3,"[0.1077, 0.5]",core,richardson_2,top10,456,445,0.042437,0.741228,0.962719,0.539659,1.853022
0.02,T3,"[0.1077, 0.5]",core,double_exp_fit,top10,456,456,0.068777,0.833333,0.969298,0.672845,1.486226
0.02,T3,"[0.1077, 0.5]",core,rational_fit,top10,456,456,0.032864,0.734649,0.993421,0.289689,3.400173
0.02,T3,"[0.1077, 0.5]",core,richardson_1,top10,456,456,0.042022,0.734649,0.993421,0.593952,1.683653
0.02,T3,"[0.1077, 0.5]",core,pade_23,top10,456,454,0.13177,0.385965,0.890351,1.444554,0.692263
0.02,T3,"[0.1077, 0.5]",core,pade_12,top10,456,455,0.129154,0.368421,0.925439,1.44029,0.694304
0.02,T3,"[0.1077, 0.5]",core,pade_22,top10,456,427,0.023297,0.629386,0.833333,0.429605,1.666089
0.02,T3,"[0.1077, 0.5]",core,single_exp_fit,top10,456,456,0.036901,0.95614,0.969298,0.682023,1.462573
0.02,T3,"[0.1077, 0.5]",core,anderson_1,classical_variant,456,456,0.096753,0.60307,0.844298,0.998813,1.001188
0.02,T3,"[0.1077, 0.5]",core,anderson_2,classical_variant,456,456,0.096806,0.561404,0.839912,0.997849,1.002155
0.02,T3,"[0.1077, 0.5]",core,anderson_3,classical_variant,456,456,0.096751,0.528509,0.842105,0.998916,1.001085
0.02,T3,"[0.1077, 0.5]",core,brezinski_theta1,classical_variant,456,456,0.054178,0.578947,0.875,0.971028,1.029836
0.02,T3,"[0.1077, 0.5]",core,brezinski_theta2,classical_variant,456,446,0.051331,0.344298,0.83114,1.037366,0.96398
0.02,T3,"[0.1077, 0.5]",core,levin_t1,classical_variant,456,447,0.053157,0.60307,0.870614,0.997858,1.002146
0.02,T3,"[0.1077, 0.5]",core,levin_t2,classical_variant,456,447,0.05139,0.486842,0.864035,1.001097,0.998905
0.02,T3,"[0.1077, 0.5]",core,levin_u1,classical_variant,456,447,0.070955,0.513158,0.824561,0.999786,1.000214
0.02,T3,"[0.1077, 0.5]",core,levin_u2,classical_variant,456,447,0.051392,0.440789,0.826754,1.006124,0.993913
0.02,T3,"[0.1077, 0.5]",core,levin_v1,classical_variant,456,447,0.051426,0.381579,0.835526,1.014643,0.985568
0.02,T3,"[0.1077, 0.5]",core,levin_v2,classical_variant,456,447,0.052153,0.421053,0.839912,1.014038,0.986156
0.02,T3,"[0.1077, 0.5]",core,shanks_1,classical_variant,456,456,0.054364,0.60307,0.877193,0.998388,1.001615
0.02,T3,"[0.1077, 0.5]",core,shanks_2,classical_variant,456,456,0.051364,0.361842,0.864035,1.014235,0.985965
0.02,T3,"[0.1077, 0.5]",core,shanks_3,classical_variant,456,456,0.051391,0.407895,0.859649,1.013959,0.986234
0.02,T3,"[0.1077, 0.5]",core,shanks_4,classical_variant,456,447,0.051391,0.361842,0.850877,1.023152,0.977372
0.02,T3,"[0.1077, 0.5]",core,wynn_eps_1,classical_variant,456,447,0.053157,0.60307,0.870614,0.997858,1.002146
0.02,T3,"[0.1077, 0.5]",core,wynn_eps_2,classical_variant,456,445,0.051821,0.482456,0.870614,1.002544,0.997462
0.02,T3,"[0.1077, 0.5]",core,wynn_eps_3,classical_variant,456,440,0.045558,0.491228,0.857456,0.997743,1.002262
0.02,T3,"[0.1077, 0.5]",core,wynn_rho_1,classical_variant,456,447,0.052087,0.45614,0.868421,1.001958,0.998046
0.02,T3,"[0.1077, 0.5]",core,wynn_rho_2,classical_variant,456,447,0.055154,0.47807,0.837719,1.001323,0.998679
0.02,T3,"[0.1077, 0.5]",core,wynn_rho_3,classical_variant,456,446,0.054394,0.484649,0.861842,1.000373,0.999627
0.02,T3,"[0.1077, 0.5]",core,classical_21,classical_pooled,9576,9439,0.05313,0.48538,0.852966,1.000962,0.999039
0.02,T3,"[0.1077, 0.5]",holdout,constant_assumed,trivial,177,177,0.205031,0.050847,0.0,2.885262,0.346589
0.02,T3,"[0.1077, 0.5]",holdout,last_value,trivial,177,177,0.083414,0.0,0.949153,1.0,1.0
0.02,T3,"[0.1077, 0.5]",holdout,window_mean,trivial,177,177,0.144922,0.0,0.745763,1.703772,0.586933
0.02,T3,"[0.1077, 0.5]",holdout,window_min,trivial,177,177,0.083414,0.350282,0.960452,1.0,1.0
0.02,T3,"[0.1077, 0.5]",holdout,constant_oracle,oracle,177,177,0.0017,1.0,1.0,0.020389,49.046243
0.02,T3,"[0.1077, 0.5]",holdout,log_linear,top10,177,177,0.054016,0.587571,1.0,0.770338,1.298132
0.02,T3,"[0.1077, 0.5]",holdout,richardson_3,top10,177,169,0.028794,0.881356,0.949153,0.3126,3.198974
0.02,T3,"[0.1077, 0.5]",holdout,richardson_2,top10,177,172,0.035233,0.909605,0.971751,0.374168,2.672717
0.02,T3,"[0.1077, 0.5]",holdout,double_exp_fit,top10,177,177,0.046427,0.881356,1.0,0.669411,1.49385
0.02,T3,"[0.1077, 0.5]",holdout,rational_fit,top10,177,177,0.008877,0.99435,1.0,0.238837,4.18695
0.02,T3,"[0.1077, 0.5]",holdout,richardson_1,top10,177,177,0.03646,0.954802,1.0,0.387737,2.579068
0.02,T3,"[0.1077, 0.5]",holdout,pade_23,top10,177,175,0.146499,0.231638,0.853107,2.259818,0.442513
0.02,T3,"[0.1077, 0.5]",holdout,pade_12,top10,177,173,0.131467,0.265537,0.903955,1.724679,0.579818
0.02,T3,"[0.1077, 0.5]",holdout,pade_22,top10,177,169,0.019022,0.813559,0.926554,0.252212,3.964922
0.02,T3,"[0.1077, 0.5]",holdout,single_exp_fit,top10,177,177,0.046475,0.909605,1.0,0.669416,1.493839
0.02,T3,"[0.1077, 0.5]",holdout,anderson_1,classical_variant,177,177,0.080016,0.717514,0.954802,0.997017,1.002991
0.02,T3,"[0.1077, 0.5]",holdout,anderson_2,classical_variant,177,177,0.076835,0.661017,0.954802,0.996892,1.003118
0.02,T3,"[0.1077, 0.5]",holdout,anderson_3,classical_variant,177,177,0.074693,0.627119,0.954802,0.998564,1.001438
0.02,T3,"[0.1077, 0.5]",holdout,brezinski_theta1,classical_variant,177,177,0.045963,0.717514,0.971751,0.893622,1.119041
0.02,T3,"[0.1077, 0.5]",holdout,brezinski_theta2,classical_variant,177,177,0.043614,0.446328,0.915254,1.039407,0.962087
0.02,T3,"[0.1077, 0.5]",holdout,levin_t1,classical_variant,177,177,0.046211,0.717514,0.966102,0.984874,1.015358
0.02,T3,"[0.1077, 0.5]",holdout,levin_t2,classical_variant,177,177,0.038006,0.531073,0.966102,0.986948,1.013225
0.02,T3,"[0.1077, 0.5]",holdout,levin_u1,classical_variant,177,177,0.081631,0.514124,0.926554,0.999862,1.000138
0.02,T3,"[0.1077, 0.5]",holdout,levin_u2,classical_variant,177,177,0.041208,0.525424,0.966102,0.989549,1.010562
0.02,T3,"[0.1077, 0.5]",holdout,levin_v1,classical_variant,177,177,0.041756,0.474576,0.966102,1.011336,0.988791
0.02,T3,"[0.1077, 0.5]",holdout,levin_v2,classical_variant,177,177,0.041174,0.480226,0.966102,1.01398,0.986213
