target_g,tercile,tercile_range,regime_set,row,group,n_records,n_valid,med_error,win_rate_vs_last,win_rate_vs_assumed,med_skill_vs_last,mi
0.5,T3,"[0.1077, 0.5]",holdout,wynn_eps_3,classical_variant,195,194,0.026172,0.497436,0.984615,1.000233,0.999779
0.5,T3,"[0.1077, 0.5]",holdout,wynn_rho_1,classical_variant,195,195,0.043337,0.328205,0.979487,1.022169,0.978312
0.5,T3,"[0.1077, 0.5]",holdout,wynn_rho_2,classical_variant,195,195,0.046606,0.384615,0.94359,1.063315,0.940456
0.5,T3,"[0.1077, 0.5]",holdout,wynn_rho_3,classical_variant,195,195,0.04461,0.394872,0.928205,1.071797,0.933012
0.5,T3,"[0.1077, 0.5]",holdout,classical_21,classical_pooled,4095,4093,0.037662,0.491575,0.988034,1.003471,0.996541
0.1,T1,"[0.005, 0.0232)",core,constant_assumed,trivial,465,465,0.021417,0.866667,0.0,0.251873,3.970248
0.1,T1,"[0.005, 0.0232)",core,last_value,trivial,465,465,0.090448,0.0,0.133333,1.0,1.0
0.1,T1,"[0.005, 0.0232)",core,window_mean,trivial,465,465,0.125648,0.165591,0.116129,1.426814,0.700862
0.1,T1,"[0.005, 0.0232)",core,window_min,trivial,465,465,0.049411,0.384946,0.154839,1.0,1.0
0.1,T1,"[0.005, 0.0232)",core,constant_oracle,oracle,465,465,0.005572,1.0,1.0,0.110837,9.011183
0.1,T1,"[0.005, 0.0232)",core,log_linear,top10,465,404,0.010108,0.843011,0.617204,0.246412,4.058377
0.1,T1,"[0.005, 0.0232)",core,richardson_3,top10,465,454,0.017608,0.830108,0.516129,0.351708,2.84327
0.1,T1,"[0.005, 0.0232)",core,richardson_2,top10,465,465,0.021124,0.843011,0.511828,0.367257,2.72289
0.1,T1,"[0.005, 0.0232)",core,double_exp_fit,top10,465,438,0.020103,0.909677,0.526882,0.348999,2.86512
0.1,T1,"[0.005, 0.0232)",core,rational_fit,top10,465,465,0.028629,0.894624,0.477419,0.316418,2.970562
0.1,T1,"[0.005, 0.0232)",core,richardson_1,top10,465,465,0.027223,0.823656,0.488172,0.38501,2.597338
0.1,T1,"[0.005, 0.0232)",core,pade_23,top10,465,465,0.015689,0.896774,0.619355,0.255797,3.909351
0.1,T1,"[0.005, 0.0232)",core,pade_12,top10,465,465,0.016846,0.883871,0.608602,0.255201,3.91848
0.1,T1,"[0.005, 0.0232)",core,pade_22,top10,465,429,0.03262,0.643011,0.44086,0.506502,1.949122
0.1,T1,"[0.005, 0.0232)",core,single_exp_fit,top10,465,465,0.033642,0.967742,0.378495,0.641995,1.551496
0.1,T1,"[0.005, 0.0232)",core,anderson_1,classical_variant,465,465,0.089301,0.63871,0.137634,0.998085,1.001918
0.1,T1,"[0.005, 0.0232)",core,anderson_2,classical_variant,465,465,0.089222,0.595699,0.141935,0.997495,1.002511
0.1,T1,"[0.005, 0.0232)",core,anderson_3,classical_variant,465,465,0.090619,0.55914,0.141935,0.997222,1.002786
0.1,T1,"[0.005, 0.0232)",core,brezinski_theta1,classical_variant,465,465,0.051542,0.621505,0.208602,0.961364,1.040189
0.1,T1,"[0.005, 0.0232)",core,brezinski_theta2,classical_variant,465,457,0.048645,0.350538,0.204301,1.039153,0.962322
0.1,T1,"[0.005, 0.0232)",core,levin_t1,classical_variant,465,458,0.050034,0.63871,0.225806,0.996552,1.00346
0.1,T1,"[0.005, 0.0232)",core,levin_t2,classical_variant,465,458,0.048282,0.516129,0.215054,0.996935,1.003074
0.1,T1,"[0.005, 0.0232)",core,levin_u1,classical_variant,465,458,0.07043,0.535484,0.215054,0.999666,1.000334
0.1,T1,"[0.005, 0.0232)",core,levin_u2,classical_variant,465,458,0.048436,0.475269,0.283871,1.002848,0.99716
0.1,T1,"[0.005, 0.0232)",core,levin_v1,classical_variant,465,458,0.047764,0.4,0.292473,1.015873,0.984375
0.1,T1,"[0.005, 0.0232)",core,levin_v2,classical_variant,465,457,0.048518,0.447312,0.28172,1.010802,0.989313
0.1,T1,"[0.005, 0.0232)",core,shanks_1,classical_variant,465,465,0.050355,0.63871,0.225806,0.997063,1.002945
0.1,T1,"[0.005, 0.0232)",core,shanks_2,classical_variant,465,465,0.047435,0.335484,0.258065,1.018772,0.981574
0.1,T1,"[0.005, 0.0232)",core,shanks_3,classical_variant,465,465,0.044922,0.397849,0.316129,1.015132,0.985094
0.1,T1,"[0.005, 0.0232)",core,shanks_4,classical_variant,465,458,0.044307,0.354839,0.313978,1.022886,0.977626
0.1,T1,"[0.005, 0.0232)",core,wynn_eps_1,classical_variant,465,458,0.050034,0.63871,0.225806,0.996552,1.00346
0.1,T1,"[0.005, 0.0232)",core,wynn_eps_2,classical_variant,465,447,0.047326,0.44086,0.215054,1.005547,0.994484
0.1,T1,"[0.005, 0.0232)",core,wynn_eps_3,classical_variant,465,444,0.040671,0.475269,0.266667,1.000347,0.999653
0.1,T1,"[0.005, 0.0232)",core,wynn_rho_1,classical_variant,465,457,0.048626,0.427957,0.236559,1.002487,0.997519
0.1,T1,"[0.005, 0.0232)",core,wynn_rho_2,classical_variant,465,457,0.050863,0.462366,0.249462,1.004385,0.995634
0.1,T1,"[0.005, 0.0232)",core,wynn_rho_3,classical_variant,465,456,0.050074,0.526882,0.292473,0.994218,1.005816
0.1,T1,"[0.005, 0.0232)",core,classical_21,classical_pooled,9765,9636,0.0499,0.498925,0.235637,0.99995,1.00005
0.1,T1,"[0.005, 0.0232)",holdout,constant_assumed,trivial,195,195,0.020292,0.928205,0.0,0.323818,3.088156
0.1,T1,"[0.005, 0.0232)",holdout,last_value,trivial,195,195,0.075212,0.0,0.071795,1.0,1.0
0.1,T1,"[0.005, 0.0232)",holdout,window_mean,trivial,195,195,0.137695,0.0,0.0,1.755817,0.569535
0.1,T1,"[0.005, 0.0232)",holdout,window_min,trivial,195,195,0.073483,0.338462,0.112821,1.0,1.0
0.1,T1,"[0.005, 0.0232)",holdout,constant_oracle,oracle,195,195,0.008442,1.0,1.0,0.110842,9.021839
0.1,T1,"[0.005, 0.0232)",holdout,log_linear,top10,195,195,0.009134,1.0,0.723077,0.225991,4.424954
0.1,T1,"[0.005, 0.0232)",holdout,richardson_3,top10,195,194,0.009638,0.841026,0.733333,0.184139,5.430685
0.1,T1,"[0.005, 0.0232)",holdout,richardson_2,top10,195,195,0.009463,0.861538,0.692308,0.212466,4.70664
0.1,T1,"[0.005, 0.0232)",holdout,double_exp_fit,top10,195,195,0.021296,0.984615,0.502564,0.356171,2.807641
0.1,T1,"[0.005, 0.0232)",holdout,rational_fit,top10,195,195,0.009381,0.861538,0.74359,0.207868,4.810751
0.1,T1,"[0.005, 0.0232)",holdout,richardson_1,top10,195,195,0.011384,0.861538,0.625641,0.233602,4.280778
0.1,T1,"[0.005, 0.0232)",holdout,pade_23,top10,195,195,0.009322,0.964103,0.846154,0.169808,5.88902
0.1,T1,"[0.005, 0.0232)",holdout,pade_12,top10,195,195,0.010883,0.974359,0.805128,0.282074,3.545169
0.1,T1,"[0.005, 0.0232)",holdout,pade_22,top10,195,185,0.01457,0.846154,0.594872,0.238652,4.190205
0.1,T1,"[0.005, 0.0232)",holdout,single_exp_fit,top10,195,195,0.028734,0.984615,0.251282,0.575756,1.736846
0.1,T1,"[0.005, 0.0232)",holdout,anderson_1,classical_variant,195,195,0.049053,0.697436,0.112821,0.997847,1.002158
0.1,T1,"[0.005, 0.0232)",holdout,anderson_2,classical_variant,195,195,0.048945,0.6,0.092308,0.99901,1.000991
0.1,T1,"[0.005, 0.0232)",holdout,anderson_3,classical_variant,195,195,0.048833,0.558974,0.087179,0.998477,1.001526
0.1,T1,"[0.005, 0.0232)",holdout,brezinski_theta1,classical_variant,195,195,0.037029,0.692308,0.261538,0.882441,1.13322
0.1,T1,"[0.005, 0.0232)",holdout,brezinski_theta2,classical_variant,195,194,0.036402,0.54359,0.364103,0.957642,1.044247
0.1,T1,"[0.005, 0.0232)",holdout,levin_t1,classical_variant,195,195,0.034599,0.697436,0.235897,0.984178,1.016076
0.1,T1,"[0.005, 0.0232)",holdout,levin_t2,classical_variant,195,195,0.032024,0.564103,0.34359,0.974038,1.026653
0.1,T1,"[0.005, 0.0232)",holdout,levin_u1,classical_variant,195,195,0.073849,0.466667,0.153846,1.013378,0.986799
0.1,T1,"[0.005, 0.0232)",holdout,levin_u2,classical_variant,195,195,0.035541,0.564103,0.323077,0.974158,1.026528
0.1,T1,"[0.005, 0.0232)",holdout,levin_v1,classical_variant,195,195,0.036351,0.492308,0.282051,1.001985,0.998019
0.1,T1,"[0.005, 0.0232)",holdout,levin_v2,classical_variant,195,195,0.035805,0.502564,0.261538,0.999491,1.000509
0.1,T1,"[0.005, 0.0232)",holdout,shanks_1,classical_variant,195,195,0.034599,0.697436,0.235897,0.984178,1.016076
0.1,T1,"[0.005, 0.0232)",holdout,shanks_2,classical_variant,195,195,0.030982,0.471795,0.364103,1.006615,0.993428
0.1,T1,"[0.005, 0.0232)",holdout,shanks_3,classical_variant,195,195,0.030715,0.533333,0.323077,0.973857,1.026845
0.1,T1,"[0.005, 0.0232)",holdout,shanks_4,classical_variant,195,195,0.03419,0.461538,0.374359,1.02522,0.9754
0.1,T1,"[0.005, 0.0232)",holdout,wynn_eps_1,classical_variant,195,195,0.034599,0.697436,0.235897,0.984178,1.016076
0.1,T1,"[0.005, 0.0232)",holdout,wynn_eps_2,classical_variant,195,195,0.027648,0.574359,0.348718,0.989091,1.011029
0.1,T1,"[0.005, 0.0232)",holdout,wynn_eps_3,classical_variant,195,195,0.028921,0.528205,0.384615,0.987095,1.013073
0.1,T1,"[0.005, 0.0232)",holdout,wynn_rho_1,classical_variant,195,195,0.046665,0.487179,0.148718,1.001653,0.998349
0.1,T1,"[0.005, 0.0232)",holdout,wynn_rho_2,classical_variant,195,195,0.060412,0.497436,0.158974,1.000898,0.999103
0.1,T1,"[0.005, 0.0232)",holdout,wynn_rho_3,classical_variant,195,194,0.069173,0.358974,0.158974,1.05024,0.952187
0.1,T1,"[0.005, 0.0232)",holdout,classical_21,classical_pooled,4095,4093,0.03662,0.556532,0.250061,0.995682,1.004337
0.1,T2,"[0.0232, 0.1077)",core,constant_assumed,trivial,486,486,0.062126,0.654321,0.0,0.661268,1.512247
0.1,T2,"[0.0232, 0.1077)",core,last_value,trivial,486,486,0.115671,0.0,0.345679,1.0,1.0
0.1,T2,"[0.0232, 0.1077)",core,window_mean,trivial,486,486,0.166962,0.139918,0.240741,1.440615,0.694148
0.1,T2,"[0.0232, 0.1077)",core,window_min,trivial,486,486,0.089069,0.325103,0.401235,1.0,1.0
0.1,T2,"[0.0232, 0.1077)",core,constant_oracle,oracle,486,486,0.007726,1.0,1.0,0.11076,9.011183
0.1,T2,"[0.0232, 0.1077)",core,log_linear,top10,486,479,0.022445,0.804527,0.868313,0.289297,3.456655
0.1,T2,"[0.0232, 0.1077)",core,richardson_3,top10,486,485,0.022464,0.814815,0.812757,0.301788,3.313582
0.1,T2,"[0.0232, 0.1077)",core,richardson_2,top10,486,486,0.021951,0.847737,0.808642,0.30286,3.301857
0.1,T2,"[0.0232, 0.1077)",core,double_exp_fit,top10,486,483,0.024782,0.94856,0.779835,0.415584,2.333076
0.1,T2,"[0.0232, 0.1077)",core,rational_fit,top10,486,486,0.018837,0.903292,0.87037,0.246458,4.01443
0.1,T2,"[0.0232, 0.1077)",core,richardson_1,top10,486,486,0.027264,0.86214,0.794239,0.29689,3.368258
0.1,T2,"[0.0232, 0.1077)",core,pade_23,top10,486,483,0.025175,0.788066,0.833333,0.316338,3.161172
0.1,T2,"[0.0232, 0.1077)",core,pade_12,top10,486,484,0.025073,0.777778,0.835391,0.362993,2.754882
0.1,T2,"[0.0232, 0.1077)",core,pade_22,top10,486,440,0.033899,0.63786,0.621399,0.485131,2.000707
0.1,T2,"[0.0232, 0.1077)",core,single_exp_fit,top10,486,486,0.035778,0.954733,0.619342,0.627061,1.579837
0.1,T2,"[0.0232, 0.1077)",core,anderson_1,classical_variant,486,486,0.11559,0.590535,0.349794,0.998855,1.001147
0.1,T2,"[0.0232, 0.1077)",core,anderson_2,classical_variant,486,486,0.115213,0.549383,0.353909,0.998446,1.001557
0.1,T2,"[0.0232, 0.1077)",core,anderson_3,classical_variant,486,486,0.116228,0.526749,0.353909,0.999271,1.00073
0.1,T2,"[0.0232, 0.1077)",core,brezinski_theta1,classical_variant,486,486,0.068007,0.565844,0.473251,0.978079,1.022412
0.1,T2,"[0.0232, 0.1077)",core,brezinski_theta2,classical_variant,486,470,0.048477,0.382716,0.489712,1.037786,0.963591
0.1,T2,"[0.0232, 0.1077)",core,levin_t1,classical_variant,486,472,0.067421,0.590535,0.467078,0.997522,1.002484
0.1,T2,"[0.0232, 0.1077)",core,levin_t2,classical_variant,486,471,0.047468,0.495885,0.495885,0.998332,1.001671
0.1,T2,"[0.0232, 0.1077)",core,levin_u1,classical_variant,486,472,0.089743,0.469136,0.384774,1.002502,0.997505
0.1,T2,"[0.0232, 0.1077)",core,levin_u2,classical_variant,486,472,0.049735,0.45679,0.471193,1.00317,0.99684
0.1,T2,"[0.0232, 0.1077)",core,levin_v1,classical_variant,486,472,0.050626,0.376543,0.469136,1.015823,0.984423
0.1,T2,"[0.0232, 0.1077)",core,levin_v2,classical_variant,486,472,0.073494,0.384774,0.434156,1.016371,0.983892
0.1,T2,"[0.0232, 0.1077)",core,shanks_1,classical_variant,486,486,0.069479,0.590535,0.467078,0.998574,1.001428
0.1,T2,"[0.0232, 0.1077)",core,shanks_2,classical_variant,486,485,0.048818,0.355967,0.497942,1.017245,0.983047
0.1,T2,"[0.0232, 0.1077)",core,shanks_3,classical_variant,486,486,0.051463,0.395062,0.49177,1.016875,0.983405
0.1,T2,"[0.0232, 0.1077)",core,shanks_4,classical_variant,486,472,0.048054,0.382716,0.477366,1.021917,0.978553
0.1,T2,"[0.0232, 0.1077)",core,wynn_eps_1,classical_variant,486,472,0.067421,0.590535,0.467078,0.997522,1.002484
0.1,T2,"[0.0232, 0.1077)",core,wynn_eps_2,classical_variant,486,468,0.047326,0.483539,0.495885,0.999935,1.000065
0.1,T2,"[0.0232, 0.1077)",core,wynn_eps_3,classical_variant,486,461,0.043017,0.487654,0.518519,0.996372,1.003641
0.1,T2,"[0.0232, 0.1077)",core,wynn_rho_1,classical_variant,486,472,0.054954,0.423868,0.440329,1.002814,0.997194
0.1,T2,"[0.0232, 0.1077)",core,wynn_rho_2,classical_variant,486,471,0.070018,0.434156,0.425926,1.007475,0.99258
0.1,T2,"[0.0232, 0.1077)",core,wynn_rho_3,classical_variant,486,466,0.051058,0.471193,0.462963,1.001802,0.998202
0.1,T2,"[0.0232, 0.1077)",core,classical_21,classical_pooled,10206,9984,0.055437,0.476386,0.451793,1.001701,0.998302
0.1,T2,"[0.0232, 0.1077)",holdout,constant_assumed,trivial,147,147,0.061107,0.62585,0.0,0.862409,1.159542
0.1,T2,"[0.0232, 0.1077)",holdout,last_value,trivial,147,147,0.076672,0.0,0.37415,1.0,1.0
0.1,T2,"[0.0232, 0.1077)",holdout,window_mean,trivial,147,147,0.13821,0.0,0.22449,1.802617,0.554749
0.1,T2,"[0.0232, 0.1077)",holdout,window_min,trivial,147,147,0.07639,0.367347,0.380952,1.0,1.0
0.1,T2,"[0.0232, 0.1077)",holdout,constant_oracle,oracle,147,147,0.008442,1.0,1.0,0.11011,9.081822
0.1,T2,"[0.0232, 0.1077)",holdout,log_linear,top10,147,147,0.020604,0.857143,0.877551,0.509507,1.962681
0.1,T2,"[0.0232, 0.1077)",holdout,richardson_3,top10,147,145,0.01055,0.721088,0.748299,0.169574,5.897136
0.1,T2,"[0.0232, 0.1077)",holdout,richardson_2,top10,147,147,0.013365,0.714286,0.741497,0.169574,5.897135
0.1,T2,"[0.0232, 0.1077)",holdout,double_exp_fit,top10,147,147,0.021774,0.965986,0.931973,0.369187,2.708658
0.1,T2,"[0.0232, 0.1077)",holdout,rational_fit,top10,147,147,0.008717,0.741497,0.734694,0.20974,4.767798
0.1,T2,"[0.0232, 0.1077)",holdout,richardson_1,top10,147,147,0.013246,0.741497,0.748299,0.156407,6.393563
0.1,T2,"[0.0232, 0.1077)",holdout,pade_23,top10,147,147,0.027833,0.755102,0.85034,0.453124,2.206903
0.1,T2,"[0.0232, 0.1077)",holdout,pade_12,top10,147,147,0.037617,0.768707,0.85034,0.538169,1.858153
0.1,T2,"[0.0232, 0.1077)",holdout,pade_22,top10,147,137,0.019074,0.816327,0.802721,0.248775,4.019704
0.1,T2,"[0.0232, 0.1077)",holdout,single_exp_fit,top10,147,147,0.022072,0.972789,0.789116,0.574827,1.739652
0.1,T2,"[0.0232, 0.1077)",holdout,anderson_1,classical_variant,147,147,0.053421,0.721088,0.455782,0.996658,1.003353
0.1,T2,"[0.0232, 0.1077)",holdout,anderson_2,classical_variant,147,147,0.06365,0.666667,0.455782,0.996209,1.003805
0.1,T2,"[0.0232, 0.1077)",holdout,anderson_3,classical_variant,147,147,0.063046,0.639456,0.44898,0.997333,1.002674
0.1,T2,"[0.0232, 0.1077)",holdout,brezinski_theta1,classical_variant,147,147,0.040869,0.721088,0.564626,0.900685,1.110266
0.1,T2,"[0.0232, 0.1077)",holdout,brezinski_theta2,classical_variant,147,147,0.038542,0.469388,0.55102,1.024071,0.976495
0.1,T2,"[0.0232, 0.1077)",holdout,levin_t1,classical_variant,147,147,0.038062,0.721088,0.578231,0.979082,1.021365
0.1,T2,"[0.0232, 0.1077)",holdout,levin_t2,classical_variant,147,147,0.034852,0.557823,0.585034,0.988878,1.011247
0.1,T2,"[0.0232, 0.1077)",holdout,levin_u1,classical_variant,147,147,0.076603,0.489796,0.394558,1.001239,0.998763
0.1,T2,"[0.0232, 0.1077)",holdout,levin_u2,classical_variant,147,147,0.036569,0.557823,0.571429,0.98887,1.011255
0.1,T2,"[0.0232, 0.1077)",holdout,levin_v1,classical_variant,147,147,0.03712,0.469388,0.537415,1.010045,0.990055
0.1,T2,"[0.0232, 0.1077)",holdout,levin_v2,classical_variant,147,147,0.038444,0.462585,0.517007,1.009879,0.990218
0.1,T2,"[0.0232, 0.1077)",holdout,shanks_1,classical_variant,147,147,0.038062,0.721088,0.578231,0.979082,1.021365
0.1,T2,"[0.0232, 0.1077)",holdout,shanks_2,classical_variant,147,147,0.036109,0.428571,0.557823,1.022011,0.978463
0.1,T2,"[0.0232, 0.1077)",holdout,shanks_3,classical_variant,147,147,0.035641,0.47619,0.571429,1.010631,0.989481
0.1,T2,"[0.0232, 0.1077)",holdout,shanks_4,classical_variant,147,147,0.035465,0.462585,0.564626,1.025181,0.975437
0.1,T2,"[0.0232, 0.1077)",holdout,wynn_eps_1,classical_variant,147,147,0.038062,0.721088,0.578231,0.979082,1.021365
0.1,T2,"[0.0232, 0.1077)",holdout,wynn_eps_2,classical_variant,147,147,0.035445,0.564626,0.598639,0.979133,1.021311
0.1,T2,"[0.0232, 0.1077)",holdout,wynn_eps_3,classical_variant,147,146,0.03556,0.62585,0.612245,0.924794,1.081356
0.1,T2,"[0.0232, 0.1077)",holdout,wynn_rho_1,classical_variant,147,147,0.058191,0.455782,0.47619,1.002062,0.997942
0.1,T2,"[0.0232, 0.1077)",holdout,wynn_rho_2,classical_variant,147,146,0.060412,0.52381,0.428571,0.995486,1.004535
0.1,T2,"[0.0232, 0.1077)",holdout,wynn_rho_3,classical_variant,147,146,0.064842,0.47619,0.394558,1.002958,0.997051
0.1,T2,"[0.0232, 0.1077)",holdout,classical_21,classical_pooled,3087,3084,0.043231,0.568189,0.524781,0.995274,1.004749
0.1,T3,"[0.1077, 0.5]",core,constant_assumed,trivial,489,489,0.240623,0.06953,0.0,2.865769,0.348946
0.1,T3,"[0.1077, 0.5]",core,last_value,trivial,489,489,0.113318,0.0,0.93047,1.0,1.0
0.1,T3,"[0.1077, 0.5]",core,window_mean,trivial,489,489,0.166312,0.167689,0.770961,1.430754,0.698932
0.1,T3,"[0.1077, 0.5]",core,window_min,trivial,489,489,0.082178,0.335378,0.93456,1.0,1.0
0.1,T3,"[0.1077, 0.5]",core,constant_oracle,oracle,489,489,0.009881,1.0,1.0,0.110936,9.005475
0.1,T3,"[0.1077, 0.5]",core,log_linear,top10,489,489,0.042963,0.625767,0.932515,0.550049,1.818021
0.1,T3,"[0.1077, 0.5]",core,richardson_3,top10,489,472,0.023356,0.680982,0.893661,0.386045,2.590433
0.1,T3,"[0.1077, 0.5]",core,richardson_2,top10,489,478,0.026658,0.730061,0.903885,0.478288,2.090836
0.1,T3,"[0.1077, 0.5]",core,double_exp_fit,top10,489,489,0.059557,0.875256,0.98773,0.622014,1.607681
0.1,T3,"[0.1077, 0.5]",core,rational_fit,top10,489,489,0.032906,0.834356,1.0,0.315699,3.10198
0.1,T3,"[0.1077, 0.5]",core,richardson_1,top10,489,489,0.033063,0.748466,0.932515,0.403672,2.47726
0.1,T3,"[0.1077, 0.5]",core,pade_23,top10,489,486,0.119477,0.427403,0.826176,1.30651,0.7654
0.1,T3,"[0.1077, 0.5]",core,pade_12,top10,489,484,0.110482,0.400818,0.856851,1.365574,0.732294
0.1,T3,"[0.1077, 0.5]",core,pade_22,top10,489,462,0.028278,0.689162,0.877301,0.451714,1.975759
0.1,T3,"[0.1077, 0.5]",core,single_exp_fit,top10,489,489,0.039317,0.96319,0.98773,0.644539,1.551495
0.1,T3,"[0.1077, 0.5]",core,anderson_1,classical_variant,489,489,0.116829,0.611452,0.90593,0.998521,1.001481
0.1,T3,"[0.1077, 0.5]",core,anderson_2,classical_variant,489,489,0.11544,0.568507,0.91002,0.997658,1.002347
0.1,T3,"[0.1077, 0.5]",core,anderson_3,classical_variant,489,489,0.115421,0.533742,0.91002,0.998534,1.001468
0.1,T3,"[0.1077, 0.5]",core,brezinski_theta1,classical_variant,489,489,0.066403,0.588957,0.924335,0.968257,1.032784
0.1,T3,"[0.1077, 0.5]",core,brezinski_theta2,classical_variant,489,479,0.050884,0.353783,0.875256,1.035591,0.965632
0.1,T3,"[0.1077, 0.5]",core,levin_t1,classical_variant,489,480,0.067421,0.611452,0.91411,0.99716,1.002848
0.1,T3,"[0.1077, 0.5]",core,levin_t2,classical_variant,489,480,0.047876,0.496933,0.907975,0.999944,1.000056
0.1,T3,"[0.1077, 0.5]",core,levin_u1,classical_variant,489,480,0.08635,0.507157,0.867076,0.999887,1.000113
0.1,T3,"[0.1077, 0.5]",core,levin_u2,classical_variant,489,480,0.047463,0.453988,0.877301,1.005575,0.994456
0.1,T3,"[0.1077, 0.5]",core,levin_v1,classical_variant,489,480,0.047505,0.392638,0.883436,1.015064,0.985159
0.1,T3,"[0.1077, 0.5]",core,levin_v2,classical_variant,489,480,0.049569,0.429448,0.891616,1.015218,0.98501
0.1,T3,"[0.1077, 0.5]",core,shanks_1,classical_variant,489,489,0.067421,0.611452,0.920245,0.998036,1.001968
0.1,T3,"[0.1077, 0.5]",core,shanks_2,classical_variant,489,489,0.047793,0.368098,0.907975,1.014554,0.985654
0.1,T3,"[0.1077, 0.5]",core,shanks_3,classical_variant,489,489,0.047462,0.411043,0.899796,1.015132,0.985094
0.1,T3,"[0.1077, 0.5]",core,shanks_4,classical_variant,489,480,0.047462,0.372188,0.895706,1.021469,0.978982
0.1,T3,"[0.1077, 0.5]",core,wynn_eps_1,classical_variant,489,480,0.067421,0.611452,0.91411,0.99716,1.002848
0.1,T3,"[0.1077, 0.5]",core,wynn_eps_2,classical_variant,489,478,0.047326,0.486708,0.912065,1.000101,0.999899
0.1,T3,"[0.1077, 0.5]",core,wynn_eps_3,classical_variant,489,473,0.042934,0.501022,0.893661,0.996041,1.003975
0.1,T3,"[0.1077, 0.5]",core,wynn_rho_1,classical_variant,489,480,0.048701,0.460123,0.912065,1.001987,0.998017
0.1,T3,"[0.1077, 0.5]",core,wynn_rho_2,classical_variant,489,480,0.051379,0.466258,0.883436,1.002569,0.997438
0.1,T3,"[0.1077, 0.5]",core,wynn_rho_3,classical_variant,489,479,0.048514,0.484663,0.90184,1.00029,0.99971
0.1,T3,"[0.1077, 0.5]",core,classical_21,classical_pooled,10269,10132,0.050792,0.491479,0.90038,1.000054,0.999946
0.1,T3,"[0.1077, 0.5]",holdout,constant_assumed,trivial,195,195,0.212998,0.015385,0.0,3.274134,0.305424
0.1,T3,"[0.1077, 0.5]",holdout,last_value,trivial,195,195,0.076672,0.0,0.984615,1.0,1.0
0.1,T3,"[0.1077, 0.5]",holdout,window_mean,trivial,195,195,0.137974,0.0,0.784615,1.603194,0.623755
0.1,T3,"[0.1077, 0.5]",holdout,window_min,trivial,195,195,0.075955,0.369231,0.984615,1.0,1.0
0.1,T3,"[0.1077, 0.5]",holdout,constant_oracle,oracle,195,195,0.008442,1.0,1.0,0.110862,9.020194
0.1,T3,"[0.1077, 0.5]",holdout,log_linear,top10,195,195,0.037423,0.666667,1.0,0.657657,1.52055
0.1,T3,"[0.1077, 0.5]",holdout,richardson_3,top10,195,187,0.021621,0.887179,0.953846,0.330354,3.027056
0.1,T3,"[0.1077, 0.5]",holdout,richardson_2,top10,195,190,0.02226,0.917949,0.974359,0.327227,3.055984
0.1,T3,"[0.1077, 0.5]",holdout,double_exp_fit,top10,195,195,0.030003,0.94359,1.0,0.626548,1.596047
0.1,T3,"[0.1077, 0.5]",holdout,rational_fit,top10,195,195,0.007414,0.994872,1.0,0.207868,4.810738
0.1,T3,"[0.1077, 0.5]",holdout,richardson_1,top10,195,195,0.019662,0.871795,1.0,0.272028,3.676095
0.1,T3,"[0.1077, 0.5]",holdout,pade_23,top10,195,194,0.115126,0.338462,0.876923,1.69357,0.59048
0.1,T3,"[0.1077, 0.5]",holdout,pade_12,top10,195,195,0.102842,0.353846,0.917949,1.592261,0.628038
0.1,T3,"[0.1077, 0.5]",holdout,pade_22,top10,195,187,0.017472,0.841026,0.928205,0.248775,4.019704
0.1,T3,"[0.1077, 0.5]",holdout,single_exp_fit,top10,195,195,0.038417,0.964103,1.0,0.631573,1.583349
0.1,T3,"[0.1077, 0.5]",holdout,anderson_1,classical_variant,195,195,0.072176,0.723077,0.984615,0.99686,1.00315
0.1,T3,"[0.1077, 0.5]",holdout,anderson_2,classical_variant,195,195,0.070093,0.676923,0.984615,0.996611,1.0034
0.1,T3,"[0.1077, 0.5]",holdout,anderson_3,classical_variant,195,195,0.067099,0.641026,0.984615,0.997969,1.002035
0.1,T3,"[0.1077, 0.5]",holdout,brezinski_theta1,classical_variant,195,195,0.040636,0.723077,0.989744,0.884695,1.130333
0.1,T3,"[0.1077, 0.5]",holdout,brezinski_theta2,classical_variant,195,195,0.040652,0.45641,0.928205,1.031452,0.969507
0.1,T3,"[0.1077, 0.5]",holdout,levin_t1,classical_variant,195,195,0.041145,0.723077,0.989744,0.97983,1.020585
0.1,T3,"[0.1077, 0.5]",holdout,levin_t2,classical_variant,195,195,0.035308,0.538462,0.984615,0.981384,1.01897
0.1,T3,"[0.1077, 0.5]",holdout,levin_u1,classical_variant,195,195,0.074947,0.492308,0.953846,1.000004,0.999996
0.1,T3,"[0.1077, 0.5]",holdout,levin_u2,classical_variant,195,195,0.038246,0.533333,0.984615,0.984819,1.015415
0.1,T3,"[0.1077, 0.5]",holdout,levin_v1,classical_variant,195,195,0.037507,0.487179,0.979487,1.009645,0.990447
0.1,T3,"[0.1077, 0.5]",holdout,levin_v2,classical_variant,195,195,0.037653,0.497436,0.984615,1.008731,0.991344
0.1,T3,"[0.1077, 0.5]",holdout,shanks_1,classical_variant,195,195,0.041145,0.723077,0.989744,0.97983,1.020585
0.1,T3,"[0.1077, 0.5]",holdout,shanks_2,classical_variant,195,195,0.036124,0.410256,0.953846,1.016846,0.983433
0.1,T3,"[0.1077, 0.5]",holdout,shanks_3,classical_variant,195,194,0.034361,0.517949,0.969231,0.989052,1.01107
