regime,future_idx,method,family,method_type,true_val,curr_val,estimate,error,valid,catastrophic,beats_current,improve_ratio
power_law,1000,neville_4,neville,trajectory,0.01635018,0.04402209,0.01771943,0.00136925,1,0,1,20.209607
power_law,1000,anderson_1,anderson,limit,0.01635018,0.04402209,0.04398702,0.02763684,1,0,1,1.001269
power_law,1000,anderson_2,anderson,limit,0.01635018,0.04402209,0.04395038,0.0276002,1,0,1,1.002598
power_law,1000,anderson_3,anderson,limit,0.01635018,0.04402209,0.0439121,0.02756191,1,0,1,1.003991
power_law,1000,median_ensemble,ensemble,trajectory,0.01635018,0.04402209,0.01952234,0.00317216,1,0,1,8.723357
power_law,1000,stability_weighted,ensemble,trajectory,0.01635018,0.04402209,0.02475496,0.00840478,1,0,1,3.292401
power_law,1000,best_shanks_wynn,ensemble,limit,0.01635018,0.04402209,0.03016844,0.01381826,1,0,1,2.002562
power_law,5000,current_value,baseline,limit,0.01205944,0.04402209,0.04402209,0.03196265,1,0,0,1.0
power_law,5000,linear,baseline,trajectory,0.01205944,0.04402209,,,0,1,0,
power_law,5000,log_linear,baseline,trajectory,0.01205944,0.04402209,0.01215474,9.53e-05,1,0,1,335.40013
power_law,5000,geom_avg_diff,baseline,limit,0.01205944,0.04402209,0.03072177,0.01866233,1,0,1,1.712683
power_law,5000,richardson_1,richardson,trajectory,0.01205944,0.04402209,0.01102646,0.00103299,1,0,1,30.941942
power_law,5000,richardson_2,richardson,trajectory,0.01205944,0.04402209,0.0120819,2.246e-05,1,0,1,1423.290749
power_law,5000,richardson_3,richardson,trajectory,0.01205944,0.04402209,0.01207482,1.537e-05,1,0,1,2079.403459
power_law,5000,richardson_a05,richardson,trajectory,0.01205944,0.04402209,-0.00120781,0.01326726,1,0,1,2.409137
power_law,5000,richardson_a10,richardson,trajectory,0.01205944,0.04402209,0.02560066,0.01354121,1,0,1,2.360398
power_law,5000,richardson_a20,richardson,trajectory,0.01205944,0.04402209,0.04190931,0.02984987,1,0,1,1.07078
power_law,5000,single_exp_fit,parametric,trajectory,0.01205944,0.04402209,0.03765216,0.02559272,1,0,1,1.248896
power_law,5000,double_exp_fit,parametric,trajectory,0.01205944,0.04402209,0.0376522,0.02559275,1,0,1,1.248895
power_law,5000,rational_fit,parametric,trajectory,0.01205944,0.04402209,0.01908239,0.00702294,1,0,1,4.551176
power_law,5000,log_fit,parametric,trajectory,0.01205944,0.04402209,0.02762808,0.01556864,1,0,1,2.053015
power_law,5000,shanks_1,shanks,limit,0.01205944,0.04402209,0.03016844,0.01810899,1,0,1,1.765015
power_law,5000,shanks_2,shanks,limit,0.01205944,0.04402209,0.021957,0.00989755,1,0,1,3.229348
power_law,5000,shanks_3,shanks,limit,0.01205944,0.04402209,0.01708769,0.00502825,1,0,1,6.35662
power_law,5000,shanks_4,shanks,limit,0.01205944,0.04402209,0.01812329,0.00606385,1,0,1,5.271019
power_law,5000,wynn_eps_1,wynn_eps,limit,0.01205944,0.04402209,0.03016844,0.01810899,1,0,1,1.765015
power_law,5000,wynn_eps_2,wynn_eps,limit,0.01205944,0.04402209,0.02505692,0.01299748,1,0,1,2.459142
power_law,5000,wynn_eps_3,wynn_eps,limit,0.01205944,0.04402209,0.02230534,0.0102459,1,0,1,3.119555
power_law,5000,wynn_rho_1,wynn_rho,limit,0.01205944,0.04402209,0.01605061,0.00399116,1,0,1,8.00836
power_law,5000,wynn_rho_2,wynn_rho,limit,0.01205944,0.04402209,0.01293622,0.00087677,1,0,1,36.454917
power_law,5000,wynn_rho_3,wynn_rho,limit,0.01205944,0.04402209,0.01184084,0.0002186,1,0,1,146.21312
power_law,5000,pade_11,pade,trajectory,0.01205944,0.04402209,0.01884413,0.00678469,1,0,1,4.710998
power_law,5000,pade_12,pade,trajectory,0.01205944,0.04402209,0.00286142,0.00919803,1,0,1,3.474945
power_law,5000,pade_13,pade,trajectory,0.01205944,0.04402209,-0.00024667,0.01230611,1,0,1,2.597299
power_law,5000,pade_21,pade,trajectory,0.01205944,0.04402209,-0.13507803,0.14713747,1,0,0,0.21723
power_law,5000,pade_22,pade,trajectory,0.01205944,0.04402209,0.01474224,0.00268279,1,0,1,11.913953
power_law,5000,pade_23,pade,trajectory,0.01205944,0.04402209,0.00537254,0.0066869,1,0,1,4.779888
power_law,5000,pade_31,pade,trajectory,0.01205944,0.04402209,5.33747517,5.32541573,1,1,0,0.006002
power_law,5000,pade_32,pade,trajectory,0.01205944,0.04402209,-0.01946616,0.03152561,1,0,1,1.013863
power_law,5000,levin_t1,levin,limit,0.01205944,0.04402209,0.03016844,0.01810899,1,0,1,1.765015
power_law,5000,levin_t2,levin,limit,0.01205944,0.04402209,0.0250197,0.01296025,1,0,1,2.466206
power_law,5000,levin_u1,levin,limit,0.01205944,0.04402209,0.00953161,0.00252784,1,0,1,12.644265
power_law,5000,levin_u2,levin,limit,0.01205944,0.04402209,0.00999969,0.00205975,1,0,1,15.517717
power_law,5000,levin_v1,levin,limit,0.01205944,0.04402209,0.00960768,0.00245177,1,0,1,13.036561
power_law,5000,levin_v2,levin,limit,0.01205944,0.04402209,0.0099994,0.00206005,1,0,1,15.515497
power_law,5000,weniger_d1,weniger,limit,0.01205944,0.04402209,-0.0,0.01205944,1,0,1,2.650424
power_law,5000,weniger_d2,weniger,limit,0.01205944,0.04402209,0.0,0.01205944,1,0,1,2.650424
power_law,5000,brezinski_theta1,brezinski,limit,0.01205944,0.04402209,0.02989922,0.01783978,1,0,1,1.791651
power_law,5000,brezinski_theta2,brezinski,limit,0.01205944,0.04402209,0.02163424,0.0095748,1,0,1,3.338206
power_law,5000,neville_2,neville,trajectory,0.01205944,0.04402209,0.0173244,0.00526496,1,0,1,6.070829
power_law,5000,neville_3,neville,trajectory,0.01205944,0.04402209,0.0158375,0.00377805,1,0,1,8.460081
power_law,5000,neville_4,neville,trajectory,0.01205944,0.04402209,0.0150033,0.00294386,1,0,1,10.857411
power_law,5000,anderson_1,anderson,limit,0.01205944,0.04402209,0.04398702,0.03192758,1,0,1,1.001098
power_law,5000,anderson_2,anderson,limit,0.01205944,0.04402209,0.04395038,0.03189094,1,0,1,1.002249
power_law,5000,anderson_3,anderson,limit,0.01205944,0.04402209,0.0439121,0.03185265,1,0,1,1.003453
power_law,5000,median_ensemble,ensemble,trajectory,0.01205944,0.04402209,0.01952234,0.0074629,1,0,1,4.282872
power_law,5000,stability_weighted,ensemble,trajectory,0.01205944,0.04402209,0.02382176,0.01176231,1,0,1,2.717378
power_law,5000,best_shanks_wynn,ensemble,limit,0.01205944,0.04402209,0.03016844,0.01810899,1,0,1,1.765015
rational_decay,150,current_value,baseline,limit,0.12428571,0.18391304,0.18391304,0.05962733,1,0,0,1.0
rational_decay,150,linear,baseline,trajectory,0.12428571,0.18391304,-0.01040209,0.1346878,1,0,0,0.442708
rational_decay,150,log_linear,baseline,trajectory,0.12428571,0.18391304,0.13458127,0.01029556,1,0,1,5.791558
rational_decay,150,geom_avg_diff,baseline,limit,0.12428571,0.18391304,0.1285945,0.00430879,1,0,1,13.838535
rational_decay,150,richardson_1,richardson,trajectory,0.12428571,0.18391304,0.1346157,0.01032999,1,0,1,5.772254
rational_decay,150,richardson_2,richardson,trajectory,0.12428571,0.18391304,0.1346157,0.01032998,1,0,1,5.772259
rational_decay,150,richardson_3,richardson,trajectory,0.12428571,0.18391304,0.13224108,0.00795537,1,0,1,7.49523
rational_decay,150,richardson_a05,richardson,trajectory,0.12428571,0.18391304,0.12572362,0.0014379,1,0,1,41.468274
rational_decay,150,richardson_a10,richardson,trajectory,0.12428571,0.18391304,0.15175961,0.02747389,1,0,1,2.170327
rational_decay,150,richardson_a20,richardson,trajectory,0.12428571,0.18391304,0.18669489,0.06240917,1,0,0,0.955426
rational_decay,150,single_exp_fit,parametric,trajectory,0.12428571,0.18391304,0.14342042,0.01913471,1,0,1,3.116187
rational_decay,150,double_exp_fit,parametric,trajectory,0.12428571,0.18391304,0.12698868,0.00270296,1,0,1,22.059994
rational_decay,150,rational_fit,parametric,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,4655211438.473804
rational_decay,150,log_fit,parametric,trajectory,0.12428571,0.18391304,0.20856072,0.084275,1,0,0,0.707533
rational_decay,150,shanks_1,shanks,limit,0.12428571,0.18391304,0.0977193,0.02656642,1,0,1,2.244463
rational_decay,150,shanks_2,shanks,limit,0.12428571,0.18391304,0.05424779,0.07003792,1,0,0,0.851358
rational_decay,150,shanks_3,shanks,limit,0.12428571,0.18391304,0.0323465,0.09193921,1,0,0,0.648552
rational_decay,150,shanks_4,shanks,limit,0.12428571,0.18391304,0.03194958,0.09233614,1,0,0,0.645764
rational_decay,150,wynn_eps_1,wynn_eps,limit,0.12428571,0.18391304,0.0977193,0.02656642,1,0,1,2.244463
rational_decay,150,wynn_eps_2,wynn_eps,limit,0.12428571,0.18391304,0.06899705,0.05528866,1,0,1,1.078473
rational_decay,150,wynn_eps_3,wynn_eps,limit,0.12428571,0.18391304,0.05464521,0.0696405,1,0,0,0.856216
rational_decay,150,wynn_rho_1,wynn_rho,limit,0.12428571,0.18391304,0.01,0.11428571,1,0,0,0.521739
rational_decay,150,wynn_rho_2,wynn_rho,limit,0.12428571,0.18391304,0.01,0.11428571,1,0,0,0.521739
rational_decay,150,wynn_rho_3,wynn_rho,limit,0.12428571,0.18391304,0.01,0.11428571,1,0,0,0.521739
rational_decay,150,pade_11,pade,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,1.0
rational_decay,150,pade_12,pade,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,1.0
rational_decay,150,pade_13,pade,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,224076031.266244
rational_decay,150,pade_21,pade,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,1.0
rational_decay,150,pade_22,pade,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,1.0
rational_decay,150,pade_23,pade,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,798596384.761438
rational_decay,150,pade_31,pade,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,1.0
rational_decay,150,pade_32,pade,trajectory,0.12428571,0.18391304,0.12428571,0.0,1,0,1,7254268850.728217
rational_decay,150,levin_t1,levin,limit,0.12428571,0.18391304,0.0977193,0.02656642,1,0,1,2.244463
rational_decay,150,levin_t2,levin,limit,0.12428571,0.18391304,0.07329114,0.05099458,1,0,1,1.169288
rational_decay,150,levin_u1,levin,limit,0.12428571,0.18391304,-0.05747638,0.1817621,1,0,0,0.328052
rational_decay,150,levin_u2,levin,limit,0.12428571,0.18391304,0.01,0.11428571,1,0,0,0.521739
rational_decay,150,levin_v1,levin,limit,0.12428571,0.18391304,0.00841972,0.11586599,1,0,0,0.514623
rational_decay,150,levin_v2,levin,limit,0.12428571,0.18391304,0.00965833,0.11462739,1,0,0,0.520184
rational_decay,150,weniger_d1,weniger,limit,0.12428571,0.18391304,-0.0,0.12428571,1,0,0,0.47976
rational_decay,150,weniger_d2,weniger,limit,0.12428571,0.18391304,0.0,0.12428571,1,0,0,0.47976
rational_decay,150,brezinski_theta1,brezinski,limit,0.12428571,0.18391304,0.09616674,0.02811897,1,0,1,2.120537
rational_decay,150,brezinski_theta2,brezinski,limit,0.12428571,0.18391304,0.05267341,0.0716123,1,0,0,0.832641
rational_decay,150,neville_2,neville,trajectory,0.12428571,0.18391304,0.12477199,0.00048627,1,0,1,122.620836
rational_decay,150,neville_3,neville,trajectory,0.12428571,0.18391304,0.1243313,4.559e-05,1,0,1,1307.955567
rational_decay,150,neville_4,neville,trajectory,0.12428571,0.18391304,0.1242901,4.38e-06,1,0,1,13610.892555
rational_decay,150,anderson_1,anderson,limit,0.12428571,0.18391304,0.17805608,0.05377037,1,0,1,1.108925
rational_decay,150,anderson_2,anderson,limit,0.12428571,0.18391304,0.17273649,0.04845078,1,0,1,1.230678
rational_decay,150,anderson_3,anderson,limit,0.12428571,0.18391304,0.1678957,0.04360998,1,0,1,1.367286
rational_decay,150,median_ensemble,ensemble,trajectory,0.12428571,0.18391304,0.0977193,0.02656642,1,0,1,2.244463
rational_decay,150,stability_weighted,ensemble,trajectory,0.12428571,0.18391304,0.08567477,0.03861094,1,0,1,1.544312
rational_decay,150,best_shanks_wynn,ensemble,limit,0.12428571,0.18391304,0.0977193,0.02656642,1,0,1,2.244463
rational_decay,1000,current_value,baseline,limit,0.0295122,0.18391304,0.18391304,0.15440085,1,0,0,1.0
rational_decay,1000,linear,baseline,trajectory,0.0295122,0.18391304,,,0,1,0,
rational_decay,1000,log_linear,baseline,trajectory,0.0295122,0.18391304,0.04404018,0.01452798,1,0,1,10.627825
rational_decay,1000,geom_avg_diff,baseline,limit,0.0295122,0.18391304,0.10042528,0.07091308,1,0,1,2.177325
rational_decay,1000,richardson_1,richardson,trajectory,0.0295122,0.18391304,0.03943743,0.00992523,1,0,1,15.556394
rational_decay,1000,richardson_2,richardson,trajectory,0.0295122,0.18391304,0.03943742,0.00992523,1,0,1,15.556404
rational_decay,1000,richardson_3,richardson,trajectory,0.0295122,0.18391304,0.03532305,0.00581085,1,0,1,26.571112
rational_decay,1000,richardson_a05,richardson,trajectory,0.0295122,0.18391304,0.00050251,0.02900969,1,0,1,5.32239
rational_decay,1000,richardson_a10,richardson,trajectory,0.0295122,0.18391304,0.10105865,0.07154645,1,0,1,2.15805
rational_decay,1000,richardson_a20,richardson,trajectory,0.0295122,0.18391304,0.1774539,0.14794171,1,0,1,1.04366
rational_decay,1000,single_exp_fit,parametric,trajectory,0.0295122,0.18391304,0.1313879,0.10187571,1,0,1,1.515581
rational_decay,1000,double_exp_fit,parametric,trajectory,0.0295122,0.18391304,0.09077461,0.06126242,1,0,1,2.520319
rational_decay,1000,rational_fit,parametric,trajectory,0.0295122,0.18391304,0.0295122,0.0,1,0,1,4362014290.743604
rational_decay,1000,log_fit,parametric,trajectory,0.0295122,0.18391304,0.15176499,0.12225279,1,0,1,1.262964
rational_decay,1000,shanks_1,shanks,limit,0.0295122,0.18391304,0.0977193,0.0682071,1,0,1,2.263706
rational_decay,1000,shanks_2,shanks,limit,0.0295122,0.18391304,0.05424779,0.0247356,1,0,1,6.242051
rational_decay,1000,shanks_3,shanks,limit,0.0295122,0.18391304,0.0323465,0.00283431,1,0,1,54.47567
rational_decay,1000,shanks_4,shanks,limit,0.0295122,0.18391304,0.03194958,0.00243738,1,0,1,63.347052
rational_decay,1000,wynn_eps_1,wynn_eps,limit,0.0295122,0.18391304,0.0977193,0.0682071,1,0,1,2.263706
rational_decay,1000,wynn_eps_2,wynn_eps,limit,0.0295122,0.18391304,0.06899705,0.03948486,1,0,1,3.910381
rational_decay,1000,wynn_eps_3,wynn_eps,limit,0.0295122,0.18391304,0.05464521,0.02513302,1,0,1,6.143347
rational_decay,1000,wynn_rho_1,wynn_rho,limit,0.0295122,0.18391304,0.01,0.0195122,1,0,1,7.913043
rational_decay,1000,wynn_rho_2,wynn_rho,limit,0.0295122,0.18391304,0.01,0.0195122,1,0,1,7.913043
rational_decay,1000,wynn_rho_3,wynn_rho,limit,0.0295122,0.18391304,0.01,0.0195122,1,0,1,7.913043
rational_decay,1000,pade_11,pade,trajectory,0.0295122,0.18391304,0.0295122,0.0,1,0,1,1.0
rational_decay,1000,pade_12,pade,trajectory,0.0295122,0.18391304,0.0295122,0.0,1,0,1,13318178950.647232
rational_decay,1000,pade_13,pade,trajectory,0.0295122,0.18391304,0.0295121,1e-07,1,0,1,1569192.241578
rational_decay,1000,pade_21,pade,trajectory,0.0295122,0.18391304,0.0295122,0.0,1,0,1,1.0
rational_decay,1000,pade_22,pade,trajectory,0.0295122,0.18391304,0.0295122,0.0,1,0,1,1.0
rational_decay,1000,pade_23,pade,trajectory,0.0295122,0.18391304,0.0295122,0.0,1,0,1,752766773.465746
rational_decay,1000,pade_31,pade,trajectory,0.0295122,0.18391304,0.02951219,0.0,1,0,1,494373956.676474
rational_decay,1000,pade_32,pade,trajectory,0.0295122,0.18391304,0.0295122,0.0,1,0,1,6661456802.31356
rational_decay,1000,levin_t1,levin,limit,0.0295122,0.18391304,0.0977193,0.0682071,1,0,1,2.263706
rational_decay,1000,levin_t2,levin,limit,0.0295122,0.18391304,0.07329114,0.04377894,1,0,1,3.526829
rational_decay,1000,levin_u1,levin,limit,0.0295122,0.18391304,-0.05747638,0.08698858,1,0,1,1.774955
rational_decay,1000,levin_u2,levin,limit,0.0295122,0.18391304,0.01,0.0195122,1,0,1,7.913044
rational_decay,1000,levin_v1,levin,limit,0.0295122,0.18391304,0.00841972,0.02109247,1,0,1,7.320187
rational_decay,1000,levin_v2,levin,limit,0.0295122,0.18391304,0.00965833,0.01985387,1,0,1,7.776864
rational_decay,1000,weniger_d1,weniger,limit,0.0295122,0.18391304,-0.0,0.0295122,1,0,1,5.231764
rational_decay,1000,weniger_d2,weniger,limit,0.0295122,0.18391304,0.0,0.0295122,1,0,1,5.231764
rational_decay,1000,brezinski_theta1,brezinski,limit,0.0295122,0.18391304,0.09616674,0.06665455,1,0,1,2.316434
rational_decay,1000,brezinski_theta2,brezinski,limit,0.0295122,0.18391304,0.05267341,0.02316121,1,0,1,6.666354
rational_decay,1000,neville_2,neville,trajectory,0.0295122,0.18391304,0.03573605,0.00622386,1,0,1,24.807903
rational_decay,1000,neville_3,neville,trajectory,0.0295122,0.18391304,0.03078058,0.00126839,1,0,1,121.729909
rational_decay,1000,neville_4,neville,trajectory,0.0295122,0.18391304,0.0297733,0.00026111,1,0,1,591.335334
rational_decay,1000,anderson_1,anderson,limit,0.0295122,0.18391304,0.17805608,0.14854389,1,0,1,1.039429
rational_decay,1000,anderson_2,anderson,limit,0.0295122,0.18391304,0.17273649,0.1432243,1,0,1,1.078035
rational_decay,1000,anderson_3,anderson,limit,0.0295122,0.18391304,0.1678957,0.1383835,1,0,1,1.115746
rational_decay,1000,median_ensemble,ensemble,trajectory,0.0295122,0.18391304,0.04684261,0.01733041,1,0,1,8.909241
rational_decay,1000,stability_weighted,ensemble,trajectory,0.0295122,0.18391304,0.05863572,0.02912352,1,0,1,5.301586
rational_decay,1000,best_shanks_wynn,ensemble,limit,0.0295122,0.18391304,0.0977193,0.0682071,1,0,1,2.263706
rational_decay,5000,current_value,baseline,limit,0.0139801,0.18391304,0.18391304,0.16993294,1,0,0,1.0
rational_decay,5000,linear,baseline,trajectory,0.0139801,0.18391304,,,0,1,0,
rational_decay,5000,log_linear,baseline,trajectory,0.0139801,0.18391304,0.02132335,0.00734325,1,0,1,23.141382
rational_decay,5000,geom_avg_diff,baseline,limit,0.0139801,0.18391304,0.10042527,0.08644517,1,0,1,1.965789
rational_decay,5000,richardson_1,richardson,trajectory,0.0139801,0.18391304,0.01391793,6.217e-05,1,0,1,2733.518911
rational_decay,5000,richardson_2,richardson,trajectory,0.0139801,0.18391304,0.01391793,6.217e-05,1,0,1,2733.361736
rational_decay,5000,richardson_3,richardson,trajectory,0.0139801,0.18391304,0.01124437,0.00273573,1,0,1,62.116222
rational_decay,5000,richardson_a05,richardson,trajectory,0.0139801,0.18391304,-0.04325287,0.05723297,1,0,1,2.969144
rational_decay,5000,richardson_a10,richardson,trajectory,0.0139801,0.18391304,0.09390087,0.07992077,1,0,1,2.126268
rational_decay,5000,richardson_a20,richardson,trajectory,0.0139801,0.18391304,0.1772497,0.1632696,1,0,1,1.040812
rational_decay,5000,single_exp_fit,parametric,trajectory,0.0139801,0.18391304,0.1313879,0.1174078,1,0,1,1.447374
rational_decay,5000,double_exp_fit,parametric,trajectory,0.0139801,0.18391304,0.09077454,0.07679444,1,0,1,2.212829
rational_decay,5000,rational_fit,parametric,trajectory,0.0139801,0.18391304,0.0139801,0.0,1,0,1,4233701296.569295
rational_decay,5000,log_fit,parametric,trajectory,0.0139801,0.18391304,0.12312747,0.10914737,1,0,1,1.556913
rational_decay,5000,shanks_1,shanks,limit,0.0139801,0.18391304,0.0977193,0.0837392,1,0,1,2.029312
rational_decay,5000,shanks_2,shanks,limit,0.0139801,0.18391304,0.05424779,0.04026769,1,0,1,4.220082
rational_decay,5000,shanks_3,shanks,limit,0.0139801,0.18391304,0.0323465,0.0183664,1,0,1,9.25238
rational_decay,5000,shanks_4,shanks,limit,0.0139801,0.18391304,0.03194958,0.01796948,1,0,1,9.456756
rational_decay,5000,wynn_eps_1,wynn_eps,limit,0.0139801,0.18391304,0.0977193,0.0837392,1,0,1,2.029312
rational_decay,5000,wynn_eps_2,wynn_eps,limit,0.0139801,0.18391304,0.06899705,0.05501695,1,0,1,3.088738
rational_decay,5000,wynn_eps_3,wynn_eps,limit,0.0139801,0.18391304,0.05464521,0.04066511,1,0,1,4.178839
rational_decay,5000,wynn_rho_1,wynn_rho,limit,0.0139801,0.18391304,0.01,0.0039801,1,0,1,42.695652
rational_decay,5000,wynn_rho_2,wynn_rho,limit,0.0139801,0.18391304,0.01,0.0039801,1,0,1,42.695652
rational_decay,5000,wynn_rho_3,wynn_rho,limit,0.0139801,0.18391304,0.01,0.0039801,1,0,1,42.695652
rational_decay,5000,pade_11,pade,trajectory,0.0139801,0.18391304,0.0139801,0.0,1,0,1,1.0
rational_decay,5000,pade_12,pade,trajectory,0.0139801,0.18391304,0.0139801,0.0,1,0,1,2433813945.915032
rational_decay,5000,pade_13,pade,trajectory,0.0139801,0.18391304,0.01397698,3.12e-06,1,0,1,54540.18431
rational_decay,5000,pade_21,pade,trajectory,0.0139801,0.18391304,0.0139801,0.0,1,0,1,30919134869.050842
rational_decay,5000,pade_22,pade,trajectory,0.0139801,0.18391304,0.0139801,0.0,1,0,1,1.0
rational_decay,5000,pade_23,pade,trajectory,0.0139801,0.18391304,0.0139801,0.0,1,0,1,150144297.835737
rational_decay,5000,pade_31,pade,trajectory,0.0139801,0.18391304,0.01398009,1e-08,1,0,1,17137715.554039
rational_decay,5000,pade_32,pade,trajectory,0.0139801,0.18391304,0.0139801,0.0,1,0,1,1325816460.22889
rational_decay,5000,levin_t1,levin,limit,0.0139801,0.18391304,0.0977193,0.0837392,1,0,1,2.029312
rational_decay,5000,levin_t2,levin,limit,0.0139801,0.18391304,0.07329114,0.05931104,1,0,1,2.865115
rational_decay,5000,levin_u1,levin,limit,0.0139801,0.18391304,-0.05747638,0.07145648,1,0,1,2.378132
rational_decay,5000,levin_u2,levin,limit,0.0139801,0.18391304,0.01,0.0039801,1,0,1,42.695653
rational_decay,5000,levin_v1,levin,limit,0.0139801,0.18391304,0.00841972,0.00556038,1,0,1,30.561404
rational_decay,5000,levin_v2,levin,limit,0.0139801,0.18391304,0.00965833,0.00432177,1,0,1,39.320181
rational_decay,5000,weniger_d1,weniger,limit,0.0139801,0.18391304,-0.0,0.0139801,1,0,1,12.155346
rational_decay,5000,weniger_d2,weniger,limit,0.0139801,0.18391304,0.0,0.0139801,1,0,1,12.155346
rational_decay,5000,brezinski_theta1,brezinski,limit,0.0139801,0.18391304,0.09616674,0.08218664,1,0,1,2.067647
rational_decay,5000,brezinski_theta2,brezinski,limit,0.0139801,0.18391304,0.05267341,0.03869331,1,0,1,4.391791
rational_decay,5000,neville_2,neville,trajectory,0.0139801,0.18391304,0.02193551,0.00795541,1,0,1,21.360676
rational_decay,5000,neville_3,neville,trajectory,0.0139801,0.18391304,0.01572496,0.00174486,1,0,1,97.390421
rational_decay,5000,neville_4,neville,trajectory,0.0139801,0.18391304,0.01436633,0.00038623,1,0,1,439.980243
rational_decay,5000,anderson_1,anderson,limit,0.0139801,0.18391304,0.17805608,0.16407599,1,0,1,1.035697
rational_decay,5000,anderson_2,anderson,limit,0.0139801,0.18391304,0.17273649,0.15875639,1,0,1,1.070401
rational_decay,5000,anderson_3,anderson,limit,0.0139801,0.18391304,0.1678957,0.1539156,1,0,1,1.104066
rational_decay,5000,median_ensemble,ensemble,trajectory,0.0139801,0.18391304,0.04329715,0.02931705,1,0,1,5.796387
rational_decay,5000,stability_weighted,ensemble,trajectory,0.0139801,0.18391304,0.05612295,0.04214285,1,0,1,4.032308
rational_decay,5000,best_shanks_wynn,ensemble,limit,0.0139801,0.18391304,0.0977193,0.0837392,1,0,1,2.029312
mixed_pow_rat,150,current_value,baseline,limit,0.11755154,0.15907425,0.15907425,0.04152271,1,0,0,1.0
mixed_pow_rat,150,linear,baseline,trajectory,0.11755154,0.15907425,0.04591375,0.07163778,1,0,0,0.57962
mixed_pow_rat,150,log_linear,baseline,trajectory,0.11755154,0.15907425,0.12626392,0.00871239,1,0,1,4.765941
mixed_pow_rat,150,geom_avg_diff,baseline,limit,0.11755154,0.15907425,0.12006193,0.00251039,1,0,1,16.540313
mixed_pow_rat,150,richardson_1,richardson,trajectory,0.11755154,0.15907425,0.12623168,0.00868015,1,0,1,4.783642
mixed_pow_rat,150,richardson_2,richardson,trajectory,0.11755154,0.15907425,0.12182201,0.00427047,1,0,1,9.723221
mixed_pow_rat,150,richardson_3,richardson,trajectory,0.11755154,0.15907425,0.121822,0.00427046,1,0,1,9.723241
mixed_pow_rat,150,richardson_a05,richardson,trajectory,0.11755154,0.15907425,0.12661673,0.00906519,1,0,1,4.580456
mixed_pow_rat,150,richardson_a10,richardson,trajectory,0.11755154,0.15907425,0.14199405,0.02444251,1,0,1,1.698791
mixed_pow_rat,150,richardson_a20,richardson,trajectory,0.11755154,0.15907425,0.16257726,0.04502572,1,0,0,0.9222
mixed_pow_rat,150,single_exp_fit,parametric,trajectory,0.11755154,0.15907425,0.12885018,0.01129865,1,0,1,3.675017
mixed_pow_rat,150,double_exp_fit,parametric,trajectory,0.11755154,0.15907425,0.11940924,0.0018577,1,0,1,22.351705
mixed_pow_rat,150,rational_fit,parametric,trajectory,0.11755154,0.15907425,0.11894383,0.00139229,1,0,1,29.823334
mixed_pow_rat,150,log_fit,parametric,trajectory,0.11755154,0.15907425,0.16498674,0.0474352,1,0,0,0.875356
mixed_pow_rat,150,shanks_1,shanks,limit,0.11755154,0.15907425,0.0923272,0.02522434,1,0,1,1.646137
mixed_pow_rat,150,shanks_2,shanks,limit,0.11755154,0.15907425,0.05810096,0.05945058,1,0,0,0.698441
mixed_pow_rat,150,shanks_3,shanks,limit,0.11755154,0.15907425,0.03987515,0.07767639,1,0,0,0.53456
mixed_pow_rat,150,shanks_4,shanks,limit,0.11755154,0.15907425,0.03951433,0.07803721,1,0,0,0.532089
mixed_pow_rat,150,wynn_eps_1,wynn_eps,limit,0.11755154,0.15907425,0.0923272,0.02522434,1,0,1,1.646137
mixed_pow_rat,150,wynn_eps_2,wynn_eps,limit,0.11755154,0.15907425,0.06985327,0.04769827,1,0,0,0.870529
mixed_pow_rat,150,wynn_eps_3,wynn_eps,limit,0.11755154,0.15907425,0.0585406,0.05901094,1,0,0,0.703644
mixed_pow_rat,150,wynn_rho_1,wynn_rho,limit,0.11755154,0.15907425,0.02457702,0.09297452,1,0,0,0.446603
mixed_pow_rat,150,wynn_rho_2,wynn_rho,limit,0.11755154,0.15907425,0.01947644,0.09807509,1,0,0,0.423377
mixed_pow_rat,150,wynn_rho_3,wynn_rho,limit,0.11755154,0.15907425,0.01614926,0.10140228,1,0,0,0.409485
mixed_pow_rat,150,pade_11,pade,trajectory,0.11755154,0.15907425,0.11879494,0.0012434,1,0,1,33.394469
mixed_pow_rat,150,pade_12,pade,trajectory,0.11755154,0.15907425,0.11697575,0.00057579,1,0,1,72.11472
mixed_pow_rat,150,pade_13,pade,trajectory,0.11755154,0.15907425,0.11769691,0.00014537,1,0,1,285.633636
mixed_pow_rat,150,pade_21,pade,trajectory,0.11755154,0.15907425,0.11634886,0.00120268,1,0,1,34.525244
mixed_pow_rat,150,pade_22,pade,trajectory,0.11755154,0.15907425,0.11760969,5.815e-05,1,0,1,714.077715
