method,family,method_type,regime,noise,future_idx,valid_rate,cat_rate,beats_rate,med_error,med_improve,stability,n_seeds
geom_avg_diff,baseline,limit,noisy_plateau,0.001,150,0.3333,0.8,0.0333,0.015195725905801233,0.24493043096873154,-1.2533,30
richardson_1,richardson,trajectory,noisy_plateau,0.001,150,1.0,0.0333,0.7333,0.0005439550336060906,3.9237563690710964,1.2267,30
richardson_2,richardson,trajectory,noisy_plateau,0.001,150,1.0,0.0667,0.5333,0.0016307925042505786,1.1521234993185079,1.08,30
richardson_3,richardson,trajectory,noisy_plateau,0.001,150,1.0,0.1333,0.3667,0.0026485289758965734,0.5455297786821289,0.88,30
richardson_a05,richardson,trajectory,noisy_plateau,0.001,150,1.0,0.1,0.6667,0.0010924319028365794,3.078955149540098,1.0667,30
richardson_a10,richardson,trajectory,noisy_plateau,0.001,150,1.0,0.0667,0.7333,0.000650585396734289,5.176421925829797,1.16,30
richardson_a20,richardson,trajectory,noisy_plateau,0.001,150,1.0,0.0667,0.9,0.00042325495834155333,5.670035323969859,1.2267,30
single_exp_fit,parametric,trajectory,noisy_plateau,0.001,150,1.0,0.1,0.8,0.0006789016057007049,3.857929484562995,1.12,30
double_exp_fit,parametric,trajectory,noisy_plateau,0.001,150,1.0,0.1,0.8,0.0006788552243879604,3.8552484609325175,1.12,30
rational_fit,parametric,trajectory,noisy_plateau,0.001,150,1.0,0.0667,0.6667,0.0009036760213542916,2.5635844154902836,1.1333,30
log_fit,parametric,trajectory,noisy_plateau,0.001,150,1.0,0.0667,0.8667,0.0006456433863381026,4.402824199360207,1.2133,30
shanks_1,shanks,limit,noisy_plateau,0.001,150,1.0,0.1333,0.5333,0.0017926670409268448,1.3817899775813927,0.9467,30
shanks_2,shanks,limit,noisy_plateau,0.001,150,1.0,0.2,0.5667,0.0020802183444742044,1.314412355671034,0.8267,30
shanks_3,shanks,limit,noisy_plateau,0.001,150,1.0,0.2,0.5667,0.0019211566390648872,1.5783505043695951,0.8267,30
shanks_4,shanks,limit,noisy_plateau,0.001,150,1.0,0.1667,0.4667,0.0022057269552922983,0.9342353814582667,0.8533,30
wynn_eps_1,wynn_eps,limit,noisy_plateau,0.001,150,1.0,0.1333,0.5333,0.0017926670409268448,1.381789977581395,0.9467,30
wynn_eps_2,wynn_eps,limit,noisy_plateau,0.001,150,1.0,0.1,0.7,0.001492897424309329,1.5069609557304045,1.08,30
wynn_eps_3,wynn_eps,limit,noisy_plateau,0.001,150,1.0,0.1667,0.5333,0.0016876824620030532,1.2035269183161765,0.88,30
wynn_rho_1,wynn_rho,limit,noisy_plateau,0.001,150,1.0,0.1333,0.5333,0.0020400838644360044,1.1624543806324572,0.9467,30
wynn_rho_2,wynn_rho,limit,noisy_plateau,0.001,150,1.0,0.1667,0.5333,0.0021259766036066828,1.0866250224969538,0.88,30
wynn_rho_3,wynn_rho,limit,noisy_plateau,0.001,150,1.0,0.1333,0.6333,0.0021329038003249107,1.1888124881598041,0.9867,30
pade_11,pade,trajectory,noisy_plateau,0.001,150,1.0,0.1667,0.5,0.0022692290058178933,1.0100623970911145,0.8667,30
pade_12,pade,trajectory,noisy_plateau,0.001,150,1.0,0.1,0.6667,0.002072451689174108,1.4016275517030916,1.0667,30
pade_13,pade,trajectory,noisy_plateau,0.001,150,1.0,0.2333,0.1,0.006643120113904071,0.43692989343568883,0.5733,30
pade_21,pade,trajectory,noisy_plateau,0.001,150,1.0,0.2333,0.3,0.004602884397598855,0.560259267282674,0.6533,30
pade_22,pade,trajectory,noisy_plateau,0.001,150,1.0,0.1667,0.5333,0.0026893915339898117,1.0537201704239705,0.88,30
pade_23,pade,trajectory,noisy_plateau,0.001,150,1.0,0.1,0.6333,0.0019926054089543293,1.5403254496809224,1.0533,30
pade_31,pade,trajectory,noisy_plateau,0.001,150,1.0,0.3333,0.1,0.009142341399041423,0.26922160429425607,0.3733,30
pade_32,pade,trajectory,noisy_plateau,0.001,150,1.0,0.3333,0.2667,0.004735736734817154,0.42498433856743617,0.44,30
levin_t1,levin,limit,noisy_plateau,0.001,150,1.0,0.1333,0.5333,0.0017926670409268448,1.381789977581395,0.9467,30
levin_t2,levin,limit,noisy_plateau,0.001,150,1.0,0.0667,0.5667,0.001722833721787248,1.2993643381970978,1.0933,30
levin_u1,levin,limit,noisy_plateau,0.001,150,1.0,0.1333,0.5333,0.0017809028924232915,1.3802455444207817,0.9467,30
levin_u2,levin,limit,noisy_plateau,0.001,150,1.0,0.0667,0.5667,0.0017299713359074037,1.2999462902832746,1.0933,30
levin_v1,levin,limit,noisy_plateau,0.001,150,1.0,0.1333,0.6,0.0018975929040064756,1.6636958675260494,0.9733,30
levin_v2,levin,limit,noisy_plateau,0.001,150,1.0,0.1667,0.6,0.001921043949139561,1.2515336640596526,0.9067,30
weniger_d1,weniger,limit,noisy_plateau,0.001,150,1.0,0.4333,0.0,0.010011061687402957,0.23914482701385692,0.1333,30
weniger_d2,weniger,limit,noisy_plateau,0.001,150,1.0,0.4333,0.0,0.010011061687402957,0.23914482701385714,0.1333,30
brezinski_theta1,brezinski,limit,noisy_plateau,0.001,150,1.0,0.2667,0.3667,0.005300656945263881,0.4787685042212869,0.6133,30
brezinski_theta2,brezinski,limit,noisy_plateau,0.001,150,1.0,0.4,0.2,0.008069872713931826,0.2168416410043007,0.28,30
neville_2,neville,trajectory,noisy_plateau,0.001,150,0.5667,1.0,0.0,4.329289613160951,0.000565873550831151,-1.4333,30
neville_3,neville,trajectory,noisy_plateau,0.001,150,0.5333,1.0,0.0,94.25575554676364,2.3673663157063892e-05,-1.4667,30
neville_4,neville,trajectory,noisy_plateau,0.001,150,0.1333,1.0,0.0,215.34804068939934,2.005092884785869e-05,-1.8667,30
anderson_1,anderson,limit,noisy_plateau,0.001,150,1.0,0.1333,0.5333,0.001792476001794406,1.3815869653007922,0.9467,30
anderson_2,anderson,limit,noisy_plateau,0.001,150,1.0,0.1333,0.6333,0.0017615905138458265,1.5271925272912796,0.9867,30
anderson_3,anderson,limit,noisy_plateau,0.001,150,1.0,0.1333,0.6333,0.0019280489017711924,1.5540776654643498,0.9867,30
median_ensemble,ensemble,trajectory,noisy_plateau,0.001,150,1.0,0.1,0.8,0.0012732783783075494,1.9268608946329597,1.12,30
stability_weighted,ensemble,trajectory,noisy_plateau,0.001,150,1.0,0.1,0.7,0.0013857864475701302,1.5004966457491684,1.08,30
best_shanks_wynn,ensemble,limit,noisy_plateau,0.001,150,1.0,0.1333,0.5333,0.0017926670409268448,1.3817899775813927,0.9467,30
current_value,baseline,limit,noisy_plateau,0.001,1000,1.0,0.0,0.0,0.002383031928056076,1.0,1.0,30
linear,baseline,trajectory,noisy_plateau,0.001,1000,1.0,0.9333,0.0333,0.048968003090027884,0.04768853927552215,-0.8533,30
log_linear,baseline,trajectory,noisy_plateau,0.001,1000,0.0,1.0,0.0,,,-2.0,30
geom_avg_diff,baseline,limit,noisy_plateau,0.001,1000,0.3333,0.8,0.0333,0.015491001906948115,0.24546796760258072,-1.2533,30
richardson_1,richardson,trajectory,noisy_plateau,0.001,1000,1.0,0.1,0.6,0.0009834158176183494,1.5187311615755255,1.04,30
richardson_2,richardson,trajectory,noisy_plateau,0.001,1000,1.0,0.4,0.3,0.0038366617849939773,0.5455062241055932,0.32,30
richardson_3,richardson,trajectory,noisy_plateau,0.001,1000,1.0,0.6,0.1,0.008127133554514141,0.08107244864612528,-0.16,30
richardson_a05,richardson,trajectory,noisy_plateau,0.001,1000,1.0,0.1667,0.3333,0.0034675837026698223,0.8387461140978125,0.8,30
richardson_a10,richardson,trajectory,noisy_plateau,0.001,1000,1.0,0.1333,0.5667,0.0016421557394322404,1.8797478036786064,0.96,30
richardson_a20,richardson,trajectory,noisy_plateau,0.001,1000,1.0,0.0667,0.8333,0.0004236259256533495,5.19211390915522,1.2,30
single_exp_fit,parametric,trajectory,noisy_plateau,0.001,1000,1.0,0.1333,0.7333,0.0007538998521589941,3.469823123319307,1.0267,30
double_exp_fit,parametric,trajectory,noisy_plateau,0.001,1000,1.0,0.1333,0.7333,0.0007533043484340722,3.4698628009216463,1.0267,30
rational_fit,parametric,trajectory,noisy_plateau,0.001,1000,1.0,0.2,0.4667,0.0018930535752510113,0.8178042908318011,0.7867,30
log_fit,parametric,trajectory,noisy_plateau,0.001,1000,1.0,0.1667,0.4667,0.0031131755618830784,0.7710372529529383,0.8533,30
shanks_1,shanks,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.5333,0.0017816053535238876,1.3773330124634944,0.9467,30
shanks_2,shanks,limit,noisy_plateau,0.001,1000,1.0,0.1667,0.5667,0.0020912800318771615,1.3150186169128202,0.8933,30
shanks_3,shanks,limit,noisy_plateau,0.001,1000,1.0,0.2,0.5667,0.0019211566390648872,1.5728104513941057,0.8267,30
shanks_4,shanks,limit,noisy_plateau,0.001,1000,1.0,0.1667,0.4667,0.0022167886426952554,0.9298342088600244,0.8533,30
wynn_eps_1,wynn_eps,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.5333,0.0017816053535238876,1.3773330124634966,0.9467,30
wynn_eps_2,wynn_eps,limit,noisy_plateau,0.001,1000,1.0,0.1,0.7,0.0014818357369063718,1.4956623013531982,1.08,30
wynn_eps_3,wynn_eps,limit,noisy_plateau,0.001,1000,1.0,0.1667,0.5333,0.0016876824620030532,1.209464676517452,0.88,30
wynn_rho_1,wynn_rho,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.5333,0.0020400838644360044,1.161920743596077,0.9467,30
wynn_rho_2,wynn_rho,limit,noisy_plateau,0.001,1000,1.0,0.1667,0.5333,0.0021259766036066828,1.0823822065540822,0.88,30
wynn_rho_3,wynn_rho,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.6333,0.0021329038003249107,1.1882450423676714,0.9867,30
pade_11,pade,trajectory,noisy_plateau,0.001,1000,1.0,0.1667,0.5,0.002372357957647471,0.9560564269061382,0.8667,30
pade_12,pade,trajectory,noisy_plateau,0.001,1000,1.0,0.4,0.1,0.007092288542723251,0.23379595435397527,0.24,30
pade_13,pade,trajectory,noisy_plateau,0.001,1000,1.0,0.4333,0.0,0.009953356229773157,0.23943743696451425,0.1333,30
pade_21,pade,trajectory,noisy_plateau,0.001,1000,1.0,0.9333,0.0,0.0663741166528945,0.04075516635684499,-0.8667,30
pade_22,pade,trajectory,noisy_plateau,0.001,1000,1.0,0.1667,0.5,0.0028481377939826667,0.9704052203714681,0.8667,30
pade_23,pade,trajectory,noisy_plateau,0.001,1000,1.0,0.4333,0.1,0.007361368710806459,0.21893268656736153,0.1733,30
pade_31,pade,trajectory,noisy_plateau,0.001,1000,0.9333,0.9667,0.0,1.3960097914771712,0.0018327360062676706,-1.0,30
pade_32,pade,trajectory,noisy_plateau,0.001,1000,1.0,0.9333,0.0,0.06533359402440549,0.039390098686735736,-0.8667,30
levin_t1,levin,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.5333,0.0017816053535238876,1.3773330124634966,0.9467,30
levin_t2,levin,limit,noisy_plateau,0.001,1000,1.0,0.0667,0.5667,0.0017117720343842908,1.3020687546220082,1.0933,30
levin_u1,levin,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.5333,0.0017698412050203343,1.3757635498055747,0.9467,30
levin_u2,levin,limit,noisy_plateau,0.001,1000,1.0,0.0667,0.5667,0.0017189096485044466,1.302680213236994,1.0933,30
levin_v1,levin,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.6,0.0019086545914094328,1.6723463066644173,0.9733,30
levin_v2,levin,limit,noisy_plateau,0.001,1000,1.0,0.1667,0.6,0.0019274287867696426,1.2581213898689558,0.9067,30
weniger_d1,weniger,limit,noisy_plateau,0.001,1000,1.0,0.4667,0.0,0.01,0.23830319280560736,0.0667,30
weniger_d2,weniger,limit,noisy_plateau,0.001,1000,1.0,0.4667,0.0,0.01,0.23830319280560758,0.0667,30
brezinski_theta1,brezinski,limit,noisy_plateau,0.001,1000,1.0,0.2667,0.3667,0.005311718632666838,0.47805771376508865,0.6133,30
brezinski_theta2,brezinski,limit,noisy_plateau,0.001,1000,1.0,0.4,0.2,0.008069872713931826,0.21635200678727862,0.28,30
neville_2,neville,trajectory,noisy_plateau,0.001,1000,0.5667,1.0,0.0,21.53683701688765,0.0001101868848321363,-1.4333,30
neville_3,neville,trajectory,noisy_plateau,0.001,1000,0.1,1.0,0.0,335.07242068861416,1.4312461908282053e-05,-1.9,30
neville_4,neville,trajectory,noisy_plateau,0.001,1000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.5333,0.001781414314391449,1.3771169252639393,0.9467,30
anderson_2,anderson,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.6333,0.0017615905138458265,1.5112235958571714,0.9867,30
anderson_3,anderson,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.6333,0.0019169872143682352,1.5744383542341251,0.9867,30
median_ensemble,ensemble,trajectory,noisy_plateau,0.001,1000,1.0,0.0667,0.6667,0.0013376550577202141,1.7340336833854657,1.1333,30
stability_weighted,ensemble,trajectory,noisy_plateau,0.001,1000,1.0,0.1,0.6667,0.0015076627296944749,1.509804955905555,1.0667,30
best_shanks_wynn,ensemble,limit,noisy_plateau,0.001,1000,1.0,0.1333,0.5333,0.0017816053535238876,1.3773330124634944,0.9467,30
current_value,baseline,limit,noisy_plateau,0.001,5000,1.0,0.0,0.0,0.002383031928056076,1.0,1.0,30
linear,baseline,trajectory,noisy_plateau,0.001,5000,0.9667,0.9667,0.0,0.2621741731293517,0.009172914814924191,-0.9667,30
log_linear,baseline,trajectory,noisy_plateau,0.001,5000,0.0,1.0,0.0,,,-2.0,30
geom_avg_diff,baseline,limit,noisy_plateau,0.001,5000,0.3333,0.8,0.0333,0.015491001906948115,0.24546796760258072,-1.2533,30
richardson_1,richardson,trajectory,noisy_plateau,0.001,5000,1.0,0.1333,0.6,0.0009905947018353399,1.3117551075339358,0.9733,30
richardson_2,richardson,trajectory,noisy_plateau,0.001,5000,1.0,0.4,0.3,0.004521206367023662,0.4442577983749213,0.32,30
richardson_3,richardson,trajectory,noisy_plateau,0.001,5000,1.0,0.6333,0.1,0.009498265765653371,0.06130334066107171,-0.2267,30
richardson_a05,richardson,trajectory,noisy_plateau,0.001,5000,1.0,0.2333,0.2667,0.004321957661543664,0.6507884374177372,0.64,30
richardson_a10,richardson,trajectory,noisy_plateau,0.001,5000,1.0,0.1333,0.5667,0.0017837037907406051,1.710685075272067,0.96,30
richardson_a20,richardson,trajectory,noisy_plateau,0.001,5000,1.0,0.0667,0.8333,0.0004277655185041425,5.19280071723027,1.2,30
single_exp_fit,parametric,trajectory,noisy_plateau,0.001,5000,1.0,0.1333,0.7333,0.0007538998521589941,3.4698231231164787,1.0267,30
double_exp_fit,parametric,trajectory,noisy_plateau,0.001,5000,1.0,0.1333,0.7333,0.0007533043484340722,3.4698628007176486,1.0267,30
rational_fit,parametric,trajectory,noisy_plateau,0.001,5000,1.0,0.2,0.4667,0.0020443342879077732,0.7410847110225676,0.7867,30
log_fit,parametric,trajectory,noisy_plateau,0.001,5000,1.0,0.2,0.2333,0.0044097383713620295,0.5422968851083749,0.6933,30
shanks_1,shanks,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.5333,0.0017816053535238876,1.3773330124634944,0.9467,30
shanks_2,shanks,limit,noisy_plateau,0.001,5000,1.0,0.1667,0.5667,0.0020912800318771615,1.3150186169128202,0.8933,30
shanks_3,shanks,limit,noisy_plateau,0.001,5000,1.0,0.2,0.5667,0.0019211566390648872,1.5728104513941057,0.8267,30
shanks_4,shanks,limit,noisy_plateau,0.001,5000,1.0,0.1667,0.4667,0.0022167886426952554,0.9298342088600244,0.8533,30
wynn_eps_1,wynn_eps,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.5333,0.0017816053535238876,1.3773330124634966,0.9467,30
wynn_eps_2,wynn_eps,limit,noisy_plateau,0.001,5000,1.0,0.1,0.7,0.0014818357369063718,1.4956623013531982,1.08,30
wynn_eps_3,wynn_eps,limit,noisy_plateau,0.001,5000,1.0,0.1667,0.5333,0.0016876824620030532,1.209464676517452,0.88,30
wynn_rho_1,wynn_rho,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.5333,0.0020400838644360044,1.161920743596077,0.9467,30
wynn_rho_2,wynn_rho,limit,noisy_plateau,0.001,5000,1.0,0.1667,0.5333,0.0021259766036066828,1.0823822065540822,0.88,30
wynn_rho_3,wynn_rho,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.6333,0.0021329038003249107,1.1882450423676714,0.9867,30
pade_11,pade,trajectory,noisy_plateau,0.001,5000,1.0,0.1667,0.5,0.0023810268142636856,0.9525234464022596,0.8667,30
pade_12,pade,trajectory,noisy_plateau,0.001,5000,1.0,0.4333,0.0,0.009440283061089523,0.23051431709271747,0.1333,30
pade_13,pade,trajectory,noisy_plateau,0.001,5000,1.0,0.4667,0.0,0.009998286810705664,0.23834491418988984,0.0667,30
pade_21,pade,trajectory,noisy_plateau,0.001,5000,0.8,1.0,0.0,0.3248276256051845,0.009715542466313492,-1.2,30
pade_22,pade,trajectory,noisy_plateau,0.001,5000,1.0,0.1667,0.5,0.0028582613543557253,0.9646442621583462,0.8667,30
pade_23,pade,trajectory,noisy_plateau,0.001,5000,1.0,0.4667,0.0,0.00953423648109115,0.22076824809260015,0.0667,30
pade_31,pade,trajectory,noisy_plateau,0.001,5000,0.8333,1.0,0.0,44.46888400536746,5.8805542189859324e-05,-1.1667,30
pade_32,pade,trajectory,noisy_plateau,0.001,5000,0.6667,1.0,0.0,0.31162477714722014,0.013248312150848224,-1.3333,30
levin_t1,levin,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.5333,0.0017816053535238876,1.3773330124634966,0.9467,30
levin_t2,levin,limit,noisy_plateau,0.001,5000,1.0,0.0667,0.5667,0.0017117720343842908,1.3020687546220082,1.0933,30
levin_u1,levin,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.5333,0.0017698412050203343,1.3757635498055747,0.9467,30
levin_u2,levin,limit,noisy_plateau,0.001,5000,1.0,0.0667,0.5667,0.0017189096485044466,1.302680213236994,1.0933,30
levin_v1,levin,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.6,0.0019086545914094328,1.6723463066644173,0.9733,30
levin_v2,levin,limit,noisy_plateau,0.001,5000,1.0,0.1667,0.6,0.0019274287867696426,1.2581213898689558,0.9067,30
weniger_d1,weniger,limit,noisy_plateau,0.001,5000,1.0,0.4667,0.0,0.01,0.23830319280560736,0.0667,30
weniger_d2,weniger,limit,noisy_plateau,0.001,5000,1.0,0.4667,0.0,0.01,0.23830319280560758,0.0667,30
brezinski_theta1,brezinski,limit,noisy_plateau,0.001,5000,1.0,0.2667,0.3667,0.005311718632666838,0.47805771376508865,0.6133,30
brezinski_theta2,brezinski,limit,noisy_plateau,0.001,5000,1.0,0.4,0.2,0.008069872713931826,0.21635200678727862,0.28,30
neville_2,neville,trajectory,noisy_plateau,0.001,5000,0.5667,1.0,0.0,25.022230436405383,9.469545532450981e-05,-1.4333,30
neville_3,neville,trajectory,noisy_plateau,0.001,5000,0.1,1.0,0.0,418.9901626341862,1.1445880322036845e-05,-1.9,30
neville_4,neville,trajectory,noisy_plateau,0.001,5000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.5333,0.001781414314391449,1.3771169252639393,0.9467,30
anderson_2,anderson,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.6333,0.0017615905138458265,1.5112235958571714,0.9867,30
anderson_3,anderson,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.6333,0.0019169872143682352,1.5744383542341251,0.9867,30
median_ensemble,ensemble,trajectory,noisy_plateau,0.001,5000,1.0,0.0667,0.6667,0.0011718448789933044,1.860503780289207,1.1333,30
stability_weighted,ensemble,trajectory,noisy_plateau,0.001,5000,1.0,0.1,0.6,0.0018505082265087465,1.3868827697924333,1.04,30
best_shanks_wynn,ensemble,limit,noisy_plateau,0.001,5000,1.0,0.1333,0.5333,0.0017816053535238876,1.3773330124634944,0.9467,30
current_value,baseline,limit,noisy_plateau,0.005,150,1.0,0.0,0.0,0.0013847743890180817,1.0,1.0,30
linear,baseline,trajectory,noisy_plateau,0.005,150,1.0,0.2667,0.2,0.004722439838544232,0.44840878998165323,0.5467,30
log_linear,baseline,trajectory,noisy_plateau,0.005,150,0.0,1.0,0.0,,,-2.0,30
geom_avg_diff,baseline,limit,noisy_plateau,0.005,150,0.6,0.6667,0.1,0.005544360519008872,0.34008723224832127,-0.6933,30
richardson_1,richardson,trajectory,noisy_plateau,0.005,150,1.0,0.0,0.7333,0.0007278211121839254,1.8821610137938114,1.2933,30
richardson_2,richardson,trajectory,noisy_plateau,0.005,150,1.0,0.1,0.5333,0.0016985837554626716,1.312268972264804,1.0133,30
richardson_3,richardson,trajectory,noisy_plateau,0.005,150,1.0,0.1667,0.3667,0.0026823059592138553,0.6101155115562182,0.8133,30
richardson_a05,richardson,trajectory,noisy_plateau,0.005,150,1.0,0.0333,0.5667,0.0016154740765621668,1.2241027303614265,1.16,30
richardson_a10,richardson,trajectory,noisy_plateau,0.005,150,1.0,0.0333,0.6667,0.0010605099998982348,1.6361268020620607,1.2,30
richardson_a20,richardson,trajectory,noisy_plateau,0.005,150,1.0,0.0,0.8667,0.00040224000194296304,3.8647132866152116,1.3467,30
single_exp_fit,parametric,trajectory,noisy_plateau,0.005,150,1.0,0.0667,0.6,0.0007891107059394562,1.6790434184337042,1.1067,30
double_exp_fit,parametric,trajectory,noisy_plateau,0.005,150,1.0,0.1,0.6,0.0007888963694992895,1.6791944552042284,1.04,30
rational_fit,parametric,trajectory,noisy_plateau,0.005,150,1.0,0.0333,0.6,0.0014098826764741825,1.2370663678349447,1.1733,30
log_fit,parametric,trajectory,noisy_plateau,0.005,150,1.0,0.0333,0.7667,0.0007894219429392946,2.6898999825769137,1.24,30
shanks_1,shanks,limit,noisy_plateau,0.005,150,1.0,0.0667,0.4333,0.0016311995462340162,0.8362762331938043,1.04,30
shanks_2,shanks,limit,noisy_plateau,0.005,150,1.0,0.1333,0.4,0.002424670214032083,0.8243051776164924,0.8933,30
shanks_3,shanks,limit,noisy_plateau,0.005,150,1.0,0.1333,0.4667,0.0013991604034951392,0.8817559578115606,0.92,30
shanks_4,shanks,limit,noisy_plateau,0.005,150,1.0,0.1667,0.5,0.001372901374289282,0.95059293955079,0.8667,30
wynn_eps_1,wynn_eps,limit,noisy_plateau,0.005,150,1.0,0.0667,0.4333,0.001631199546234017,0.8362762331938044,1.04,30
wynn_eps_2,wynn_eps,limit,noisy_plateau,0.005,150,1.0,0.0667,0.5333,0.0014139293702497497,1.1882619772248662,1.08,30
wynn_eps_3,wynn_eps,limit,noisy_plateau,0.005,150,1.0,0.1333,0.6,0.0012877018181284188,1.19410199695474,0.9733,30
wynn_rho_1,wynn_rho,limit,noisy_plateau,0.005,150,1.0,0.0667,0.6333,0.001137742234684832,1.1104754486197916,1.12,30
wynn_rho_2,wynn_rho,limit,noisy_plateau,0.005,150,1.0,0.2,0.6,0.0015822863598203849,1.189891942042344,0.84,30
wynn_rho_3,wynn_rho,limit,noisy_plateau,0.005,150,1.0,0.1667,0.5667,0.001254061371873661,1.325871574975305,0.8933,30
pade_11,pade,trajectory,noisy_plateau,0.005,150,1.0,0.0333,0.4333,0.0018632367866888832,0.7444495993699913,1.1067,30
pade_12,pade,trajectory,noisy_plateau,0.005,150,1.0,0.1333,0.6333,0.0012335433569868638,1.6150961688165162,0.9867,30
pade_13,pade,trajectory,noisy_plateau,0.005,150,1.0,0.4333,0.1,0.006968308714934837,0.28702263913919446,0.1733,30
pade_21,pade,trajectory,noisy_plateau,0.005,150,1.0,0.4,0.1333,0.006419864147553642,0.2960574630707812,0.2533,30
pade_22,pade,trajectory,noisy_plateau,0.005,150,1.0,0.0667,0.4,0.0022139957626754877,0.6543139174137286,1.0267,30
pade_23,pade,trajectory,noisy_plateau,0.005,150,1.0,0.1333,0.5667,0.0018238332546039087,1.5928285642204325,0.96,30
pade_31,pade,trajectory,noisy_plateau,0.005,150,1.0,0.5667,0.0667,0.011246143011235374,0.1449162923890493,-0.1067,30
pade_32,pade,trajectory,noisy_plateau,0.005,150,1.0,0.4,0.1333,0.006525816870647887,0.28407470034825694,0.2533,30
levin_t1,levin,limit,noisy_plateau,0.005,150,1.0,0.0667,0.4333,0.0016311995462340188,0.8362762331938038,1.04,30
levin_t2,levin,limit,noisy_plateau,0.005,150,1.0,0.1667,0.5667,0.001573195085611265,1.0609713087198949,0.8933,30
levin_u1,levin,limit,noisy_plateau,0.005,150,1.0,0.0667,0.4,0.0016237940083080353,0.8386983527803444,1.0267,30
levin_u2,levin,limit,noisy_plateau,0.005,150,1.0,0.1667,0.5667,0.0015694522036478302,1.062263127967643,0.8933,30
levin_v1,levin,limit,noisy_plateau,0.005,150,1.0,0.2333,0.5,0.001576712816846717,1.017781323300428,0.7333,30
levin_v2,levin,limit,noisy_plateau,0.005,150,1.0,0.1333,0.4333,0.001561143566879324,0.8738112655732865,0.9067,30
weniger_d1,weniger,limit,noisy_plateau,0.005,150,1.0,0.5667,0.0,0.010011061687402957,0.13832442874271372,-0.1333,30
weniger_d2,weniger,limit,noisy_plateau,0.005,150,1.0,0.5667,0.0,0.010011061687402957,0.13832442874271372,-0.1333,30
brezinski_theta1,brezinski,limit,noisy_plateau,0.005,150,1.0,0.3,0.3,0.003695793882577569,0.4032228327961094,0.52,30
brezinski_theta2,brezinski,limit,noisy_plateau,0.005,150,1.0,0.4667,0.1333,0.00931605136352277,0.20932298625885726,0.12,30
neville_2,neville,trajectory,noisy_plateau,0.005,150,0.6333,1.0,0.0,3.0912295509382846,0.0004016071208109607,-1.3667,30
neville_3,neville,trajectory,noisy_plateau,0.005,150,0.6,1.0,0.0,70.68102082155812,1.7375421777994125e-05,-1.4,30
neville_4,neville,trajectory,noisy_plateau,0.005,150,0.1333,1.0,0.0,199.2034880549652,1.876037494951362e-05,-1.8667,30
anderson_1,anderson,limit,noisy_plateau,0.005,150,1.0,0.0667,0.4333,0.0016310447787519743,0.8366747935065815,1.04,30
anderson_2,anderson,limit,noisy_plateau,0.005,150,1.0,0.1,0.4333,0.0017263281993963884,0.9388480041784543,0.9733,30
anderson_3,anderson,limit,noisy_plateau,0.005,150,1.0,0.1,0.5,0.0016651002199539675,1.0007868431145823,1.0,30
median_ensemble,ensemble,trajectory,noisy_plateau,0.005,150,1.0,0.0333,0.6667,0.001001778149726548,1.33119691865526,1.2,30
stability_weighted,ensemble,trajectory,noisy_plateau,0.005,150,1.0,0.1333,0.5,0.0015265482311543014,0.9891168658371122,0.9333,30
best_shanks_wynn,ensemble,limit,noisy_plateau,0.005,150,1.0,0.0667,0.4333,0.0016311995462340162,0.8362762331938043,1.04,30
current_value,baseline,limit,noisy_plateau,0.005,1000,1.0,0.0,0.0,0.0013847743890180817,1.0,1.0,30
linear,baseline,trajectory,noisy_plateau,0.005,1000,1.0,1.0,0.0,0.060941528978282325,0.0310923786984638,-1.0,30
log_linear,baseline,trajectory,noisy_plateau,0.005,1000,0.0,1.0,0.0,,,-2.0,30
geom_avg_diff,baseline,limit,noisy_plateau,0.005,1000,0.6,0.6667,0.1,0.005555482105550973,0.340973628823872,-0.6933,30
richardson_1,richardson,trajectory,noisy_plateau,0.005,1000,1.0,0.1667,0.5,0.0014240200989731203,1.0217985578831017,0.8667,30
richardson_2,richardson,trajectory,noisy_plateau,0.005,1000,1.0,0.3667,0.3667,0.0054049520352322,0.47669667374854574,0.4133,30
