method,family,method_type,regime,noise,future_idx,valid_rate,cat_rate,beats_rate,med_error,med_improve,stability,n_seeds
linear,baseline,trajectory,power_law,0.005,5000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.0002504856432495161,120.22473847675258,1.4,30
geom_avg_diff,baseline,limit,power_law,0.005,5000,0.5667,0.4667,0.2,0.03262944323774563,0.9156582914240586,-0.2867,30
richardson_1,richardson,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.0077253464873435,4.022003467550724,1.4,30
richardson_2,richardson,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.008824893878193879,3.466189395087227,1.4,30
richardson_3,richardson,trajectory,power_law,0.005,5000,1.0,0.0667,0.9,0.009083988179086379,3.4810248557038297,1.2267,30
richardson_a05,richardson,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.014190985482733266,2.148016870129113,1.4,30
richardson_a10,richardson,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.01296919443366297,2.333872982427831,1.4,30
richardson_a20,richardson,trajectory,power_law,0.005,5000,1.0,0.0,0.6,0.02950784621932827,1.0349148082998585,1.24,30
single_exp_fit,parametric,trajectory,power_law,0.005,5000,1.0,0.0,0.8667,0.024769429163408047,1.266592602154027,1.3467,30
double_exp_fit,parametric,trajectory,power_law,0.005,5000,1.0,0.0,0.8667,0.0247692730319854,1.2666219916816708,1.3467,30
rational_fit,parametric,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.009755695445038069,3.326166405884366,1.4,30
log_fit,parametric,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.015432428334910622,1.9636569745907848,1.4,30
shanks_1,shanks,limit,power_law,0.005,5000,1.0,0.0,0.5667,0.030402859874389735,1.003567453680137,1.2267,30
shanks_2,shanks,limit,power_law,0.005,5000,1.0,0.0,0.2,0.03350581752021352,0.9299721594627632,1.08,30
shanks_3,shanks,limit,power_law,0.005,5000,1.0,0.0,0.3667,0.031812730639562234,0.9685367209296318,1.1467,30
shanks_4,shanks,limit,power_law,0.005,5000,1.0,0.0,0.2667,0.03228900097031073,0.9348596880602709,1.1067,30
wynn_eps_1,wynn_eps,limit,power_law,0.005,5000,1.0,0.0,0.5667,0.030402859874389686,1.0035674536801373,1.2267,30
wynn_eps_2,wynn_eps,limit,power_law,0.005,5000,1.0,0.0,0.3667,0.03262531098761011,0.9403806258566126,1.1467,30
wynn_eps_3,wynn_eps,limit,power_law,0.005,5000,1.0,0.0,0.3333,0.03220682742366801,0.9546546015372623,1.1333,30
wynn_rho_1,wynn_rho,limit,power_law,0.005,5000,1.0,0.0,0.3,0.030658171536221305,0.9820168245595895,1.12,30
wynn_rho_2,wynn_rho,limit,power_law,0.005,5000,1.0,0.0333,0.4667,0.031664368031630766,0.9791388034928892,1.12,30
wynn_rho_3,wynn_rho,limit,power_law,0.005,5000,1.0,0.0,0.4667,0.031491322101342784,0.9794329247043353,1.1867,30
pade_11,pade,trajectory,power_law,0.005,5000,1.0,0.0,0.0,0.07737444168073562,0.41206532749049896,1.0,30
pade_12,pade,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.010966037908987234,2.7745647687257247,1.4,30
pade_13,pade,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.012079493168917925,2.5196286755612025,1.4,30
pade_21,pade,trajectory,power_law,0.005,5000,0.0,1.0,0.0,,,-2.0,30
pade_22,pade,trajectory,power_law,0.005,5000,0.9,0.4333,0.0,0.11860318471625557,0.2568767827507828,0.0333,30
pade_23,pade,trajectory,power_law,0.005,5000,1.0,0.0,1.0,0.010983534458553164,2.7638413580819505,1.4,30
pade_31,pade,trajectory,power_law,0.005,5000,1.0,1.0,0.0,247.11164687192846,0.00013379126025820897,-1.0,30
pade_32,pade,trajectory,power_law,0.005,5000,0.0,1.0,0.0,,,-2.0,30
levin_t1,levin,limit,power_law,0.005,5000,1.0,0.0,0.5667,0.03040285987438969,1.0035674536801376,1.2267,30
levin_t2,levin,limit,power_law,0.005,5000,1.0,0.0667,0.3333,0.031607693500699086,0.9713284534047035,1.0,30
levin_u1,levin,limit,power_law,0.005,5000,1.0,0.0,0.5667,0.03040222998650282,1.0033956084997109,1.2267,30
levin_u2,levin,limit,power_law,0.005,5000,1.0,0.0333,0.3333,0.031616167156223576,0.9707066646371765,1.0667,30
levin_v1,levin,limit,power_law,0.005,5000,1.0,0.0333,0.3333,0.033049108945689076,0.9143264530428805,1.0667,30
levin_v2,levin,limit,power_law,0.005,5000,1.0,0.0,0.3667,0.03249932192891631,0.9355389841081367,1.1467,30
weniger_d1,weniger,limit,power_law,0.005,5000,1.0,0.0,1.0,0.012059444956027435,2.5200678096990647,1.4,30
weniger_d2,weniger,limit,power_law,0.005,5000,1.0,0.0,1.0,0.012059444956027435,2.5200678096990714,1.4,30
brezinski_theta1,brezinski,limit,power_law,0.005,5000,1.0,0.0,0.5667,0.02752499523384885,1.147242748339743,1.2267,30
brezinski_theta2,brezinski,limit,power_law,0.005,5000,1.0,0.0,0.3333,0.03790366884869581,0.7898444344375541,1.1333,30
neville_2,neville,trajectory,power_law,0.005,5000,0.5667,1.0,0.0,32.85639603316258,0.0008938197617196292,-1.4333,30
neville_3,neville,trajectory,power_law,0.005,5000,0.0667,1.0,0.0,159.779934012193,0.00023254179373805972,-1.9333,30
neville_4,neville,trajectory,power_law,0.005,5000,0.0,1.0,0.0,,,-2.0,30
anderson_1,anderson,limit,power_law,0.005,5000,1.0,0.0,0.5667,0.03040282699497665,1.0035634635411057,1.2267,30
anderson_2,anderson,limit,power_law,0.005,5000,1.0,0.0,0.5333,0.030109029218582398,1.0007504133956493,1.2133,30
anderson_3,anderson,limit,power_law,0.005,5000,1.0,0.0,0.5,0.030428773834307407,0.9985642099703766,1.2,30
median_ensemble,ensemble,trajectory,power_law,0.005,5000,1.0,0.0,0.6667,0.029054478255040317,1.0185844589629167,1.2667,30
stability_weighted,ensemble,trajectory,power_law,0.005,5000,1.0,0.0,0.7333,0.02701612222586431,1.1266870564942884,1.2933,30
best_shanks_wynn,ensemble,limit,power_law,0.005,5000,1.0,0.0,0.5667,0.030402859874389735,1.003567453680137,1.2267,30
current_value,baseline,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.05962732919254661,1.0,1.0,30
linear,baseline,trajectory,rational_decay,0.0,150,1.0,0.0,0.0,0.13468780121032087,0.44270771856640484,1.0,30
log_linear,baseline,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.010295558526942597,5.791558470238112,1.4,30
geom_avg_diff,baseline,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.004308789078554601,13.838535167413863,1.4,30
richardson_1,richardson,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.010329990295570232,5.772254134460935,1.4,30
richardson_2,richardson,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.010329981809374209,5.772258876432508,1.4,30
richardson_3,richardson,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.0079553895793842,7.495211717483502,1.4,30
richardson_a05,richardson,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.0014379023565025267,41.46827420019033,1.4,30
richardson_a10,richardson,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.027473890859691694,2.1703270751515147,1.4,30
richardson_a20,richardson,trajectory,rational_decay,0.0,150,1.0,0.0,0.0,0.06240917329349617,0.9554257178208854,1.0,30
single_exp_fit,parametric,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.019134706797174064,3.1161872415705245,1.4,30
double_exp_fit,parametric,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.0027029626091108344,22.05999039408155,1.4,30
rational_fit,parametric,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,1.2807227500744034e-11,4655756227.417883,1.4,30
log_fit,parametric,trajectory,rational_decay,0.0,150,1.0,0.0,0.0,0.08427500219446517,0.7075328109153427,1.0,30
shanks_1,shanks,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.026566416039691065,2.244462674357787,1.4,30
shanks_2,shanks,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.07003792358362204,0.8513577522233985,1.0,30
shanks_3,shanks,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.09193921075112321,0.6485516756713963,1.0,30
shanks_4,shanks,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.09233613897876528,0.6457637264458201,1.0,30
wynn_eps_1,wynn_eps,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.026566416039880858,2.244462674341752,1.4,30
wynn_eps_2,wynn_eps,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.05528866314687095,1.0784729779801379,1.4,30
wynn_eps_3,wynn_eps,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.06964050126516197,0.8562162550426026,1.0,30
wynn_rho_1,wynn_rho,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.1142857142852755,0.521739130436786,1.0,30
wynn_rho_2,wynn_rho,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.11428571428562209,0.5217391304352037,1.0,30
wynn_rho_3,wynn_rho,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.11428571428565475,0.5217391304350546,1.0,30
pade_11,pade,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,5.967448757360216e-16,1.0,1.4,30
pade_12,pade,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,3.391731340229853e-13,1.0,1.4,30
pade_13,pade,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,2.661032366679805e-10,224075926.09233904,1.4,30
pade_21,pade,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,2.6131874442114622e-14,1.0,1.4,30
pade_22,pade,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,2.606387328185633e-13,1.0,1.4,30
pade_23,pade,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,7.466760543195505e-11,798570261.462118,1.4,30
pade_31,pade,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,8.204409374101829e-13,1.0,1.4,30
pade_32,pade,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,8.23069390420983e-12,7244508164.985758,1.4,30
levin_t1,levin,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.026566416039880567,2.2444626743417766,1.4,30
levin_t2,levin,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.050994575028752015,1.1692876969545727,1.4,30
levin_u1,levin,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.1817620975498901,0.3280515024656342,1.0,30
levin_u2,levin,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.11428571419476483,0.5217391308499869,1.0,30
levin_v1,levin,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.11586599232206063,0.5146232125368307,1.0,30
levin_v2,levin,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.11462738902020386,0.5201839604148786,1.0,30
weniger_d1,weniger,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.12428571428571429,0.4797601199400302,1.0,30
weniger_d2,weniger,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.12428571428571429,0.4797601199400302,1.0,30
brezinski_theta1,brezinski,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.02811896999113024,2.1205374596350888,1.4,30
brezinski_theta2,brezinski,limit,rational_decay,0.0,150,1.0,0.0,0.0,0.07161230441105175,0.8326408385113281,1.0,30
neville_2,neville,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.0004862740408994176,122.62083553187267,1.4,30
neville_3,neville,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,4.558819175282114e-05,1307.955566999577,1.4,30
neville_4,neville,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,4.380853713403798e-06,13610.892555053584,1.4,30
anderson_1,anderson,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.0537703704088424,1.1089253940259456,1.4,30
anderson_2,anderson,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.04845077811933367,1.2306784639389121,1.4,30
anderson_3,anderson,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.04360998257574293,1.3672862420658927,1.4,30
median_ensemble,ensemble,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.02656641603978596,2.2444626743497693,1.4,30
stability_weighted,ensemble,trajectory,rational_decay,0.0,150,1.0,0.0,1.0,0.038610940975515165,1.544311733566888,1.4,30
best_shanks_wynn,ensemble,limit,rational_decay,0.0,150,1.0,0.0,1.0,0.026566416039691065,2.244462674357787,1.4,30
current_value,baseline,limit,rational_decay,0.0,1000,1.0,0.0,0.0,0.15440084835630968,1.0,1.0,30
linear,baseline,trajectory,rational_decay,0.0,1000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.014527981490974673,10.627825238642359,1.4,30
geom_avg_diff,baseline,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.0709130820866447,2.1773253088570597,1.4,30
richardson_1,richardson,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.009925233953893706,15.556393841551479,1.4,30
richardson_2,richardson,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.009925227138681103,15.556404523436123,1.4,30
richardson_3,richardson,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.005810909884364564,26.570855757332705,1.4,30
richardson_a05,richardson,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.02900968582045188,5.3223895395467125,1.4,30
richardson_a10,richardson,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.07154645362792271,2.1580503369079787,1.4,30
richardson_a20,richardson,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.1479417055182106,1.043660053907544,1.4,30
single_exp_fit,parametric,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.10187570506075716,1.5155806604158204,1.4,30
double_exp_fit,parametric,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.06126241816657556,2.5203191936773717,1.4,30
rational_fit,parametric,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,3.5392654085253383e-11,4362511157.947942,1.4,30
log_fit,parametric,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.12225279055005905,1.2629637954406194,1.4,30
shanks_1,shanks,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.06820710312407201,2.263706289877861,1.4,30
shanks_2,shanks,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.02473559558014104,6.242050968858431,1.4,30
shanks_3,shanks,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.0028343084126398535,54.475669502918315,1.4,30
shanks_4,shanks,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.002437380184997791,63.34705160346154,1.4,30
wynn_eps_1,wynn_eps,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.06820710312388222,2.26370628988416,1.4,30
wynn_eps_2,wynn_eps,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.039484856016892125,3.9103814457435284,1.4,30
wynn_eps_3,wynn_eps,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.025133017898601104,6.143346930290596,1.4,30
wynn_rho_1,wynn_rho,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.01951219512151242,7.913043478438823,1.4,30
wynn_rho_2,wynn_rho,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.01951219512185902,7.913043478298262,1.4,30
wynn_rho_3,wynn_rho,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.01951219512189168,7.913043478285017,1.4,30
pade_11,pade,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,2.3245294578089215e-15,1.0,1.4,30
pade_12,pade,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,1.159601234479446e-11,13314995169.492159,1.4,30
pade_13,pade,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,9.839516540779969e-08,1569191.4101307103,1.4,30
pade_21,pade,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,9.149972446387267e-13,1.0,1.4,30
pade_22,pade,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,6.831341048396666e-14,1.0,1.4,30
pade_23,pade,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,2.0511845000292794e-10,752739933.2147143,1.4,30
pade_31,pade,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,3.123895170320523e-10,494257457.23877025,1.4,30
pade_32,pade,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,2.3191608355954685e-11,6657617099.534439,1.4,30
levin_t1,levin,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.0682071031238825,2.26370628988415,1.4,30
levin_t2,levin,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.04377894413501106,3.5268289678286613,1.4,30
levin_u1,levin,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.08698857838612703,1.7749554162266157,1.4,30
levin_u2,levin,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.019512195031001746,7.913043515144837,1.4,30
levin_v1,levin,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.02109247315829755,7.320187025842916,1.4,30
levin_v2,levin,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.019853869856440783,7.776864131413685,1.4,30
weniger_d1,weniger,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.029512195121951218,5.231764283147684,1.4,30
weniger_d2,weniger,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.029512195121951218,5.231764283147684,1.4,30
brezinski_theta1,brezinski,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.06665454917263283,2.316433765929722,1.4,30
brezinski_theta2,brezinski,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.023161214752711323,6.66635364357282,1.4,30
neville_2,neville,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.006223857205975146,24.807903402423634,1.4,30
neville_3,neville,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.001268388761805593,121.72990884633431,1.4,30
neville_4,neville,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.0002611053990329189,591.3353340382042,1.4,30
anderson_1,anderson,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.14854388957260548,1.039429146500445,1.4,30
anderson_2,anderson,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.14322429728309674,1.078035300470851,1.4,30
anderson_3,anderson,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.138383501739506,1.115746070994466,1.4,30
median_ensemble,ensemble,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.01733041476701737,8.90924137892879,1.4,30
stability_weighted,ensemble,trajectory,rational_decay,0.0,1000,1.0,0.0,1.0,0.029123520166699078,5.301586053902144,1.4,30
best_shanks_wynn,ensemble,limit,rational_decay,0.0,1000,1.0,0.0,1.0,0.06820710312407201,2.263706289877861,1.4,30
current_value,baseline,limit,rational_decay,0.0,5000,1.0,0.0,0.0,0.16993294397577333,1.0,1.0,30
linear,baseline,trajectory,rational_decay,0.0,5000,0.0,1.0,0.0,,,-2.0,30
log_linear,baseline,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.0073432495904360556,23.141382011187012,1.4,30
geom_avg_diff,baseline,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.08644517188154227,1.9657887222277284,1.4,30
richardson_1,richardson,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,6.216636824134952e-05,2733.518923222921,1.4,30
richardson_2,richardson,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,6.216998732165059e-05,2733.3597978166945,1.4,30
richardson_3,richardson,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.0027356806430666944,62.117244718037966,1.4,30
richardson_a05,richardson,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.05723297040942056,2.9691442320771513,1.4,30
richardson_a10,richardson,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.07992076716801713,2.1262676773175104,1.4,30
richardson_a20,richardson,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.16326960132398272,1.0408119000582863,1.4,30
single_exp_fit,parametric,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.11740780067274816,1.4473735390839062,1.4,30
double_exp_fit,parametric,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.07679444563663289,2.212828578512598,1.4,30
rational_fit,parametric,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,4.0133585690882434e-11,4234182943.050084,1.4,30
log_fit,parametric,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.10914736947066979,1.5569128674368824,1.4,30
shanks_1,shanks,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.08373919874353566,2.029311798124788,1.4,30
shanks_2,shanks,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.040267691199604695,4.22008163153495,1.4,30
shanks_3,shanks,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.01836640403210351,9.252379708011404,1.4,30
shanks_4,shanks,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.017969475804461447,9.456755768778882,1.4,30
wynn_eps_1,wynn_eps,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.08373919874334587,2.0293117981293873,1.4,30
wynn_eps_2,wynn_eps,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.05501695163635578,3.0887379057090443,1.4,30
wynn_eps_3,wynn_eps,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.04066511351806476,4.178838549172711,1.4,30
wynn_rho_1,wynn_rho,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.003980099502048766,42.695652178620136,1.4,30
wynn_rho_2,wynn_rho,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.003980099502395366,42.695652174902065,1.4,30
wynn_rho_3,wynn_rho,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.003980099502428024,42.69565217455173,1.4,30
pade_11,pade,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,2.699229728619912e-15,1.0,1.4,30
pade_12,pade,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,6.983868691690098e-11,2433220776.0144687,1.4,30
pade_13,pade,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,3.115740090365443e-06,54540.15387908752,1.4,30
pade_21,pade,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,5.522670862290191e-12,30770065465.263668,1.4,30
pade_22,pade,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,7.186265471581521e-14,1.0,1.4,30
pade_23,pade,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,1.1318406455129715e-09,150138577.0598091,1.4,30
pade_31,pade,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,9.918068219136322e-09,17133673.63695864,1.4,30
pade_32,pade,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,1.282440004884977e-10,1325075195.1629481,1.4,30
levin_t1,levin,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.08373919874334616,2.0293117981293802,1.4,30
levin_t2,levin,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.059311039754474715,2.8651149040588644,1.4,30
levin_u1,levin,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.07145648276666337,2.3781319398364262,1.4,30
levin_u2,levin,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.003980099411538093,42.695653149553735,1.4,30
levin_v1,levin,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.005560377538833894,30.56140393146958,1.4,30
levin_v2,levin,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.004321774236977129,39.32018070768851,1.4,30
weniger_d1,weniger,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.013980099502487563,12.155345814637165,1.4,30
weniger_d2,weniger,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.013980099502487563,12.155345814637165,1.4,30
brezinski_theta1,brezinski,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.08218664479209649,2.067646688895067,1.4,30
brezinski_theta2,brezinski,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.03869331037217498,4.391791302973524,1.4,30
neville_2,neville,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.007955410376755978,21.360676059186254,1.4,30
neville_3,neville,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.0017448630169465667,97.39042109629241,1.4,30
neville_4,neville,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.00038622857863794546,439.98024324106314,1.4,30
anderson_1,anderson,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.16407598519206912,1.0356966242003545,1.4,30
anderson_2,anderson,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.15875639290256038,1.0704006362759373,1.4,30
anderson_3,anderson,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.15391559735896965,1.1040657795028221,1.4,30
median_ensemble,ensemble,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.029317047615854103,5.796386669027233,1.4,30
stability_weighted,ensemble,trajectory,rational_decay,0.0,5000,1.0,0.0,1.0,0.04214285072561153,4.03230775920196,1.4,30
best_shanks_wynn,ensemble,limit,rational_decay,0.0,5000,1.0,0.0,1.0,0.08373919874353566,2.029311798124788,1.4,30
current_value,baseline,limit,rational_decay,0.001,150,1.0,0.0,0.0,0.05969219196333579,1.0,1.0,30
linear,baseline,trajectory,rational_decay,0.001,150,1.0,0.0,0.0,0.13454647534578634,0.4435707894584112,1.0,30
log_linear,baseline,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.010367068306250837,5.817253770658281,1.4,30
geom_avg_diff,baseline,limit,rational_decay,0.001,150,0.5333,0.4667,0.4,0.059263712719709385,1.0195670651554485,-0.24,30
richardson_1,richardson,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.0103884414543952,5.770770796749508,1.4,30
richardson_2,richardson,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.010388440557898171,5.770776637755477,1.4,30
richardson_3,richardson,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.008006384405957703,7.499386148433424,1.4,30
richardson_a05,richardson,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.001525917514611591,39.2053838538492,1.4,30
richardson_a10,richardson,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.027545451788168168,2.174969379619932,1.4,30
richardson_a20,richardson,trajectory,rational_decay,0.001,150,1.0,0.0,0.0,0.062441676819070646,0.9591640068902485,1.0,30
single_exp_fit,parametric,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.01920445637358731,3.1047906229167133,1.4,30
double_exp_fit,parametric,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.008293607445695197,7.249661993998814,1.4,30
rational_fit,parametric,trajectory,rational_decay,0.001,150,1.0,0.0,1.0,0.0005324451585467654,111.55262643350639,1.4,30
log_fit,parametric,trajectory,rational_decay,0.001,150,1.0,0.0,0.0,0.08429608946466838,0.7084296298507756,1.0,30
shanks_1,shanks,limit,rational_decay,0.001,150,1.0,0.0,0.5667,0.06119882017794892,1.0000074735924223,1.2267,30
shanks_2,shanks,limit,rational_decay,0.001,150,1.0,0.0333,0.0333,0.06324064580020597,0.9417103130405806,0.9467,30
shanks_3,shanks,limit,rational_decay,0.001,150,1.0,0.0,0.1333,0.06406349246500592,0.9424456713192746,1.0533,30
shanks_4,shanks,limit,rational_decay,0.001,150,1.0,0.0333,0.1,0.06583808482716721,0.9105937942489994,0.9733,30
wynn_eps_1,wynn_eps,limit,rational_decay,0.001,150,1.0,0.0,0.5667,0.061198820177949795,1.0000074735924338,1.2267,30
wynn_eps_2,wynn_eps,limit,rational_decay,0.001,150,1.0,0.0,0.3667,0.062478009883458765,0.9664255567386335,1.1467,30
