regime,is_holdout,obs_idx,target_g,method,n_f,achieved_g,med_error,med_skill,n
random_knots,1,60,0.02,levin_t2,50000.0,0.03510158280603727,0.07071639122357166,1.8406305518278567,30
random_knots,1,60,0.02,anderson_1,50000.0,0.03510158280603727,0.10435433031161043,2.524766950910405,30
random_knots,1,60,0.02,constant_assumed,50000.0,0.03510158280603727,0.03979343900451839,1.0,30
random_knots,1,60,0.02,last_value,50000.0,0.03510158280603727,0.08950196374138847,3.554367545815631,30
random_knots,1,60,0.02,window_mean,50000.0,0.03510158280603727,0.17755740507058881,5.628828562973007,30
random_knots,1,60,0.02,window_min,50000.0,0.03510158280603727,0.07708817026200128,1.8780752279823512,30
log_slow,0,90,0.1,current_value,50000.0,0.41863546463489004,0.10267907838647497,1.121095154739515,60
log_slow,0,90,0.1,richardson_1,50000.0,0.41863546463489004,0.02333994323023124,0.2835249415712783,60
log_slow,0,90,0.1,richardson_a10,50000.0,0.41863546463489004,0.0774620337036061,0.8662831666329514,60
log_slow,0,90,0.1,single_exp_fit,50000.0,0.41863546463489004,0.08980235102498024,0.9570082753312688,60
log_slow,0,90,0.1,rational_fit,50000.0,0.41863546463489004,0.05848204038264623,0.611625125603315,60
log_slow,0,90,0.1,pade_22,50000.0,0.41863546463489004,0.1338782077359179,1.7482825450361907,60
log_slow,0,90,0.1,log_linear,50000.0,0.41863546463489004,0.04929004514547533,0.6167743395110357,60
log_slow,0,90,0.1,levin_t2,50000.0,0.41863546463489004,0.09904272763555236,1.0759458633584686,60
log_slow,0,90,0.1,anderson_1,50000.0,0.41863546463489004,0.1025589111906468,1.1332090189373762,60
log_slow,0,90,0.1,constant_assumed,50000.0,0.41863546463489004,0.10275805732146302,1.3757722614082049,60
log_slow,0,90,0.1,last_value,50000.0,0.41863546463489004,0.10267907838647497,1.121095154739515,60
