regime,obs_idx,noise,future_idx,richardson_stability,richardson_rank,best_method,best_stability,stability_margin,richardson_wins
damped_osc_pow,130,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,130,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,130,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,130,0.01,5000,1.38,5,log_linear,1.4,0.02,0
damped_osc_pow,130,0.02,5000,1.26,2,richardson_a10,1.26,0.0,0
damped_osc_pow,140,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,140,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,140,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,140,0.01,5000,1.38,5,log_linear,1.4,0.02,0
damped_osc_pow,140,0.02,5000,1.28,4,rational_fit,1.28,0.0,0
delayed_plateau,20,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,20,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,20,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,20,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,20,0.02,5000,1.4,4,log_linear,1.4,0.0,0
delayed_plateau,30,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,30,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,30,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,30,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,30,0.02,5000,1.4,4,log_linear,1.4,0.0,0
delayed_plateau,40,0.0,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,40,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,40,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,40,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,40,0.02,5000,1.4,4,log_linear,1.4,0.0,0
delayed_plateau,50,0.0,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,50,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,50,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,50,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,50,0.02,5000,1.4,4,log_linear,1.4,0.0,0
delayed_plateau,60,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,60,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,60,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,60,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,60,0.02,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,70,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,70,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,70,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,70,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,70,0.02,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,80,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,80,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,80,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,80,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,80,0.02,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,90,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,90,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,90,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,90,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,90,0.02,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,100,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,100,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,100,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,100,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,100,0.02,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,110,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,110,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,110,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,110,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,110,0.02,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,120,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,120,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,120,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,120,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,120,0.02,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,130,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,130,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,130,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,130,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,130,0.02,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,140,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
delayed_plateau,140,0.003,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,140,0.005,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,140,0.01,5000,1.4,5,log_linear,1.4,0.0,0
delayed_plateau,140,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,20,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,20,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,20,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,20,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,20,0.02,5000,1.4,4,log_linear,1.4,0.0,0
four_exp,30,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,30,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,30,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,30,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,30,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,40,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,40,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,40,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,40,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,40,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,50,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,50,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,50,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,50,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,50,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,60,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,60,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,60,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,60,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,60,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,70,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,70,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,70,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,70,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,70,0.02,5000,1.4,4,log_linear,1.4,0.0,0
four_exp,80,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,80,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,80,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,80,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,80,0.02,5000,1.4,4,log_linear,1.4,0.0,0
four_exp,90,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,90,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,90,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,90,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,90,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,100,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,100,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,100,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,100,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,100,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,110,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,110,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,110,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,110,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,110,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,120,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,120,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,120,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,120,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,120,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,130,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,130,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,130,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,130,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,130,0.02,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,140,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
four_exp,140,0.003,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,140,0.005,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,140,0.01,5000,1.4,5,log_linear,1.4,0.0,0
four_exp,140,0.02,5000,1.4,5,log_linear,1.4,0.0,0
heavy_noise_plat,20,0.0,5000,1.08,1,richardson_1,1.08,0.0,1
heavy_noise_plat,20,0.003,5000,1.02,3,anderson_1,1.1,0.08,0
heavy_noise_plat,20,0.005,5000,0.92,2,current_value,1.0,0.08,0
heavy_noise_plat,20,0.01,5000,1.08,1,richardson_1,1.08,0.0,1
heavy_noise_plat,20,0.02,5000,1.22,1,richardson_1,1.22,0.0,1
heavy_noise_plat,30,0.0,5000,0.86,4,single_exp_fit,1.18,0.32,0
heavy_noise_plat,30,0.003,5000,0.56,5,current_value,1.0,0.44,0
heavy_noise_plat,30,0.005,5000,0.3,6,current_value,1.0,0.7,0
heavy_noise_plat,30,0.01,5000,1.06,3,single_exp_fit,1.26,0.2,0
heavy_noise_plat,30,0.02,5000,1.08,1,richardson_1,1.08,0.0,1
heavy_noise_plat,40,0.0,5000,0.6,6,single_exp_fit,1.22,0.62,0
heavy_noise_plat,40,0.003,5000,0.78,6,single_exp_fit,1.2,0.42,0
heavy_noise_plat,40,0.005,5000,0.74,6,anderson_1,1.06,0.32,0
heavy_noise_plat,40,0.01,5000,1.1,4,single_exp_fit,1.22,0.12,0
heavy_noise_plat,40,0.02,5000,1.26,2,rational_fit,1.28,0.02,0
heavy_noise_plat,50,0.0,5000,0.24,6,current_value,1.0,0.76,0
heavy_noise_plat,50,0.003,5000,0.86,6,single_exp_fit,1.4,0.54,0
heavy_noise_plat,50,0.005,5000,0.34,6,single_exp_fit,1.22,0.88,0
heavy_noise_plat,50,0.01,5000,0.8,6,single_exp_fit,1.24,0.44,0
heavy_noise_plat,50,0.02,5000,1.24,1,richardson_1,1.24,0.0,1
heavy_noise_plat,60,0.0,5000,0.36,6,single_exp_fit,1.26,0.9,0
heavy_noise_plat,60,0.003,5000,0.54,6,single_exp_fit,1.38,0.84,0
heavy_noise_plat,60,0.005,5000,0.9,6,single_exp_fit,1.26,0.36,0
heavy_noise_plat,60,0.01,5000,1.0,4,single_exp_fit,1.32,0.32,0
heavy_noise_plat,60,0.02,5000,1.24,3,single_exp_fit,1.28,0.04,0
heavy_noise_plat,70,0.0,5000,0.94,3,single_exp_fit,1.18,0.24,0
heavy_noise_plat,70,0.003,5000,1.08,2,single_exp_fit,1.28,0.2,0
heavy_noise_plat,70,0.005,5000,1.0,5,single_exp_fit,1.14,0.14,0
heavy_noise_plat,70,0.01,5000,1.08,2,single_exp_fit,1.12,0.04,0
heavy_noise_plat,70,0.02,5000,1.24,3,single_exp_fit,1.34,0.1,0
heavy_noise_plat,80,0.0,5000,1.08,2,single_exp_fit,1.2,0.12,0
heavy_noise_plat,80,0.003,5000,0.82,6,pade_22,1.2,0.38,0
heavy_noise_plat,80,0.005,5000,1.18,4,single_exp_fit,1.2,0.02,0
heavy_noise_plat,80,0.01,5000,1.32,1,richardson_1,1.32,0.0,1
heavy_noise_plat,80,0.02,5000,1.08,5,rational_fit,1.34,0.26,0
heavy_noise_plat,90,0.0,5000,0.84,7,pade_22,1.06,0.22,0
heavy_noise_plat,90,0.003,5000,0.86,6,richardson_a10,1.12,0.26,0
heavy_noise_plat,90,0.005,5000,1.22,3,single_exp_fit,1.38,0.16,0
heavy_noise_plat,90,0.01,5000,0.9,6,pade_22,1.08,0.18,0
heavy_noise_plat,90,0.02,5000,0.9,6,pade_22,1.3,0.4,0
heavy_noise_plat,100,0.0,5000,1.06,5,pade_22,1.34,0.28,0
heavy_noise_plat,100,0.003,5000,1.16,4,pade_22,1.34,0.18,0
heavy_noise_plat,100,0.005,5000,1.16,5,pade_22,1.38,0.22,0
heavy_noise_plat,100,0.01,5000,1.04,5,pade_22,1.34,0.3,0
heavy_noise_plat,100,0.02,5000,1.34,3,single_exp_fit,1.38,0.04,0
heavy_noise_plat,110,0.0,5000,0.66,7,pade_22,1.2,0.54,0
heavy_noise_plat,110,0.003,5000,0.94,6,single_exp_fit,1.22,0.28,0
heavy_noise_plat,110,0.005,5000,0.94,6,pade_22,1.26,0.32,0
heavy_noise_plat,110,0.01,5000,1.06,5,pade_22,1.24,0.18,0
heavy_noise_plat,110,0.02,5000,1.04,5,single_exp_fit,1.24,0.2,0
heavy_noise_plat,120,0.0,5000,0.92,7,pade_22,1.38,0.46,0
heavy_noise_plat,120,0.003,5000,1.12,4,single_exp_fit,1.38,0.26,0
heavy_noise_plat,120,0.005,5000,1.16,5,single_exp_fit,1.38,0.22,0
heavy_noise_plat,120,0.01,5000,1.18,4,single_exp_fit,1.4,0.22,0
heavy_noise_plat,120,0.02,5000,1.1,5,rational_fit,1.2,0.1,0
heavy_noise_plat,130,0.0,5000,0.86,7,pade_22,1.32,0.46,0
heavy_noise_plat,130,0.003,5000,0.7,7,single_exp_fit,1.22,0.52,0
heavy_noise_plat,130,0.005,5000,0.94,6,pade_22,1.24,0.3,0
heavy_noise_plat,130,0.01,5000,0.88,7,single_exp_fit,1.24,0.36,0
heavy_noise_plat,130,0.02,5000,0.9,6,single_exp_fit,1.12,0.22,0
heavy_noise_plat,140,0.0,5000,0.56,7,single_exp_fit,1.12,0.56,0
heavy_noise_plat,140,0.003,5000,0.88,6,pade_22,1.3,0.42,0
heavy_noise_plat,140,0.005,5000,0.92,7,single_exp_fit,1.24,0.32,0
heavy_noise_plat,140,0.01,5000,1.12,5,pade_22,1.38,0.26,0
heavy_noise_plat,140,0.02,5000,1.12,5,pade_22,1.26,0.14,0
log_oscillatory,20,0.0,5000,1.4,5,log_linear,1.4,0.0,0
log_oscillatory,20,0.003,5000,1.4,5,log_linear,1.4,0.0,0
log_oscillatory,20,0.005,5000,1.4,5,log_linear,1.4,0.0,0
log_oscillatory,20,0.01,5000,1.4,5,log_linear,1.4,0.0,0
log_oscillatory,20,0.02,5000,1.4,4,log_linear,1.4,0.0,0
log_oscillatory,30,0.0,5000,1.4,3,anderson_1,1.4,0.0,0
log_oscillatory,30,0.003,5000,1.4,2,single_exp_fit,1.4,0.0,0
log_oscillatory,30,0.005,5000,1.4,2,single_exp_fit,1.4,0.0,0
log_oscillatory,30,0.01,5000,1.32,2,single_exp_fit,1.4,0.08,0
log_oscillatory,30,0.02,5000,1.3,2,single_exp_fit,1.38,0.08,0
log_oscillatory,40,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
log_oscillatory,40,0.003,5000,1.4,3,log_linear,1.4,0.0,0
log_oscillatory,40,0.005,5000,1.4,3,log_linear,1.4,0.0,0
log_oscillatory,40,0.01,5000,1.4,2,single_exp_fit,1.4,0.0,0
log_oscillatory,40,0.02,5000,1.32,2,single_exp_fit,1.4,0.08,0
log_oscillatory,50,0.0,5000,1.4,5,log_linear,1.4,0.0,0
log_oscillatory,50,0.003,5000,1.4,5,log_linear,1.4,0.0,0
log_oscillatory,50,0.005,5000,1.4,5,log_linear,1.4,0.0,0
log_oscillatory,50,0.01,5000,1.4,4,log_linear,1.4,0.0,0
log_oscillatory,50,0.02,5000,1.4,4,log_linear,1.4,0.0,0
log_oscillatory,60,0.0,5000,1.4,5,log_linear,1.4,0.0,0
log_oscillatory,60,0.003,5000,1.4,4,log_linear,1.4,0.0,0
log_oscillatory,60,0.005,5000,1.4,4,log_linear,1.4,0.0,0
log_oscillatory,60,0.01,5000,1.4,2,log_linear,1.4,0.0,0
log_oscillatory,60,0.02,5000,1.38,2,rational_fit,1.4,0.02,0
log_oscillatory,70,0.0,5000,1.0,5,anderson_1,1.4,0.4,0
log_oscillatory,70,0.003,5000,1.0,7,rational_fit,1.24,0.24,0
log_oscillatory,70,0.005,5000,1.0,7,anderson_1,1.28,0.28,0
log_oscillatory,70,0.01,5000,1.0,7,anderson_1,1.24,0.24,0
log_oscillatory,70,0.02,5000,1.08,5,rational_fit,1.24,0.16,0
log_oscillatory,80,0.0,5000,1.4,3,anderson_1,1.4,0.0,0
log_oscillatory,80,0.003,5000,1.4,2,log_linear,1.4,0.0,0
log_oscillatory,80,0.005,5000,1.4,2,log_linear,1.4,0.0,0
log_oscillatory,80,0.01,5000,1.4,1,richardson_1,1.4,0.0,1
log_oscillatory,80,0.02,5000,1.36,1,richardson_1,1.36,0.0,1
log_oscillatory,90,0.0,5000,1.4,4,log_linear,1.4,0.0,0
log_oscillatory,90,0.003,5000,1.4,4,log_linear,1.4,0.0,0
log_oscillatory,90,0.005,5000,1.4,4,log_linear,1.4,0.0,0
