regime,obs_idx,noise,future_idx,richardson_stability,richardson_rank,best_method,best_stability,stability_margin,richardson_wins
broken_power_law,70,0.005,5000,1.1,8,log_linear,1.4,0.3,0
broken_power_law,70,0.01,5000,1.12,7,rational_fit,1.4,0.28,0
broken_power_law,70,0.02,5000,1.16,7,rational_fit,1.4,0.24,0
broken_power_law,80,0.0,5000,1.0,8,anderson_1,1.4,0.4,0
broken_power_law,80,0.003,5000,1.0,8,rational_fit,1.4,0.4,0
broken_power_law,80,0.005,5000,1.0,8,rational_fit,1.4,0.4,0
broken_power_law,80,0.01,5000,0.9,8,rational_fit,1.4,0.5,0
broken_power_law,80,0.02,5000,0.5,8,rational_fit,1.4,0.9,0
broken_power_law,90,0.0,5000,-1.0,8,anderson_1,1.4,2.4,0
broken_power_law,90,0.003,5000,-1.0,8,rational_fit,1.4,2.4,0
broken_power_law,90,0.005,5000,-1.0,8,rational_fit,1.4,2.4,0
broken_power_law,90,0.01,5000,-1.0,8,rational_fit,1.4,2.4,0
broken_power_law,90,0.02,5000,-0.6,8,rational_fit,1.4,2.0,0
broken_power_law,100,0.0,5000,1.0,8,anderson_1,1.4,0.4,0
broken_power_law,100,0.003,5000,1.0,8,rational_fit,1.4,0.4,0
broken_power_law,100,0.005,5000,1.0,8,rational_fit,1.4,0.4,0
broken_power_law,100,0.01,5000,1.0,8,rational_fit,1.4,0.4,0
broken_power_law,100,0.02,5000,1.0,8,pade_22,1.4,0.4,0
broken_power_law,110,0.0,5000,1.0,8,anderson_1,1.4,0.4,0
broken_power_law,110,0.003,5000,1.0,8,pade_22,1.4,0.4,0
broken_power_law,110,0.005,5000,1.0,8,pade_22,1.4,0.4,0
broken_power_law,110,0.01,5000,1.0,8,pade_22,1.4,0.4,0
broken_power_law,110,0.02,5000,1.0,8,weniger_d2,1.4,0.4,0
broken_power_law,120,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
broken_power_law,120,0.003,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,120,0.005,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,120,0.01,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,120,0.02,5000,1.4,4,log_linear,1.4,0.0,0
broken_power_law,130,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
broken_power_law,130,0.003,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,130,0.005,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,130,0.01,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,130,0.02,5000,1.4,2,log_linear,1.4,0.0,0
broken_power_law,140,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
broken_power_law,140,0.003,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,140,0.005,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,140,0.01,5000,1.4,5,log_linear,1.4,0.0,0
broken_power_law,140,0.02,5000,1.38,5,log_linear,1.4,0.02,0
damped_osc_pow,20,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,20,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,20,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,20,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,20,0.02,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,30,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,30,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,30,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,30,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,30,0.02,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,40,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,40,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,40,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,40,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,40,0.02,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,50,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,50,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,50,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,50,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,50,0.02,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,60,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,60,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,60,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,60,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,60,0.02,5000,1.4,3,log_linear,1.4,0.0,0
damped_osc_pow,70,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,70,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,70,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,70,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,70,0.02,5000,1.4,2,weniger_d2,1.4,0.0,0
damped_osc_pow,80,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,80,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,80,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,80,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,80,0.02,5000,1.4,4,log_linear,1.4,0.0,0
damped_osc_pow,90,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,90,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,90,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,90,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,90,0.02,5000,1.38,4,rational_fit,1.38,0.0,0
damped_osc_pow,100,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,100,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,100,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,100,0.01,5000,1.4,4,log_linear,1.4,0.0,0
damped_osc_pow,100,0.02,5000,1.38,4,rational_fit,1.4,0.02,0
damped_osc_pow,110,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,110,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,110,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,110,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,110,0.02,5000,1.34,4,weniger_d2,1.4,0.06,0
damped_osc_pow,120,0.0,5000,1.4,5,anderson_1,1.4,0.0,0
damped_osc_pow,120,0.003,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,120,0.005,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,120,0.01,5000,1.4,5,log_linear,1.4,0.0,0
damped_osc_pow,120,0.02,5000,1.38,2,weniger_d2,1.4,0.02,0
