regime,obs_idx,noise,target_g,n_f,achieved_g,capped,richardson_stability,richardson_valid_rate,richardson_below_floor,richardson_rank,richardson_err_rank,n_rank_pool,n_rank_eligible,best_method,best_stability,stability_margin,richardson_wins,constant_assumed_stability,constant_assumed_med_error,constant_assumed_valid_rate,constant_oracle_stability,constant_oracle_med_error
broken_power_law,60,0.02,0.1,19289.0,0.09999977963058883,0,1.4,1.0,0,6.0,6.0,9,7,rational_fit,1.4,0.0,0,1.28,0.054256479246251155,1.0,1.4,0.015451017909878443
broken_power_law,70,0.0,0.1,22452.0,0.09999852381066492,0,1.0,1.0,0,9.0,9.0,9,9,single_exp_fit,1.4,0.4,0,1.28,0.05334599132539189,1.0,1.4,0.014540529989019177
broken_power_law,70,0.003,0.1,22452.0,0.09999852381066492,0,1.0,1.0,0,9.0,9.0,9,9,single_exp_fit,1.4,0.4,0,1.28,0.05334599132539189,1.0,1.4,0.014540529989019177
broken_power_law,70,0.005,0.1,22452.0,0.09999852381066492,0,1.0,1.0,0,9.0,9.0,9,9,single_exp_fit,1.4,0.4,0,1.28,0.05334599132539189,1.0,1.4,0.014540529989019177
broken_power_law,70,0.01,0.1,22452.0,0.09999852381066492,0,1.02,1.0,0,8.0,9.0,9,9,single_exp_fit,1.4,0.38,0,1.28,0.05334599132539189,1.0,1.4,0.014540529989019177
broken_power_law,70,0.02,0.1,22452.0,0.09999852381066492,0,1.04,1.0,0,7.0,8.0,9,8,single_exp_fit,1.4,0.36,0,1.28,0.05334599132539189,1.0,1.4,0.014540529989019177
broken_power_law,80,0.0,0.1,25614.0,0.09999913963507116,0,1.0,1.0,0,8.0,8.0,9,9,single_exp_fit,1.4,0.4,0,1.28,0.05259952553530864,1.0,1.4,0.013794064198935928
broken_power_law,80,0.003,0.1,25614.0,0.09999913963507116,0,1.0,1.0,0,8.0,8.0,9,9,rational_fit,1.4,0.4,0,1.28,0.05259952553530864,1.0,1.4,0.013794064198935928
broken_power_law,80,0.005,0.1,25614.0,0.09999913963507116,0,1.0,1.0,0,8.0,8.0,9,9,single_exp_fit,1.4,0.4,0,1.28,0.05259952553530864,1.0,1.4,0.013794064198935928
broken_power_law,80,0.01,0.1,25614.0,0.09999913963507116,0,0.9,1.0,0,8.0,8.0,9,9,pade_22,1.4,0.5,0,1.28,0.05259952553530864,1.0,1.4,0.013794064198935928
broken_power_law,80,0.02,0.1,25614.0,0.09999913963507116,0,0.4,1.0,0,8.0,8.0,9,8,rational_fit,1.4,1.0,0,1.18,0.05259952553530864,1.0,1.4,0.013794064198935928
broken_power_law,90,0.0,0.1,28776.0,0.09999962012267244,0,-1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,2.4,0,1.28,0.051972004895909404,1.0,1.4,0.013166543559536696
broken_power_law,90,0.003,0.1,28776.0,0.09999962012267244,0,-1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,2.4,0,1.28,0.051972004895909404,1.0,1.4,0.013166543559536696
broken_power_law,90,0.005,0.1,28776.0,0.09999962012267244,0,-1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,2.4,0,1.28,0.051972004895909404,1.0,1.4,0.013166543559536696
broken_power_law,90,0.01,0.1,28776.0,0.09999962012267244,0,-1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,2.4,0,1.28,0.051972004895909404,1.0,1.4,0.013166543559536696
broken_power_law,90,0.02,0.1,28776.0,0.09999962012267244,0,-1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,2.4,0,1.28,0.051972004895909404,1.0,1.4,0.013166543559536696
broken_power_law,100,0.0,0.1,31939.0,0.09999875311006853,0,1.0,1.0,0,8.0,8.0,9,8,levin_t2,1.4,0.4,0,1.28,0.05143408502677921,1.0,1.4,0.012628623690406493
broken_power_law,100,0.003,0.1,31939.0,0.09999875311006853,0,1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,0.4,0,1.28,0.05143408502677921,1.0,1.4,0.012628623690406493
broken_power_law,100,0.005,0.1,31939.0,0.09999875311006853,0,1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,0.4,0,1.28,0.05143408502677921,1.0,1.4,0.012628623690406493
broken_power_law,100,0.01,0.1,31939.0,0.09999875311006853,0,1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,0.4,0,1.28,0.05143408502677921,1.0,1.4,0.012628623690406493
broken_power_law,100,0.02,0.1,31939.0,0.09999875311006853,0,1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,0.4,0,1.16,0.05143408502677921,1.0,1.4,0.012628623690406493
broken_power_law,110,0.0,0.1,35101.0,0.09999918183973946,0,1.0,1.0,0,8.0,8.0,9,8,levin_t2,1.4,0.4,0,1.28,0.05096612402548369,1.0,1.4,0.01216066268911098
broken_power_law,110,0.003,0.1,35101.0,0.09999918183973946,0,1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,0.4,0,1.28,0.05096612402548369,1.0,1.4,0.01216066268911098
broken_power_law,110,0.005,0.1,35101.0,0.09999918183973946,0,1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,0.4,0,1.18,0.05096612402548369,1.0,1.4,0.01216066268911098
broken_power_law,110,0.01,0.1,35101.0,0.09999918183973946,0,1.0,1.0,0,8.0,8.0,9,8,pade_22,1.4,0.4,0,1.28,0.05096612402548369,1.0,1.4,0.01216066268911098
broken_power_law,110,0.02,0.1,35101.0,0.09999918183973946,0,1.0,1.0,0,8.0,8.0,9,8,pade_22,1.36,0.36,0,1.18,0.05096612402548369,1.0,1.4,0.01216066268911098
broken_power_law,120,0.0,0.1,38263.0,0.09999953970992824,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.28,0.05055372919602908,1.0,1.4,0.011748267859656368
broken_power_law,120,0.003,0.1,38263.0,0.09999953970992824,0,1.38,1.0,0,4.0,2.0,9,9,rational_fit,1.4,0.02,0,1.28,0.05055372919602908,1.0,1.4,0.011748267859656368
broken_power_law,120,0.005,0.1,38263.0,0.09999953970992824,0,1.4,1.0,0,1.0,2.0,9,9,richardson_1,1.4,0.0,1,1.28,0.05055372919602908,1.0,1.4,0.011748267859656368
broken_power_law,120,0.01,0.1,38263.0,0.09999953970992824,0,1.38,1.0,0,4.0,3.0,9,9,richardson_a10,1.4,0.02,0,1.26,0.05055372919602908,1.0,1.4,0.011748267859656368
broken_power_law,120,0.02,0.1,38263.0,0.09999953970992824,0,1.36,1.0,0,4.0,3.0,9,9,richardson_a10,1.38,0.02,0,1.08,0.05055372919602908,1.0,1.4,0.011748267859656368
broken_power_law,130,0.0,0.1,41425.0,0.0999998429469552,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.28,0.05018647085728867,1.0,1.4,0.011381009520915955
broken_power_law,130,0.003,0.1,41425.0,0.0999998429469552,0,1.38,1.0,0,4.0,2.0,9,9,rational_fit,1.4,0.02,0,1.26,0.05018647085728867,1.0,1.4,0.011381009520915955
broken_power_law,130,0.005,0.1,41425.0,0.0999998429469552,0,1.36,1.0,0,4.0,2.0,9,9,richardson_a10,1.4,0.04,0,1.16,0.05018647085728867,1.0,1.4,0.011381009520915955
broken_power_law,130,0.01,0.1,41425.0,0.0999998429469552,0,1.4,1.0,0,2.0,3.0,9,9,rational_fit,1.4,0.0,0,1.28,0.05018647085728867,1.0,1.4,0.011381009520915955
broken_power_law,130,0.02,0.1,41425.0,0.0999998429469552,0,1.34,1.0,0,2.0,2.0,9,9,log_linear,1.34,0.0,0,1.26,0.05018647085728867,1.0,1.4,0.011381009520915955
broken_power_law,140,0.0,0.1,44588.0,0.09999920608500261,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.26,0.04985639301636764,1.0,1.4,0.011050931679994927
broken_power_law,140,0.003,0.1,44588.0,0.09999920608500261,0,1.4,1.0,0,1.0,2.0,9,9,richardson_1,1.4,0.0,1,1.28,0.04985639301636764,1.0,1.4,0.011050931679994927
broken_power_law,140,0.005,0.1,44588.0,0.09999920608500261,0,1.38,1.0,0,2.0,2.0,9,9,richardson_a10,1.4,0.02,0,1.18,0.04985639301636764,1.0,1.4,0.011050931679994927
broken_power_law,140,0.01,0.1,44588.0,0.09999920608500261,0,1.36,1.0,0,2.0,2.0,9,9,richardson_a10,1.4,0.04,0,1.16,0.04985639301636764,1.0,1.4,0.011050931679994927
broken_power_law,140,0.02,0.1,44588.0,0.09999920608500261,0,1.3,1.0,0,3.0,4.0,9,9,richardson_a10,1.38,0.08,0,1.08,0.04985639301636764,1.0,1.4,0.011050931679994927
damped_osc_pow,20,0.0,0.1,703.0,0.09995922843809545,0,1.4,1.0,0,1.0,2.0,9,9,richardson_1,1.4,0.0,1,1.32,0.037125294633328074,1.0,1.4,0.014443042917942218
damped_osc_pow,20,0.003,0.1,703.0,0.09995922843809545,0,1.4,1.0,0,1.0,2.0,9,9,richardson_1,1.4,0.0,1,1.32,0.037125294633328074,1.0,1.4,0.014443042917942218
damped_osc_pow,20,0.005,0.1,703.0,0.09995922843809545,0,1.4,1.0,0,1.0,2.0,9,9,richardson_1,1.4,0.0,1,1.32,0.037125294633328074,1.0,1.4,0.014443042917942218
damped_osc_pow,20,0.01,0.1,703.0,0.09995922843809545,0,1.4,1.0,0,1.0,2.0,9,9,richardson_1,1.4,0.0,1,1.32,0.037125294633328074,1.0,1.4,0.014443042917942218
damped_osc_pow,20,0.02,0.1,703.0,0.09995922843809545,0,1.38,1.0,0,3.0,2.0,9,9,pade_22,1.4,0.02,0,1.32,0.037125294633328074,1.0,1.4,0.014443042917942218
damped_osc_pow,30,0.0,0.1,1029.0,0.09998049460378683,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.03392147382527995,1.0,1.4,0.011239222109894094
damped_osc_pow,30,0.003,0.1,1029.0,0.09998049460378683,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.03392147382527995,1.0,1.4,0.011239222109894094
damped_osc_pow,30,0.005,0.1,1029.0,0.09998049460378683,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.3,0.03392147382527995,1.0,1.4,0.011239222109894094
damped_osc_pow,30,0.01,0.1,1029.0,0.09998049460378683,0,1.36,1.0,0,3.0,1.0,9,9,pade_22,1.4,0.04,0,1.2,0.03392147382527995,1.0,1.4,0.011239222109894094
damped_osc_pow,30,0.02,0.1,1029.0,0.09998049460378683,0,1.36,1.0,0,3.0,1.0,9,9,pade_22,1.4,0.04,0,1.2,0.03392147382527995,1.0,1.4,0.011239222109894094
damped_osc_pow,40,0.0,0.1,1356.0,0.0999836399944975,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.032059128469341364,1.0,1.4,0.009376876753955512
damped_osc_pow,40,0.003,0.1,1356.0,0.0999836399944975,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.032059128469341364,1.0,1.4,0.009376876753955512
damped_osc_pow,40,0.005,0.1,1356.0,0.0999836399944975,0,1.36,1.0,0,3.0,1.0,9,9,pade_22,1.4,0.04,0,1.2,0.032059128469341364,1.0,1.4,0.009376876753955512
damped_osc_pow,40,0.01,0.1,1356.0,0.0999836399944975,0,1.36,1.0,0,3.0,1.0,9,9,pade_22,1.4,0.04,0,1.2,0.032059128469341364,1.0,1.4,0.009376876753955512
damped_osc_pow,40,0.02,0.1,1356.0,0.0999836399944975,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.032059128469341364,1.0,1.4,0.009376876753955512
damped_osc_pow,50,0.0,0.1,1684.0,0.09999985538834824,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.03081931929305689,1.0,1.4,0.00813706757767104
damped_osc_pow,50,0.003,0.1,1684.0,0.09999985538834824,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.03081931929305689,1.0,1.4,0.00813706757767104
damped_osc_pow,50,0.005,0.1,1684.0,0.09999985538834824,0,1.38,1.0,0,3.0,1.0,9,9,pade_22,1.4,0.02,0,1.2,0.03081931929305689,1.0,1.4,0.00813706757767104
damped_osc_pow,50,0.01,0.1,1684.0,0.09999985538834824,0,1.38,1.0,0,3.0,1.0,9,9,pade_22,1.4,0.02,0,1.1,0.03081931929305689,1.0,1.4,0.00813706757767104
damped_osc_pow,50,0.02,0.1,1684.0,0.09999985538834824,0,1.32,1.0,0,3.0,1.0,9,9,pade_22,1.4,0.08,0,1.18,0.03081931929305689,1.0,1.4,0.00813706757767104
damped_osc_pow,60,0.0,0.1,2014.0,0.09999706993663447,0,1.4,1.0,0,2.0,2.0,9,9,pade_22,1.4,0.0,0,1.2,0.029922128712098803,1.0,1.4,0.007239876996712952
damped_osc_pow,60,0.003,0.1,2014.0,0.09999706993663447,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.1,0.029922128712098803,1.0,1.4,0.007239876996712952
damped_osc_pow,60,0.005,0.1,2014.0,0.09999706993663447,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.029922128712098803,1.0,1.4,0.007239876996712952
damped_osc_pow,60,0.01,0.1,2014.0,0.09999706993663447,0,1.38,1.0,0,3.0,1.0,9,9,pade_22,1.4,0.02,0,1.2,0.029922128712098803,1.0,1.4,0.007239876996712952
damped_osc_pow,60,0.02,0.1,2014.0,0.09999706993663447,0,1.36,1.0,0,3.0,2.0,9,9,pade_22,1.4,0.04,0,1.2,0.029922128712098803,1.0,1.4,0.007239876996712952
damped_osc_pow,70,0.0,0.1,2346.0,0.09998569687495819,0,1.4,1.0,0,2.0,2.0,9,9,pade_22,1.4,0.0,0,1.1,0.029237405240521395,1.0,1.4,0.0065551535251355455
damped_osc_pow,70,0.003,0.1,2346.0,0.09998569687495819,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.1,0.029237405240521395,1.0,1.4,0.0065551535251355455
damped_osc_pow,70,0.005,0.1,2346.0,0.09998569687495819,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.18,0.029237405240521395,1.0,1.4,0.0065551535251355455
damped_osc_pow,70,0.01,0.1,2346.0,0.09998569687495819,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.2,0.029237405240521395,1.0,1.4,0.0065551535251355455
damped_osc_pow,70,0.02,0.1,2346.0,0.09998569687495819,0,1.34,1.0,0,3.0,3.0,9,9,rational_fit,1.36,0.02,0,1.16,0.029237405240521395,1.0,1.4,0.0065551535251355455
damped_osc_pow,80,0.0,0.1,2679.0,0.09999379349608606,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.1,0.028695980026194584,1.0,1.4,0.006013728310808734
damped_osc_pow,80,0.003,0.1,2679.0,0.09999379349608606,0,1.4,1.0,0,2.0,2.0,9,9,pade_22,1.4,0.0,0,1.1,0.028695980026194584,1.0,1.4,0.006013728310808734
damped_osc_pow,80,0.005,0.1,2679.0,0.09999379349608606,0,1.4,1.0,0,2.0,2.0,9,9,rational_fit,1.4,0.0,0,1.18,0.028695980026194584,1.0,1.4,0.006013728310808734
damped_osc_pow,80,0.01,0.1,2679.0,0.09999379349608606,0,1.4,1.0,0,1.0,1.0,9,8,richardson_1,1.4,0.0,1,1.0,0.028695980026194584,1.0,1.4,0.006013728310808734
damped_osc_pow,80,0.02,0.1,2679.0,0.09999379349608606,0,1.2,1.0,0,5.0,3.0,9,9,log_linear,1.28,0.08,0,0.96,0.028695980026194584,1.0,1.38,0.006013728310808734
damped_osc_pow,90,0.0,0.1,3014.0,0.09999319502597674,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.08,0.028253964891918497,1.0,1.4,0.005571713176532649
damped_osc_pow,90,0.003,0.1,3014.0,0.09999319502597674,0,1.38,1.0,0,4.0,1.0,9,9,rational_fit,1.4,0.02,0,1.0,0.028253964891918497,1.0,1.4,0.005571713176532649
damped_osc_pow,90,0.005,0.1,3014.0,0.09999319502597674,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.08,0.028253964891918497,1.0,1.4,0.005571713176532649
damped_osc_pow,90,0.01,0.1,3014.0,0.09999319502597674,0,1.4,1.0,0,1.0,3.0,9,9,richardson_1,1.4,0.0,1,1.06,0.028253964891918497,1.0,1.4,0.005571713176532649
damped_osc_pow,90,0.02,0.1,3014.0,0.09999319502597674,0,1.34,1.0,0,2.0,3.0,9,9,rational_fit,1.36,0.02,0,1.06,0.028253964891918497,1.0,1.4,0.005571713176532649
damped_osc_pow,100,0.0,0.1,3351.0,0.09998615598987086,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.08,0.02788498174788482,1.0,1.4,0.005202730032498971
damped_osc_pow,100,0.003,0.1,3351.0,0.09998615598987086,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.08,0.02788498174788482,1.0,1.4,0.005202730032498971
damped_osc_pow,100,0.005,0.1,3351.0,0.09998615598987086,0,1.38,1.0,0,4.0,3.0,9,9,rational_fit,1.4,0.02,0,1.08,0.02788498174788482,1.0,1.4,0.005202730032498971
damped_osc_pow,100,0.01,0.1,3351.0,0.09998615598987086,0,1.38,1.0,0,2.0,3.0,9,9,richardson_a10,1.4,0.02,0,1.02,0.02788498174788482,1.0,1.4,0.005202730032498971
damped_osc_pow,100,0.02,0.1,3351.0,0.09998615598987086,0,1.36,1.0,0,2.0,4.0,9,9,richardson_a10,1.38,0.02,0,1.1,0.02788498174788482,1.0,1.4,0.005202730032498971
damped_osc_pow,110,0.0,0.1,3689.0,0.09999145441751751,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,1.08,0.027572263620705424,1.0,1.4,0.004890011905319576
damped_osc_pow,110,0.003,0.1,3689.0,0.09999145441751751,0,1.38,1.0,0,3.0,1.0,9,8,richardson_a10,1.4,0.02,0,0.98,0.027572263620705424,1.0,1.4,0.004890011905319576
damped_osc_pow,110,0.005,0.1,3689.0,0.09999145441751751,0,1.34,1.0,0,2.0,3.0,9,9,richardson_a10,1.4,0.06,0,1.08,0.027572263620705424,1.0,1.4,0.004890011905319576
damped_osc_pow,110,0.01,0.1,3689.0,0.09999145441751751,0,1.3,1.0,0,2.0,1.0,9,9,richardson_a10,1.4,0.1,0,0.98,0.027572263620705424,1.0,1.4,0.004890011905319576
damped_osc_pow,110,0.02,0.1,3689.0,0.09999145441751751,0,1.34,1.0,0,1.0,1.0,9,9,richardson_1,1.34,0.0,1,1.04,0.027572263620705424,1.0,1.38,0.004890011905319576
damped_osc_pow,120,0.0,0.1,4029.0,0.09998943761096972,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,0.98,0.027302465646565098,1.0,1.4,0.00462021393117925
damped_osc_pow,120,0.003,0.1,4029.0,0.09998943761096972,0,1.38,1.0,0,4.0,3.0,9,9,rational_fit,1.4,0.02,0,0.98,0.027302465646565098,1.0,1.4,0.00462021393117925
damped_osc_pow,120,0.005,0.1,4029.0,0.09998943761096972,0,1.36,1.0,0,4.0,1.0,9,9,rational_fit,1.4,0.04,0,0.94,0.027302465646565098,1.0,1.4,0.00462021393117925
damped_osc_pow,120,0.01,0.1,4029.0,0.09998943761096972,0,1.38,1.0,0,2.0,2.0,9,9,richardson_a10,1.4,0.02,0,0.98,0.027302465646565098,1.0,1.4,0.00462021393117925
damped_osc_pow,120,0.02,0.1,4029.0,0.09998943761096972,0,1.22,1.0,0,2.0,2.0,9,9,richardson_a10,1.26,0.04,0,1.14,0.027302465646565098,1.0,1.38,0.00462021393117925
damped_osc_pow,130,0.0,0.1,4370.0,0.09999603532083293,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,0.98,0.02706748880387666,1.0,1.4,0.004385237088490812
damped_osc_pow,130,0.003,0.1,4370.0,0.09999603532083293,0,1.4,1.0,0,2.0,2.0,9,9,rational_fit,1.4,0.0,0,0.96,0.02706748880387666,1.0,1.4,0.004385237088490812
damped_osc_pow,130,0.005,0.1,4370.0,0.09999603532083293,0,1.36,1.0,0,3.0,4.0,9,9,rational_fit,1.4,0.04,0,0.94,0.02706748880387666,1.0,1.4,0.004385237088490812
damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,1.4,1.0,0,1.0,2.0,9,9,richardson_1,1.4,0.0,1,1.0,0.02706748880387666,1.0,1.4,0.004385237088490812
damped_osc_pow,130,0.02,0.1,4370.0,0.09999603532083293,0,1.34,1.0,0,2.0,4.0,9,9,richardson_a10,1.4,0.06,0,0.98,0.02706748880387666,1.0,1.4,0.004385237088490812
damped_osc_pow,140,0.0,0.1,4713.0,0.09999526683401652,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,0.94,0.026860070408178907,1.0,1.4,0.004177818692793054
damped_osc_pow,140,0.003,0.1,4713.0,0.09999526683401652,0,1.38,1.0,0,3.0,3.0,9,9,rational_fit,1.4,0.02,0,0.94,0.026860070408178907,1.0,1.4,0.004177818692793054
damped_osc_pow,140,0.005,0.1,4713.0,0.09999526683401652,0,1.4,1.0,0,2.0,3.0,9,9,rational_fit,1.4,0.0,0,0.94,0.026860070408178907,1.0,1.4,0.004177818692793054
damped_osc_pow,140,0.01,0.1,4713.0,0.09999526683401652,0,1.32,1.0,0,2.0,2.0,9,9,richardson_a10,1.4,0.08,0,0.96,0.026860070408178907,1.0,1.4,0.004177818692793054
damped_osc_pow,140,0.02,0.1,4713.0,0.09999526683401652,0,1.4,1.0,0,1.0,1.0,9,9,richardson_1,1.4,0.0,1,0.86,0.026860070408178907,1.0,1.4,0.004177818692793054
delayed_plateau,20,0.0,0.1,249.0,0.09925570496400136,0,1.4,1.0,0,4.0,4.0,9,9,log_linear,1.4,0.0,0,1.4,0.06481331894591388,1.0,1.4,0.049745979945103595
delayed_plateau,20,0.003,0.1,249.0,0.09925570496400136,0,1.4,1.0,0,2.0,2.0,9,9,log_linear,1.4,0.0,0,1.4,0.06481331894591388,1.0,1.4,0.049745979945103595
delayed_plateau,20,0.005,0.1,249.0,0.09925570496400136,0,1.4,1.0,0,4.0,4.0,9,9,pade_22,1.4,0.0,0,1.4,0.06481331894591388,1.0,1.4,0.049745979945103595
delayed_plateau,20,0.01,0.1,249.0,0.09925570496400136,0,1.4,1.0,0,4.0,4.0,9,9,pade_22,1.4,0.0,0,1.4,0.06481331894591388,1.0,1.4,0.049745979945103595
