regime,obs_idx,noise,seed,L_true,L_hat,log_log_slope,curvature_idx,oscillation_idx,noise_var,richardson_r2,diff_ratio_cv
heavy_noise_plat,20,0.0,6,0.046718712602854505,0.0,-0.23273511560235324,0.1616029810997783,0.5555555555555556,8.586170727335654e-05,0.8346693491942621,0.1011628280596008
broken_power_law,20,0.0,6,0.02785257252255923,0.0,-0.6035633668629092,0.018971191129169434,0.0,0.00022443256406607574,0.9968210820791825,0.07365278496575897
single_exp,20,0.0,7,0.017591773660721073,0.0,-0.2620093741130742,0.0021002632892353403,0.0,2.771044463443845e-08,0.8581517726192713,0.0002962357292750148
two_exp,20,0.0,7,0.06344727972922888,0.0,-0.21746670197211554,0.004892909961084994,0.0,1.3344459340876243e-06,0.9341495587433544,0.009745184103990737
three_exp,20,0.0,7,0.008367880456129805,0.0,-0.25993504849103743,0.0067697518114545685,0.0,5.266794307319176e-06,0.9553922759169791,0.015972246780373286
four_exp,20,0.0,7,0.08488241617637952,0.0,-0.18057358691467615,0.007112557894116093,0.0,5.0484322989226364e-06,0.9665431245212165,0.012791725560767676
power_law,20,0.0,7,0.013340271571497374,0.0,-0.5354224498003657,0.01654626755616022,0.0,0.00016593882066323197,0.9932399239193573,0.05929016095157841
rational_decay,20,0.0,7,0.133294005427522,0.0,-0.16252994055171913,0.0031454899875952434,0.0,2.151110914399885e-07,0.9081627977820762,0.004425607861515971
mixed_pow_rat,20,0.0,7,0.11430050472391674,0.0,-0.17524386429936967,0.01055029779012154,0.0,2.548480686420408e-05,0.988380510542136,0.01820435138524469
multiphase,20,0.0,7,0.35982155078562544,0.0,-0.13581826249761225,0.003027367157693745,0.0,9.630887144112043e-08,0.9115235059593979,0.004020324457842861
osc_exp,20,0.0,7,0.3600251758868029,0.0,-0.19421909021541348,0.0049370592542128154,0.0,3.2452606463441976e-06,0.8944760419961812,0.010689915789993674
damped_osc_pow,20,0.0,7,0.03393024262279522,0.0,-0.4574014837393857,0.01533953533761125,0.0,0.00019723105477764756,0.9933251244753517,0.05102145607432249
log_slow,20,0.0,7,0.23015787287721917,0.0,-0.1853579096878554,0.014128222779714634,0.0,7.853331387767457e-05,0.9989217326227776,0.027329411644167845
