method,regime,obs_idx,noise,target_g,n_f,achieved_g,capped,L_true,L_hat,is_trivial,is_oracle,valid_rate,cat_rate,beats_rate,med_error,med_skill,stability,n_seeds
log_linear,delayed_plateau,50,0.003,0.02,432.0,0.019934138372550796,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.323450773234247,14.148284770850273,1.4,20
weniger_d2,delayed_plateau,50,0.003,0.02,432.0,0.019934138372550796,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.02304726912627655,1.0,1.4,20
anderson_1,delayed_plateau,50,0.003,0.02,432.0,0.019934138372550796,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.4,0.4071282242843173,17.500373510230855,1.16,20
constant_assumed,delayed_plateau,50,0.003,0.02,432.0,0.019934138372550796,0,0.01506733900081029,0.0,1,0,1.0,0.0,1.0,0.02304726912627655,1.0,1.4,20
constant_oracle,delayed_plateau,50,0.003,0.02,432.0,0.019934138372550796,0,0.01506733900081029,0.0,1,1,1.0,0.0,1.0,0.007979930125466259,0.34736080219411924,1.4,20
current_value,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.23953060217670144,1.0846751089732427,1.0,20
richardson_1,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.2828361928033336,1.281499047377193,1.0,20
richardson_a10,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.3741793919691312,1.6915501587114765,1.0,20
single_exp_fit,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.08086363409925083,0.36930286109836513,1.4,20
rational_fit,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.14434168787355772,0.6521706055383905,1.4,20
pade_22,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.6794357649785423,3.0657026507228826,1.0,20
log_linear,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.2566869025279902,1.1653781748088536,1.0,20
weniger_d2,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.55,0.22143899221731206,1.0,1.22,20
anderson_1,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.45,0.23899161096026983,1.0848580655399696,1.18,20
constant_assumed,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,1,0,1.0,0.0,0.55,0.22143899221731206,1.0,1.22,20
constant_oracle,staircase,50,0.003,0.5,90.0,0.42857142857142855,0,0.04143899221731205,0.0,1,1,1.0,0.0,1.0,0.18,0.8128781230811933,1.4,20
current_value,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.39953060217670144,6.515657664224381,1.0,20
richardson_1,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.3826359185209688,6.240045992451176,1.4,20
richardson_a10,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.532056599130297,8.667965731772993,1.0,20
single_exp_fit,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.018339886901931418,0.4508409608470607,1.4,20
rational_fit,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.1287419563858881,2.0960614371404502,1.4,20
pade_22,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.7566842945763256,12.306849886646255,1.0,20
log_linear,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.34761241264684584,5.685643578808197,1.4,20
weniger_d2,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.061438992217312055,1.0,1.4,20
anderson_1,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.45,0.3989916109602698,6.515256626857537,1.18,20
constant_assumed,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,1,0,1.0,0.0,1.0,0.061438992217312055,1.0,1.4,20
constant_oracle,staircase,50,0.003,0.1,240.0,0.04761904761904762,0,0.04143899221731205,0.0,1,1,1.0,0.0,1.0,0.020000000000000004,0.3255946056493866,1.4,20
current_value,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.41953060217670146,10.146389870273715,1.0,20
richardson_1,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.3864278985609493,9.342877995623503,1.4,20
richardson_a10,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.5517381802044719,13.329779969274659,1.0,20
single_exp_fit,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.01675974933490792,0.6078364035205325,1.4,20
rational_fit,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.10996815846899079,2.6553762002500143,1.4,20
pade_22,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.7711226688801205,18.60040143121997,1.0,20
log_linear,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.34933149662469565,8.474382242582461,1.4,20
weniger_d2,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.04143899221731205,1.0,1.4,20
anderson_1,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.45,0.4189916109602698,10.144744515691094,1.18,20
constant_assumed,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,1,0,1.0,0.0,1.0,0.04143899221731205,1.0,1.4,20
constant_oracle,staircase,50,0.003,0.02,320.0,0.0,0,0.04143899221731205,0.0,1,1,1.0,0.0,1.0,0.0,0.0,1.4,20
current_value,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.0,0.0,0.00236867960503942,1.0,1.0,20
richardson_1,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.85,0.000580232044454284,0.2517874196555256,1.24,20
richardson_a10,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.2,0.25,0.004559544599234768,1.9624806224694393,0.7,20
single_exp_fit,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.65,0.000799912996507661,0.4583706890530268,1.16,20
rational_fit,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.75,0.0012111774106848255,0.5245694433144945,1.2,20
pade_22,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.9,0.0,0.027103895555250918,12.221087377555012,-0.8,20
log_linear,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.85,0.0005267577088969204,0.23621365465292457,1.24,20
weniger_d2,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.9,0.0,0.05678617524779923,23.06686316706682,-0.8,20
anderson_1,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.5,0.002114008615170429,1.0903793389902408,1.1,20
constant_assumed,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,1,0,1.0,0.9,0.0,0.05678617524779923,23.0668631670668,-0.8,20
constant_oracle,noisy_plateau,50,0.003,0.5,64.0,0.4965853037914094,0,0.0559709311682319,0.0,1,1,1.0,0.05,0.85,0.0008152440795673246,0.3451038493955473,1.24,20
current_value,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,1.0,0.0,0.0,0.0030273561336222297,1.0,1.0,20
richardson_1,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.7,0.0011343257964855098,0.5672239884002295,1.18,20
richardson_a10,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,1.0,0.25,0.2,0.005085500380252758,2.544297074100961,0.58,20
single_exp_fit,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.65,0.001093701410972047,0.6809356588678687,1.16,20
rational_fit,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,1.0,0.2,0.6,0.002466874921817134,0.836980415985858,0.84,20
pade_22,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,0.9,0.85,0.0,0.028048317480367953,15.662025999661424,-0.8,20
log_linear,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.65,0.0013301684674544012,0.5427385456288891,1.16,20
weniger_d2,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,1.0,0.9,0.0,0.05612749871921642,42.136494510474236,-0.8,20
anderson_1,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.5,0.0027726851437532406,1.2403342747832804,0.9,20
constant_assumed,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,1,0,1.0,0.9,0.0,0.05612749871921642,42.136494510474236,-0.8,20
constant_oracle,noisy_plateau,50,0.003,0.1,97.0,0.09536916221554956,0,0.0559709311682319,0.0,1,1,1.0,0.0,1.0,0.0001565675509845165,0.07465083783459839,1.4,20
current_value,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.0,0.0,0.003152313241232021,1.0,1.0,20
richardson_1,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.1,0.6,0.001851407977935855,0.9479414773393152,1.04,20
richardson_a10,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.25,0.2,0.005146606867469596,2.739162359074821,0.58,20
single_exp_fit,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.65,0.0012003796663787487,0.7726939157554438,0.96,20
rational_fit,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.2,0.4,0.003349641207441454,1.278219247674493,0.76,20
pade_22,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.75,0.0,0.02888998443318761,26.73051278928707,-0.5,20
log_linear,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.6,0.002544217445432463,1.1479557418121664,0.94,20
weniger_d2,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.9,0.0,0.05600254161160663,47.11059847304459,-0.8,20
anderson_1,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.5,0.0028976422513630317,1.264085060471571,0.9,20
constant_assumed,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,1,0,1.0,0.9,0.0,0.05600254161160663,47.11059847304459,-0.8,20
constant_oracle,noisy_plateau,50,0.003,0.02,129.0,0.01925470177538692,0,0.0559709311682319,0.0,1,1,1.0,0.0,1.0,3.161044337472545e-05,0.01603727676489875,1.4,20
current_value,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.031202424098469184,1.0020151740117256,1.0,20
richardson_1,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.2,0.03351527718813371,1.1186446733148858,1.08,20
richardson_a10,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.04475668675964209,1.486623652215017,1.0,20
single_exp_fit,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.05343893819906201,1.7748818159767243,1.0,20
rational_fit,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.03678627435942058,1.2279410818730754,1.0,20
pade_22,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.7,0.030129619970214627,1.0172404345654538,1.28,20
log_linear,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.0,1.0,0.013351473362217724,0.41891509468723487,1.4,20
weniger_d2,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.45,0.0,0.11435383454843852,3.5978038438800306,0.1,20
anderson_1,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.7,0.031609500630409584,1.0830368612906172,1.28,20
constant_assumed,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,1,0,1.0,0.45,0.0,0.11435383454843852,3.5978038438800306,0.1,20
constant_oracle,slow_osc_power,50,0.003,0.5,79.0,0.49925204009444785,0,0.0827862027832615,0.0,1,1,1.0,0.0,0.35,0.03156763176517702,1.0421989037348363,1.14,20
current_value,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.05645211543504097,1.0786818141040682,1.0,20
richardson_1,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.0,1.0,0.0452473654327537,0.8428021438231369,1.4,20
richardson_a10,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.06487696138678738,1.2129467866659158,1.0,20
single_exp_fit,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.07868862953470018,1.4688745937270709,1.0,20
rational_fit,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.85,0.054399386774915404,1.0091789096138788,1.34,20
pade_22,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.0,1.0,0.04661831578943291,0.886173637484068,1.4,20
log_linear,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.55,0.02597062523105751,0.6039104649892599,1.22,20
weniger_d2,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.35,0.35,0.08910414321186673,1.5627080618274192,0.44,20
anderson_1,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.7,0.05685919196698137,1.0702476438141544,1.28,20
constant_assumed,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,1,0,1.0,0.35,0.35,0.08910414321186673,1.5627080618274192,0.44,20
constant_oracle,slow_osc_power,50,0.003,0.1,1124.0,0.0999202180144496,0,0.0827862027832615,0.0,1,1,1.0,0.0,1.0,0.006317940428605229,0.11802155821246271,1.4,20
current_value,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.06150575541912434,1.0755959213425725,1.0,20
richardson_1,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.0,1.0,0.04858753016332027,0.8390156494784575,1.4,20
richardson_a10,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.0695834894801371,1.2049475623796988,1.0,20
single_exp_fit,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.0,0.08374226951878355,1.4446193713701188,1.0,20
rational_fit,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.9,0.05893238966900767,1.006961225291274,1.36,20
pade_22,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.0,1.0,0.05105207779649259,0.8976901900201799,1.4,20
log_linear,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.55,0.049224784684517686,0.7929932688334056,1.22,20
weniger_d2,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.3,0.45,0.08405050322778335,1.3541598482777568,0.58,20
anderson_1,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,0,0,1.0,0.0,0.7,0.061912831951064756,1.0999199062153717,1.28,20
constant_assumed,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,1,0,1.0,0.3,0.45,0.08405050322778335,1.3541598482777568,0.58,20
constant_oracle,slow_osc_power,50,0.003,0.02,10719.0,0.01999530978171582,0,0.0827862027832615,0.0,1,1,1.0,0.0,1.0,0.0012643004445218459,0.021893342734005956,1.4,20
current_value,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,1.0,0.0,0.0,0.12196055801215062,2.071267082003992,1.0,20
richardson_1,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.014401459639703712,0.25200636124810694,1.4,20
richardson_a10,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.11302301536555347,1.943731905965696,1.4,20
single_exp_fit,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.0741688720814311,1.2873122774179242,1.4,20
rational_fit,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.010996638602546821,0.19005147985315574,1.4,20
pade_22,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,0.9,0.25,0.0,0.5616223874218909,9.692450314584582,0.4,20
log_linear,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.022463859477563658,0.393280171060018,1.4,20
weniger_d2,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,1.0,0.0,0.0,0.17557350247455772,3.073234126710525,1.0,20
anderson_1,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,0,0,1.0,0.0,0.45,0.11883469029282356,2.0405656334059046,1.18,20
constant_assumed,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,1,0,1.0,0.0,0.0,0.17557350247455772,3.073234126710525,1.0,20
constant_oracle,log_oscillatory,50,0.003,0.5,238.0,0.49806914918578726,0,0.05622670931379487,0.0,1,1,1.0,0.0,0.65,0.11934679316076284,2.0545070024718823,1.26,20
current_value,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.0,0.17995684071077406,1.5985076809268932,1.0,20
richardson_1,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.9,0.08154936503007508,0.7082448546709098,1.36,20
richardson_a10,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.1687089621743456,1.4816592263733273,1.4,20
single_exp_fit,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.1321651547323194,1.1656136016025664,1.4,20
rational_fit,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.0522361587758845,0.4741451319633953,1.4,20
pade_22,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,0.65,0.35,0.0,0.5521556466569751,5.504689302731953,-0.05,20
log_linear,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.9,0.08622665087486064,0.7488859784835851,1.36,20
weniger_d2,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.75,0.11757721977593429,1.021136945923474,1.3,20
anderson_1,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.45,0.176830972991447,1.5751237937795566,1.18,20
constant_assumed,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,1,0,1.0,0.0,0.75,0.11757721977593429,1.021136945923474,1.3,20
constant_oracle,log_oscillatory,50,0.003,0.1,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,1,1,1.0,0.0,1.0,0.06135051046213941,0.540891670956815,1.4,20
current_value,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.0,0.17995684071077406,1.5985076809268932,1.0,20
richardson_1,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.9,0.08154936503007508,0.7082448546709098,1.36,20
richardson_a10,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.1687089621743456,1.4816592263733273,1.4,20
single_exp_fit,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.1321651547323194,1.1656136016025664,1.4,20
rational_fit,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,1.0,0.0522361587758845,0.4741451319633953,1.4,20
pade_22,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,0.65,0.35,0.0,0.5521556466569751,5.504689302731953,-0.05,20
log_linear,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.9,0.08622665087486064,0.7488859784835851,1.36,20
weniger_d2,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.75,0.11757721977593429,1.021136945923474,1.3,20
anderson_1,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,0,0,1.0,0.0,0.45,0.176830972991447,1.5751237937795566,1.18,20
constant_assumed,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,1,0,1.0,0.0,0.75,0.11757721977593429,1.021136945923474,1.3,20
constant_oracle,log_oscillatory,50,0.003,0.02,50000.0,0.2560336623945213,1,0.05622670931379487,0.0,1,1,1.0,0.0,1.0,0.06135051046213941,0.540891670956815,1.4,20
current_value,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,1.0,0.0,0.0,0.003141558871673141,1.0,1.0,20
richardson_1,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,1.0,0.05,0.65,0.0017494631174876365,0.4561462269688038,1.16,20
richardson_a10,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,1.0,0.2,0.35,0.004792928448789872,1.6160070985634563,0.74,20
single_exp_fit,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,1.0,0.0,0.75,0.0008031191305766022,0.3689707542096974,1.3,20
rational_fit,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,1.0,0.1,0.6,0.0016644057992083608,0.7053876272274553,1.04,20
pade_22,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,0.9,0.9,0.0,0.04008999376714871,28.03641948987,-0.9,20
log_linear,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,0.8,0.3,0.3,0.0032985971500628566,1.4038991964293202,0.32,20
weniger_d2,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,0.9,0.7,0.0,0.04687567930614804,24.94698828448127,-0.5,20
anderson_1,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,0,0,1.0,0.15,0.45,0.0033718927617616278,1.0515797698776819,0.88,20
constant_assumed,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,1,0,1.0,0.6,0.0,0.03650456374433372,22.740482728297188,-0.2,20
constant_oracle,heavy_noise_plat,50,0.003,0.5,57.0,0.4965853037914094,0,0.036337265471460156,0.0,1,1,1.0,0.0,1.0,0.00016729827287356377,0.05756127645547134,1.4,20
current_value,heavy_noise_plat,50,0.003,0.1,74.0,0.09071795328941246,0,0.036337265471460156,0.0,0,0,1.0,0.0,0.0,0.003169175396766317,1.0,1.0,20
richardson_1,heavy_noise_plat,50,0.003,0.1,74.0,0.09071795328941246,0,0.036337265471460156,0.0,0,0,1.0,0.15,0.5,0.0033682235924763267,1.139244492879706,0.9,20
richardson_a10,heavy_noise_plat,50,0.003,0.1,74.0,0.09071795328941246,0,0.036337265471460156,0.0,0,0,1.0,0.2,0.35,0.004702417907957831,1.6275480133584557,0.74,20
single_exp_fit,heavy_noise_plat,50,0.003,0.1,74.0,0.09071795328941246,0,0.036337265471460156,0.0,0,0,1.0,0.0,0.75,0.0008333217839516169,0.36848409422740924,1.3,20
rational_fit,heavy_noise_plat,50,0.003,0.1,74.0,0.09071795328941246,0,0.036337265471460156,0.0,0,0,1.0,0.15,0.45,0.0029628000920912095,1.1672731145401163,0.88,20
