method,regime,obs_idx,noise,target_g,n_f,achieved_g,capped,L_true,L_hat,is_trivial,is_oracle,valid_rate,cat_rate,beats_rate,med_error,med_skill,stability,n_seeds
pade_22,osc_exp,130,0.01,0.02,259.0,0.019116798063378165,0,0.08763959043701465,0.0,0,0,1.0,0.75,0.0,0.12401815287924858,41.489353258641316,-0.5,20
log_linear,osc_exp,130,0.01,0.02,259.0,0.019116798063378165,0,0.08763959043701465,0.0,0,0,1.0,0.2,0.2,0.029645864461000787,7.17198261029831,0.68,20
weniger_d2,osc_exp,130,0.01,0.02,259.0,0.019116798063378165,0,0.08763959043701465,0.0,0,0,1.0,0.7,0.15,0.08793674769632526,23.959070885469387,-0.34,20
anderson_1,osc_exp,130,0.01,0.02,259.0,0.019116798063378165,0,0.08763959043701465,0.0,0,0,1.0,0.05,0.55,0.01304752647714457,3.473923179017927,1.12,20
constant_assumed,osc_exp,130,0.01,0.02,259.0,0.019116798063378165,0,0.08763959043701465,0.0,1,0,1.0,0.7,0.15,0.08793674769632526,23.959070885469387,-0.34,20
constant_oracle,osc_exp,130,0.01,0.02,259.0,0.019116798063378165,0,0.08763959043701465,0.0,1,1,1.0,0.0,1.0,0.00029715725931061393,0.07982356839259769,1.4,20
current_value,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.027384342057734594,3.633524593385527,1.0,20
richardson_1,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.005460594743394831,0.8761620960903516,1.4,20
richardson_a10,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.007922898101520078,1.1885891442843746,1.4,20
single_exp_fit,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.9,0.01820138049678472,2.5820817016287334,1.36,20
rational_fit,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.0065773767473309135,0.8255604239086958,1.4,20
pade_22,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.03500866293120496,4.934206348644633,1.0,20
log_linear,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.0026525373167465283,0.4092878363268068,1.4,20
weniger_d2,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.25,0.2,0.04458090154429968,6.7887961547374225,0.58,20
anderson_1,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.6,0.023152234628501803,3.45879386543636,1.24,20
constant_assumed,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,1,0,1.0,0.25,0.2,0.04458090154429968,6.7887961547374225,0.58,20
constant_oracle,damped_osc_pow,130,0.01,0.5,374.0,0.4993522853114963,0,0.02268225171538585,0.0,1,1,1.0,0.0,0.7,0.021898649828913836,3.054827944604466,1.28,20
current_value,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.04489775479815762,2.0242696307902044,1.0,20
richardson_1,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.013499481774241828,0.6713172193703213,1.4,20
richardson_a10,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.01825343361949086,0.9163534143903262,1.4,20
single_exp_fit,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.9,0.0357062799886108,1.6108196620863757,1.36,20
rational_fit,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.95,0.015043281403899583,0.7607140326906126,1.38,20
pade_22,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.05276178873943497,2.609906054303183,1.0,20
log_linear,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.9,0.01012390897823576,0.5786244345101512,1.36,20
weniger_d2,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.15,0.75,0.02706748880387666,1.1443549305788832,1.0,20
anderson_1,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.6,0.040665647368924834,2.035929381333358,1.24,20
constant_assumed,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,1,0,1.0,0.15,0.75,0.02706748880387666,1.1443549305788832,1.0,20
constant_oracle,damped_osc_pow,130,0.01,0.1,4370.0,0.09999603532083293,0,0.02268225171538585,0.0,1,1,1.0,0.0,1.0,0.004385237088490812,0.2025072981805658,1.4,20
current_value,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.048311625856516674,2.155203473570932,1.0,20
richardson_1,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.01766579840080972,0.8338119686738503,1.4,20
richardson_a10,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.021053789897144085,1.0104436703446467,1.4,20
single_exp_fit,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.0,0.9,0.03912015104696985,1.534787744351044,1.36,20
rational_fit,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.0,0.95,0.016988380679516725,0.9207832860089958,1.38,20
pade_22,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.056190728650000826,2.5019785515279347,1.0,20
log_linear,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.0,0.75,0.013949982263292934,0.8489016226895616,1.3,20
weniger_d2,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.15,0.75,0.023653617745517608,1.0,1.0,20
anderson_1,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,0,0,1.0,0.0,0.6,0.04407951842728389,2.580114304239903,1.24,20
constant_assumed,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,1,0,1.0,0.15,0.75,0.023653617745517608,1.0,1.0,20
constant_oracle,damped_osc_pow,130,0.01,0.02,50000.0,0.022149943069997336,1,0.02268225171538585,0.0,1,1,1.0,0.0,1.0,0.0009713660301317569,0.043710197550229715,1.4,20
current_value,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.0,0.0,0.0758780255802128,1.2442493039319409,1.0,20
richardson_1,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.056370909564469135,0.8604894671719675,1.4,20
richardson_a10,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.05997295102117506,0.9053721627869916,1.4,20
single_exp_fit,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.0,0.45,0.08428396646699017,1.262027584870347,1.18,20
rational_fit,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.0,0.7,0.06446224099128875,1.017573083141604,1.28,20
pade_22,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.0,0.0,0.09853897052462916,1.519568094616242,1.0,20
log_linear,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.033813509155604375,0.5219835581732624,1.4,20
weniger_d2,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.05,0.0,0.11064871855597762,1.7761487396063378,0.9,20
anderson_1,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,0,0,1.0,0.0,0.5,0.08290194852669844,1.2742899973865964,1.2,20
constant_assumed,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,1,0,1.0,0.05,0.0,0.11064871855597762,1.7761487396063378,0.9,20
constant_oracle,log_slow,130,0.01,0.5,17612.0,0.4999983277412786,0,0.02881976030854215,0.0,1,1,1.0,0.0,0.4,0.08182895824743547,1.2751982613371702,1.16,20
current_value,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.0,0.08376868681472739,1.2171671526005985,1.0,20
richardson_1,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.06529957246202668,0.8738482749787022,1.4,20
richardson_a10,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.06774039299692203,0.9139427736201429,1.4,20
single_exp_fit,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.5,0.08984978751424236,1.2338224085790928,1.2,20
rational_fit,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.7,0.07224973469499296,0.9834099521838339,1.28,20
pade_22,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.0,0.10643149970890424,1.4629068882210863,1.0,20
log_linear,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.04159849939930951,0.5599511205462135,1.4,20
weniger_d2,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.05,0.2,0.10275805732146302,1.4506366658788385,0.98,20
anderson_1,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.5,0.09079260976121303,1.245264985742295,1.2,20
constant_assumed,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,1,0,1.0,0.05,0.2,0.10275805732146302,1.4506366658788385,0.98,20
constant_oracle,log_slow,130,0.01,0.1,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,1,1,1.0,0.0,1.0,0.07393829701292087,1.02606026895313,1.4,20
current_value,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.0,0.08376868681472739,1.2171671526005985,1.0,20
richardson_1,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.06529957246202668,0.8738482749787022,1.4,20
richardson_a10,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.06774039299692203,0.9139427736201429,1.4,20
single_exp_fit,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.5,0.08984978751424236,1.2338224085790928,1.2,20
rational_fit,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.7,0.07224973469499296,0.9834099521838339,1.28,20
pade_22,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.0,0.10643149970890424,1.4629068882210863,1.0,20
log_linear,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,1.0,0.04159849939930951,0.5599511205462135,1.4,20
weniger_d2,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.05,0.2,0.10275805732146302,1.4506366658788385,0.98,20
anderson_1,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,0,0,1.0,0.0,0.5,0.09079260976121303,1.245264985742295,1.2,20
constant_assumed,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,1,0,1.0,0.05,0.2,0.10275805732146302,1.4506366658788385,0.98,20
constant_oracle,log_slow,130,0.01,0.02,50000.0,0.45178413185599886,1,0.02881976030854215,0.0,1,1,1.0,0.0,1.0,0.07393829701292087,1.02606026895313,1.4,20
current_value,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.0,0.08093565317448392,1.0730039762044696,1.0,20
richardson_1,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.05201788035704506,0.6995116134639479,1.4,20
richardson_a10,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.03096524065640234,0.42267345414253554,1.4,20
single_exp_fit,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.009255003899826662,0.12110526635194896,1.4,20
rational_fit,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.027560550788772432,0.3640601259600781,1.4,20
pade_22,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,0.9,0.15,0.3,0.11560939691006991,1.6214104851994402,0.72,20
log_linear,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.024345576166293237,0.3378223427209692,1.4,20
weniger_d2,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.05,0.09626850894277791,1.5035423735185287,1.02,20
anderson_1,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.55,0.0822400608132696,1.1064288382878034,1.22,20
constant_assumed,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,1,0,1.0,0.0,0.05,0.09626850894277791,1.5035423735185287,1.02,20
constant_oracle,delayed_plateau,130,0.01,0.5,200.0,0.496585303789858,0,0.01506733900081029,0.0,1,1,1.0,0.0,0.45,0.08120116994196762,1.1272579655395165,1.18,20
current_value,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.0,0.1459057149966413,4.380176630467314,1.0,20
richardson_1,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.06900342018973529,2.209077161889323,1.4,20
richardson_a10,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.049240133102489536,1.4016567887851341,1.4,20
single_exp_fit,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.02049748043566353,0.3342090001489819,1.4,20
rational_fit,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.04028129027775935,1.25736188718242,1.4,20
pade_22,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,0.75,0.45,0.15,0.4004335251637541,13.352060596326945,-0.09,20
log_linear,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.03665892642040995,1.1868632532423864,1.4,20
weniger_d2,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.95,0.03129844712062054,1.0,1.38,20
anderson_1,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.55,0.147210122635427,3.7950905874093523,1.22,20
constant_assumed,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,1,0,1.0,0.0,0.95,0.03129844712062054,1.0,1.38,20
constant_oracle,delayed_plateau,130,0.01,0.1,361.0,0.09926125155933554,0,0.01506733900081029,0.0,1,1,1.0,0.0,1.0,0.01623110811981025,0.5194988680140394,1.4,20
current_value,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.0,0.15889242564058698,8.20793897807503,1.0,20
richardson_1,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.06021084827958621,3.307115446027499,1.4,20
richardson_a10,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.04428059937836555,2.1071863693817954,1.4,20
single_exp_fit,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.024328640794667677,0.7694444836137808,1.4,20
rational_fit,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.03273344524217376,1.7060852745010717,1.4,20
pade_22,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,0.7,0.55,0.05,0.5892497515566338,27.793402478961532,-0.38,20
log_linear,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,1.0,0.0,1.0,0.030382706799214367,1.6412268864477297,1.4,20
weniger_d2,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.95,0.01831173647667487,1.0,1.38,20
anderson_1,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,0,0,1.0,0.0,0.55,0.16019683327937265,7.52579475441839,1.22,20
constant_assumed,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,1,0,1.0,0.0,0.95,0.01831173647667487,1.0,1.38,20
constant_oracle,delayed_plateau,130,0.01,0.02,522.0,0.019841094744308303,0,0.01506733900081029,0.0,1,1,1.0,0.0,1.0,0.0032443974758645765,0.1780845480386372,1.4,20
current_value,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.050442337136565533,1.0,1.0,20
richardson_1,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.1,0.08514480483296746,1.6538635533615176,1.04,20
richardson_a10,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.1,0.06000165207213686,1.2381138726790517,1.04,20
single_exp_fit,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.09220263836800124,1.8959538117730137,1.0,20
rational_fit,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.1,0.06191636832510002,1.2810303721347522,1.04,20
pade_22,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.7,0.0,0.26305270911183176,5.466156786096567,-0.4,20
log_linear,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.15,0.06075236429649174,1.2036535538072821,1.06,20
weniger_d2,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.15,0.1,0.09143899221731205,1.9968236614215082,0.74,20
anderson_1,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.12702269745184222,2.6152923823370333,1.0,20
constant_assumed,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,1,0,1.0,0.15,0.1,0.09143899221731205,1.9968236614215082,0.74,20
constant_oracle,staircase,130,0.01,0.5,170.0,0.5,0,0.04143899221731205,0.0,1,1,1.0,0.0,0.55,0.05,0.9912378632991644,1.22,20
current_value,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.10044233713656553,2.318704696522219,1.0,20
richardson_1,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.95,0.07554363470804075,1.8240282289860725,1.38,20
richardson_a10,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.04772207390840022,1.059737443668854,1.4,20
single_exp_fit,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.13670379570653668,3.2696296045319926,1.0,20
rational_fit,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.04306850447976508,1.0401099917686936,1.4,20
pade_22,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.28602652343007695,7.062789359894763,1.0,20
log_linear,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.044947760834617594,1.045996282696382,1.4,20
weniger_d2,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.75,0.04143899221731205,1.0,1.3,20
anderson_1,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.1770226974518422,4.463221140321799,1.0,20
constant_assumed,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,1,0,1.0,0.0,0.75,0.04143899221731205,1.0,1.3,20
constant_oracle,staircase,130,0.01,0.1,320.0,0.0,0,0.04143899221731205,0.0,1,1,1.0,0.0,1.0,0.0,0.0,1.4,20
current_value,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.10044233713656553,2.318704696522219,1.0,20
richardson_1,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.95,0.07554363470804075,1.8240282289860725,1.38,20
richardson_a10,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.04772207390840022,1.059737443668854,1.4,20
single_exp_fit,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.13670379570653668,3.2696296045319926,1.0,20
rational_fit,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.04306850447976508,1.0401099917686936,1.4,20
pade_22,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.28602652343007695,7.062789359894763,1.0,20
log_linear,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,1.0,0.044947760834617594,1.045996282696382,1.4,20
weniger_d2,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.75,0.04143899221731205,1.0,1.3,20
anderson_1,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,0,0,1.0,0.0,0.0,0.1770226974518422,4.463221140321799,1.0,20
constant_assumed,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,1,0,1.0,0.0,0.75,0.04143899221731205,1.0,1.3,20
constant_oracle,staircase,130,0.01,0.02,320.0,0.0,0,0.04143899221731205,0.0,1,1,1.0,0.0,1.0,0.0,0.0,1.4,20
current_value,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.0,0.0,0.0019470313564698832,10.580734243177387,1.0,20
richardson_1,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.6,0.000709530379753652,4.503830411275439,0.94,20
richardson_a10,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.7,0.0006626382493444966,3.7139222828589418,0.98,20
single_exp_fit,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.1,0.65,0.0003128070206898535,1.1891643442626294,1.06,20
rational_fit,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.65,0.00020605188013778433,1.0571289865217166,0.96,20
pade_22,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.05,0.85,0.00044993618845722873,3.650048762587021,1.24,20
log_linear,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.6,0.0007267972820249533,4.605815483245669,0.94,20
weniger_d2,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.9,0.0,0.05598586288439944,511.175291199141,-0.8,20
anderson_1,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,0,0,1.0,0.2,0.45,0.0013676331977168325,5.684559877046354,0.78,20
constant_assumed,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,1,0,1.0,0.9,0.0,0.05598586288439944,511.175291199141,-0.8,20
constant_oracle,noisy_plateau,130,0.01,0.5,144.0,0.49658530379140947,0,0.0559709311682319,0.0,1,1,1.0,0.0,1.0,1.4931716167534276e-05,0.10343034902422167,1.4,20
current_value,noisy_plateau,130,0.01,0.1,177.0,0.09536916221554967,0,0.0559709311682319,0.0,0,0,1.0,0.0,0.0,0.0019470313564698815,10.159364925263777,1.0,20
richardson_1,noisy_plateau,130,0.01,0.1,177.0,0.09536916221554967,0,0.0559709311682319,0.0,0,0,1.0,0.2,0.6,0.0008759729776008293,5.740940299630475,0.84,20
richardson_a10,noisy_plateau,130,0.01,0.1,177.0,0.09536916221554967,0,0.0559709311682319,0.0,0,0,1.0,0.15,0.6,0.0009042397525160784,4.946959280713587,0.94,20
single_exp_fit,noisy_plateau,130,0.01,0.1,177.0,0.09536916221554967,0,0.0559709311682319,0.0,0,0,1.0,0.2,0.65,0.00034427266684735475,1.1773588589387853,0.86,20
rational_fit,noisy_plateau,130,0.01,0.1,177.0,0.09536916221554967,0,0.0559709311682319,0.0,0,0,1.0,0.25,0.65,0.00031387583607790474,1.0907331436391656,0.76,20
pade_22,noisy_plateau,130,0.01,0.1,177.0,0.09536916221554967,0,0.0559709311682319,0.0,0,0,1.0,0.1,0.9,0.00047757722845709425,2.9308362437067825,1.16,20
