regime,obs_idx,target_g,method,n_f,achieved_g,med_med_error,med_med_skill,n
log_oscillatory,40,0.1,richardson_1,50000.0,0.30497849550050343,0.08594297178218721,0.7512226140434068,5
log_oscillatory,40,0.1,richardson_a10,50000.0,0.30497849550050343,0.17419076355355972,1.6089404106945,5
log_oscillatory,40,0.1,single_exp_fit,50000.0,0.30497849550050343,0.08692315752733301,0.8046696380929284,5
log_oscillatory,40,0.1,rational_fit,50000.0,0.30497849550050343,0.04654285243792804,0.48308977328366115,5
log_oscillatory,40,0.1,pade_22,50000.0,0.30497849550050343,0.057176431607289926,0.5342886152429539,5
log_oscillatory,40,0.1,log_linear,50000.0,0.30497849550050343,0.09607439486420691,0.8464689505233367,5
log_oscillatory,40,0.1,weniger_d2,50000.0,0.30497849550050343,0.11757721977593429,1.0279760248423373,5
log_oscillatory,40,0.1,anderson_1,50000.0,0.30497849550050343,0.1341597186345394,1.2660964458540656,5
log_oscillatory,40,0.1,constant_assumed,50000.0,0.30497849550050343,0.11757721977593429,1.027976024842311,5
log_oscillatory,40,0.1,constant_oracle,50000.0,0.30497849550050343,0.06135051046213941,0.5647018287614155,5
log_oscillatory,40,0.02,current_value,50000.0,0.30497849550050343,0.13981288750615486,1.320304549650672,5
log_oscillatory,40,0.02,richardson_1,50000.0,0.30497849550050343,0.08594297178218721,0.7512226140434068,5
log_oscillatory,40,0.02,richardson_a10,50000.0,0.30497849550050343,0.17419076355355972,1.6089404106945,5
log_oscillatory,40,0.02,single_exp_fit,50000.0,0.30497849550050343,0.08692315752733301,0.8046696380929284,5
log_oscillatory,40,0.02,rational_fit,50000.0,0.30497849550050343,0.04654285243792804,0.48308977328366115,5
log_oscillatory,40,0.02,pade_22,50000.0,0.30497849550050343,0.057176431607289926,0.5342886152429539,5
log_oscillatory,40,0.02,log_linear,50000.0,0.30497849550050343,0.09607439486420691,0.8464689505233367,5
log_oscillatory,40,0.02,weniger_d2,50000.0,0.30497849550050343,0.11757721977593429,1.0279760248423373,5
log_oscillatory,40,0.02,anderson_1,50000.0,0.30497849550050343,0.1341597186345394,1.2660964458540656,5
log_oscillatory,40,0.02,constant_assumed,50000.0,0.30497849550050343,0.11757721977593429,1.027976024842311,5
log_oscillatory,40,0.02,constant_oracle,50000.0,0.30497849550050343,0.06135051046213941,0.5647018287614155,5
broken_power_law,40,0.1,current_value,50000.0,0.37317624894888063,0.017730866501893334,1.2589884159575897,5
broken_power_law,40,0.1,richardson_1,50000.0,0.37317624894888063,0.03814913322843748,2.839866853887883,5
broken_power_law,40,0.1,richardson_a10,50000.0,0.37317624894888063,0.02247345236623026,1.6305655122042961,5
broken_power_law,40,0.1,single_exp_fit,50000.0,0.37317624894888063,0.03147106186948056,2.2984606983043,5
broken_power_law,40,0.1,rational_fit,50000.0,0.37317624894888063,0.004882776652755504,0.3424469904160249,5
broken_power_law,40,0.1,pade_22,50000.0,0.37317624894888063,0.009060720468017744,0.5698570554281486,5
broken_power_law,40,0.1,log_linear,50000.0,0.37317624894888063,0.04787849454592774,3.6911354010947206,5
broken_power_law,40,0.1,weniger_d2,50000.0,0.37317624894888063,0.049361440175231835,3.7975380744446934,5
broken_power_law,40,0.1,anderson_1,50000.0,0.37317624894888063,0.0182171084986704,1.390429587297723,5
broken_power_law,40,0.1,constant_assumed,50000.0,0.37317624894888063,0.049361440175231835,3.7975380744446934,5
broken_power_law,40,0.1,constant_oracle,50000.0,0.37317624894888063,0.010555978838859122,0.7863154223493828,5
