selector,regime,obs_idx,noise,target_g,n_f,achieved_g,chosen_method,achieved_stability
fixed_current,log_oscillatory,120,0.02,0.02,50000.0,0.4340556646869982,current_value,1.0
fixed_current,log_oscillatory,120,0.02,0.1,50000.0,0.4340556646869982,current_value,1.0
fixed_current,log_oscillatory,130,0.0,0.02,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.0,0.1,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.003,0.02,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.003,0.1,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.005,0.02,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.005,0.1,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.01,0.02,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.01,0.1,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.02,0.02,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,130,0.02,0.1,50000.0,0.3343738214430089,current_value,1.0
fixed_current,log_oscillatory,140,0.0,0.02,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.0,0.1,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.003,0.02,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.003,0.1,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.005,0.02,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.005,0.1,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.01,0.02,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.01,0.1,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.02,0.02,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_oscillatory,140,0.02,0.1,50000.0,0.3259058858325173,current_value,1.0
fixed_current,log_slow,20,0.0,0.02,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.0,0.1,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.003,0.02,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.003,0.1,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.005,0.02,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.005,0.1,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.01,0.02,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.01,0.1,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.02,0.02,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,20,0.02,0.1,50000.0,0.2886523358250798,current_value,1.0
fixed_current,log_slow,30,0.0,0.02,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.0,0.1,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.003,0.02,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.003,0.1,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.005,0.02,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.005,0.1,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.01,0.02,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.01,0.1,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.02,0.02,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,30,0.02,0.1,50000.0,0.3223648749744652,current_value,1.0
fixed_current,log_slow,40,0.0,0.02,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.0,0.1,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.003,0.02,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.003,0.1,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.005,0.02,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.005,0.1,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.01,0.02,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.01,0.1,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.02,0.02,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,40,0.02,0.1,50000.0,0.3470134055140294,current_value,1.0
fixed_current,log_slow,50,0.0,0.02,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.0,0.1,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.003,0.02,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.003,0.1,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.005,0.02,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.005,0.1,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.01,0.02,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.01,0.1,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.02,0.02,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,50,0.02,0.1,50000.0,0.3664532001500322,current_value,1.0
fixed_current,log_slow,60,0.0,0.02,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.0,0.1,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.003,0.02,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.003,0.1,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.005,0.02,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.005,0.1,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.01,0.02,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.01,0.1,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.02,0.02,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,60,0.02,0.1,50000.0,0.3825061917106075,current_value,1.0
fixed_current,log_slow,70,0.0,0.02,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.0,0.1,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.003,0.02,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.003,0.1,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.005,0.02,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.005,0.1,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.01,0.02,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.01,0.1,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.02,0.02,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,70,0.02,0.1,50000.0,0.3961792165921883,current_value,1.0
fixed_current,log_slow,80,0.0,0.02,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.0,0.1,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.003,0.02,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.003,0.1,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.005,0.02,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.005,0.1,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.01,0.02,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.01,0.1,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.02,0.02,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,80,0.02,0.1,50000.0,0.4080877018181774,current_value,1.0
fixed_current,log_slow,90,0.0,0.02,50000.0,0.41863546463489,current_value,1.0
fixed_current,log_slow,90,0.0,0.1,50000.0,0.41863546463489,current_value,1.0
fixed_current,log_slow,90,0.003,0.02,50000.0,0.41863546463489,current_value,1.0
fixed_current,log_slow,90,0.003,0.1,50000.0,0.41863546463489,current_value,1.0
fixed_current,log_slow,90,0.005,0.02,50000.0,0.41863546463489,current_value,1.0
fixed_current,log_slow,90,0.005,0.1,50000.0,0.41863546463489,current_value,1.0
fixed_current,log_slow,90,0.01,0.02,50000.0,0.41863546463489,current_value,1.0
