assumed_mode,method,target_g,noise,regime_set,n_capped_excluded,valid_rate,cat_rate,med_error,med_skill,n,med_skill_vs_assumed,win_rate_vs_assumed,med_skill_vs_last,win_rate_vs_last,med_skill_vs_wmean,win_rate_vs_wmean,med_skill_vs_wmin,win_rate_vs_wmin
zero,richardson_1,0.5,0.0,core,0,1.0,0.0194,0.01520040605163325,0.4116894863412872,360,0.125,0.8806,0.2995,0.7694,0.2059,0.8667,0.2896,0.8028
zero,richardson_1,0.5,0.0,holdout,0,1.0,0.0,0.007436790798574948,0.202522060937357,120,0.055,0.8667,0.2025,0.8333,0.0975,1.0,0.2025,0.8333
zero,richardson_2,0.5,0.0,core,0,0.9778,0.0861,0.011803382598312505,0.38381609338113853,360,0.0971,0.8722,0.302,0.7528,0.1815,0.8278,0.243,0.7861
zero,richardson_2,0.5,0.0,holdout,0,0.9667,0.0333,0.005705827021005859,0.18159813284500181,120,0.0575,0.85,0.1816,0.8083,0.0826,0.9667,0.1816,0.8083
zero,richardson_3,0.5,0.0,core,0,0.9583,0.0778,0.010020128125497185,0.3901113016396542,360,0.1003,0.8583,0.3314,0.7528,0.1941,0.7972,0.3028,0.7861
zero,richardson_3,0.5,0.0,holdout,0,0.9417,0.0583,0.0057657996932348465,0.17088830513826544,120,0.0521,0.8333,0.1709,0.7833,0.0793,0.9417,0.1709,0.7833
zero,single_exp_fit,0.5,0.0,core,0,1.0,0.0056,0.020518146546301692,0.6289163513354179,360,0.198,0.9889,0.4673,0.8944,0.2866,0.8917,0.4649,0.8889
zero,single_exp_fit,0.5,0.0,holdout,0,1.0,0.0,0.01261653224304679,0.5525332512970811,120,0.2011,1.0,0.5525,1.0,0.1872,1.0,0.5525,1.0
zero,double_exp_fit,0.5,0.0,core,0,0.9722,0.0333,0.011785944204273112,0.4510040697284518,360,0.1002,0.9722,0.3079,0.8667,0.2857,0.8833,0.2163,0.8611
zero,double_exp_fit,0.5,0.0,holdout,0,1.0,0.0,0.006880035317054237,0.39054565750310233,120,0.06,1.0,0.3905,1.0,0.1775,1.0,0.3905,1.0
zero,rational_fit,0.5,0.0,core,0,1.0,0.0056,0.016586181643208887,0.42208737386903183,360,0.0898,0.9417,0.3079,0.8417,0.1998,0.8472,0.2394,0.8444
zero,rational_fit,0.5,0.0,holdout,0,1.0,0.0,0.004096626686412665,0.09404453352006509,120,0.0412,0.8833,0.094,0.85,0.051,1.0,0.094,0.85
zero,log_fit,0.5,0.0,core,0,1.0,0.0417,0.03854709113758429,0.9435004492006844,360,0.2977,0.825,0.8106,0.6306,0.5348,0.925,0.8475,0.6611
zero,log_fit,0.5,0.0,holdout,0,1.0,0.0,0.03896445855338471,0.9795408029477248,120,0.383,0.7083,0.9795,0.5083,0.5089,1.0,0.9795,0.5083
zero,log_linear,0.5,0.0,core,0,0.9833,0.0889,0.014418608616567255,0.34926565725736214,360,0.1046,0.9028,0.3125,0.8222,0.171,0.8528,0.3073,0.8528
zero,log_linear,0.5,0.0,holdout,0,1.0,0.0,0.009558297271893414,0.3142481982392368,120,0.1007,0.975,0.3142,0.8333,0.1614,1.0,0.3142,0.8333
zero,stability_weighted,0.5,0.0,core,0,1.0,0.0194,0.019114468384478223,0.8501964416077585,360,0.1721,0.95,0.755,0.7556,0.4177,0.875,0.732,0.7889
zero,stability_weighted,0.5,0.0,holdout,0,1.0,0.0,0.018828494184604933,0.47541557470403106,120,0.1541,0.975,0.4754,0.8333,0.2166,1.0,0.4754,0.8333
zero,median_ensemble,0.5,0.0,core,0,1.0,0.0111,0.013201009316560763,0.6603387591756138,360,0.1008,0.9583,0.6351,0.8222,0.3114,0.9,0.524,0.8333
zero,median_ensemble,0.5,0.0,holdout,0,1.0,0.0,0.015003123858113004,0.35032782398006257,120,0.11,1.0,0.3503,1.0,0.1438,1.0,0.3503,1.0
zero,constant_assumed,0.5,0.0,core,0,1.0,0.2528,0.12058549018944457,2.6180746138419426,360,1.0,0.0,1.9892,0.0389,1.3372,0.3972,2.1557,0.0389
zero,constant_assumed,0.5,0.0,holdout,0,1.0,0.3083,0.0981389800117252,2.482642527378368,120,1.0,0.0,2.4826,0.0,1.1699,0.4333,2.4826,0.0
zero,richardson_1,0.1,0.0,core,40,1.0,0.1,0.02973406050813515,0.7849169908083056,320,0.3004,0.7125,0.3708,0.8063,0.2481,0.8438,0.314,0.8438
zero,richardson_1,0.1,0.0,holdout,1,1.0,0.0,0.011298596758316213,0.2690314405559693,119,0.1593,0.7983,0.1652,0.8487,0.1072,1.0,0.1652,0.8487
zero,richardson_2,0.1,0.0,core,40,0.975,0.1062,0.02628213586397979,0.7646398703755231,320,0.2722,0.7,0.3664,0.7719,0.2109,0.8,0.3226,0.8219
zero,richardson_2,0.1,0.0,holdout,1,0.9664,0.0336,0.009894090232186667,0.22441042732197056,119,0.1575,0.7899,0.1427,0.8319,0.0773,0.9664,0.1427,0.8319
zero,richardson_3,0.1,0.0,core,40,0.9531,0.1344,0.01913877732942154,0.7849490056623213,320,0.2445,0.6906,0.3496,0.7469,0.2151,0.7562,0.3236,0.8
zero,richardson_3,0.1,0.0,holdout,1,0.9412,0.0588,0.007570466705398196,0.22443232273180908,119,0.1519,0.7899,0.1367,0.8235,0.0752,0.9412,0.1367,0.8235
zero,single_exp_fit,0.1,0.0,core,40,1.0,0.0094,0.03654881635330192,0.8086864079513926,320,0.4408,0.6562,0.6445,0.9625,0.467,0.9094,0.6644,0.9375
zero,single_exp_fit,0.1,0.0,holdout,1,1.0,0.0,0.030391629899849622,0.810034545073051,119,0.5892,0.6555,0.5748,0.9916,0.306,1.0,0.5748,0.9916
zero,double_exp_fit,0.1,0.0,core,40,0.9688,0.0406,0.02425094204810628,0.6944625883861953,320,0.2936,0.725,0.4298,0.9125,0.3603,0.9031,0.4049,0.8875
zero,double_exp_fit,0.1,0.0,holdout,1,1.0,0.0,0.022208394784907336,0.73611244836683,119,0.3621,0.7647,0.5059,0.9916,0.2874,1.0,0.5059,0.9916
zero,rational_fit,0.1,0.0,core,40,1.0,0.0125,0.02999463684197738,0.7509930885743252,320,0.3202,0.7594,0.2558,0.8625,0.1853,0.8281,0.2501,0.8438
zero,rational_fit,0.1,0.0,holdout,1,1.0,0.0,0.0052710932598704074,0.2127892132329391,119,0.1467,0.7983,0.2079,0.8655,0.1235,1.0,0.2079,0.8655
zero,log_fit,0.1,0.0,core,40,1.0,0.0094,0.06820258295707562,1.849930306911819,320,0.875,0.5219,0.6478,0.6781,0.5361,0.9094,0.6439,0.6625
zero,log_fit,0.1,0.0,holdout,1,1.0,0.0,0.05058042248054173,0.9871371763671836,119,0.5526,0.563,0.9447,0.6218,0.5742,0.9916,0.9447,0.6218
zero,log_linear,0.1,0.0,core,40,0.95,0.1187,0.022358715629838818,0.5779653901404574,320,0.3333,0.7906,0.3243,0.7562,0.2082,0.8,0.2846,0.8063
zero,log_linear,0.1,0.0,holdout,1,1.0,0.0,0.027517507770666652,0.6129776696406832,119,0.3119,0.8571,0.4418,0.8319,0.1918,0.8824,0.4418,0.8319
zero,stability_weighted,0.1,0.0,core,40,1.0,0.0219,0.02383448648823294,0.7787573861175836,320,0.3367,0.7344,0.3614,0.8187,0.2564,0.9187,0.3377,0.8
zero,stability_weighted,0.1,0.0,holdout,1,1.0,0.0,0.013441942179599486,0.37844666831804774,119,0.2796,0.9496,0.2109,0.9916,0.1136,1.0,0.2109,0.9916
zero,median_ensemble,0.1,0.0,core,40,1.0,0.0125,0.02099008298305106,0.7293141868994983,320,0.2686,0.8,0.2168,0.825,0.1555,0.9156,0.1999,0.8125
zero,median_ensemble,0.1,0.0,holdout,1,1.0,0.0,0.00985760404086232,0.2318920762754458,119,0.1818,0.9748,0.1286,1.0,0.0713,1.0,0.1286,1.0
zero,constant_assumed,0.1,0.0,core,40,1.0,0.1906,0.05928920012004124,1.004225945843784,320,1.0,0.0,0.7813,0.5437,0.5442,0.625,0.9897,0.5
zero,constant_assumed,0.1,0.0,holdout,1,1.0,0.1345,0.06244383630449851,1.0,119,1.0,0.0,0.9631,0.521,0.5267,0.6387,0.9631,0.521
zero,richardson_1,0.5,0.005,core,0,1.0,0.0333,0.01766336961873219,0.5019324596305116,360,0.1521,0.8806,0.3797,0.7667,0.2264,0.8667,0.4242,0.7778
zero,richardson_1,0.5,0.005,holdout,0,1.0,0.0,0.01000478147105462,0.37642702396562816,120,0.1012,0.8667,0.287,0.7917,0.147,1.0,0.3764,0.675
zero,richardson_2,0.5,0.005,core,0,1.0,0.075,0.015525624802991835,0.4771005503040528,360,0.1451,0.8944,0.3856,0.7889,0.216,0.8417,0.3841,0.7944
zero,richardson_2,0.5,0.005,holdout,0,1.0,0.0,0.0074347249009913945,0.30160766613594636,120,0.0989,0.8833,0.2488,0.7917,0.1102,0.9917,0.3016,0.7
zero,richardson_3,0.5,0.005,core,0,0.9806,0.0778,0.015623332485270612,0.5332554639264937,360,0.1525,0.8861,0.3877,0.7778,0.2132,0.8083,0.3817,0.7694
zero,richardson_3,0.5,0.005,holdout,0,1.0,0.0083,0.007487613525154046,0.28992145019483884,120,0.0981,0.8833,0.2362,0.7833,0.1066,0.9833,0.2899,0.7
zero,single_exp_fit,0.5,0.005,core,0,1.0,0.0056,0.021064844405674105,0.7552226057223905,360,0.1814,0.9917,0.4778,0.8917,0.3099,0.875,0.4743,0.7917
zero,single_exp_fit,0.5,0.005,holdout,0,1.0,0.0167,0.01384188808109836,0.6596623254866248,120,0.1665,1.0,0.4528,0.9167,0.1731,0.9917,0.6597,0.775
zero,double_exp_fit,0.5,0.005,core,0,0.9861,0.0194,0.018959534575569766,0.5723521624649139,360,0.1549,0.9861,0.3939,0.8694,0.2983,0.875,0.4061,0.8056
zero,double_exp_fit,0.5,0.005,holdout,0,1.0,0.0167,0.0125525765385455,0.6039511799984878,120,0.1199,1.0,0.4327,0.9167,0.1677,0.9917,0.604,0.7833
zero,rational_fit,0.5,0.005,core,0,1.0,0.0194,0.016429306710696527,0.49169808694383865,360,0.1261,0.9417,0.3107,0.85,0.2125,0.8611,0.3427,0.825
zero,rational_fit,0.5,0.005,holdout,0,1.0,0.0,0.00660227480446041,0.3017892717369568,120,0.0731,0.8833,0.2076,0.825,0.1012,0.9917,0.3018,0.7083
zero,log_fit,0.5,0.005,core,0,1.0,0.0417,0.038809387972260564,1.000000405281117,360,0.2988,0.825,0.7722,0.6139,0.5354,0.9306,0.9386,0.5472
zero,log_fit,0.5,0.005,holdout,0,1.0,0.0,0.03931940517290231,1.7307654349202726,120,0.3808,0.7083,1.0857,0.4833,0.5074,1.0,1.7308,0.2917
zero,log_linear,0.5,0.005,core,0,0.9778,0.0972,0.01416466345628295,0.38778723017239813,360,0.1106,0.8972,0.3144,0.8222,0.1716,0.8444,0.3365,0.8083
zero,log_linear,0.5,0.005,holdout,0,1.0,0.0,0.009553734644835471,0.4682205771819735,120,0.1025,0.975,0.3644,0.7917,0.1679,1.0,0.4682,0.6583
zero,stability_weighted,0.5,0.005,core,0,1.0,0.0167,0.05841981428216579,1.1952357937778566,360,0.4665,0.9417,0.989,0.525,0.5808,0.7972,1.0951,0.3361
zero,stability_weighted,0.5,0.005,holdout,0,1.0,0.0083,0.03448536349289415,1.1044569887483304,120,0.3088,0.9667,0.9238,0.6333,0.354,0.975,1.1045,0.35
zero,median_ensemble,0.5,0.005,core,0,1.0,0.0083,0.06739601631707202,1.1449061698260814,360,0.4507,0.9528,0.9891,0.5917,0.6016,0.8278,1.0996,0.2389
zero,median_ensemble,0.5,0.005,holdout,0,1.0,0.0083,0.04053514709506349,1.10401936384671,120,0.3485,0.975,0.9816,0.625,0.4084,1.0,1.104,0.1333
zero,constant_assumed,0.5,0.005,core,0,1.0,0.2417,0.12058549018944457,3.178092332576399,360,1.0,0.0,2.0914,0.0556,1.3423,0.3917,2.5719,0.0417
zero,constant_assumed,0.5,0.005,holdout,0,1.0,0.3417,0.0981389800117252,3.496562139152763,120,1.0,0.0,2.6202,0.0167,1.1829,0.4333,3.4966,0.0083
zero,richardson_1,0.1,0.005,core,40,1.0,0.0875,0.030414079834411696,0.88020476029713,320,0.3898,0.7,0.3941,0.8,0.2621,0.8344,0.381,0.8125
zero,richardson_1,0.1,0.005,holdout,1,1.0,0.0084,0.014890374026402309,0.683473734204683,119,0.2803,0.7563,0.2938,0.7983,0.1751,0.9748,0.3476,0.7563
zero,richardson_2,0.1,0.005,core,40,1.0,0.0813,0.025133875785771184,0.8606179061352337,320,0.3492,0.7156,0.4043,0.7969,0.2398,0.8125,0.3858,0.8313
zero,richardson_2,0.1,0.005,holdout,1,1.0,0.0084,0.01450252014080794,0.5521745136156341,119,0.2363,0.7983,0.2446,0.8235,0.1719,0.9748,0.2614,0.7479
zero,richardson_3,0.1,0.005,core,40,0.9781,0.1,0.020406225218172973,0.8892756873086656,320,0.3199,0.7156,0.4013,0.7656,0.2289,0.775,0.3972,0.8125
zero,richardson_3,0.1,0.005,holdout,1,1.0,0.0252,0.013754809339937377,0.5348799093623499,119,0.2081,0.7983,0.2151,0.8151,0.1361,0.958,0.2485,0.7731
zero,single_exp_fit,0.1,0.005,core,40,1.0,0.0063,0.034824258556215196,0.9430668844641974,320,0.4608,0.6719,0.6061,0.9469,0.453,0.8875,0.6332,0.875
zero,single_exp_fit,0.1,0.005,holdout,1,1.0,0.0084,0.02756954899915589,0.9796496080035981,119,0.5611,0.6807,0.5621,0.9244,0.3339,0.9916,0.6358,0.7899
zero,double_exp_fit,0.1,0.005,core,40,0.9844,0.0219,0.02698089778821016,0.8575264602306069,320,0.4006,0.7719,0.5474,0.8844,0.4251,0.8875,0.4609,0.8187
zero,double_exp_fit,0.1,0.005,holdout,1,1.0,0.0084,0.027569442252249388,0.8954018441037358,119,0.4628,0.7647,0.532,0.8908,0.3311,0.9916,0.6119,0.7563
zero,rational_fit,0.1,0.005,core,40,1.0,0.0094,0.02696973026901501,0.8395372957102465,320,0.282,0.7406,0.3239,0.8688,0.2142,0.8438,0.309,0.8281
zero,rational_fit,0.1,0.005,holdout,1,1.0,0.0,0.01131192086286209,0.45341693230194013,119,0.1666,0.7983,0.2399,0.8403,0.1379,0.9916,0.2962,0.8151
zero,log_fit,0.1,0.005,core,40,1.0,0.0125,0.06844420026641301,1.843212806718118,320,0.8693,0.525,0.6452,0.6969,0.5372,0.9094,0.7521,0.6344
zero,log_fit,0.1,0.005,holdout,1,1.0,0.0,0.05038851417444501,1.4279609255596353,119,0.5493,0.563,0.84,0.5966,0.5413,1.0,1.0845,0.479
zero,log_linear,0.1,0.005,core,40,0.9437,0.1219,0.02358905478439996,0.6221300339480658,320,0.3324,0.7844,0.3134,0.7688,0.2075,0.7937,0.2996,0.7937
zero,log_linear,0.1,0.005,holdout,1,1.0,0.0084,0.027530979741995847,0.6956930112668065,119,0.2916,0.8487,0.4849,0.8151,0.1938,0.8824,0.5249,0.7647
zero,stability_weighted,0.1,0.005,core,40,1.0,0.0125,0.08670248231693496,1.9675986490579165,320,1.1212,0.4781,0.9801,0.5719,0.6758,0.85,1.028,0.3812
zero,stability_weighted,0.1,0.005,holdout,1,1.0,0.0084,0.05737833801184444,1.5142313021703937,119,0.7862,0.5294,0.8939,0.6807,0.4593,0.9748,1.0215,0.4622
zero,median_ensemble,0.1,0.005,core,40,1.0,0.0063,0.09674452349628482,1.8278757983220109,320,1.2351,0.4531,0.9939,0.5875,0.6988,0.8594,1.0434,0.2687
zero,median_ensemble,0.1,0.005,holdout,1,1.0,0.0,0.07249191689134002,1.570977161089994,119,1.0031,0.4958,0.9822,0.6723,0.5493,1.0,1.0566,0.1513
zero,constant_assumed,0.1,0.005,core,40,1.0,0.1812,0.05928920012004124,1.073212546068546,320,1.0,0.0,0.8185,0.5469,0.5418,0.6281,1.0,0.4844
zero,constant_assumed,0.1,0.005,holdout,1,1.0,0.1597,0.06244383630449851,1.0627525483711684,119,1.0,0.0,0.9669,0.5042,0.523,0.6387,1.0628,0.4622
zero,richardson_1,0.5,0.02,core,0,1.0,0.0694,0.019702937423896845,0.8005476773637918,360,0.1723,0.8806,0.4305,0.7861,0.2449,0.8639,0.6184,0.6556
zero,richardson_1,0.5,0.02,holdout,0,1.0,0.025,0.01318922449136821,0.6822390980225916,120,0.1513,0.8667,0.3373,0.7333,0.177,0.9917,0.5459,0.6667
zero,richardson_2,0.5,0.02,core,0,1.0,0.0944,0.019791068241496054,0.8202035006783621,360,0.1829,0.8917,0.4678,0.7917,0.2527,0.8333,0.6229,0.6667
zero,richardson_2,0.5,0.02,holdout,0,1.0,0.025,0.014138414953987655,0.8177491138685614,120,0.1434,0.875,0.3533,0.7167,0.188,0.9667,0.5359,0.6583
zero,richardson_3,0.5,0.02,core,0,1.0,0.0861,0.02046305918835225,0.9464940719419994,360,0.2003,0.8889,0.4532,0.7667,0.2592,0.8222,0.6058,0.65
zero,richardson_3,0.5,0.02,holdout,0,1.0,0.0333,0.014255546109359363,0.8947531882266266,120,0.1673,0.875,0.3514,0.6833,0.1862,0.9583,0.5488,0.6333
zero,single_exp_fit,0.5,0.02,core,0,1.0,0.0361,0.02384856608363238,0.9838119660805349,360,0.2323,0.9889,0.511,0.8028,0.3567,0.8583,0.6577,0.6472
zero,single_exp_fit,0.5,0.02,holdout,0,1.0,0.0583,0.02122586688310666,1.0567521271349478,120,0.2301,1.0,0.606,0.7167,0.2403,0.95,0.8516,0.55
zero,double_exp_fit,0.5,0.02,core,0,0.9972,0.0417,0.021631721169063894,0.9501342778871339,360,0.2002,0.9917,0.4519,0.8139,0.3653,0.8833,0.6078,0.6639
zero,double_exp_fit,0.5,0.02,holdout,0,1.0,0.0667,0.02354592710800575,1.043864298577382,120,0.2274,1.0,0.6283,0.7083,0.2378,0.95,0.8458,0.5583
zero,rational_fit,0.5,0.02,core,0,1.0,0.0417,0.018775807629663847,0.932841579428986,360,0.1726,0.9417,0.3801,0.8139,0.2639,0.85,0.49,0.7028
zero,rational_fit,0.5,0.02,holdout,0,1.0,0.0417,0.011549431314392547,0.6385688339361908,120,0.1395,0.8833,0.3583,0.7,0.1953,0.975,0.5163,0.6583
zero,log_fit,0.5,0.02,core,0,1.0,0.0694,0.03899651063593805,1.3851930244921693,360,0.3133,0.8278,0.7156,0.6083,0.5403,0.9278,1.1753,0.4472
zero,log_fit,0.5,0.02,holdout,0,1.0,0.0917,0.04032473711476072,2.043472150039869,120,0.3883,0.7167,1.2057,0.4583,0.5443,0.9917,1.7653,0.35
zero,log_linear,0.5,0.02,core,0,0.9333,0.1472,0.015513575965306064,0.5875444691280614,360,0.1268,0.8639,0.3027,0.7556,0.1715,0.8167,0.4457,0.6972
zero,log_linear,0.5,0.02,holdout,0,0.925,0.0917,0.01393967867929402,0.6138259501982807,120,0.0923,0.8917,0.2849,0.6917,0.1589,0.8833,0.4902,0.625
zero,stability_weighted,0.5,0.02,core,0,1.0,0.05,0.050855477386226325,1.6958577079631412,360,0.3972,0.8778,0.9529,0.5444,0.5652,0.8083,1.3418,0.3667
zero,stability_weighted,0.5,0.02,holdout,0,1.0,0.0417,0.040252373459232396,1.5805855289927684,120,0.3308,0.8667,0.9636,0.5333,0.384,0.9,1.5341,0.2583
zero,median_ensemble,0.5,0.02,core,0,1.0,0.0222,0.05730246451313016,1.5675591790668757,360,0.4153,0.9278,0.9194,0.6194,0.5676,0.85,1.2814,0.3472
zero,median_ensemble,0.5,0.02,holdout,0,1.0,0.025,0.03577250870050498,1.5139008167859507,120,0.2995,0.9083,0.9015,0.6,0.3691,0.975,1.3593,0.3167
zero,constant_assumed,0.5,0.02,core,0,1.0,0.2639,0.12058549018944457,4.596549187770696,360,1.0,0.0,2.013,0.1583,1.3266,0.4,3.4412,0.0778
zero,constant_assumed,0.5,0.02,holdout,0,1.0,0.3083,0.0981389800117252,5.238051547973454,120,1.0,0.0,2.9908,0.1,1.1641,0.4333,3.9399,0.075
zero,richardson_1,0.1,0.02,core,40,1.0,0.1156,0.033084626935015946,1.380041655970444,320,0.4107,0.6719,0.4123,0.7906,0.2612,0.8313,0.4685,0.6906
zero,richardson_1,0.1,0.02,holdout,1,1.0,0.0168,0.01687158630178255,0.9444187970909881,119,0.4109,0.7647,0.3157,0.7311,0.1989,0.9664,0.516,0.605
zero,richardson_2,0.1,0.02,core,40,1.0,0.1156,0.02801714782919801,1.4507676708869712,320,0.471,0.6813,0.4318,0.7656,0.2442,0.8094,0.5237,0.6594
zero,richardson_2,0.1,0.02,holdout,1,1.0,0.0252,0.023977540039921162,1.098835465656638,119,0.4246,0.7647,0.3961,0.7059,0.2646,0.9244,0.6578,0.5798
zero,richardson_3,0.1,0.02,core,40,1.0,0.1187,0.025524185131646414,1.437026669280031,320,0.4546,0.6937,0.4258,0.75,0.2298,0.7937,0.5568,0.6438
zero,richardson_3,0.1,0.02,holdout,1,1.0,0.0252,0.02386694926476851,1.0017436245682856,119,0.4312,0.7815,0.4258,0.7059,0.2698,0.916,0.6634,0.5882
zero,single_exp_fit,0.1,0.02,core,40,1.0,0.0281,0.039549577933067515,1.297605438249252,320,0.5631,0.6875,0.5792,0.85,0.4083,0.8688,0.8043,0.625
zero,single_exp_fit,0.1,0.02,holdout,1,1.0,0.042,0.02802803048877547,1.1717785329859896,119,0.6615,0.7563,0.5344,0.8151,0.366,0.9496,0.8522,0.5966
zero,double_exp_fit,0.1,0.02,core,40,0.9969,0.0312,0.027116750587445115,1.0373360330168608,320,0.4814,0.7875,0.5205,0.8438,0.3632,0.9031,0.7212,0.6531
zero,double_exp_fit,0.1,0.02,holdout,1,1.0,0.0504,0.028136559723804716,1.171624055935359,119,0.7169,0.7815,0.5548,0.7563,0.3694,0.9244,0.8092,0.605
zero,rational_fit,0.1,0.02,core,40,1.0,0.05,0.028951976807075792,1.3500208520074728,320,0.4306,0.725,0.4191,0.8219,0.2589,0.8219,0.4867,0.6687
zero,rational_fit,0.1,0.02,holdout,1,1.0,0.0252,0.017369318542961202,0.88519252204426,119,0.3351,0.7815,0.3452,0.7479,0.202,0.9496,0.5669,0.6134
zero,log_fit,0.1,0.02,core,40,1.0,0.0594,0.06876316364941996,2.4046735418383145,320,0.8698,0.5219,0.6835,0.65,0.5445,0.9125,1.0403,0.4719
zero,log_fit,0.1,0.02,holdout,1,1.0,0.0084,0.04939849991887668,2.117157685596484,119,0.7669,0.5462,0.8406,0.5714,0.5388,0.9748,1.2828,0.4118
zero,log_linear,0.1,0.02,core,40,0.9031,0.175,0.024537990988250394,0.9028886148018009,320,0.3284,0.7438,0.314,0.7156,0.2064,0.7594,0.3833,0.6687
zero,log_linear,0.1,0.02,holdout,1,0.9244,0.1008,0.025263922430537565,0.9435743266533261,119,0.2477,0.7731,0.3507,0.7563,0.1757,0.8403,0.6611,0.5966
zero,stability_weighted,0.1,0.02,core,40,1.0,0.0406,0.07827855464222519,2.662043411208926,320,0.9993,0.5,0.9052,0.5844,0.6357,0.825,1.2814,0.3187
zero,stability_weighted,0.1,0.02,holdout,1,1.0,0.042,0.06572247963949084,1.8117716233056453,119,0.8943,0.5126,0.9112,0.5882,0.5028,0.916,1.2838,0.2605
zero,median_ensemble,0.1,0.02,core,40,1.0,0.025,0.08910309070977268,2.4472183991268466,320,0.9712,0.5094,0.9436,0.6219,0.6498,0.8719,1.2314,0.2594
zero,median_ensemble,0.1,0.02,holdout,1,1.0,0.0252,0.06514537950648633,1.687596621541849,119,0.8529,0.5462,0.9345,0.6639,0.4882,0.9748,1.2827,0.2101
zero,constant_assumed,0.1,0.02,core,40,1.0,0.1844,0.05928920012004124,1.7485460891512574,320,1.0,0.0,0.8291,0.5406,0.5342,0.6281,1.4366,0.3844
zero,constant_assumed,0.1,0.02,holdout,1,1.0,0.1429,0.06244383630449851,1.865979738971093,119,1.0,0.0,1.0193,0.4958,0.5255,0.6303,1.5947,0.395
half,richardson_1,0.5,0.0,core,0,1.0,0.0194,0.015200405712720076,0.4116894976885594,360,0.1522,0.85,0.2996,0.7694,0.2059,0.8667,0.2896,0.8028
half,richardson_1,0.5,0.0,holdout,0,1.0,0.0,0.0074367907925312615,0.2025220610994857,120,0.0892,0.8583,0.2025,0.8333,0.0975,1.0,0.2025,0.8333
half,richardson_2,0.5,0.0,core,0,0.9778,0.0889,0.012071378082739406,0.37773174639292073,360,0.1145,0.8417,0.282,0.7556,0.1869,0.8306,0.2345,0.7861
half,richardson_2,0.5,0.0,holdout,0,0.9667,0.0333,0.00576800498056731,0.17117354522167524,120,0.0827,0.8333,0.1712,0.8083,0.0779,0.9667,0.1712,0.8083
half,richardson_3,0.5,0.0,core,0,0.9611,0.0778,0.010020108495304492,0.3878187123184178,360,0.1231,0.8444,0.316,0.7611,0.1932,0.8028,0.252,0.7917
half,richardson_3,0.5,0.0,holdout,0,0.9833,0.0167,0.005583796418722595,0.1542827547870554,120,0.0721,0.85,0.1543,0.825,0.0744,0.9833,0.1543,0.825
half,single_exp_fit,0.5,0.0,core,0,1.0,0.0056,0.020517608783296046,0.6300712889316129,360,0.2803,0.9667,0.4673,0.8944,0.2866,0.8806,0.4649,0.8889
half,single_exp_fit,0.5,0.0,holdout,0,1.0,0.0,0.012616539995115753,0.5525341303006367,120,0.252,1.0,0.5525,1.0,0.1872,1.0,0.5525,1.0
half,double_exp_fit,0.5,0.0,core,0,0.9833,0.0222,0.011785937939368933,0.45034630775893736,360,0.119,0.9667,0.2392,0.8778,0.2763,0.8917,0.1997,0.8722
half,double_exp_fit,0.5,0.0,holdout,0,1.0,0.0,0.006879963196538191,0.33938613153931046,120,0.0836,1.0,0.3394,1.0,0.1634,1.0,0.3394,1.0
half,rational_fit,0.5,0.0,core,0,1.0,0.0056,0.01658617737968023,0.4220873439593713,360,0.1358,0.9111,0.3079,0.8417,0.1998,0.8528,0.2394,0.8444
half,rational_fit,0.5,0.0,holdout,0,1.0,0.0,0.004096626753241649,0.0940472293685111,120,0.0598,0.8667,0.094,0.85,0.051,1.0,0.094,0.85
half,log_fit,0.5,0.0,core,0,1.0,0.0417,0.03854709022450052,0.9435004243947991,360,0.383,0.775,0.8106,0.6306,0.5348,0.9222,0.8475,0.6611
half,log_fit,0.5,0.0,holdout,0,1.0,0.0,0.03896446557350314,0.9795408024561532,120,0.539,0.6667,0.9795,0.5083,0.5089,1.0,0.9795,0.5083
half,log_linear,0.5,0.0,core,0,0.9722,0.0889,0.013546801666568868,0.3505848863584555,360,0.1403,0.875,0.3195,0.8389,0.1686,0.8472,0.3207,0.8667
half,log_linear,0.5,0.0,holdout,0,1.0,0.0,0.008149283633895846,0.2660252763717381,120,0.1309,0.9417,0.266,0.8333,0.1291,1.0,0.266,0.8333
half,stability_weighted,0.5,0.0,core,0,1.0,0.0194,0.019114468318585376,0.850196434475381,360,0.2294,0.9306,0.755,0.7556,0.4177,0.875,0.732,0.7889
half,stability_weighted,0.5,0.0,holdout,0,1.0,0.0,0.018828494187686503,0.47541557490120856,120,0.222,0.9667,0.4754,0.8333,0.2166,1.0,0.4754,0.8333
half,median_ensemble,0.5,0.0,core,0,1.0,0.0111,0.013201009316560763,0.6603387591756138,360,0.1642,0.9417,0.6351,0.8222,0.3114,0.9,0.524,0.8333
half,median_ensemble,0.5,0.0,holdout,0,1.0,0.0,0.015003123858113004,0.35032782398006257,120,0.1647,1.0,0.3503,1.0,0.1438,1.0,0.3503,1.0
half,constant_assumed,0.5,0.0,core,0,1.0,0.1639,0.09720106675557719,1.8031585947184912,360,1.0,0.0,1.4781,0.05,0.9697,0.5194,1.5648,0.0722
half,constant_assumed,0.5,0.0,holdout,0,1.0,0.1417,0.0711535090627455,1.716639716662775,120,1.0,0.0,1.7166,0.025,0.9013,0.5833,1.7166,0.025
