assumed_mode,method,target_g,noise,regime_set,n_capped_excluded,valid_rate,cat_rate,med_error,med_skill,n,med_skill_vs_assumed,win_rate_vs_assumed,med_skill_vs_last,win_rate_vs_last,med_skill_vs_wmean,win_rate_vs_wmean,med_skill_vs_wmin,win_rate_vs_wmin
half,richardson_1,0.1,0.0,core,40,1.0,0.1,0.02973406071791381,0.9747605443968135,320,0.5191,0.6219,0.3709,0.8063,0.2481,0.8438,0.314,0.8438
half,richardson_1,0.1,0.0,holdout,1,1.0,0.0,0.011298596754511652,0.38440220734252933,119,0.2824,0.7059,0.1652,0.8487,0.1072,1.0,0.1652,0.8487
half,richardson_2,0.1,0.0,core,40,0.975,0.1062,0.02628213427290757,0.9965110958801384,320,0.4535,0.6062,0.3664,0.775,0.2109,0.8031,0.3226,0.825
half,richardson_2,0.1,0.0,holdout,1,0.9664,0.0336,0.007579293682800199,0.30494506429718726,119,0.271,0.7647,0.1376,0.8319,0.0754,0.9664,0.1376,0.8319
half,richardson_3,0.1,0.0,core,40,0.9563,0.1281,0.019882075192006052,1.1120479696298728,320,0.4255,0.6125,0.3472,0.7594,0.2086,0.7625,0.3236,0.8063
half,richardson_3,0.1,0.0,holdout,1,0.9832,0.0168,0.008991087423416352,0.3396694229504902,119,0.2708,0.7983,0.1484,0.8655,0.0823,0.9832,0.1484,0.8655
half,single_exp_fit,0.1,0.0,core,40,1.0,0.0094,0.03654885999351512,1.2202539647672144,320,0.7397,0.5469,0.6445,0.9625,0.467,0.8969,0.6644,0.9375
half,single_exp_fit,0.1,0.0,holdout,1,1.0,0.0,0.030391629642430758,1.0631883242981712,119,0.9984,0.5042,0.5748,0.9916,0.306,1.0,0.5748,0.9916
half,double_exp_fit,0.1,0.0,core,40,0.9812,0.0281,0.024250777610642375,0.876341969935613,320,0.5264,0.6312,0.4298,0.925,0.3603,0.9125,0.4049,0.9
half,double_exp_fit,0.1,0.0,holdout,1,1.0,0.0,0.022208385406764425,0.8100373203492404,119,0.6077,0.605,0.3308,0.9916,0.2192,1.0,0.3308,0.9916
half,rational_fit,0.1,0.0,core,40,1.0,0.0125,0.029994636856790404,0.9906253403052392,320,0.5644,0.6531,0.2558,0.8625,0.1853,0.8344,0.2501,0.8438
half,rational_fit,0.1,0.0,holdout,1,1.0,0.0,0.005271093748804245,0.24791115558281931,119,0.2479,0.7647,0.2079,0.8655,0.1235,1.0,0.2079,0.8655
half,log_fit,0.1,0.0,core,40,1.0,0.0094,0.06820258294428352,2.5695611932996427,320,1.5415,0.4437,0.6478,0.6781,0.5374,0.9062,0.6439,0.6625
half,log_fit,0.1,0.0,holdout,1,1.0,0.0,0.05058042262498785,1.2842556174367752,119,0.9793,0.5042,0.9447,0.6218,0.5742,0.9916,0.9447,0.6218
half,log_linear,0.1,0.0,core,40,0.9281,0.1031,0.020155925125034918,0.7484579349255391,320,0.4707,0.725,0.2912,0.7781,0.1862,0.8063,0.2516,0.825
half,log_linear,0.1,0.0,holdout,1,1.0,0.0,0.01678716358483373,0.6229241812481913,119,0.4638,0.7983,0.2577,0.8655,0.1722,0.9076,0.2577,0.8655
half,stability_weighted,0.1,0.0,core,40,1.0,0.0219,0.023834486487347227,0.9350698669006108,320,0.5764,0.6375,0.3614,0.8187,0.2564,0.9187,0.3377,0.8
half,stability_weighted,0.1,0.0,holdout,1,1.0,0.0,0.013441942112272148,0.5130926385822372,119,0.4907,0.8403,0.2109,0.9916,0.1136,1.0,0.2109,0.9916
half,median_ensemble,0.1,0.0,core,40,1.0,0.0125,0.020990082904014364,0.8719942756785851,320,0.4536,0.7,0.2168,0.825,0.1555,0.9156,0.1999,0.8125
half,median_ensemble,0.1,0.0,holdout,1,1.0,0.0,0.00985760404086232,0.334939882759127,119,0.3323,0.958,0.1286,1.0,0.0713,1.0,0.1286,1.0
half,constant_assumed,0.1,0.0,core,40,1.0,0.1469,0.032157436434090206,1.0,320,1.0,0.0,0.4426,0.6844,0.3135,0.7375,0.5114,0.6625
half,constant_assumed,0.1,0.0,holdout,1,1.0,0.0504,0.03632730315393759,1.0,119,1.0,0.0,0.5371,0.6471,0.2939,0.7815,0.5371,0.6471
half,richardson_1,0.5,0.005,core,0,1.0,0.0333,0.01766337105395198,0.5019324482075955,360,0.1958,0.85,0.3797,0.7667,0.2264,0.8667,0.4242,0.7778
half,richardson_1,0.5,0.005,holdout,0,1.0,0.0,0.010004793989804882,0.3764270241529001,120,0.1397,0.8583,0.287,0.7917,0.147,1.0,0.3764,0.675
half,richardson_2,0.5,0.005,core,0,1.0,0.0778,0.015239955840697365,0.47798932758809665,360,0.2037,0.8667,0.3875,0.7861,0.2171,0.8361,0.3885,0.7944
half,richardson_2,0.5,0.005,holdout,0,1.0,0.0,0.007666307368002938,0.3018074458851341,120,0.1337,0.8667,0.2486,0.7917,0.1059,0.9917,0.3018,0.7
half,richardson_3,0.5,0.005,core,0,0.9861,0.075,0.015623332478519797,0.5440993911053097,360,0.2238,0.8722,0.3993,0.7778,0.2158,0.8083,0.3826,0.7694
half,richardson_3,0.5,0.005,holdout,0,1.0,0.0083,0.007726518824836019,0.2885876693504211,120,0.1255,0.8583,0.2359,0.775,0.1059,0.9833,0.2886,0.6833
half,single_exp_fit,0.5,0.005,core,0,1.0,0.0056,0.02106496716407169,0.7738911082111501,360,0.2595,0.9778,0.4778,0.8917,0.3099,0.8639,0.4743,0.7917
half,single_exp_fit,0.5,0.005,holdout,0,1.0,0.0167,0.013841897710250975,0.6596616581134285,120,0.2204,1.0,0.4528,0.9167,0.1731,0.9917,0.6597,0.775
half,double_exp_fit,0.5,0.005,core,0,0.9944,0.0111,0.017827648288762543,0.5772415237209341,360,0.2189,0.9694,0.3906,0.8667,0.295,0.8722,0.4092,0.8083
half,double_exp_fit,0.5,0.005,holdout,0,1.0,0.0167,0.012436118953865928,0.57599344915354,120,0.1688,1.0,0.4186,0.9167,0.1643,0.9917,0.576,0.7833
half,rational_fit,0.5,0.005,core,0,1.0,0.0194,0.016429307528717012,0.49169808642009105,360,0.1711,0.9139,0.3107,0.85,0.2125,0.8611,0.3427,0.825
half,rational_fit,0.5,0.005,holdout,0,1.0,0.0,0.006602277065762382,0.3018206807355772,120,0.1052,0.8667,0.2076,0.825,0.1013,0.9917,0.3018,0.7083
half,log_fit,0.5,0.005,core,0,1.0,0.0417,0.03880938838942942,1.0000008269381675,360,0.394,0.775,0.7722,0.6139,0.5354,0.9306,0.9386,0.5472
half,log_fit,0.5,0.005,holdout,0,1.0,0.0,0.03931941671078163,1.7307654373569838,120,0.548,0.6583,1.0857,0.4833,0.5074,1.0,1.7308,0.2917
half,log_linear,0.5,0.005,core,0,0.9694,0.0972,0.01350567232089922,0.38324285035124334,360,0.1399,0.8722,0.3172,0.8306,0.1689,0.8417,0.3394,0.825
half,log_linear,0.5,0.005,holdout,0,1.0,0.0,0.008094384049134512,0.36907392554880464,120,0.1375,0.9333,0.2759,0.8,0.1513,1.0,0.3691,0.6833
half,stability_weighted,0.5,0.005,core,0,1.0,0.0167,0.0584198144038187,1.195235556608326,360,0.5894,0.8917,0.989,0.525,0.5808,0.7972,1.0951,0.3361
half,stability_weighted,0.5,0.005,holdout,0,1.0,0.0083,0.034485358168893435,1.109484032105529,120,0.4324,0.925,0.9238,0.6333,0.354,0.975,1.1045,0.35
half,median_ensemble,0.5,0.005,core,0,1.0,0.0083,0.06739601631707202,1.1449061698260814,360,0.6077,0.9111,0.9891,0.5917,0.6016,0.8278,1.0996,0.2389
half,median_ensemble,0.5,0.005,holdout,0,1.0,0.0083,0.04053514709506349,1.10401936384671,120,0.4958,0.95,0.9816,0.625,0.4084,1.0,1.104,0.1333
half,constant_assumed,0.5,0.005,core,0,1.0,0.1556,0.09720106675557719,2.2186736868944306,360,1.0,0.0,1.5389,0.1111,0.9653,0.5194,1.8843,0.075
half,constant_assumed,0.5,0.005,holdout,0,1.0,0.1583,0.0711535090627455,2.347823032530566,120,1.0,0.0,1.8383,0.0667,0.9067,0.575,2.3478,0.0083
half,richardson_1,0.1,0.005,core,40,1.0,0.0875,0.030414078718959604,1.1587345097447181,320,0.6478,0.6,0.3941,0.8,0.2621,0.8344,0.381,0.8125
half,richardson_1,0.1,0.005,holdout,1,1.0,0.0084,0.014891377371379765,0.7255529389154362,119,0.5184,0.6303,0.2938,0.7983,0.1751,0.9748,0.3476,0.7563
half,richardson_2,0.1,0.005,core,40,1.0,0.0844,0.02521909595192938,1.2041255918637064,320,0.6356,0.6062,0.4068,0.7937,0.2405,0.8094,0.3858,0.8313
half,richardson_2,0.1,0.005,holdout,1,1.0,0.0084,0.0138681898131095,0.6881272642495514,119,0.4282,0.7227,0.2433,0.8235,0.161,0.9748,0.2614,0.7479
half,richardson_3,0.1,0.005,core,40,0.9844,0.1,0.021319056414543458,1.2380214700949768,320,0.628,0.6125,0.4015,0.7594,0.229,0.775,0.4015,0.8094
half,richardson_3,0.1,0.005,holdout,1,1.0,0.0252,0.015202172964384364,0.6209698105379178,119,0.3873,0.7227,0.2151,0.8067,0.1407,0.958,0.2577,0.7563
half,single_exp_fit,0.1,0.005,core,40,1.0,0.0063,0.03482419121847273,1.1290216230612402,320,0.7698,0.5625,0.6061,0.9469,0.453,0.8781,0.6332,0.875
half,single_exp_fit,0.1,0.005,holdout,1,1.0,0.0084,0.027569551958913377,1.3741756483617895,119,0.9012,0.521,0.5621,0.9244,0.3339,0.9916,0.6358,0.7899
half,double_exp_fit,0.1,0.005,core,40,0.9938,0.0125,0.027521279817799497,1.0000000968720548,320,0.6749,0.6281,0.5355,0.8938,0.409,0.8906,0.4464,0.8313
half,double_exp_fit,0.1,0.005,holdout,1,1.0,0.0084,0.027679030428106835,1.2002563731580635,119,0.7968,0.5546,0.5314,0.8908,0.3328,0.9916,0.6063,0.7563
half,rational_fit,0.1,0.005,core,40,1.0,0.0094,0.026969821872472863,1.0588658674702773,320,0.4878,0.6188,0.3239,0.8688,0.2142,0.8438,0.309,0.8281
half,rational_fit,0.1,0.005,holdout,1,1.0,0.0,0.01131177200802301,0.5248996349063894,119,0.2839,0.7143,0.2399,0.8403,0.1379,0.9916,0.2962,0.8151
half,log_fit,0.1,0.005,core,40,1.0,0.0125,0.06844420027156872,2.5767436828324257,320,1.5416,0.4437,0.6452,0.6969,0.5372,0.9094,0.7521,0.6344
half,log_fit,0.1,0.005,holdout,1,1.0,0.0,0.05038851426514068,1.7379710532317492,119,1.0066,0.4958,0.84,0.5966,0.5413,1.0,1.0845,0.479
half,log_linear,0.1,0.005,core,40,0.925,0.1094,0.021024867477574066,0.7837934534154072,320,0.4597,0.7281,0.2829,0.7937,0.1853,0.8,0.2828,0.8063
half,log_linear,0.1,0.005,holdout,1,1.0,0.0084,0.016546153175005768,0.7423958495207181,119,0.4698,0.7815,0.2663,0.8739,0.175,0.9244,0.32,0.8571
half,stability_weighted,0.1,0.005,core,40,1.0,0.0125,0.08670247754324262,2.7728262371478634,320,1.9545,0.3469,0.9801,0.5719,0.6758,0.85,1.028,0.3812
half,stability_weighted,0.1,0.005,holdout,1,1.0,0.0084,0.05737830886395856,2.0555233405297937,119,1.374,0.4538,0.8939,0.6807,0.4593,0.9748,1.0215,0.4622
half,median_ensemble,0.1,0.005,core,40,1.0,0.0063,0.09674452349628482,2.7311622643454205,320,2.1594,0.3281,0.9939,0.5875,0.6988,0.8594,1.0434,0.2687
half,median_ensemble,0.1,0.005,holdout,1,1.0,0.0,0.07249191689134002,1.9386352871025443,119,1.7796,0.3697,0.9822,0.6723,0.5493,1.0,1.0566,0.1513
half,constant_assumed,0.1,0.005,core,40,1.0,0.1281,0.032157436434090206,1.0,320,1.0,0.0,0.4531,0.6875,0.3135,0.7375,0.5401,0.6438
half,constant_assumed,0.1,0.005,holdout,1,1.0,0.0504,0.03632730315393759,1.0,119,1.0,0.0,0.545,0.6387,0.2918,0.7815,0.5979,0.5966
half,richardson_1,0.5,0.02,core,0,1.0,0.0694,0.019702939132989004,0.8330037305933491,360,0.2326,0.8472,0.4305,0.7861,0.2449,0.8639,0.6184,0.6556
half,richardson_1,0.5,0.02,holdout,0,1.0,0.025,0.01318925536172795,0.6822409012298636,120,0.2128,0.8583,0.3373,0.7333,0.177,0.9917,0.546,0.6667
half,richardson_2,0.5,0.02,core,0,1.0,0.0917,0.01980495785531043,0.8853075014395744,360,0.2552,0.8556,0.4679,0.7917,0.248,0.8361,0.6228,0.6667
half,richardson_2,0.5,0.02,holdout,0,1.0,0.025,0.014149744044809703,0.8182065388950954,120,0.2087,0.8583,0.3517,0.725,0.1813,0.975,0.5359,0.6667
half,richardson_3,0.5,0.02,core,0,0.9972,0.0806,0.02041986271578955,0.9927949985989584,360,0.27,0.8611,0.4576,0.7694,0.2588,0.8278,0.6023,0.6528
half,richardson_3,0.5,0.02,holdout,0,1.0,0.0417,0.014482129261616628,0.8948809673766361,120,0.2271,0.85,0.3582,0.6833,0.1865,0.95,0.5729,0.625
half,single_exp_fit,0.5,0.02,core,0,1.0,0.0361,0.023848584234767448,1.0000000002476677,360,0.2995,0.95,0.5119,0.8028,0.3567,0.8528,0.6576,0.6472
half,single_exp_fit,0.5,0.02,holdout,0,1.0,0.0583,0.021225896758758564,1.0623230055679298,120,0.3358,0.95,0.606,0.7167,0.2403,0.95,0.8516,0.55
half,double_exp_fit,0.5,0.02,core,0,1.0,0.0389,0.02206805120892917,0.9496585715416783,360,0.2628,0.9583,0.4529,0.8056,0.363,0.8778,0.6146,0.6694
half,double_exp_fit,0.5,0.02,holdout,0,0.9917,0.075,0.019665029347199825,1.0523902798416362,120,0.2946,0.9417,0.6122,0.7,0.2357,0.9417,0.8381,0.5583
half,rational_fit,0.5,0.02,core,0,1.0,0.0417,0.018775808337895945,0.9581249425908562,360,0.231,0.9056,0.3801,0.8139,0.2643,0.8528,0.4899,0.7028
half,rational_fit,0.5,0.02,holdout,0,1.0,0.0417,0.011549522049647898,0.6385688318324712,120,0.1666,0.8667,0.3583,0.7,0.1953,0.975,0.5163,0.6583
half,log_fit,0.5,0.02,core,0,1.0,0.0694,0.03899651065436337,1.4038932005197107,360,0.4153,0.7611,0.7156,0.6083,0.5403,0.925,1.1753,0.4472
half,log_fit,0.5,0.02,holdout,0,1.0,0.0917,0.04032473711423478,2.043472149204683,120,0.5767,0.6583,1.2057,0.4583,0.5443,0.9917,1.7653,0.35
half,log_linear,0.5,0.02,core,0,0.9,0.1667,0.014855062290578001,0.5621377811273871,360,0.157,0.8222,0.2872,0.7528,0.1647,0.8056,0.4365,0.7
half,log_linear,0.5,0.02,holdout,0,0.9,0.1083,0.010718814952638213,0.5100740662171039,120,0.1409,0.825,0.269,0.6917,0.1365,0.8667,0.4224,0.6333
half,stability_weighted,0.5,0.02,core,0,1.0,0.05,0.05085547712587722,1.7214845927122528,360,0.5443,0.8028,0.9529,0.5444,0.5652,0.8083,1.3418,0.3667
half,stability_weighted,0.5,0.02,holdout,0,1.0,0.0417,0.040252373712135935,1.5805855024318445,120,0.497,0.7917,0.9636,0.5333,0.384,0.9,1.5341,0.2583
half,median_ensemble,0.5,0.02,core,0,1.0,0.0222,0.05730269231502305,1.5675591790668757,360,0.5404,0.8806,0.9194,0.6194,0.5676,0.85,1.2814,0.3472
half,median_ensemble,0.5,0.02,holdout,0,1.0,0.025,0.035772494603277236,1.5139008167859507,120,0.4296,0.8333,0.9015,0.6,0.3691,0.975,1.3593,0.3167
half,constant_assumed,0.5,0.02,core,0,1.0,0.15,0.09720106675557719,3.452325954412054,360,1.0,0.0,1.5096,0.2389,0.9609,0.525,2.3382,0.1444
half,constant_assumed,0.5,0.02,holdout,0,1.0,0.175,0.0711535090627455,3.4666079041852234,120,1.0,0.0,1.9088,0.1917,0.8849,0.575,3.0327,0.1
half,richardson_1,0.1,0.02,core,40,1.0,0.1156,0.03308462523005916,1.6793496606865106,320,0.6954,0.575,0.4123,0.7906,0.2612,0.8313,0.4685,0.6906
half,richardson_1,0.1,0.02,holdout,1,1.0,0.0168,0.016871584433694537,1.210343356749186,119,0.618,0.605,0.3157,0.7311,0.1989,0.9664,0.516,0.605
half,richardson_2,0.1,0.02,core,40,1.0,0.1125,0.027629825382212987,1.786225660114194,320,0.7932,0.5437,0.4285,0.7656,0.2441,0.8125,0.5145,0.6594
half,richardson_2,0.1,0.02,holdout,1,1.0,0.0252,0.02345724384907445,1.3183683255906586,119,0.71,0.5966,0.3962,0.7143,0.2646,0.9328,0.6534,0.5798
half,richardson_3,0.1,0.02,core,40,0.9969,0.1187,0.025745011819449125,1.8260477544678952,320,0.7826,0.5469,0.4209,0.7562,0.2297,0.7906,0.5454,0.65
half,richardson_3,0.1,0.02,holdout,1,1.0,0.0336,0.025476822979480215,1.3400255030064139,119,0.6781,0.5714,0.4596,0.6891,0.2698,0.8992,0.707,0.5714
half,single_exp_fit,0.1,0.02,core,40,1.0,0.0281,0.039549652544358924,1.629251151551236,320,0.9109,0.5188,0.5814,0.8469,0.4084,0.8625,0.8043,0.625
half,single_exp_fit,0.1,0.02,holdout,1,1.0,0.042,0.028028077438295915,1.5858516204744775,119,1.0392,0.479,0.5344,0.8151,0.366,0.9496,0.8523,0.5966
half,double_exp_fit,0.1,0.02,core,40,1.0,0.0281,0.0269306197669269,1.3684718523731432,320,0.7802,0.5813,0.521,0.8469,0.3633,0.9,0.7016,0.6531
half,double_exp_fit,0.1,0.02,holdout,1,0.9916,0.0588,0.028081276393895648,1.506000715348324,119,1.2542,0.4622,0.5446,0.7647,0.3677,0.9328,0.7766,0.6134
half,rational_fit,0.1,0.02,core,40,1.0,0.05,0.028951976959291713,1.6462166610869646,320,0.7042,0.5656,0.4191,0.8219,0.2589,0.8219,0.4867,0.6687
half,rational_fit,0.1,0.02,holdout,1,1.0,0.0252,0.017369318907241884,1.0858921271308601,119,0.5553,0.5966,0.3453,0.7479,0.202,0.9496,0.5669,0.6134
half,log_fit,0.1,0.02,core,40,1.0,0.0594,0.06876316365056595,2.847619519495237,320,1.5353,0.4344,0.6835,0.65,0.5445,0.9094,1.0403,0.4719
half,log_fit,0.1,0.02,holdout,1,1.0,0.0084,0.049398500996482686,2.3789127716643246,119,1.3289,0.479,0.8406,0.5714,0.5388,0.9748,1.2828,0.4118
half,log_linear,0.1,0.02,core,40,0.8656,0.1875,0.024886099466741946,0.9769537712006001,320,0.45,0.6625,0.2913,0.7188,0.1871,0.7656,0.3603,0.6781
half,log_linear,0.1,0.02,holdout,1,0.8992,0.1176,0.02231810112959537,0.9682694648339769,119,0.424,0.6807,0.2595,0.7899,0.1576,0.8403,0.5741,0.6303
half,stability_weighted,0.1,0.02,core,40,1.0,0.0406,0.07827207247172997,3.3097656139381986,320,1.8429,0.3719,0.9052,0.5844,0.6357,0.825,1.2814,0.3187
half,stability_weighted,0.1,0.02,holdout,1,1.0,0.042,0.06572247963766886,2.454526771229504,119,1.5073,0.4202,0.9112,0.5882,0.5028,0.916,1.2838,0.2605
half,median_ensemble,0.1,0.02,core,40,1.0,0.025,0.08910309070977268,3.22031872518572,320,1.7652,0.3594,0.9436,0.6219,0.6498,0.8719,1.2314,0.2594
half,median_ensemble,0.1,0.02,holdout,1,1.0,0.0252,0.06514537950648633,2.358654653113639,119,1.435,0.4034,0.9345,0.6639,0.4882,0.9748,1.2827,0.2101
half,constant_assumed,0.1,0.02,core,40,1.0,0.1219,0.032157436434090206,1.0,320,1.0,0.0,0.4736,0.675,0.3103,0.75,0.8141,0.5531
half,constant_assumed,0.1,0.02,holdout,1,1.0,0.084,0.03632730315393759,1.0651999436043968,119,1.0,0.0,0.5633,0.6303,0.2932,0.7815,1.0024,0.4958
oracle,richardson_1,0.5,0.0,core,0,1.0,0.0194,0.015200403364137232,0.4489924420188093,360,0.4017,0.6611,0.2995,0.7694,0.2059,0.8667,0.2896,0.8028
oracle,richardson_1,0.5,0.0,holdout,0,1.0,0.0,0.007436790794331821,0.2042547120927972,120,0.2043,0.8333,0.2025,0.8333,0.0975,1.0,0.2025,0.8333
oracle,richardson_2,0.5,0.0,core,0,0.9778,0.0889,0.01175618389576108,0.40688796462541466,360,0.3909,0.6417,0.3208,0.7528,0.1883,0.8278,0.2567,0.7861
oracle,richardson_2,0.5,0.0,holdout,0,1.0,0.0,0.005705773871547691,0.18066753301325744,120,0.1807,0.8333,0.1792,0.8417,0.079,1.0,0.1792,0.8417
oracle,richardson_3,0.5,0.0,core,0,0.9611,0.0583,0.01002009218245034,0.47468475969866175,360,0.38,0.6389,0.316,0.7583,0.1882,0.8,0.2423,0.7889
oracle,richardson_3,0.5,0.0,holdout,0,0.9667,0.0333,0.0057054601450783286,0.1627651512648569,120,0.1628,0.8,0.1622,0.8083,0.0766,0.9667,0.1622,0.8083
oracle,single_exp_fit,0.5,0.0,core,0,1.0,0.0056,0.020517259580893468,0.6315709206343558,360,0.6291,0.7639,0.4673,0.8944,0.2866,0.8806,0.4649,0.8889
oracle,single_exp_fit,0.5,0.0,holdout,0,1.0,0.0,0.012616545780244893,0.5590671206070692,120,0.5591,0.975,0.5525,1.0,0.1872,1.0,0.5525,1.0
oracle,double_exp_fit,0.5,0.0,core,0,0.9806,0.025,0.011785934435207923,0.2614584212641407,360,0.2615,0.8,0.1997,0.8778,0.1269,0.8806,0.1578,0.8694
oracle,double_exp_fit,0.5,0.0,holdout,0,1.0,0.0,0.006879895328440286,0.5590618060078529,120,0.5591,0.975,0.5525,1.0,0.1677,1.0,0.5525,1.0
oracle,rational_fit,0.5,0.0,core,0,1.0,0.0056,0.016586180960662503,0.48341440776908406,360,0.3382,0.725,0.3079,0.8417,0.1998,0.85,0.2394,0.8444
oracle,rational_fit,0.5,0.0,holdout,0,1.0,0.0,0.004096630313250395,0.09441096797451039,120,0.0944,0.8417,0.094,0.85,0.051,1.0,0.094,0.85
oracle,log_fit,0.5,0.0,core,0,1.0,0.0417,0.038547080650034336,0.9999999993507254,360,0.9194,0.55,0.8106,0.6306,0.5348,0.925,0.8475,0.6611
oracle,log_fit,0.5,0.0,holdout,0,1.0,0.0,0.03896448385232837,0.9833442052160619,120,0.9833,0.5083,0.9795,0.5083,0.5089,1.0,0.9795,0.5083
oracle,log_linear,0.5,0.0,core,0,0.8889,0.1667,0.016333354306954012,0.37544244824647355,360,0.3408,0.7778,0.3384,0.8333,0.176,0.8333,0.372,0.8333
oracle,log_linear,0.5,0.0,holdout,0,1.0,0.0,0.00959045897102545,0.3110840712634154,120,0.3111,0.8333,0.309,0.8333,0.1152,1.0,0.309,0.8333
oracle,stability_weighted,0.5,0.0,core,0,1.0,0.0194,0.01911446839220074,0.8556523050118934,360,0.8557,0.6861,0.755,0.7556,0.4177,0.875,0.732,0.7889
oracle,stability_weighted,0.5,0.0,holdout,0,1.0,0.0,0.018828494188343304,0.4814626898684661,120,0.4815,0.7667,0.4754,0.8333,0.2166,1.0,0.4754,0.8333
oracle,median_ensemble,0.5,0.0,core,0,1.0,0.0111,0.013201009316560763,0.6633050722800151,360,0.6633,0.7361,0.6351,0.8222,0.3114,0.9,0.524,0.8333
oracle,median_ensemble,0.5,0.0,holdout,0,1.0,0.0,0.015003123858113004,0.3547838671585931,120,0.3548,0.975,0.3503,1.0,0.1438,1.0,0.3503,1.0
oracle,constant_assumed,0.5,0.0,core,0,1.0,0.0,0.0579106984855413,1.0,360,1.0,0.0,0.9937,0.9722,0.5583,0.8889,0.9944,0.8611
oracle,constant_assumed,0.5,0.0,holdout,0,1.0,0.0,0.042288065521957505,1.0,120,1.0,0.0,0.9907,1.0,0.4482,1.0,0.9907,1.0
oracle,richardson_1,0.1,0.0,core,40,1.0,0.1,0.0297340608937429,4.242812042084021,320,4.2428,0.2281,0.3709,0.8063,0.2481,0.8438,0.314,0.8438
oracle,richardson_1,0.1,0.0,holdout,1,1.0,0.0,0.011298596753290011,1.5007410349053654,119,1.5007,0.4034,0.1652,0.8487,0.1073,1.0,0.1652,0.8487
oracle,richardson_2,0.1,0.0,core,40,0.975,0.1062,0.026282136391718502,3.9730270939790744,320,3.973,0.2344,0.364,0.7719,0.2109,0.8,0.3236,0.825
oracle,richardson_2,0.1,0.0,holdout,1,1.0,0.0,0.010683310802046729,1.3298471035783241,119,1.3298,0.4286,0.1477,0.8655,0.0823,1.0,0.1477,0.8655
oracle,richardson_3,0.1,0.0,core,40,0.9563,0.1313,0.019095716487563256,3.506080050138918,320,3.5061,0.2313,0.3434,0.7531,0.2137,0.7562,0.3236,0.8031
oracle,richardson_3,0.1,0.0,holdout,1,0.9664,0.0336,0.008323271223866315,1.265446294200132,119,1.2654,0.437,0.1393,0.8487,0.0773,0.9664,0.1393,0.8487
oracle,single_exp_fit,0.1,0.0,core,40,1.0,0.0094,0.03654884845142794,6.150810175740011,320,6.0984,0.1875,0.6445,0.9625,0.467,0.8969,0.6644,0.9375
oracle,single_exp_fit,0.1,0.0,holdout,1,1.0,0.0,0.030391629698116207,5.185056629658591,119,5.1851,0.0168,0.5748,0.9916,0.306,1.0,0.5748,0.9916
oracle,double_exp_fit,0.1,0.0,core,40,0.9781,0.0281,0.024250680562366622,4.291171253221817,320,4.2912,0.2281,0.4049,0.925,0.3603,0.9,0.3828,0.8969
oracle,double_exp_fit,0.1,0.0,holdout,1,1.0,0.0,0.02220838937929638,3.1120158829596645,119,3.112,0.0168,0.3309,0.9916,0.2192,1.0,0.3309,0.9916
oracle,rational_fit,0.1,0.0,core,40,1.0,0.0125,0.029994636793747118,3.492971726839807,320,3.493,0.1469,0.2558,0.8625,0.1853,0.8313,0.2501,0.8438
oracle,rational_fit,0.1,0.0,holdout,1,1.0,0.0,0.005271095247217861,1.87100804241723,119,1.871,0.3025,0.2079,0.8655,0.1235,1.0,0.2079,0.8655
oracle,log_fit,0.1,0.0,core,40,1.0,0.0094,0.06820258293945625,7.931736405731799,320,6.7573,0.0531,0.6478,0.6781,0.5363,0.9094,0.6439,0.6625
oracle,log_fit,0.1,0.0,holdout,1,1.0,0.0,0.050580422458545105,8.605203807355261,119,8.6052,0.0672,0.9447,0.6218,0.5742,0.9916,0.9447,0.6218
oracle,log_linear,0.1,0.0,core,40,0.8125,0.1875,0.014014450021741037,2.608186548827521,320,2.6082,0.3125,0.276,0.8125,0.1026,0.8125,0.276,0.8125
oracle,log_linear,0.1,0.0,holdout,1,1.0,0.0,0.01436686324674677,2.4282414091115596,119,2.4282,0.3025,0.2688,1.0,0.1236,1.0,0.2688,1.0
oracle,stability_weighted,0.1,0.0,core,40,1.0,0.0219,0.023834486483573704,3.322526730417083,320,3.2828,0.1938,0.3614,0.8187,0.2564,0.9187,0.3377,0.8
oracle,stability_weighted,0.1,0.0,holdout,1,1.0,0.0,0.01344194207924071,1.9833501828170936,119,1.9834,0.0084,0.2109,0.9916,0.1136,1.0,0.2109,0.9916
oracle,median_ensemble,0.1,0.0,core,40,1.0,0.0125,0.0209900827631845,1.9520611461322361,320,1.9521,0.2281,0.2168,0.825,0.1555,0.9156,0.1999,0.8125
oracle,median_ensemble,0.1,0.0,holdout,1,1.0,0.0,0.00985760404086232,1.1681745555767646,119,1.1682,0.1765,0.1286,1.0,0.0713,1.0,0.1286,1.0
oracle,constant_assumed,0.1,0.0,core,40,1.0,0.0,0.00772632880894808,1.0,320,1.0,0.0,0.111,1.0,0.0751,1.0,0.111,0.9375
oracle,constant_assumed,0.1,0.0,holdout,1,1.0,0.0,0.008442325403221396,1.0,119,1.0,0.0,0.1101,1.0,0.0611,1.0,0.1101,1.0
oracle,richardson_1,0.5,0.005,core,0,1.0,0.0333,0.017663370702756767,0.5399572815800372,360,0.4305,0.6556,0.3797,0.7667,0.2264,0.8667,0.4242,0.7778
oracle,richardson_1,0.5,0.005,holdout,0,1.0,0.0,0.010004819510915332,0.3764270182395078,120,0.2911,0.8083,0.287,0.7917,0.147,1.0,0.3764,0.675
