window_len,regime,is_holdout,target_g,noise,n_f,achieved_g,capped,precision,mean_gain,n
60,power_law,0,0.5,0.005,244.0,0.4999340482202355,0,0.5,3e-05,20
60,rational_decay,0,0.5,0.005,205.0,0.5,0,,0.0,20
60,mixed_pow_rat,0,0.5,0.005,254.0,0.4990202976120709,0,,0.0,20
60,multiphase,0,0.5,0.005,504.0,0.49983903719462197,0,,0.0,20
60,osc_exp,0,0.5,0.005,107.0,0.47832942079368884,0,,0.0,20
60,damped_osc_pow,0,0.5,0.005,260.0,0.49940767513390516,0,0.0,-8.1e-05,20
60,log_slow,0,0.5,0.005,8594.0,0.49999975284240333,0,1.0,0.004398,20
60,delayed_plateau,0,0.5,0.005,160.0,0.49658484551706805,0,,0.0,20
60,staircase,0,0.5,0.005,170.0,0.2777777777777778,0,,0.0,20
60,noisy_plateau,0,0.5,0.005,104.0,0.4965853037914094,0,0.15,-0.000206,20
60,slow_osc_power,0,0.5,0.005,415.0,0.49840630355024784,0,,0.0,20
60,log_oscillatory,0,0.5,0.005,533.0,0.49841524754235217,0,0.0,-0.04271,20
60,heavy_noise_plat,0,0.5,0.005,97.0,0.49658530379140886,0,0.45,0.000194,20
60,broken_power_law,0,0.5,0.005,514.0,0.49991211917454004,0,1.0,0.303661,20
60,stretched_exp,1,0.5,0.005,193.0,0.49828241532615414,0,,0.0,20
60,logistic_tail,1,0.5,0.005,105.0,0.47748855939048196,0,,0.0,20
60,inv_sqrt_log,1,0.5,0.005,245.0,0.4997783934707863,0,1.0,5e-06,20
60,random_knots,1,0.5,0.005,314.5,0.49936083587279756,0,0.0,-0.000351,20
60,real_boot_a,1,0.5,0.005,125.0,0.4970613452560541,0,,0.0,20
60,real_boot_b,1,0.5,0.005,151.0,0.49684018628925675,0,,0.0,20
60,single_exp,0,0.5,0.02,108.0,0.4867522559599715,0,,0.0,20
60,two_exp,0,0.5,0.02,129.0,0.4955914190433955,0,,0.0,20
60,three_exp,0,0.5,0.02,176.0,0.49876789415554024,0,,0.0,20
60,four_exp,0,0.5,0.02,231.0,0.4980680166164721,0,,0.0,20
60,power_law,0,0.5,0.02,244.0,0.4999340482202355,0,0.25,-0.006252,20
60,rational_decay,0,0.5,0.02,205.0,0.5,0,,0.0,20
60,mixed_pow_rat,0,0.5,0.02,254.0,0.4990202976120709,0,,0.0,20
60,multiphase,0,0.5,0.02,504.0,0.49983903719462197,0,,0.0,20
60,osc_exp,0,0.5,0.02,107.0,0.47832942079368884,0,,0.0,20
60,damped_osc_pow,0,0.5,0.02,260.0,0.49940767513390516,0,0.5263,-0.001294,20
60,log_slow,0,0.5,0.02,8594.0,0.49999975284240333,0,0.5,-0.008987,20
60,delayed_plateau,0,0.5,0.02,160.0,0.49658484551706805,0,,0.0,20
60,staircase,0,0.5,0.02,170.0,0.2777777777777778,0,,0.0,20
60,noisy_plateau,0,0.5,0.02,104.0,0.4965853037914094,0,0.5,-0.000129,20
60,slow_osc_power,0,0.5,0.02,415.0,0.49840630355024784,0,0.125,-0.006115,20
60,log_oscillatory,0,0.5,0.02,533.0,0.49841524754235217,0,0.1,-0.045941,20
60,heavy_noise_plat,0,0.5,0.02,97.0,0.49658530379140886,0,0.7,0.001686,20
60,broken_power_law,0,0.5,0.02,514.0,0.49991211917454004,0,1.0,0.304145,20
60,stretched_exp,1,0.5,0.02,193.0,0.49828241532615414,0,,0.0,20
60,logistic_tail,1,0.5,0.02,105.0,0.47748855939048196,0,,0.0,20
60,inv_sqrt_log,1,0.5,0.02,245.0,0.4997783934707863,0,0.65,-0.001221,20
60,random_knots,1,0.5,0.02,314.5,0.49936083587279756,0,0.3636,-0.00266,20
60,real_boot_a,1,0.5,0.02,125.0,0.4970613452560541,0,,0.0,20
60,real_boot_b,1,0.5,0.02,151.0,0.49684018628925675,0,,0.0,20
60,single_exp,0,0.1,0.0,148.0,0.09827358560436156,0,,0.0,20
60,two_exp,0,0.1,0.0,218.0,0.09985826346226055,0,,0.0,20
60,three_exp,0,0.1,0.0,377.0,0.09988829507506856,0,,0.0,20
60,four_exp,0,0.1,0.0,631.0,0.09977805552230239,0,,0.0,20
60,power_law,0,0.1,0.0,2441.0,0.09997859122064488,0,0.0,-0.000533,20
60,rational_decay,0,0.1,0.0,1125.0,0.09999999999999999,0,,0.0,20
60,mixed_pow_rat,0,0.1,0.0,2260.0,0.09998848741275486,0,,0.0,20
60,multiphase,0,0.1,0.0,3852.0,0.0999996544626016,0,,0.0,20
60,osc_exp,0,0.1,0.0,165.0,0.09570953042125925,0,,0.0,20
60,damped_osc_pow,0,0.1,0.0,3014.0,0.09999319502597674,0,0.0,-0.000449,20
60,log_slow,0,0.1,0.0,50000.0,0.41863546463489004,1,0.0,-0.001925,20
60,delayed_plateau,0,0.1,0.0,321.0,0.09926115995627992,0,,0.0,20
60,staircase,0,0.1,0.0,320.0,0.0,0,,0.0,20
60,noisy_plateau,0,0.1,0.0,137.0,0.09536916221554956,0,0.35,-0.000285,20
60,slow_osc_power,0,0.1,0.0,3483.0,0.09996889692898078,0,,0.0,20
60,log_oscillatory,0,0.1,0.0,50000.0,0.2992564263745022,1,0.0,-0.129493,20
60,heavy_noise_plat,0,0.1,0.0,114.0,0.09071795328941246,0,0.35,-8.9e-05,20
60,broken_power_law,0,0.1,0.0,28776.0,0.09999962012267244,0,1.0,0.732528,20
60,stretched_exp,1,0.1,0.0,579.0,0.09979846505939677,0,,0.0,20
60,logistic_tail,1,0.1,0.0,135.0,0.09609894819901184,0,,0.0,20
60,inv_sqrt_log,1,0.1,0.0,2929.0,0.09999046875803731,0,0.0,-0.000282,20
60,random_knots,1,0.1,0.0,4730.0,0.09999546250252596,1,,0.0,20
60,real_boot_a,1,0.1,0.0,209.0,0.09859818176108498,0,,0.0,20
60,real_boot_b,1,0.1,0.0,335.0,0.09918842288666796,0,,0.0,20
60,single_exp,0,0.1,0.005,148.0,0.09827358560436156,0,,0.0,20
60,two_exp,0,0.1,0.005,218.0,0.09985826346226055,0,,0.0,20
60,three_exp,0,0.1,0.005,377.0,0.09988829507506856,0,,0.0,20
60,four_exp,0,0.1,0.005,631.0,0.09977805552230239,0,,0.0,20
60,power_law,0,0.1,0.005,2441.0,0.09997859122064488,0,0.5,-8e-05,20
60,rational_decay,0,0.1,0.005,1125.0,0.09999999999999999,0,,0.0,20
60,mixed_pow_rat,0,0.1,0.005,2260.0,0.09998848741275486,0,,0.0,20
60,multiphase,0,0.1,0.005,3852.0,0.0999996544626016,0,,0.0,20
60,osc_exp,0,0.1,0.005,165.0,0.09570953042125925,0,,0.0,20
60,damped_osc_pow,0,0.1,0.005,3014.0,0.09999319502597674,0,0.0,-0.000231,20
60,log_slow,0,0.1,0.005,50000.0,0.41863546463489004,1,1.0,0.006352,20
60,delayed_plateau,0,0.1,0.005,321.0,0.09926115995627992,0,,0.0,20
60,staircase,0,0.1,0.005,320.0,0.0,0,,0.0,20
60,noisy_plateau,0,0.1,0.005,137.0,0.09536916221554956,0,0.15,-0.000542,20
60,slow_osc_power,0,0.1,0.005,3483.0,0.09996889692898078,0,,0.0,20
60,log_oscillatory,0,0.1,0.005,50000.0,0.2992564263745022,1,0.0,-0.128201,20
60,heavy_noise_plat,0,0.1,0.005,114.0,0.09071795328941246,0,0.45,0.000126,20
60,broken_power_law,0,0.1,0.005,28776.0,0.09999962012267244,0,1.0,0.733901,20
60,stretched_exp,1,0.1,0.005,579.0,0.09979846505939677,0,,0.0,20
60,logistic_tail,1,0.1,0.005,135.0,0.09609894819901184,0,,0.0,20
60,inv_sqrt_log,1,0.1,0.005,2929.0,0.09999046875803731,0,0.0,-7e-06,20
60,random_knots,1,0.1,0.005,4730.0,0.09999546250252596,1,0.0,-0.000295,20
60,real_boot_a,1,0.1,0.005,209.0,0.09859818176108498,0,,0.0,20
60,real_boot_b,1,0.1,0.005,335.0,0.09918842288666796,0,,0.0,20
60,single_exp,0,0.1,0.02,148.0,0.09827358560436156,0,,0.0,20
60,two_exp,0,0.1,0.02,218.0,0.09985826346226055,0,,0.0,20
60,three_exp,0,0.1,0.02,377.0,0.09988829507506856,0,,0.0,20
60,four_exp,0,0.1,0.02,631.0,0.09977805552230239,0,,0.0,20
60,power_law,0,0.1,0.02,2441.0,0.09997859122064488,0,0.35,-0.022046,20
60,rational_decay,0,0.1,0.02,1125.0,0.09999999999999999,0,,0.0,20
60,mixed_pow_rat,0,0.1,0.02,2260.0,0.09998848741275486,0,,0.0,20
60,multiphase,0,0.1,0.02,3852.0,0.0999996544626016,0,,0.0,20
60,osc_exp,0,0.1,0.02,165.0,0.09570953042125925,0,,0.0,20
60,damped_osc_pow,0,0.1,0.02,3014.0,0.09999319502597674,0,0.5263,-0.000905,20
60,log_slow,0,0.1,0.02,50000.0,0.41863546463489004,1,0.5,-0.005175,20
60,delayed_plateau,0,0.1,0.02,321.0,0.09926115995627992,0,,0.0,20
60,staircase,0,0.1,0.02,320.0,0.0,0,,0.0,20
60,noisy_plateau,0,0.1,0.02,137.0,0.09536916221554956,0,0.45,-0.000316,20
60,slow_osc_power,0,0.1,0.02,3483.0,0.09996889692898078,0,0.125,-0.012654,20
60,log_oscillatory,0,0.1,0.02,50000.0,0.2992564263745022,1,0.0,-0.122529,20
60,heavy_noise_plat,0,0.1,0.02,114.0,0.09071795328941246,0,0.7,0.002089,20
60,broken_power_law,0,0.1,0.02,28776.0,0.09999962012267244,0,1.0,0.73489,20
60,stretched_exp,1,0.1,0.02,579.0,0.09979846505939677,0,,0.0,20
60,logistic_tail,1,0.1,0.02,135.0,0.09609894819901184,0,,0.0,20
60,inv_sqrt_log,1,0.1,0.02,2929.0,0.09999046875803731,0,0.8,-0.006344,20
60,random_knots,1,0.1,0.02,4730.0,0.09999546250252596,1,0.5455,-0.006234,20
60,real_boot_a,1,0.1,0.02,209.0,0.09859818176108498,0,,0.0,20
60,real_boot_b,1,0.1,0.02,335.0,0.09918842288666796,0,,0.0,20
80,single_exp,0,0.5,0.0,108.0,0.4867522559599715,0,,0.0,20
80,two_exp,0,0.5,0.0,129.0,0.4955914190433955,0,,0.0,20
80,three_exp,0,0.5,0.0,176.0,0.49876789415554024,0,,0.0,20
80,four_exp,0,0.5,0.0,231.0,0.4980680166164721,0,,0.0,20
80,power_law,0,0.5,0.0,244.0,0.4999340482202355,0,0.0,-0.000133,20
80,rational_decay,0,0.5,0.0,205.0,0.5,0,,0.0,20
80,mixed_pow_rat,0,0.5,0.0,254.0,0.4990202976120709,0,,0.0,20
80,multiphase,0,0.5,0.0,504.0,0.49983903719462197,0,,0.0,20
80,osc_exp,0,0.5,0.0,107.0,0.47832942079368884,0,,0.0,20
80,damped_osc_pow,0,0.5,0.0,260.0,0.49940767513390516,0,,0.0,20
80,log_slow,0,0.5,0.0,8594.0,0.49999975284240333,0,0.0,-0.001971,20
80,delayed_plateau,0,0.5,0.0,160.0,0.49658484551706805,0,,0.0,20
80,staircase,0,0.5,0.0,170.0,0.2777777777777778,0,,0.0,20
80,noisy_plateau,0,0.5,0.0,104.0,0.4965853037914094,0,0.6,1.6e-05,20
80,slow_osc_power,0,0.5,0.0,415.0,0.49840630355024784,0,0.0,-0.026615,20
80,log_oscillatory,0,0.5,0.0,533.0,0.49841524754235217,0,,0.0,20
80,heavy_noise_plat,0,0.5,0.0,97.0,0.49658530379140886,0,0.2,-0.00053,20
80,broken_power_law,0,0.5,0.0,514.0,0.49991211917454004,0,1.0,0.116828,20
80,stretched_exp,1,0.5,0.0,193.0,0.49828241532615414,0,,0.0,20
80,logistic_tail,1,0.5,0.0,105.0,0.47748855939048196,0,,0.0,20
80,inv_sqrt_log,1,0.5,0.0,245.0,0.4997783934707863,0,0.0,-8.6e-05,20
80,random_knots,1,0.5,0.0,314.5,0.49936083587279756,0,,0.0,20
80,real_boot_a,1,0.5,0.0,125.0,0.4970613452560541,0,,0.0,20
80,real_boot_b,1,0.5,0.0,151.0,0.49684018628925675,0,,0.0,20
80,single_exp,0,0.5,0.005,108.0,0.4867522559599715,0,,0.0,20
80,two_exp,0,0.5,0.005,129.0,0.4955914190433955,0,,0.0,20
80,three_exp,0,0.5,0.005,176.0,0.49876789415554024,0,,0.0,20
80,four_exp,0,0.5,0.005,231.0,0.4980680166164721,0,,0.0,20
80,power_law,0,0.5,0.005,244.0,0.4999340482202355,0,0.0,-0.0001,20
80,rational_decay,0,0.5,0.005,205.0,0.5,0,,0.0,20
80,mixed_pow_rat,0,0.5,0.005,254.0,0.4990202976120709,0,,0.0,20
80,multiphase,0,0.5,0.005,504.0,0.49983903719462197,0,,0.0,20
80,osc_exp,0,0.5,0.005,107.0,0.47832942079368884,0,,0.0,20
80,damped_osc_pow,0,0.5,0.005,260.0,0.49940767513390516,0,,0.0,20
80,log_slow,0,0.5,0.005,8594.0,0.49999975284240333,0,0.0,-0.001136,20
80,delayed_plateau,0,0.5,0.005,160.0,0.49658484551706805,0,,0.0,20
80,staircase,0,0.5,0.005,170.0,0.2777777777777778,0,,0.0,20
80,noisy_plateau,0,0.5,0.005,104.0,0.4965853037914094,0,0.8571,7.1e-05,20
80,slow_osc_power,0,0.5,0.005,415.0,0.49840630355024784,0,0.0,-0.019821,20
80,log_oscillatory,0,0.5,0.005,533.0,0.49841524754235217,0,,0.0,20
80,heavy_noise_plat,0,0.5,0.005,97.0,0.49658530379140886,0,0.25,-0.000591,20
80,broken_power_law,0,0.5,0.005,514.0,0.49991211917454004,0,1.0,0.117217,20
80,stretched_exp,1,0.5,0.005,193.0,0.49828241532615414,0,,0.0,20
80,logistic_tail,1,0.5,0.005,105.0,0.47748855939048196,0,,0.0,20
80,inv_sqrt_log,1,0.5,0.005,245.0,0.4997783934707863,0,1.0,0.000162,20
80,random_knots,1,0.5,0.005,314.5,0.49936083587279756,0,,0.0,20
80,real_boot_a,1,0.5,0.005,125.0,0.4970613452560541,0,,0.0,20
80,real_boot_b,1,0.5,0.005,151.0,0.49684018628925675,0,,0.0,20
80,single_exp,0,0.5,0.02,108.0,0.4867522559599715,0,,0.0,20
80,two_exp,0,0.5,0.02,129.0,0.4955914190433955,0,,0.0,20
80,three_exp,0,0.5,0.02,176.0,0.49876789415554024,0,,0.0,20
80,four_exp,0,0.5,0.02,231.0,0.4980680166164721,0,,0.0,20
80,power_law,0,0.5,0.02,244.0,0.4999340482202355,0,0.0,-0.000181,20
80,rational_decay,0,0.5,0.02,205.0,0.5,0,,0.0,20
80,mixed_pow_rat,0,0.5,0.02,254.0,0.4990202976120709,0,,0.0,20
80,multiphase,0,0.5,0.02,504.0,0.49983903719462197,0,,0.0,20
80,osc_exp,0,0.5,0.02,107.0,0.47832942079368884,0,,0.0,20
80,damped_osc_pow,0,0.5,0.02,260.0,0.49940767513390516,0,,0.0,20
80,log_slow,0,0.5,0.02,8594.0,0.49999975284240333,0,0.0,-0.000669,20
80,delayed_plateau,0,0.5,0.02,160.0,0.49658484551706805,0,,0.0,20
80,staircase,0,0.5,0.02,170.0,0.2777777777777778,0,,0.0,20
80,noisy_plateau,0,0.5,0.02,104.0,0.4965853037914094,0,0.6875,4e-05,20
80,slow_osc_power,0,0.5,0.02,415.0,0.49840630355024784,0,0.1,-0.028886,20
80,log_oscillatory,0,0.5,0.02,533.0,0.49841524754235217,0,1.0,0.004012,20
80,heavy_noise_plat,0,0.5,0.02,97.0,0.49658530379140886,0,0.55,0.000223,20
80,broken_power_law,0,0.5,0.02,514.0,0.49991211917454004,0,1.0,0.119058,20
80,stretched_exp,1,0.5,0.02,193.0,0.49828241532615414,0,,0.0,20
80,logistic_tail,1,0.5,0.02,105.0,0.47748855939048196,0,,0.0,20
80,inv_sqrt_log,1,0.5,0.02,245.0,0.4997783934707863,0,0.8,0.001246,20
80,random_knots,1,0.5,0.02,314.5,0.49936083587279756,0,0.6667,0.000141,20
80,real_boot_a,1,0.5,0.02,125.0,0.4970613452560541,0,,0.0,20
80,real_boot_b,1,0.5,0.02,151.0,0.49684018628925675,0,,0.0,20
80,single_exp,0,0.1,0.0,148.0,0.09827358560436156,0,,0.0,20
80,two_exp,0,0.1,0.0,218.0,0.09985826346226055,0,,0.0,20
80,three_exp,0,0.1,0.0,377.0,0.09988829507506856,0,,0.0,20
80,four_exp,0,0.1,0.0,631.0,0.09977805552230239,0,,0.0,20
80,power_law,0,0.1,0.0,2441.0,0.09997859122064488,0,0.0,-0.000338,20
80,rational_decay,0,0.1,0.0,1125.0,0.09999999999999999,0,,0.0,20
80,mixed_pow_rat,0,0.1,0.0,2260.0,0.09998848741275486,0,,0.0,20
80,multiphase,0,0.1,0.0,3852.0,0.0999996544626016,0,,0.0,20
80,osc_exp,0,0.1,0.0,165.0,0.09570953042125925,0,,0.0,20
80,damped_osc_pow,0,0.1,0.0,3014.0,0.09999319502597674,0,,0.0,20
80,log_slow,0,0.1,0.0,50000.0,0.41863546463489004,1,0.0,-0.002266,20
80,delayed_plateau,0,0.1,0.0,321.0,0.09926115995627992,0,,0.0,20
80,staircase,0,0.1,0.0,320.0,0.0,0,,0.0,20
80,noisy_plateau,0,0.1,0.0,137.0,0.09536916221554956,0,0.6,3.3e-05,20
80,slow_osc_power,0,0.1,0.0,3483.0,0.09996889692898078,0,0.0,-0.05646,20
80,log_oscillatory,0,0.1,0.0,50000.0,0.2992564263745022,1,,0.0,20
80,heavy_noise_plat,0,0.1,0.0,114.0,0.09071795328941246,0,0.2,-0.000695,20
80,broken_power_law,0,0.1,0.0,28776.0,0.09999962012267244,0,1.0,0.279409,20
80,stretched_exp,1,0.1,0.0,579.0,0.09979846505939677,0,,0.0,20
80,logistic_tail,1,0.1,0.0,135.0,0.09609894819901184,0,,0.0,20
80,inv_sqrt_log,1,0.1,0.0,2929.0,0.09999046875803731,0,0.0,-0.00021,20
80,random_knots,1,0.1,0.0,4730.0,0.09999546250252596,1,,0.0,20
80,real_boot_a,1,0.1,0.0,209.0,0.09859818176108498,0,,0.0,20
80,real_boot_b,1,0.1,0.0,335.0,0.09918842288666796,0,,0.0,20
80,single_exp,0,0.1,0.005,148.0,0.09827358560436156,0,,0.0,20
80,two_exp,0,0.1,0.005,218.0,0.09985826346226055,0,,0.0,20
80,three_exp,0,0.1,0.005,377.0,0.09988829507506856,0,,0.0,20
80,four_exp,0,0.1,0.005,631.0,0.09977805552230239,0,,0.0,20
80,power_law,0,0.1,0.005,2441.0,0.09997859122064488,0,0.0,-0.000367,20
80,rational_decay,0,0.1,0.005,1125.0,0.09999999999999999,0,,0.0,20
80,mixed_pow_rat,0,0.1,0.005,2260.0,0.09998848741275486,0,,0.0,20
80,multiphase,0,0.1,0.005,3852.0,0.0999996544626016,0,,0.0,20
80,osc_exp,0,0.1,0.005,165.0,0.09570953042125925,0,,0.0,20
80,damped_osc_pow,0,0.1,0.005,3014.0,0.09999319502597674,0,,0.0,20
80,log_slow,0,0.1,0.005,50000.0,0.41863546463489004,1,0.0,-0.001758,20
80,delayed_plateau,0,0.1,0.005,321.0,0.09926115995627992,0,,0.0,20
80,staircase,0,0.1,0.005,320.0,0.0,0,,0.0,20
80,noisy_plateau,0,0.1,0.005,137.0,0.09536916221554956,0,0.9286,0.000187,20
80,slow_osc_power,0,0.1,0.005,3483.0,0.09996889692898078,0,0.0,-0.042154,20
80,log_oscillatory,0,0.1,0.005,50000.0,0.2992564263745022,1,,0.0,20
80,heavy_noise_plat,0,0.1,0.005,114.0,0.09071795328941246,0,0.2,-0.000811,20
80,broken_power_law,0,0.1,0.005,28776.0,0.09999962012267244,0,1.0,0.28034,20
80,stretched_exp,1,0.1,0.005,579.0,0.09979846505939677,0,,0.0,20
80,logistic_tail,1,0.1,0.005,135.0,0.09609894819901184,0,,0.0,20
80,inv_sqrt_log,1,0.1,0.005,2929.0,0.09999046875803731,0,1.0,0.000246,20
80,random_knots,1,0.1,0.005,4730.0,0.09999546250252596,1,,0.0,20
80,real_boot_a,1,0.1,0.005,209.0,0.09859818176108498,0,,0.0,20
80,real_boot_b,1,0.1,0.005,335.0,0.09918842288666796,0,,0.0,20
80,single_exp,0,0.1,0.02,148.0,0.09827358560436156,0,,0.0,20
80,two_exp,0,0.1,0.02,218.0,0.09985826346226055,0,,0.0,20
80,three_exp,0,0.1,0.02,377.0,0.09988829507506856,0,,0.0,20
80,four_exp,0,0.1,0.02,631.0,0.09977805552230239,0,,0.0,20
80,power_law,0,0.1,0.02,2441.0,0.09997859122064488,0,0.0,-0.000509,20
80,rational_decay,0,0.1,0.02,1125.0,0.09999999999999999,0,,0.0,20
80,mixed_pow_rat,0,0.1,0.02,2260.0,0.09998848741275486,0,,0.0,20
80,multiphase,0,0.1,0.02,3852.0,0.0999996544626016,0,,0.0,20
80,osc_exp,0,0.1,0.02,165.0,0.09570953042125925,0,,0.0,20
80,damped_osc_pow,0,0.1,0.02,3014.0,0.09999319502597674,0,,0.0,20
80,log_slow,0,0.1,0.02,50000.0,0.41863546463489004,1,0.0,-0.000726,20
80,delayed_plateau,0,0.1,0.02,321.0,0.09926115995627992,0,,0.0,20
80,staircase,0,0.1,0.02,320.0,0.0,0,,0.0,20
80,noisy_plateau,0,0.1,0.02,137.0,0.09536916221554956,0,0.8125,0.000121,20
80,slow_osc_power,0,0.1,0.02,3483.0,0.09996889692898078,0,0.1,-0.049872,20
80,log_oscillatory,0,0.1,0.02,50000.0,0.2992564263745022,1,1.0,0.004838,20
80,heavy_noise_plat,0,0.1,0.02,114.0,0.09071795328941246,0,0.5,-4e-05,20
80,broken_power_law,0,0.1,0.02,28776.0,0.09999962012267244,0,1.0,0.284742,20
80,stretched_exp,1,0.1,0.02,579.0,0.09979846505939677,0,,0.0,20
80,logistic_tail,1,0.1,0.02,135.0,0.09609894819901184,0,,0.0,20
80,inv_sqrt_log,1,0.1,0.02,2929.0,0.09999046875803731,0,0.6667,0.001987,20
80,random_knots,1,0.1,0.02,4730.0,0.09999546250252596,1,0.3333,0.002958,20
80,real_boot_a,1,0.1,0.02,209.0,0.09859818176108498,0,,0.0,20
80,real_boot_b,1,0.1,0.02,335.0,0.09918842288666796,0,,0.0,20
100,single_exp,0,0.5,0.0,108.0,0.4867522559599715,0,,0.0,20
100,two_exp,0,0.5,0.0,129.0,0.4955914190433955,0,,0.0,20
100,three_exp,0,0.5,0.0,176.0,0.49876789415554024,0,,0.0,20
100,four_exp,0,0.5,0.0,231.0,0.4980680166164721,0,,0.0,20
100,power_law,0,0.5,0.0,244.0,0.4999340482202355,0,,0.0,20
100,rational_decay,0,0.5,0.0,205.0,0.5,0,,0.0,20
100,mixed_pow_rat,0,0.5,0.0,254.0,0.4990202976120709,0,,0.0,20
100,multiphase,0,0.5,0.0,504.0,0.49983903719462197,0,,0.0,20
100,osc_exp,0,0.5,0.0,107.0,0.47832942079368884,0,,0.0,20
100,damped_osc_pow,0,0.5,0.0,260.0,0.49940767513390516,0,,0.0,20
100,log_slow,0,0.5,0.0,8594.0,0.49999975284240333,0,,0.0,20
100,delayed_plateau,0,0.5,0.0,160.0,0.49658484551706805,0,,0.0,20
100,staircase,0,0.5,0.0,170.0,0.2777777777777778,0,,0.0,20
100,noisy_plateau,0,0.5,0.0,104.0,0.4965853037914094,0,0.8,0.000162,20
100,slow_osc_power,0,0.5,0.0,415.0,0.49840630355024784,0,,0.0,20
100,log_oscillatory,0,0.5,0.0,533.0,0.49841524754235217,0,,0.0,20
100,heavy_noise_plat,0,0.5,0.0,97.0,0.49658530379140886,0,1.0,0.000455,20
100,broken_power_law,0,0.5,0.0,514.0,0.49991211917454004,0,1.0,0.007134,20
100,stretched_exp,1,0.5,0.0,193.0,0.49828241532615414,0,,0.0,20
100,logistic_tail,1,0.5,0.0,105.0,0.47748855939048196,0,,0.0,20
100,inv_sqrt_log,1,0.5,0.0,245.0,0.4997783934707863,0,,0.0,20
100,random_knots,1,0.5,0.0,314.5,0.49936083587279756,0,,0.0,20
100,real_boot_a,1,0.5,0.0,125.0,0.4970613452560541,0,,0.0,20
100,real_boot_b,1,0.5,0.0,151.0,0.49684018628925675,0,,0.0,20
100,single_exp,0,0.5,0.005,108.0,0.4867522559599715,0,,0.0,20
100,two_exp,0,0.5,0.005,129.0,0.4955914190433955,0,,0.0,20
100,three_exp,0,0.5,0.005,176.0,0.49876789415554024,0,,0.0,20
100,four_exp,0,0.5,0.005,231.0,0.4980680166164721,0,,0.0,20
100,power_law,0,0.5,0.005,244.0,0.4999340482202355,0,,0.0,20
100,rational_decay,0,0.5,0.005,205.0,0.5,0,,0.0,20
100,mixed_pow_rat,0,0.5,0.005,254.0,0.4990202976120709,0,,0.0,20
100,multiphase,0,0.5,0.005,504.0,0.49983903719462197,0,,0.0,20
100,osc_exp,0,0.5,0.005,107.0,0.47832942079368884,0,,0.0,20
100,damped_osc_pow,0,0.5,0.005,260.0,0.49940767513390516,0,,0.0,20
100,log_slow,0,0.5,0.005,8594.0,0.49999975284240333,0,,0.0,20
100,delayed_plateau,0,0.5,0.005,160.0,0.49658484551706805,0,,0.0,20
100,staircase,0,0.5,0.005,170.0,0.2777777777777778,0,,0.0,20
100,noisy_plateau,0,0.5,0.005,104.0,0.4965853037914094,0,0.9091,0.000239,20
100,slow_osc_power,0,0.5,0.005,415.0,0.49840630355024784,0,,0.0,20
100,log_oscillatory,0,0.5,0.005,533.0,0.49841524754235217,0,,0.0,20
100,heavy_noise_plat,0,0.5,0.005,97.0,0.49658530379140886,0,1.0,0.000472,20
100,broken_power_law,0,0.5,0.005,514.0,0.49991211917454004,0,1.0,0.007182,20
100,stretched_exp,1,0.5,0.005,193.0,0.49828241532615414,0,,0.0,20
100,logistic_tail,1,0.5,0.005,105.0,0.47748855939048196,0,,0.0,20
100,inv_sqrt_log,1,0.5,0.005,245.0,0.4997783934707863,0,,0.0,20
100,random_knots,1,0.5,0.005,314.5,0.49936083587279756,0,,0.0,20
100,real_boot_a,1,0.5,0.005,125.0,0.4970613452560541,0,,0.0,20
100,real_boot_b,1,0.5,0.005,151.0,0.49684018628925675,0,,0.0,20
100,single_exp,0,0.5,0.02,108.0,0.4867522559599715,0,,0.0,20
100,two_exp,0,0.5,0.02,129.0,0.4955914190433955,0,,0.0,20
100,three_exp,0,0.5,0.02,176.0,0.49876789415554024,0,,0.0,20
100,four_exp,0,0.5,0.02,231.0,0.4980680166164721,0,,0.0,20
100,power_law,0,0.5,0.02,244.0,0.4999340482202355,0,,0.0,20
100,rational_decay,0,0.5,0.02,205.0,0.5,0,,0.0,20
100,mixed_pow_rat,0,0.5,0.02,254.0,0.4990202976120709,0,,0.0,20
100,multiphase,0,0.5,0.02,504.0,0.49983903719462197,0,,0.0,20
100,osc_exp,0,0.5,0.02,107.0,0.47832942079368884,0,,0.0,20
100,damped_osc_pow,0,0.5,0.02,260.0,0.49940767513390516,0,,0.0,20
100,log_slow,0,0.5,0.02,8594.0,0.49999975284240333,0,0.0,-0.002599,20
100,delayed_plateau,0,0.5,0.02,160.0,0.49658484551706805,0,,0.0,20
100,staircase,0,0.5,0.02,170.0,0.2777777777777778,0,,0.0,20
100,noisy_plateau,0,0.5,0.02,104.0,0.4965853037914094,0,1.0,0.000201,20
100,slow_osc_power,0,0.5,0.02,415.0,0.49840630355024784,0,,0.0,20
100,log_oscillatory,0,0.5,0.02,533.0,0.49841524754235217,0,,0.0,20
100,heavy_noise_plat,0,0.5,0.02,97.0,0.49658530379140886,0,0.65,0.000285,20
100,broken_power_law,0,0.5,0.02,514.0,0.49991211917454004,0,1.0,0.00736,20
100,stretched_exp,1,0.5,0.02,193.0,0.49828241532615414,0,,0.0,20
100,logistic_tail,1,0.5,0.02,105.0,0.47748855939048196,0,1.0,0.003924,20
100,inv_sqrt_log,1,0.5,0.02,245.0,0.4997783934707863,0,,0.0,20
100,random_knots,1,0.5,0.02,314.5,0.49936083587279756,0,,0.0,20
