assumed_mode,method,target_g,regime_set,n_capped_excluded,valid_rate,cat_rate,med_error,med_skill,n,med_skill_vs_assumed,win_rate_vs_assumed,med_skill_vs_last,win_rate_vs_last,med_skill_vs_wmean,win_rate_vs_wmean,med_skill_vs_wmin,win_rate_vs_wmin
double,constant_assumed,0.5,core,0,1.0,0.1898,0.06156339146721648,1.2718472930907436,1080,1.0,0.0,0.8767,0.5815,0.5892,0.6398,1.0484,0.4787
double,constant_assumed,0.5,holdout,0,1.0,0.2028,0.0397332613905475,1.278086782223502,360,1.0,0.0,0.8463,0.5556,0.4633,0.675,1.167,0.475
double,richardson_1,0.1,core,120,1.0,0.101,0.030874140768347737,1.4968068202551006,960,0.603,0.5687,0.3897,0.8,0.2585,0.8365,0.3857,0.7823
double,richardson_1,0.1,holdout,3,1.0,0.0084,0.014891214079229102,0.820530639197076,357,0.3423,0.6443,0.2565,0.7927,0.1614,0.9804,0.3211,0.7367
double,richardson_2,0.1,core,120,0.9906,0.0969,0.026282135573471865,1.5096062512376047,960,0.5896,0.5792,0.399,0.7792,0.2331,0.8115,0.388,0.7708
double,richardson_2,0.1,holdout,3,0.9972,0.0112,0.016726764966529497,0.8449304914789404,357,0.3599,0.6415,0.2287,0.7983,0.1612,0.9664,0.2918,0.7311
double,richardson_3,0.1,core,120,0.9771,0.1135,0.022518520993351304,1.5271558925370892,960,0.5603,0.5875,0.3717,0.7646,0.2229,0.7812,0.3808,0.7604
double,richardson_3,0.1,holdout,3,0.9888,0.028,0.015462366656204707,0.7709750248847409,357,0.322,0.6218,0.2086,0.7815,0.1361,0.944,0.2577,0.7339
double,single_exp_fit,0.1,core,120,1.0,0.0146,0.03842178014697515,1.3595213124004761,960,0.7701,0.5552,0.6168,0.9125,0.4617,0.874,0.6644,0.8073
double,single_exp_fit,0.1,holdout,3,1.0,0.0168,0.02802802831191795,1.2814682384706502,357,0.8702,0.5378,0.5748,0.9076,0.3408,0.972,0.6448,0.7871
double,double_exp_fit,0.1,core,120,0.9854,0.0271,0.026346163811144144,1.0220144016691024,960,0.5204,0.6083,0.4767,0.8896,0.3627,0.8677,0.4418,0.7937
double,double_exp_fit,0.1,holdout,3,1.0,0.014,0.02442555297494045,1.2846806280473089,357,0.8025,0.5518,0.5628,0.8964,0.2975,0.9748,0.6448,0.7843
double,rational_fit,0.1,core,120,1.0,0.024,0.028951975871764582,1.5778838437109663,960,0.5243,0.5917,0.3344,0.851,0.21,0.8323,0.3193,0.7802
double,rational_fit,0.1,holdout,3,1.0,0.0084,0.01141536523020606,0.6215291264019351,357,0.3169,0.6331,0.2197,0.8179,0.1429,0.9804,0.2419,0.7647
double,log_fit,0.1,core,120,1.0,0.0271,0.06840894978855759,3.2164994398164897,960,1.2372,0.4823,0.6613,0.675,0.5391,0.9094,0.7848,0.5896
double,log_fit,0.1,holdout,3,1.0,0.0028,0.0503885153030047,1.8125661509121909,357,0.836,0.5154,0.8501,0.5966,0.5426,0.9888,0.993,0.5042
double,log_linear,0.1,core,120,0.4792,0.5208,0.050008374654995996,2.3629101099023817,960,2.3629,0.0,0.4226,0.4792,0.246,0.4792,0.4481,0.4771
double,log_linear,0.1,holdout,3,0.5014,0.4986,0.04142442193519734,2.8729252802959175,357,2.8729,0.0084,0.4381,0.479,0.2375,0.5014,0.5396,0.4538
double,stability_weighted,0.1,core,120,1.0,0.025,0.04538699696257946,2.4156373804502107,960,1.0447,0.4938,0.8515,0.6583,0.5652,0.8646,0.9997,0.5
double,stability_weighted,0.1,holdout,3,1.0,0.0168,0.030497014175680445,1.365072755647956,357,0.6897,0.5602,0.7123,0.7535,0.3362,0.9636,0.8725,0.5714
double,median_ensemble,0.1,core,120,1.0,0.0146,0.04567272967426278,2.199119529878166,960,1.0586,0.4948,0.9318,0.6781,0.6037,0.8823,1.0148,0.4469
double,median_ensemble,0.1,holdout,3,1.0,0.0084,0.02618840389853533,1.3244333550712875,357,0.6996,0.5602,0.779,0.7787,0.3545,0.9916,1.0227,0.4538
double,constant_assumed,0.1,core,120,1.0,0.1812,0.03482687710836012,1.0,960,1.0,0.0,0.5719,0.5802,0.3909,0.651,0.8838,0.5385
double,constant_assumed,0.1,holdout,3,1.0,0.1373,0.043181614969322754,1.0,357,1.0,0.0,0.747,0.5658,0.4045,0.6723,0.858,0.5322
winmin,richardson_1,0.5,core,0,1.0,0.0407,0.017347081197290344,0.8158837432607818,1080,0.6028,0.6648,0.3764,0.7741,0.2257,0.8657,0.4347,0.7454
winmin,richardson_1,0.5,holdout,0,1.0,0.0083,0.010435953819870405,0.6270510818562985,360,0.4597,0.6889,0.2791,0.7861,0.1434,0.9972,0.3119,0.725
winmin,richardson_2,0.5,core,0,0.9935,0.087,0.016168040593910787,0.8188500316851062,1080,0.5701,0.6843,0.3953,0.7759,0.2169,0.8324,0.4182,0.75
winmin,richardson_2,0.5,holdout,0,0.9861,0.0222,0.008293445642096484,0.572662539506169,360,0.4262,0.6639,0.2629,0.7694,0.1147,0.9722,0.2918,0.7194
winmin,richardson_3,0.5,core,0,0.987,0.075,0.01614670443216162,0.8614998447000726,1080,0.5668,0.6769,0.3958,0.7778,0.2161,0.8194,0.423,0.7472
winmin,richardson_3,0.5,holdout,0,0.9861,0.0278,0.00909833262390481,0.5431439466030606,360,0.44,0.6472,0.2393,0.7556,0.112,0.9667,0.2749,0.7083
winmin,single_exp_fit,0.5,core,0,1.0,0.0157,0.021393156441345627,1.0000000000052514,1080,0.7136,0.6241,0.4673,0.863,0.3205,0.8676,0.4752,0.7759
winmin,single_exp_fit,0.5,holdout,0,1.0,0.025,0.014626341831609848,1.0508777706385848,360,0.9575,0.5361,0.5525,0.8778,0.1885,0.9806,0.6228,0.775
winmin,double_exp_fit,0.5,core,0,0.9917,0.025,0.019925290657092688,0.9705754077920866,1080,0.5975,0.6583,0.4497,0.8593,0.3216,0.8676,0.451,0.7852
winmin,double_exp_fit,0.5,holdout,0,0.9972,0.0278,0.014636187683894693,1.012571334639358,360,0.8587,0.5667,0.5308,0.875,0.1878,0.9778,0.6067,0.7778
winmin,rational_fit,0.5,core,0,1.0,0.0222,0.01667450292437591,0.7918548466353328,1080,0.4421,0.7343,0.3184,0.8352,0.2209,0.8519,0.3655,0.7907
winmin,rational_fit,0.5,holdout,0,1.0,0.0139,0.00642897416372545,0.5686328356722952,360,0.4242,0.6833,0.203,0.7917,0.0984,0.9889,0.2721,0.7389
winmin,log_fit,0.5,core,0,1.0,0.0509,0.038547094032310145,1.5876008526046896,1080,1.2971,0.3935,0.7781,0.6176,0.5366,0.9269,0.8838,0.5519
winmin,log_fit,0.5,holdout,0,1.0,0.0306,0.0399421643553289,2.50022098466528,360,2.311,0.2806,1.0699,0.4833,0.5219,0.9972,1.4446,0.3833
winmin,log_linear,0.5,core,0,0.9648,0.0981,0.041960865248356856,1.3156905649891446,1080,1.1842,0.2111,0.7599,0.7565,0.4134,0.8556,0.8258,0.7185
winmin,log_linear,0.5,holdout,0,0.975,0.025,0.026134544009333294,1.4050839981769263,360,1.333,0.2222,0.7115,0.7722,0.2844,0.9667,0.8602,0.675
winmin,stability_weighted,0.5,core,0,1.0,0.0287,0.04535863839215347,1.7263850933750289,1080,1.3119,0.3769,0.9394,0.6083,0.5203,0.8269,1.007,0.4972
winmin,stability_weighted,0.5,holdout,0,1.0,0.0167,0.02845555999297806,1.502315888759446,360,1.4181,0.3583,0.8432,0.6667,0.2949,0.9583,1.0277,0.4806
winmin,median_ensemble,0.5,core,0,1.0,0.0139,0.03865195083556373,1.632856818196719,1080,1.3407,0.3889,0.9391,0.6778,0.515,0.8593,1.0232,0.4731
winmin,median_ensemble,0.5,holdout,0,1.0,0.0111,0.020324975885570647,1.510009165402126,360,1.3795,0.3833,0.8578,0.7417,0.2805,0.9917,1.0182,0.4833
winmin,constant_assumed,0.5,core,0,1.0,0.075,0.032300742970105524,1.0,1080,1.0,0.0,0.7076,0.7852,0.3571,0.8157,0.7524,0.7157
winmin,constant_assumed,0.5,holdout,0,1.0,0.0361,0.020729687678680803,1.0,360,1.0,0.0,0.6256,0.8472,0.2379,0.9222,0.7149,0.7917
winmin,richardson_1,0.1,core,120,1.0,0.101,0.030874140781656494,0.6251494924917718,960,0.4599,0.7365,0.3897,0.799,0.2585,0.8365,0.3857,0.7823
winmin,richardson_1,0.1,holdout,3,1.0,0.0084,0.014890607467373633,0.44643634699883256,357,0.4263,0.6891,0.2565,0.7927,0.1614,0.9804,0.3211,0.7367
winmin,richardson_2,0.1,core,120,0.9927,0.101,0.02651886929632459,0.6188322666001796,960,0.452,0.7292,0.4015,0.775,0.2308,0.8031,0.3974,0.7708
winmin,richardson_2,0.1,holdout,3,0.986,0.0252,0.017313934293076108,0.436147002111703,357,0.4139,0.6751,0.2315,0.7843,0.1612,0.9524,0.3002,0.7171
winmin,richardson_3,0.1,core,120,0.9854,0.1094,0.022895259887252533,0.5925319745032269,960,0.4507,0.7323,0.3754,0.7656,0.2244,0.7833,0.3962,0.7635
winmin,richardson_3,0.1,holdout,3,0.986,0.028,0.015590041850088596,0.45354189507928805,357,0.4082,0.6891,0.2152,0.7843,0.1411,0.9468,0.2836,0.7339
winmin,single_exp_fit,0.1,core,120,1.0,0.0146,0.03778546386388909,0.9053209917726777,960,0.7976,0.6635,0.6154,0.9198,0.4583,0.8812,0.6644,0.8125
winmin,single_exp_fit,0.1,holdout,3,1.0,0.0168,0.02773727172758028,0.9405312380323536,357,0.8801,0.6022,0.5748,0.9104,0.3408,0.9804,0.6448,0.7927
winmin,double_exp_fit,0.1,core,120,0.9906,0.0229,0.03194673105015579,0.8831442142471643,960,0.7554,0.6625,0.6061,0.8844,0.466,0.876,0.6445,0.7875
winmin,double_exp_fit,0.1,holdout,3,0.9972,0.0224,0.025090263141275413,0.9088897439289824,357,0.8102,0.619,0.5679,0.8908,0.3577,0.972,0.6268,0.7759
winmin,rational_fit,0.1,core,120,1.0,0.024,0.02895197712945717,0.5414886700058105,960,0.3895,0.7417,0.3347,0.851,0.21,0.8302,0.3193,0.7802
winmin,rational_fit,0.1,holdout,3,1.0,0.0084,0.011413883454828078,0.44724459855244164,357,0.4315,0.7087,0.2194,0.8179,0.1429,0.9804,0.2419,0.7647
winmin,log_fit,0.1,core,120,1.0,0.0271,0.06840894979555988,1.1559610373482638,960,0.9657,0.5062,0.6613,0.675,0.5391,0.9094,0.7848,0.5896
winmin,log_fit,0.1,holdout,3,1.0,0.0028,0.05038851417909068,1.4494955427986538,357,1.3807,0.3978,0.8501,0.5966,0.5426,0.9888,0.993,0.5042
winmin,log_linear,0.1,core,120,0.9062,0.1115,0.07517805824103721,1.0300019890101026,960,1.0131,0.1927,0.8025,0.8271,0.4958,0.8302,0.8536,0.8375
winmin,log_linear,0.1,holdout,3,0.9748,0.0336,0.05035106420716638,1.055193938136839,357,1.0377,0.1289,0.7571,0.8375,0.3631,0.9608,0.8611,0.7535
winmin,stability_weighted,0.1,core,120,1.0,0.025,0.045387502335437147,1.3087882483283704,960,1.1586,0.4104,0.8515,0.6583,0.5652,0.8646,0.9997,0.5
winmin,stability_weighted,0.1,holdout,3,1.0,0.0168,0.030497014179438165,1.2086561164557486,357,1.1381,0.4482,0.7123,0.7535,0.3362,0.9636,0.8725,0.5714
winmin,median_ensemble,0.1,core,120,1.0,0.0146,0.04567272967426278,1.312715521798216,960,1.202,0.3792,0.9318,0.6781,0.6037,0.8823,1.0148,0.4469
winmin,median_ensemble,0.1,holdout,3,1.0,0.0084,0.02618840389853533,1.2616565265333883,357,1.201,0.4174,0.779,0.7787,0.3545,0.9916,1.0227,0.4538
winmin,constant_assumed,0.1,core,120,1.0,0.074,0.05065400173021058,1.0,960,1.0,0.0,0.795,0.8438,0.484,0.8698,0.8594,0.7656
winmin,constant_assumed,0.1,holdout,3,1.0,0.0112,0.04410384504177134,1.0,357,1.0,0.0,0.7114,0.9384,0.3599,0.9636,0.8136,0.9104
