dataset,obs_depth,target_round,selected_method,cascade_pred,true_val,cascade_err,richardson_err,rational_err,current_err,ref_error,ref_best_method,cascade_skill,improvement,perturb_iqr,L_hat,assumed_mode,nearest_regime,log_log_slope,curvature_idx,oscillation_idx,noise_var,richardson_r2,diff_ratio_cv,phase2_features_path,phase2_features_rows,git_head
jannis,60,300,richardson_1,0.650776752272607,0.6937566748192046,0.04297992254659755,0.04297992254659755,0.028611118551841064,0.06419233028404658,0.06419233028404658,last_value,0.6695491868952941,0.330450813104706,0.0014560221031153509,0.0,zero,multiphase,-0.10949382442324422,0.0010582110111618743,0.0,2.0369114770947577e-07,0.9540049797196218,0.004219599892355477,results\phase2\phase2_features.csv,23400,0375f24
jannis,60,400,richardson_1,0.631475960637535,0.6907154220228485,0.05923946138531355,0.05923946138531355,0.03278317769870476,0.06723358308040261,0.06723358308040261,last_value,0.8810992761529736,0.11890072384702648,0.0014994187555191774,0.0,zero,multiphase,-0.10949382442324422,0.0010582110111618743,0.0,2.0369114770947577e-07,0.9540049797196218,0.004219599892355477,results\phase2\phase2_features.csv,23400,0375f24
jannis,60,500,richardson_1,0.6169001886209579,0.6895512489191259,0.07265106029816804,0.07265106029816804,0.036059499500643466,0.06839775618412525,0.06839775618412525,last_value,1.0621848486168608,-0.06218484861686088,0.0015303765916031553,0.0,zero,multiphase,-0.10949382442324422,0.0010582110111618743,0.0,2.0369114770947577e-07,0.9540049797196218,0.004219599892355477,results\phase2\phase2_features.csv,23400,0375f24
jannis,90,300,richardson_1,0.6837458250399715,0.6937566748192046,0.010010849779233055,0.010010849779233055,0.005014299428211855,0.03735833530107924,0.03735833530107924,last_value,0.26796830475858635,0.7320316952414136,0.005860666192774255,0.0,zero,rational_decay,-0.109004838154524,0.0010921240408300545,0.0,1.732022504692357e-08,0.9927154001072243,0.0010055947227107975,results\phase2\phase2_features.csv,23400,0375f24
jannis,90,400,richardson_1,0.6772789026364402,0.6907154220228485,0.01343651938640833,0.01343651938640833,0.006844447193671721,0.04039958809743527,0.04039958809743527,last_value,0.33259050448737953,0.6674094955126204,0.006580267590601596,0.0,zero,rational_decay,-0.109004838154524,0.0010921240408300545,0.0,1.732022504692357e-08,0.9927154001072243,0.0010055947227107975,results\phase2\phase2_features.csv,23400,0375f24
jannis,90,500,richardson_1,0.6730941279134489,0.6895512489191259,0.016457121005676978,0.016457121005676978,0.008637044248952064,0.0415637612011579,0.0415637612011579,last_value,0.39594879120849413,0.6040512087915059,0.007355193813027072,0.0,zero,rational_decay,-0.109004838154524,0.0010921240408300545,0.0,1.732022504692357e-08,0.9927154001072243,0.0010055947227107975,results\phase2\phase2_features.csv,23400,0375f24
jannis,120,300,rational_fit,0.6870765666578168,0.6937566748192046,0.006680108161387754,0.008622048668856075,0.006680108161387754,0.022600011137810183,0.022600011137810183,last_value,0.2955798614723612,0.7044201385276387,0.013945222184794548,0.0,zero,multiphase,-0.07972603381370706,0.0019571912095531514,0.0,9.197323292200903e-09,0.9968081123699333,0.00031877428359323876,results\phase2\phase2_features.csv,23400,0375f24
jannis,120,400,rational_fit,0.6817904198507238,0.6907154220228485,0.008925002172124774,0.011894626125019347,0.008925002172124774,0.025641263934166214,0.025641263934166214,last_value,0.34807184993062984,0.6519281500693701,0.01804722554493743,0.0,zero,multiphase,-0.07972603381370706,0.0019571912095531514,0.0,9.197323292200903e-09,0.9968081123699333,0.00031877428359323876,results\phase2\phase2_features.csv,23400,0375f24
jannis,120,500,rational_fit,0.6785594910025196,0.6895512489191259,0.010991757916606337,0.014817110152325341,0.010991757916606337,0.026805437037888846,0.026805437037888846,last_value,0.41005703063411164,0.5899429693658884,0.02083644307041921,0.0,zero,multiphase,-0.07972603381370706,0.0019571912095531514,0.0,9.197323292200903e-09,0.9968081123699333,0.00031877428359323876,results\phase2\phase2_features.csv,23400,0375f24
jannis,150,300,rational_fit,0.6892705394720567,0.6937566748192046,0.004486135347147813,0.004273054002816967,0.004486135347147813,0.014082147205104145,0.014082147205104145,last_value,0.3185689853832653,0.6814310146167347,0.010053500977518337,0.0,zero,multiphase,-0.06360071928619755,0.0035049419806295113,0.0,9.418149362629917e-09,0.9931805144339371,0.0001899045758235128,results\phase2\phase2_features.csv,23400,0375f24
