round,covertype,higgs,adult,jannis,miniboone,bank_marketing
54,0.5745710134062536,0.5638393504897485,0.30124631628496323,0.7655322310981494,0.19651086070889415,0.2194672352024165
55,0.5717473631182782,0.5633614924618066,0.30055898864156655,0.7638272665643017,0.19499990179486323,0.21910819787081826
56,0.5690081673509625,0.5628085791300992,0.299810957442521,0.7622433794395311,0.19380327691221483,0.2186952576484689
57,0.5660961305217721,0.5623254274209503,0.29905834378900953,0.760774176565346,0.19255180433933855,0.2182458054961664
58,0.5639787595448366,0.561756212126002,0.2985069816865348,0.759295867075438,0.1915157758728731,0.21782305055347037
59,0.5613513047471771,0.5612000575949272,0.2978226643432058,0.7579490051032511,0.1904855698463234,0.2172830818920469
60,0.5593009490128039,0.560737151552461,0.2971285801944872,0.7566938350781164,0.18951747541292618,0.21689536741816384
61,0.5568678664419607,0.5602239583274621,0.29652479199383913,0.755543342767863,0.1885443411696809,0.2164306404560526
62,0.554673387991495,0.5596263174505212,0.29597830363901173,0.7543512785860305,0.18745133823909235,0.21596277213059006
63,0.5529915997488977,0.5590138180807331,0.2955333595408653,0.7532197933490792,0.18655333704017718,0.21554668376342337
64,0.5511673292721849,0.5584205795560091,0.2950619971930671,0.7519109101967469,0.18553087714244232,0.2152433087644034
65,0.549299321788372,0.5578718354400249,0.2946753264666526,0.750717539840092,0.18464652402281712,0.2148615367897308
66,0.5473671567636885,0.5571979962021477,0.2942339600915102,0.7496468533087846,0.18369951779907484,0.21468145202671904
67,0.5453875617039353,0.556661244212806,0.29379035496161615,0.7485821670952424,0.18299093118915347,0.21439040135630327
68,0.5433912888033297,0.5562163950528708,0.2933865473274405,0.7475350294459034,0.18222615413204635,0.2140762914133007
69,0.5415597192330587,0.5559056073744448,0.2930251802706286,0.7465097788399222,0.18143446368850533,0.2138103115124467
70,0.5397801273353698,0.5554641566551322,0.292421308950704,0.7456056817492064,0.18054226611885205,0.21363398792006072
71,0.5381065306018815,0.5549555839532829,0.2921423471199759,0.7447112091288265,0.17967632484672386,0.21324116998065495
72,0.5362738742142398,0.5544947759278236,0.2916085336009194,0.7438272362500526,0.17879234965789254,0.21282287997037194
73,0.5344744919678752,0.5541535251355487,0.29127067243209404,0.7429465951421705,0.17804674598007905,0.21269111647651162
74,0.5328933360372484,0.5538441541151147,0.290919361252798,0.7420703226040541,0.17730886995216977,0.21230704598165873
75,0.5312078265319221,0.5535150616301042,0.2906454363350202,0.7412677695478098,0.17656271923660638,0.21202490011887795
76,0.529624060578528,0.5530381927771084,0.2902861887373927,0.7405343132925828,0.17580928993241482,0.2117407663774133
77,0.5281395070986954,0.5527307208688252,0.28994679137223917,0.7397140624327393,0.17515533128833144,0.21127503467401373
78,0.5267376041593201,0.5524224453796155,0.28954731803748723,0.7388458274817158,0.17454860332621627,0.21110047110765562
79,0.525247883357696,0.5521315039375352,0.2891344121753695,0.7380633748971687,0.17390354771812339,0.21090995436659932
80,0.5239333975100161,0.5518050861511188,0.28882374756268137,0.7373155908863861,0.17331750905551527,0.21078671198409846
81,0.522566163286009,0.5516610732891923,0.28836938375183846,0.7366435638222214,0.17267578389950014,0.21050059292284704
82,0.5210046379325978,0.5513610325331008,0.288157459473662,0.7359152277160242,0.1720895311409299,0.21043049778577022
83,0.5196697151779894,0.5510861191332477,0.2878421408023976,0.7352290848287742,0.1714854626363742,0.21001828718709778
84,0.5182826294723707,0.5508811995260748,0.28740729687006894,0.7345257835102217,0.17092070825152653,0.20993905611563116
85,0.517106703592072,0.5504216597320047,0.2870725310822379,0.7339260081360796,0.17034113967364223,0.20922456549491475
