method,obs_idx,noise,valid_rate,n,is_trivial,is_oracle,is_dangerous
single_exp_fit,120,0.005,1.0,1440,0,0,0
single_exp_fit,120,0.02,1.0,1440,0,0,0
stability_weighted,30,0.0,1.0,1440,0,0,0
stability_weighted,30,0.005,1.0,1440,0,0,0
stability_weighted,30,0.02,1.0,1440,0,0,0
stability_weighted,60,0.0,1.0,1440,0,0,0
stability_weighted,60,0.005,1.0,1440,0,0,0
stability_weighted,60,0.02,1.0,1440,0,0,0
stability_weighted,90,0.0,1.0,1440,0,0,0
stability_weighted,90,0.005,1.0,1440,0,0,0
stability_weighted,90,0.02,1.0,1440,0,0,0
stability_weighted,120,0.0,1.0,1440,0,0,0
stability_weighted,120,0.005,1.0,1440,0,0,0
stability_weighted,120,0.02,1.0,1440,0,0,0
window_mean,30,0.0,1.0,1440,1,0,0
window_mean,30,0.005,1.0,1440,1,0,0
window_mean,30,0.02,1.0,1440,1,0,0
window_mean,60,0.0,1.0,1440,1,0,0
window_mean,60,0.005,1.0,1440,1,0,0
window_mean,60,0.02,1.0,1440,1,0,0
window_mean,90,0.0,1.0,1440,1,0,0
window_mean,90,0.005,1.0,1440,1,0,0
window_mean,90,0.02,1.0,1440,1,0,0
window_mean,120,0.0,1.0,1440,1,0,0
window_mean,120,0.005,1.0,1440,1,0,0
window_mean,120,0.02,1.0,1440,1,0,0
window_min,30,0.0,1.0,1440,1,0,0
window_min,30,0.005,1.0,1440,1,0,0
window_min,30,0.02,1.0,1440,1,0,0
window_min,60,0.0,1.0,1440,1,0,0
window_min,60,0.005,1.0,1440,1,0,0
window_min,60,0.02,1.0,1440,1,0,0
window_min,90,0.0,1.0,1440,1,0,0
window_min,90,0.005,1.0,1440,1,0,0
window_min,90,0.02,1.0,1440,1,0,0
window_min,120,0.0,1.0,1440,1,0,0
window_min,120,0.005,1.0,1440,1,0,0
window_min,120,0.02,1.0,1440,1,0,0
wynn_eps_1,30,0.0,0.9583,1440,0,0,0
wynn_eps_1,30,0.005,1.0,1440,0,0,0
wynn_eps_1,30,0.02,0.9958,1440,0,0,0
wynn_eps_1,60,0.0,0.9583,1440,0,0,0
wynn_eps_1,60,0.005,0.9979,1440,0,0,0
wynn_eps_1,60,0.02,0.9958,1440,0,0,0
wynn_eps_1,90,0.0,0.9583,1440,0,0,0
wynn_eps_1,90,0.005,1.0,1440,0,0,0
wynn_eps_1,90,0.02,0.9958,1440,0,0,0
wynn_eps_1,120,0.0,0.9583,1440,0,0,0
wynn_eps_1,120,0.005,1.0,1440,0,0,0
wynn_eps_1,120,0.02,1.0,1440,0,0,0
wynn_eps_2,30,0.0,0.9458,1440,0,0,0
wynn_eps_2,30,0.005,1.0,1440,0,0,0
wynn_eps_2,30,0.02,0.9979,1440,0,0,0
wynn_eps_2,60,0.0,0.9521,1440,0,0,0
wynn_eps_2,60,0.005,0.9958,1440,0,0,0
wynn_eps_2,60,0.02,0.9917,1440,0,0,0
wynn_eps_2,90,0.0,0.9312,1440,0,0,0
wynn_eps_2,90,0.005,0.9979,1440,0,0,0
wynn_eps_2,90,0.02,0.9917,1440,0,0,0
wynn_eps_2,120,0.0,0.9167,1440,0,0,0
wynn_eps_2,120,0.005,1.0,1440,0,0,0
wynn_eps_2,120,0.02,0.9958,1440,0,0,0
wynn_eps_3,30,0.0,0.9438,1440,0,0,0
wynn_eps_3,30,0.005,0.9917,1440,0,0,0
wynn_eps_3,30,0.02,0.9938,1440,0,0,0
wynn_eps_3,60,0.0,0.9229,1440,0,0,0
wynn_eps_3,60,0.005,0.9896,1440,0,0,0
wynn_eps_3,60,0.02,0.9938,1440,0,0,0
wynn_eps_3,90,0.0,0.9167,1440,0,0,0
wynn_eps_3,90,0.005,0.9979,1440,0,0,0
wynn_eps_3,90,0.02,0.9917,1440,0,0,0
wynn_eps_3,120,0.0,0.9167,1440,0,0,0
wynn_eps_3,120,0.005,0.9979,1440,0,0,0
wynn_eps_3,120,0.02,0.9958,1440,0,0,0
wynn_rho_1,30,0.0,0.9583,1440,0,0,0
wynn_rho_1,30,0.005,1.0,1440,0,0,0
wynn_rho_1,30,0.02,0.9938,1440,0,0,0
wynn_rho_1,60,0.0,0.9583,1440,0,0,0
wynn_rho_1,60,0.005,0.9979,1440,0,0,0
wynn_rho_1,60,0.02,0.9958,1440,0,0,0
wynn_rho_1,90,0.0,0.9583,1440,0,0,0
wynn_rho_1,90,0.005,1.0,1440,0,0,0
wynn_rho_1,90,0.02,0.9896,1440,0,0,0
wynn_rho_1,120,0.0,0.9583,1440,0,0,0
wynn_rho_1,120,0.005,1.0,1440,0,0,0
wynn_rho_1,120,0.02,0.9979,1440,0,0,0
wynn_rho_2,30,0.0,0.9583,1440,0,0,0
wynn_rho_2,30,0.005,0.9896,1440,0,0,0
wynn_rho_2,30,0.02,0.9979,1440,0,0,0
wynn_rho_2,60,0.0,0.9583,1440,0,0,0
wynn_rho_2,60,0.005,0.9958,1440,0,0,0
wynn_rho_2,60,0.02,0.9833,1440,0,0,0
wynn_rho_2,90,0.0,0.9583,1440,0,0,0
wynn_rho_2,90,0.005,0.9958,1440,0,0,0
wynn_rho_2,90,0.02,0.9854,1440,0,0,0
wynn_rho_2,120,0.0,0.9583,1440,0,0,0
wynn_rho_2,120,0.005,1.0,1440,0,0,0
wynn_rho_2,120,0.02,0.9896,1440,0,0,0
wynn_rho_3,30,0.0,0.9167,1440,0,0,0
wynn_rho_3,30,0.005,0.9896,1440,0,0,0
wynn_rho_3,30,0.02,0.9854,1440,0,0,0
wynn_rho_3,60,0.0,0.9583,1440,0,0,0
wynn_rho_3,60,0.005,0.9938,1440,0,0,0
wynn_rho_3,60,0.02,0.9896,1440,0,0,0
wynn_rho_3,90,0.0,0.9562,1440,0,0,0
wynn_rho_3,90,0.005,0.9938,1440,0,0,0
wynn_rho_3,90,0.02,0.9875,1440,0,0,0
wynn_rho_3,120,0.0,0.9562,1440,0,0,0
wynn_rho_3,120,0.005,0.9979,1440,0,0,0
wynn_rho_3,120,0.02,0.9917,1440,0,0,0
