regime,is_holdout,target_g,n_capped_excluded,selector,is_trivial,is_oracle,mean_error,median_error,med_skill,n,med_skill_vs_assumed,win_rate_vs_assumed,med_skill_vs_last,win_rate_vs_last,med_skill_vs_wmean,win_rate_vs_wmean,med_skill_vs_wmin,win_rate_vs_wmin
delayed_plateau,0,0.5,0,threshold_ens_safe,0,0,0.134226,0.121811,1.0134,240,0.7617,0.9458,0.9748,0.7125,0.5489,1.0,1.013,0.4167
delayed_plateau,0,0.5,0,capped_diag_49,0,0,0.119425,0.098369,0.7649,240,0.5972,0.9792,0.6872,0.9417,0.3974,0.9958,0.7649,0.8792
delayed_plateau,0,0.5,0,capped_diag_safe,0,0,0.129347,0.112804,0.9008,240,0.6923,0.975,0.8019,0.9125,0.4565,0.9958,0.9008,0.7792
delayed_plateau,0,0.5,0,diag_ensemble_49,0,0,0.119425,0.098369,0.7649,240,0.5972,0.9792,0.6872,0.9417,0.3974,0.9958,0.7649,0.8792
delayed_plateau,0,0.5,0,diag_ensemble_safe,0,0,0.129347,0.112804,0.9008,240,0.6923,0.975,0.8019,0.9125,0.4565,0.9958,0.9008,0.7792
delayed_plateau,0,0.5,0,equal_ensemble_49,0,0,0.131357,0.121138,1.0105,240,0.7591,0.95,0.9736,0.7208,0.5481,1.0,1.0102,0.4208
delayed_plateau,0,0.5,0,equal_ensemble_safe,0,0,0.134226,0.121811,1.0134,240,0.7617,0.9458,0.9748,0.7125,0.5489,1.0,1.013,0.4167
delayed_plateau,0,0.5,0,diag_ensemble_9,0,0,0.123294,0.099811,0.9026,240,0.585,0.9833,0.7919,0.8917,0.47,0.9917,0.9026,0.7958
delayed_plateau,0,0.5,0,equal_ensemble_9,0,0,0.118917,0.105192,0.7591,240,0.5632,0.9833,0.7219,0.8833,0.4103,1.0,0.7591,0.7958
delayed_plateau,0,0.5,0,phase2_cascade,0,0,0.120418,0.113325,0.7716,240,0.5722,0.8625,0.6773,0.7542,0.4582,1.0,0.7716,0.7375
delayed_plateau,0,0.5,0,fixed_rational,0,0,0.078953,0.049045,0.4443,240,0.3191,1.0,0.3691,1.0,0.2097,1.0,0.4443,1.0
delayed_plateau,0,0.5,0,fixed_richardson,0,0,0.120484,0.118654,0.7691,240,0.5722,0.8625,0.689,0.7542,0.4759,1.0,0.7691,0.7375
delayed_plateau,0,0.5,0,current_value,0,0,0.156442,0.133039,1.0,240,0.8829,0.9083,1.0,0.0,0.5616,1.0,1.0,0.0
delayed_plateau,0,0.5,0,constant_assumed,1,0,0.200425,0.181319,1.2379,240,1.0,0.0,1.1326,0.0917,0.72,0.8625,1.2379,0.0042
delayed_plateau,0,0.5,0,constant_oracle,1,1,0.154622,0.144818,1.0035,240,0.8793,1.0,0.9865,0.7333,0.5515,1.0,1.0035,0.4917
delayed_plateau,0,0.5,0,window_mean,1,0,0.250659,0.267046,1.8503,240,1.389,0.1375,1.7807,0.0,1.0,0.0,1.8503,0.0
delayed_plateau,0,0.5,0,window_min,1,0,0.148329,0.124136,1.0,240,0.8078,0.9958,1.0,0.4375,0.5405,1.0,1.0,0.0
delayed_plateau,0,0.5,0,last_value,1,0,0.156442,0.133039,1.0,240,0.8829,0.9083,1.0,0.0,0.5616,1.0,1.0,0.0
four_exp,0,0.02,0,oracle_49,0,0,0.008981,0.004182,0.0656,240,0.062,1.0,0.0209,1.0,0.0161,1.0,0.0236,1.0
four_exp,0,0.02,0,oracle_9,0,0,0.035464,0.023654,0.2998,240,0.2839,0.7625,0.1547,1.0,0.113,1.0,0.1614,1.0
four_exp,0,0.02,0,threshold_ens_010,0,0,0.148979,0.141811,1.5234,240,1.5164,0.4083,0.9761,0.7375,0.6708,1.0,1.0168,0.4167
four_exp,0,0.02,0,threshold_ens_050,0,0,0.149341,0.141811,1.5333,240,1.5186,0.4083,0.9743,0.7375,0.6708,1.0,1.0161,0.4167
four_exp,0,0.02,0,threshold_ens_safe,0,0,0.149223,0.141811,1.5333,240,1.5186,0.4083,0.9743,0.7375,0.6708,1.0,1.0156,0.4167
four_exp,0,0.02,0,capped_diag_49,0,0,0.123601,0.117645,1.2962,240,1.2587,0.4417,0.7113,0.9583,0.5236,0.9875,0.7724,0.875
four_exp,0,0.02,0,capped_diag_safe,0,0,0.120754,0.113893,1.2773,240,1.23,0.4458,0.6874,0.9625,0.5052,0.9917,0.7534,0.8917
four_exp,0,0.02,0,diag_ensemble_49,0,0,0.123601,0.117645,1.2962,240,1.2587,0.4417,0.7113,0.9583,0.5236,0.9875,0.7724,0.875
four_exp,0,0.02,0,diag_ensemble_safe,0,0,0.120754,0.113893,1.2773,240,1.23,0.4458,0.6874,0.9625,0.5052,0.9917,0.7534,0.8917
four_exp,0,0.02,0,equal_ensemble_49,0,0,0.148933,0.141811,1.5194,240,1.5087,0.4125,0.9765,0.7375,0.6737,1.0,1.0169,0.4083
four_exp,0,0.02,0,equal_ensemble_safe,0,0,0.149223,0.141811,1.5333,240,1.5186,0.4083,0.9743,0.7375,0.6708,1.0,1.0156,0.4167
four_exp,0,0.02,0,diag_ensemble_9,0,0,0.133746,0.132521,1.3355,240,1.3236,0.3917,0.6966,0.9875,0.4961,0.9875,0.7218,0.9375
four_exp,0,0.02,0,equal_ensemble_9,0,0,0.135653,0.11159,1.2682,240,1.2551,0.4167,0.6687,0.9458,0.5187,1.0,0.7047,0.7833
four_exp,0,0.02,0,phase2_cascade,0,0,0.057456,0.045963,0.4944,240,0.4595,0.6542,0.2426,0.9958,0.187,0.9958,0.2562,0.9917
four_exp,0,0.02,0,fixed_rational,0,0,0.083939,0.086466,0.6652,240,0.6232,0.6167,0.4738,0.9958,0.3388,0.9958,0.5289,0.9917
four_exp,0,0.02,0,fixed_richardson,0,0,0.056901,0.043709,0.4944,240,0.4626,0.65,0.2453,1.0,0.1882,1.0,0.2643,0.9958
four_exp,0,0.02,0,current_value,0,0,0.189544,0.17618,2.2554,240,2.2554,0.3,1.0,0.0,0.737,0.9792,1.0,0.0
four_exp,0,0.02,0,constant_assumed,1,0,0.137783,0.085025,1.0,240,1.0,0.0,0.4434,0.7,0.3239,0.7875,0.4935,0.6958
four_exp,0,0.02,0,constant_oracle,1,1,0.003872,0.003621,0.0458,240,0.0458,1.0,0.0204,1.0,0.0155,1.0,0.0208,1.0
four_exp,0,0.02,0,window_mean,1,0,0.259878,0.252914,3.0889,240,3.0889,0.2125,1.3569,0.0208,1.0,0.0,1.3991,0.0
four_exp,0,0.02,0,window_min,1,0,0.179355,0.157423,2.0265,240,2.0265,0.3042,1.0,0.4875,0.7147,1.0,1.0,0.0
four_exp,0,0.02,0,last_value,1,0,0.189544,0.17618,2.2554,240,2.2554,0.3,1.0,0.0,0.737,0.9792,1.0,0.0
four_exp,0,0.1,0,oracle_49,0,0,0.010071,0.006105,0.0661,240,0.0485,1.0,0.0396,1.0,0.0287,1.0,0.0448,1.0
four_exp,0,0.1,0,oracle_9,0,0,0.033951,0.022913,0.2588,240,0.2405,0.8667,0.1627,1.0,0.1091,1.0,0.1678,1.0
four_exp,0,0.1,0,threshold_ens_010,0,0,0.136559,0.128736,1.2565,240,1.1447,0.4667,0.9724,0.7375,0.6513,1.0,1.0176,0.4083
four_exp,0,0.1,0,threshold_ens_050,0,0,0.136377,0.12892,1.2565,240,1.1447,0.4667,0.9702,0.7375,0.6513,1.0,1.0171,0.4167
four_exp,0,0.1,0,threshold_ens_safe,0,0,0.136344,0.12892,1.2565,240,1.1447,0.4667,0.9702,0.7375,0.6513,1.0,1.0171,0.4167
four_exp,0,0.1,0,capped_diag_49,0,0,0.113186,0.110526,1.0281,240,0.946,0.525,0.6992,0.9625,0.5074,0.9875,0.7713,0.8875
four_exp,0,0.1,0,capped_diag_safe,0,0,0.112977,0.107593,1.0622,240,0.9892,0.5042,0.7129,0.9667,0.501,0.9833,0.7699,0.8833
four_exp,0,0.1,0,diag_ensemble_49,0,0,0.113186,0.110526,1.0281,240,0.946,0.525,0.6992,0.9625,0.5074,0.9875,0.7713,0.8875
four_exp,0,0.1,0,diag_ensemble_safe,0,0,0.112977,0.107593,1.0622,240,0.9892,0.5042,0.7129,0.9667,0.501,0.9833,0.7699,0.8833
four_exp,0,0.1,0,equal_ensemble_49,0,0,0.135903,0.129571,1.2565,240,1.129,0.475,0.9746,0.7375,0.6524,1.0,1.0182,0.4083
four_exp,0,0.1,0,equal_ensemble_safe,0,0,0.136344,0.12892,1.2565,240,1.1447,0.4667,0.9702,0.7375,0.6513,1.0,1.0171,0.4167
four_exp,0,0.1,0,diag_ensemble_9,0,0,0.121752,0.120208,1.1047,240,1.0307,0.4875,0.6964,0.9917,0.4907,1.0,0.7259,0.9042
four_exp,0,0.1,0,equal_ensemble_9,0,0,0.122233,0.100614,1.0821,240,0.9708,0.5125,0.6476,0.9458,0.4835,1.0,0.6997,0.7792
four_exp,0,0.1,0,phase2_cascade,0,0,0.059107,0.051133,0.4682,240,0.4244,0.675,0.2951,0.9958,0.2158,0.9958,0.3158,0.9917
four_exp,0,0.1,0,fixed_rational,0,0,0.075344,0.078412,0.5921,240,0.5023,0.6833,0.4594,0.9958,0.3229,0.9958,0.5169,0.9917
four_exp,0,0.1,0,fixed_richardson,0,0,0.058732,0.048715,0.4682,240,0.4415,0.6667,0.2959,1.0,0.216,1.0,0.3232,0.9958
four_exp,0,0.1,0,current_value,0,0,0.174063,0.163144,1.7681,240,1.7478,0.35,1.0,0.0,0.7198,0.9792,1.0,0.0
four_exp,0,0.1,0,constant_assumed,1,0,0.153264,0.098587,1.0,240,1.0,0.0,0.5722,0.65,0.4177,0.75,0.6511,0.6333
four_exp,0,0.1,0,constant_oracle,1,1,0.019353,0.01812,0.194,240,0.194,1.0,0.1108,1.0,0.0823,1.0,0.1133,1.0
four_exp,0,0.1,0,window_mean,1,0,0.244397,0.238415,2.3948,240,2.3948,0.25,1.3892,0.0208,1.0,0.0,1.4361,0.0
four_exp,0,0.1,0,window_min,1,0,0.163875,0.144606,1.5359,240,1.5359,0.3667,1.0,0.4875,0.6964,1.0,1.0,0.0
four_exp,0,0.1,0,last_value,1,0,0.174063,0.163144,1.7681,240,1.7478,0.35,1.0,0.0,0.7198,0.9792,1.0,0.0
four_exp,0,0.5,0,oracle_49,0,0,0.005521,0.002487,0.031,240,0.0121,1.0,0.0273,1.0,0.0162,1.0,0.031,1.0
four_exp,0,0.5,0,oracle_9,0,0,0.015101,0.00553,0.0942,240,0.0381,1.0,0.0709,1.0,0.0457,1.0,0.0942,1.0
four_exp,0,0.5,0,threshold_ens_010,0,0,0.06803,0.070237,1.0321,240,0.2955,0.9917,0.9564,0.7375,0.507,1.0,1.0321,0.4167
four_exp,0,0.5,0,threshold_ens_050,0,0,0.068099,0.070581,1.0321,240,0.2955,0.9917,0.9564,0.7333,0.507,1.0,1.0321,0.4167
four_exp,0,0.5,0,threshold_ens_safe,0,0,0.068113,0.070581,1.0317,240,0.2955,0.9917,0.9564,0.7333,0.507,1.0,1.0317,0.4167
four_exp,0,0.5,0,capped_diag_49,0,0,0.100881,0.050591,0.7166,240,0.2669,0.9708,0.6136,0.9125,0.3718,0.9833,0.7166,0.7583
four_exp,0,0.5,0,capped_diag_safe,0,0,0.107839,0.060693,0.8291,240,0.3079,0.975,0.7284,0.8833,0.4333,0.975,0.8291,0.7
four_exp,0,0.5,0,diag_ensemble_49,0,0,0.100881,0.050591,0.7166,240,0.2669,0.9708,0.6136,0.9125,0.3718,0.9833,0.7166,0.7583
four_exp,0,0.5,0,diag_ensemble_safe,0,0,0.107839,0.060693,0.8291,240,0.3079,0.975,0.7284,0.8833,0.4333,0.975,0.8291,0.7
four_exp,0,0.5,0,equal_ensemble_49,0,0,0.06777,0.069803,1.0262,240,0.2905,0.9917,0.9475,0.7375,0.5048,1.0,1.0262,0.4208
four_exp,0,0.5,0,equal_ensemble_safe,0,0,0.068113,0.070581,1.0317,240,0.2955,0.9917,0.9564,0.7333,0.507,1.0,1.0317,0.4167
four_exp,0,0.5,0,diag_ensemble_9,0,0,0.063847,0.066683,0.709,240,0.2982,1.0,0.6597,0.9625,0.3754,1.0,0.709,0.8042
four_exp,0,0.5,0,equal_ensemble_9,0,0,0.059992,0.052953,0.6515,240,0.2633,1.0,0.5849,0.9417,0.3319,1.0,0.6515,0.7542
four_exp,0,0.5,0,phase2_cascade,0,0,0.038031,0.034414,0.4177,240,0.142,1.0,0.3569,0.9958,0.1989,1.0,0.4177,0.9708
four_exp,0,0.5,0,fixed_rational,0,0,0.032256,0.03147,0.4253,240,0.128,1.0,0.3494,1.0,0.2027,1.0,0.4253,0.9833
four_exp,0,0.5,0,fixed_richardson,0,0,0.037988,0.033647,0.4181,240,0.1491,1.0,0.3545,0.9958,0.1961,1.0,0.4181,0.9708
four_exp,0,0.5,0,current_value,0,0,0.096706,0.092549,1.0,240,0.5263,0.9958,1.0,0.0,0.5849,0.9792,1.0,0.0
four_exp,0,0.5,0,constant_assumed,1,0,0.230622,0.185129,2.2307,240,1.0,0.0,1.9001,0.0042,1.1943,0.4167,2.2307,0.0
four_exp,0,0.5,0,constant_oracle,1,1,0.096711,0.090464,1.0335,240,0.5459,1.0,0.9952,0.6417,0.6122,1.0,1.0335,0.4083
four_exp,0,0.5,0,window_mean,1,0,0.167039,0.166072,1.8281,240,0.8373,0.5833,1.7096,0.0208,1.0,0.0,1.8281,0.0
four_exp,0,0.5,0,window_min,1,0,0.086517,0.080627,1.0,240,0.4483,1.0,1.0,0.4875,0.547,1.0,1.0,0.0
four_exp,0,0.5,0,last_value,1,0,0.096706,0.092549,1.0,240,0.5263,0.9958,1.0,0.0,0.5849,0.9792,1.0,0.0
heavy_noise_plat,0,0.02,0,oracle_49,0,0,0.000379,0.000171,0.1036,240,0.004,1.0,0.032,0.975,0.0498,0.9625,0.013,0.9917
heavy_noise_plat,0,0.02,0,oracle_9,0,0,0.001084,0.000664,0.4249,240,0.0132,0.9958,0.1278,0.9208,0.17,0.8667,0.045,0.975
heavy_noise_plat,0,0.02,0,threshold_ens_010,0,0,0.003925,0.002449,1.1559,240,0.0541,0.9833,0.5494,0.7667,0.5863,0.5875,0.1625,0.9375
heavy_noise_plat,0,0.02,0,threshold_ens_050,0,0,0.003941,0.002472,1.1559,240,0.0541,0.9833,0.551,0.7708,0.5883,0.5833,0.1625,0.9375
heavy_noise_plat,0,0.02,0,threshold_ens_safe,0,0,0.003937,0.002472,1.1559,240,0.0541,0.9833,0.551,0.7708,0.5883,0.5833,0.1625,0.9375
heavy_noise_plat,0,0.02,0,capped_diag_49,0,0,0.010304,0.005122,2.8504,240,0.0973,0.8125,0.812,0.55,1.3884,0.4125,0.3105,0.7458
heavy_noise_plat,0,0.02,0,capped_diag_safe,0,0,0.004381,0.002596,1.4255,240,0.0655,0.9792,0.5385,0.7208,0.7356,0.5667,0.194,0.925
heavy_noise_plat,0,0.02,0,diag_ensemble_49,0,0,0.010304,0.005122,2.8504,240,0.0973,0.8125,0.812,0.55,1.3884,0.4125,0.3105,0.7458
heavy_noise_plat,0,0.02,0,diag_ensemble_safe,0,0,0.004381,0.002596,1.4255,240,0.0655,0.9792,0.5385,0.7208,0.7356,0.5667,0.194,0.925
heavy_noise_plat,0,0.02,0,equal_ensemble_49,0,0,0.003902,0.002479,1.1613,240,0.0515,0.975,0.5206,0.7708,0.6338,0.575,0.1558,0.925
heavy_noise_plat,0,0.02,0,equal_ensemble_safe,0,0,0.003937,0.002472,1.1559,240,0.0541,0.9833,0.551,0.7708,0.5883,0.5833,0.1625,0.9375
heavy_noise_plat,0,0.02,0,diag_ensemble_9,0,0,0.004071,0.002753,1.3476,240,0.051,0.9583,0.5038,0.75,0.7197,0.5958,0.1835,0.9083
heavy_noise_plat,0,0.02,0,equal_ensemble_9,0,0,0.00315,0.002121,1.0,240,0.0406,0.975,0.4416,0.7625,0.5944,0.6458,0.1421,0.9375
heavy_noise_plat,0,0.02,0,phase2_cascade,0,0,0.003713,0.002415,1.0,240,0.055,0.9875,0.4061,0.7458,0.7311,0.6375,0.167,0.95
heavy_noise_plat,0,0.02,0,fixed_rational,0,0,0.004171,0.002681,1.0,240,0.0617,0.9875,0.4701,0.7083,0.7424,0.6417,0.1871,0.925
heavy_noise_plat,0,0.02,0,fixed_richardson,0,0,0.003854,0.002633,1.2525,240,0.0547,0.9708,0.4689,0.7083,0.6644,0.5917,0.1919,0.9292
heavy_noise_plat,0,0.02,0,current_value,0,0,0.0087,0.005545,1.7367,240,0.1138,0.8708,1.0,0.0,1.4652,0.4167,0.4219,0.8042
heavy_noise_plat,0,0.02,0,constant_assumed,1,0,0.102329,0.03636,27.3116,240,1.0,0.0,8.7961,0.075,14.8206,0.1417,2.2056,0.0
heavy_noise_plat,0,0.02,0,constant_oracle,1,1,1.2e-05,1e-06,0.0003,240,0.0,1.0,0.0001,1.0,0.0003,1.0,0.0,1.0
heavy_noise_plat,0,0.02,0,window_mean,1,0,0.006485,0.005907,1.0,240,0.0675,0.8583,0.6828,0.5833,1.0,0.0,0.2391,0.7375
heavy_noise_plat,0,0.02,0,window_min,1,0,0.017104,0.013255,7.1422,240,0.4534,0.6458,2.3704,0.1083,4.1831,0.2625,1.0,0.0
heavy_noise_plat,0,0.02,0,last_value,1,0,0.0087,0.005545,1.7367,240,0.1138,0.8708,1.0,0.0,1.4652,0.4167,0.4219,0.8042
heavy_noise_plat,0,0.1,0,oracle_49,0,0,0.000385,0.000156,0.0952,240,0.0037,1.0,0.0383,0.9875,0.0472,0.9667,0.0135,0.9958
heavy_noise_plat,0,0.1,0,oracle_9,0,0,0.001042,0.000604,0.422,240,0.0117,0.9958,0.1193,0.9292,0.1675,0.875,0.04,0.9792
heavy_noise_plat,0,0.1,0,threshold_ens_010,0,0,0.003846,0.002321,1.1005,240,0.0536,0.9833,0.5219,0.7958,0.5706,0.5833,0.1619,0.9375
heavy_noise_plat,0,0.1,0,threshold_ens_050,0,0,0.003845,0.002329,1.1086,240,0.0536,0.9833,0.5193,0.7917,0.5706,0.5833,0.1625,0.9375
heavy_noise_plat,0,0.1,0,threshold_ens_safe,0,0,0.003847,0.002343,1.1086,240,0.0536,0.9833,0.5193,0.7917,0.5706,0.5833,0.1625,0.9375
heavy_noise_plat,0,0.1,0,capped_diag_49,0,0,0.011319,0.005034,2.6399,240,0.0963,0.7792,0.7329,0.5667,1.4874,0.4167,0.291,0.7042
heavy_noise_plat,0,0.1,0,capped_diag_safe,0,0,0.004377,0.002567,1.4376,240,0.0667,0.9792,0.5317,0.725,0.7665,0.5667,0.1895,0.9167
heavy_noise_plat,0,0.1,0,diag_ensemble_49,0,0,0.011319,0.005034,2.6399,240,0.0963,0.7792,0.7329,0.5667,1.4874,0.4167,0.291,0.7042
heavy_noise_plat,0,0.1,0,diag_ensemble_safe,0,0,0.004377,0.002567,1.4376,240,0.0667,0.9792,0.5317,0.725,0.7665,0.5667,0.1895,0.9167
heavy_noise_plat,0,0.1,0,equal_ensemble_49,0,0,0.003811,0.002321,1.1168,240,0.0519,0.9708,0.5215,0.7917,0.679,0.5792,0.1571,0.925
heavy_noise_plat,0,0.1,0,equal_ensemble_safe,0,0,0.003847,0.002343,1.1086,240,0.0536,0.9833,0.5193,0.7917,0.5706,0.5833,0.1625,0.9375
heavy_noise_plat,0,0.1,0,diag_ensemble_9,0,0,0.004115,0.00242,1.4198,240,0.0519,0.9458,0.4835,0.7458,0.7694,0.5875,0.1816,0.9042
heavy_noise_plat,0,0.1,0,equal_ensemble_9,0,0,0.002972,0.001943,1.0,240,0.0419,0.975,0.405,0.7833,0.5659,0.6667,0.1339,0.9417
heavy_noise_plat,0,0.1,0,phase2_cascade,0,0,0.003171,0.002028,1.0,240,0.0465,0.9875,0.3379,0.7917,0.6469,0.6583,0.1476,0.9458
heavy_noise_plat,0,0.1,0,fixed_rational,0,0,0.003448,0.002158,1.0,240,0.0482,0.9875,0.3706,0.7667,0.6621,0.6542,0.1626,0.9417
heavy_noise_plat,0,0.1,0,fixed_richardson,0,0,0.003253,0.00249,1.0424,240,0.0473,0.975,0.3892,0.7667,0.6054,0.6458,0.1732,0.9292
heavy_noise_plat,0,0.1,0,current_value,0,0,0.008687,0.005498,1.7248,240,0.1141,0.8708,1.0,0.0,1.4718,0.4167,0.4126,0.8083
heavy_noise_plat,0,0.1,0,constant_assumed,1,0,0.102376,0.03645,27.2008,240,1.0,0.0,8.7703,0.075,14.8381,0.1417,2.1878,0.0
heavy_noise_plat,0,0.1,0,constant_oracle,1,1,5.9e-05,6e-06,0.0016,240,0.0001,1.0,0.0007,0.9917,0.0013,1.0,0.0002,0.9958
heavy_noise_plat,0,0.1,0,window_mean,1,0,0.006438,0.005847,1.0,240,0.0674,0.8583,0.6798,0.5833,1.0,0.0,0.2371,0.7375
heavy_noise_plat,0,0.1,0,window_min,1,0,0.017145,0.013345,7.0778,240,0.4571,0.6458,2.4241,0.1042,4.2179,0.2625,1.0,0.0
heavy_noise_plat,0,0.1,0,last_value,1,0,0.008687,0.005498,1.7248,240,0.1141,0.8708,1.0,0.0,1.4718,0.4167,0.4126,0.8083
heavy_noise_plat,0,0.5,0,oracle_49,0,0,0.000339,0.000128,0.0795,240,0.0032,1.0,0.0285,0.9792,0.0401,0.9667,0.0091,1.0
heavy_noise_plat,0,0.5,0,oracle_9,0,0,0.000998,0.000535,0.2896,240,0.0089,0.9958,0.0944,0.9417,0.1536,0.8625,0.0336,0.9917
heavy_noise_plat,0,0.5,0,threshold_ens_010,0,0,0.003602,0.002185,1.117,240,0.0486,0.9792,0.4661,0.7958,0.6195,0.5917,0.1535,0.95
heavy_noise_plat,0,0.5,0,threshold_ens_050,0,0,0.003609,0.002185,1.117,240,0.0482,0.9792,0.471,0.8,0.6195,0.5917,0.1535,0.95
heavy_noise_plat,0,0.5,0,threshold_ens_safe,0,0,0.003608,0.002185,1.117,240,0.0482,0.9792,0.471,0.8,0.6195,0.5917,0.1535,0.95
heavy_noise_plat,0,0.5,0,capped_diag_49,0,0,0.009978,0.00527,2.8301,240,0.1171,0.8,0.7807,0.5667,1.5656,0.4125,0.2987,0.7625
heavy_noise_plat,0,0.5,0,capped_diag_safe,0,0,0.004851,0.002562,1.3645,240,0.0608,0.9583,0.5547,0.7292,0.7608,0.5292,0.1663,0.9125
heavy_noise_plat,0,0.5,0,diag_ensemble_49,0,0,0.009978,0.00527,2.8301,240,0.1171,0.8,0.7807,0.5667,1.5656,0.4125,0.2987,0.7625
heavy_noise_plat,0,0.5,0,diag_ensemble_safe,0,0,0.004851,0.002562,1.3645,240,0.0608,0.9583,0.5547,0.7292,0.7608,0.5292,0.1663,0.9125
heavy_noise_plat,0,0.5,0,equal_ensemble_49,0,0,0.00352,0.002018,1.0634,240,0.0475,0.9667,0.4453,0.8125,0.6678,0.5875,0.1405,0.9375
heavy_noise_plat,0,0.5,0,equal_ensemble_safe,0,0,0.003608,0.002185,1.117,240,0.0482,0.9792,0.471,0.8,0.6195,0.5917,0.1535,0.95
heavy_noise_plat,0,0.5,0,diag_ensemble_9,0,0,0.004488,0.002313,1.3475,240,0.0527,0.9625,0.4774,0.7625,0.7783,0.5667,0.1649,0.9208
heavy_noise_plat,0,0.5,0,equal_ensemble_9,0,0,0.002664,0.001644,0.9609,240,0.0361,0.975,0.3307,0.8083,0.5388,0.6917,0.1197,0.95
heavy_noise_plat,0,0.5,0,phase2_cascade,0,0,0.002575,0.001674,0.9932,240,0.0385,0.9875,0.2696,0.8167,0.5526,0.7042,0.1106,0.9625
heavy_noise_plat,0,0.5,0,fixed_rational,0,0,0.00254,0.001614,0.9726,240,0.0407,0.9875,0.2696,0.8167,0.5544,0.7042,0.1198,0.9833
heavy_noise_plat,0,0.5,0,fixed_richardson,0,0,0.002672,0.001929,0.8859,240,0.0348,0.975,0.3129,0.7875,0.5421,0.6958,0.1299,0.9458
heavy_noise_plat,0,0.5,0,current_value,0,0,0.008628,0.005401,1.7355,240,0.1185,0.8708,1.0,0.0,1.516,0.4125,0.3808,0.8208
heavy_noise_plat,0,0.5,0,constant_assumed,1,0,0.102642,0.036955,26.3447,240,1.0,0.0,8.4355,0.075,15.0534,0.1167,2.1665,0.0
heavy_noise_plat,0,0.5,0,constant_oracle,1,1,0.000325,3.2e-05,0.0087,240,0.0003,1.0,0.004,0.9792,0.0072,1.0,0.0009,0.9833
heavy_noise_plat,0,0.5,0,window_mean,1,0,0.006172,0.005815,1.0,240,0.0664,0.8833,0.6597,0.5875,1.0,0.0,0.2297,0.7625
heavy_noise_plat,0,0.5,0,window_min,1,0,0.017393,0.013732,6.7739,240,0.4616,0.6458,2.6264,0.0917,4.3552,0.2375,1.0,0.0
heavy_noise_plat,0,0.5,0,last_value,1,0,0.008628,0.005401,1.7355,240,0.1185,0.8708,1.0,0.0,1.516,0.4125,0.3808,0.8208
inv_sqrt_log,1,0.02,60,oracle_49,0,0,0.001972,0.000749,0.0463,180,0.0111,1.0,0.0288,0.9944,0.0115,1.0,0.0372,0.9778
inv_sqrt_log,1,0.02,60,oracle_9,0,0,0.00577,0.003981,0.2883,180,0.0737,1.0,0.1573,0.9778,0.0566,1.0,0.2152,0.9389
inv_sqrt_log,1,0.02,60,threshold_ens_010,0,0,0.021809,0.017624,1.1857,180,0.2821,0.7389,0.7549,0.7722,0.343,1.0,1.0699,0.45
inv_sqrt_log,1,0.02,60,threshold_ens_050,0,0,0.021813,0.017199,1.2176,180,0.2815,0.7389,0.7549,0.7667,0.343,1.0,1.0699,0.45
inv_sqrt_log,1,0.02,60,threshold_ens_safe,0,0,0.021808,0.017199,1.2176,180,0.2815,0.7389,0.7549,0.7667,0.343,1.0,1.0699,0.45
inv_sqrt_log,1,0.02,60,capped_diag_49,0,0,0.026396,0.013467,0.8316,180,0.2271,0.7167,0.401,0.7889,0.2141,0.95,0.5767,0.6333
inv_sqrt_log,1,0.02,60,capped_diag_safe,0,0,0.014912,0.010838,0.7365,180,0.1834,0.7556,0.3528,0.8556,0.1812,0.9667,0.4927,0.7389
inv_sqrt_log,1,0.02,60,diag_ensemble_49,0,0,0.026396,0.013467,0.8316,180,0.2271,0.7167,0.401,0.7889,0.2141,0.95,0.5767,0.6333
inv_sqrt_log,1,0.02,60,diag_ensemble_safe,0,0,0.014912,0.010838,0.7365,180,0.1834,0.7556,0.3528,0.8556,0.1812,0.9667,0.4927,0.7389
inv_sqrt_log,1,0.02,60,equal_ensemble_49,0,0,0.021778,0.017463,1.2182,180,0.2864,0.7444,0.7617,0.7611,0.3452,1.0,1.0707,0.45
inv_sqrt_log,1,0.02,60,equal_ensemble_safe,0,0,0.021808,0.017199,1.2176,180,0.2815,0.7389,0.7549,0.7667,0.343,1.0,1.0699,0.45
inv_sqrt_log,1,0.02,60,diag_ensemble_9,0,0,0.012381,0.010717,0.6833,180,0.1412,0.7556,0.4057,0.9278,0.1741,0.9889,0.495,0.8278
inv_sqrt_log,1,0.02,60,equal_ensemble_9,0,0,0.020231,0.01745,1.0239,180,0.271,0.7389,0.6181,0.8056,0.2715,1.0,0.9617,0.5278
inv_sqrt_log,1,0.02,60,phase2_cascade,0,0,0.0213,0.017428,0.8883,180,0.3018,0.9889,0.5141,0.8444,0.2318,0.95,0.6975,0.6889
inv_sqrt_log,1,0.02,60,fixed_rational,0,0,0.014966,0.011635,0.6217,180,0.1712,0.8833,0.3155,0.8889,0.1573,0.9667,0.4264,0.8222
inv_sqrt_log,1,0.02,60,fixed_richardson,0,0,0.020106,0.017544,0.9,180,0.312,0.9778,0.5343,0.8278,0.2547,0.9444,0.6975,0.6778
inv_sqrt_log,1,0.02,60,current_value,0,0,0.031117,0.027286,1.4859,180,0.408,0.6167,1.0,0.0,0.4011,0.9667,1.0,0.0722
